step,event,lineage,other,size
5000,birth,9,0,902
6000,split,22,1,239
8000,split,25,9,105
11000,extinct,9,0,9
13000,split,58,9,55
19000,extinct,58,0,16
20000,split,75,25,83
21000,extinct,25,0,5
26000,split,79,75,348
29000,extinct,79,0,362
31000,extinct,75,0,10
34000,split,101,93,5
35000,extinct,101,0,5
54000,split,116,115,53
56000,extinct,116,0,53
70000,split,121,22,543
83000,extinct,22,0,5
85000,split,139,22,824
90000,split,167,139,54
90000,extinct,139,0,17
93000,split,188,167,210
93000,extinct,167,0,72
99000,split,219,188,66
