step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,467,35.49,0.37,7.08,0.15,16.80,0.03,1.10,0.015,0.131,280617.7,237700.6,1,85,4.00,1.13,1.07,8.0836,182.64,30538.7,0.0194,48.0506,5462,21.5906,1669,11.3684,46521.2,166.47,3.1358,0.0,0.0000,1.000,0.7549
10000,1,480,33.75,0.46,6.89,0.21,14.93,0.02,1.17,0.004,0.122,267897.4,225806.9,1,128,3.85,1.20,1.19,7.6992,288.92,32055.4,0.0194,45.7739,5461,21.5867,1705,10.8221,43929.5,81.57,18.2806,0.0,0.0000,1.000,0.1939
10000,2,335,34.48,0.34,6.84,0.27,14.78,0.01,1.11,0.006,0.086,199850.3,161801.6,1,146,3.84,1.12,1.11,5.2637,118.78,33061.7,0.0190,33.7336,5461,21.5867,1500,7.1956,28065.7,51.95,37.7814,0.0,0.0000,1.000,0.0059
20000,0,482,35.25,0.59,4.80,0.11,22.15,0.02,1.14,0.012,0.154,143797.0,72764.9,2,68,4.57,1.17,1.09,2.2484,196.74,27545.7,0.0000,27.3061,5462,8.0707,1619,3.9551,15283.1,166.47,1.3670,0.0,0.0000,1.000,0.7549
20000,1,427,36.16,1.05,5.06,0.25,20.91,0.04,1.24,0.021,0.133,74258.0,39913.7,2,117,4.46,1.38,1.06,1.2062,170.31,33972.9,0.0000,14.1081,5461,8.0692,1547,2.0348,6879.5,81.57,4.7466,0.0,0.0000,1.000,0.1939
20000,2,282,38.53,0.80,5.37,0.10,23.08,0.02,1.20,0.014,0.093,46373.6,24485.8,2,137,4.54,1.29,1.09,0.7354,85.25,35007.7,0.0000,8.8715,5461,8.0692,1405,1.1477,3621.1,51.95,9.0256,0.0,0.0000,1.000,0.0059
30000,0,463,36.01,0.32,6.52,0.56,18.20,0.03,1.07,0.011,0.134,276603.3,243680.9,5,98,4.12,1.11,1.02,6.8467,96.06,30598.3,0.0000,50.8200,5462,21.6986,1492,9.2990,43055.8,166.47,3.1978,0.0,0.0000,1.000,0.7549
30000,1,391,36.70,0.64,6.88,0.39,17.28,0.09,1.16,0.023,0.113,261501.3,221956.1,5,114,4.05,1.27,1.08,6.2595,142.71,33116.8,0.0000,47.9992,5461,21.6946,1518,9.0767,41122.4,81.57,18.3050,0.0,0.0000,1.000,0.1939
30000,2,266,37.82,0.52,5.49,0.76,20.68,0.02,1.16,0.011,0.084,190527.2,154950.5,5,127,4.26,1.25,1.11,4.1015,97.29,35145.0,0.0000,35.3909,5461,21.6946,1243,5.9746,26156.2,51.95,38.2680,0.0,0.0000,1.000,0.0059
40000,0,480,29.38,0.38,4.57,1.15,15.77,0.01,1.12,0.004,0.118,143293.1,79051.9,2,106,3.78,1.14,1.07,2.4296,109.83,26637.4,0.0000,27.3445,5462,8.1289,1829,4.1199,16674.8,166.47,1.3735,0.0,0.0000,1.000,0.7549
