step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,1361,0.747,2.186,22.86,88556,61796,0,26644,198,1797510,734517.2,663468.9,0.107,0.734,0.094,0.064,77,26.00,14.30,0.40,1.87,4.42,4.35,1.46,2.52,12.59,17.36,0.00,0.09,0.166,0.140,960,0.043,0.013,0.969,0.002,0.015,122342,70287,3,0.383,0.338,0.462,7061680,0.166,3.220,0.250,129.71,60347,199,0.369,0.209,0.481,9223824,1.12,4.62,0.281,0.691,0.003,8.0,26.0,45.0,158.0,25679,0.098,0.00,0.0043,0.137,407,0.607,0.000,0.545,0.308,3.48,4.32,4.38,0.07,0.039,1.12,1.09,1.13,0.657,0.01384,37.48,21.6507,390.36,94077.6,140214.1,0.051,30.5987,160.747,0.000,1.000,0.000,53.8,66.591,128.620,5225,32645.6,10.05,124.998,6.75,34.123,1193.9,12.704,0.136,1.99,6.2771,8543.1,0.5071,0.3037,18.87,1.650,0.544,1.5299,0.0000,0.621,0.186,0.661,76.0466,5.51,2.10,6,16,40,121,51.3464,0.0008,0.5783,0.0000,0.0000,49.3074,100.00,69.4029,320.2502,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0034,0.0013,0.000013,0,0.1341,0.0176,0.0121,42,145,403,0.0000,0.0000,0.0072,0.025,10.9039,0.0127,2.8740
20000,1392,0.931,2.042,20.58,21737,18397,0,3154,152,294979,271010.2,127317.4,0.044,0.707,0.108,0.141,102,25.81,13.67,0.26,1.36,4.51,4.41,1.12,1.79,12.42,14.72,0.00,0.00,0.149,0.137,754,0.182,0.032,0.950,0.003,0.015,22927,12500,2,0.611,0.004,0.503,2796845,0.264,3.146,0.235,51.11,12548,337,0.432,0.210,0.388,2636253,1.07,5.56,0.429,0.496,0.000,6.5,29.0,41.0,110.0,25488,0.097,0.00,0.0016,0.126,349,0.522,0.000,0.333,0.166,3.57,4.45,4.49,0.12,0.051,1.06,1.08,1.08,0.547,0.00506,5.16,3.5947,287.15,94636.7,140214.1,0.000,6.9005,55.655,0.000,1.000,0.011,46.9,25.285,46.463,4895,30705.5,13.97,42.510,6.34,8.054,954.9,2.758,0.136,1.99,7.2310,10065.5,0.5756,0.3636,18.31,1.560,0.557,0.4701,0.0000,0.568,0.164,0.568,27.0355,5.86,2.28,6,16,29,100,20.6353,0.0285,0.5007,0.0000,0.0000,12.6860,100.00,90.7340,179.4502,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0027,0.0012,0.000005,3,0.1267,0.0460,0.0276,55,176,650,0.0000,0.0000,0.0046,0.016,2.3555,0.0306,0.5748
30000,1486,0.781,1.918,20.90,76944,61629,0,14662,533,1212565,736097.8,488477.7,0.020,0.763,0.091,0.126,82,25.95,12.04,0.21,1.09,4.35,4.07,1.39,2.75,13.27,15.54,0.00,0.00,0.151,0.135,813,0.213,0.026,0.960,0.003,0.011,92091,44896,3,0.376,0.308,0.515,10808282,0.234,3.060,0.222,139.82,47846,250,0.403,0.186,0.415,12742464,1.05,5.41,0.439,0.491,0.000,7.9,30.0,37.0,112.0,28552,0.109,0.00,0.0037,0.154,358,0.696,0.000,0.496,0.221,3.51,4.33,4.61,0.06,0.030,1.04,1.05,1.06,0.724,0.01046,36.52,14.2656,312.47,94648.3,140214.1,0.000,18.1429,163.374,0.000,1.000,0.006,54.9,70.480,141.764,4722,28884.4,10.40,121.325,5.96,24.379,843.8,11.136,0.134,2.00,8.1825,12159.2,0.6172,0.3277,19.21,1.566,0.561,1.5299,0.0000,0.611,0.174,0.601,75.5736,5.82,2.28,7,16,37,90,58.9993,0.0129,0.5572,0.0000,0.0000,49.9501,100.00,74.2174,334.6700,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0028,0.0011,0.000008,26,0.5838,0.0740,0.0252,56,172,572,0.0000,0.0000,0.0047,0.021,9.8697,0.1897,2.6401
40000,1499,0.909,1.842,21.85,21372,18309,0,2909,128,281287,276030.5,135043.8,0.019,0.688,0.106,0.187,104,26.87,14.48,0.29,1.73,4.42,4.12,1.27,2.52,12.97,15.79,0.00,0.08,0.149,0.132,809,0.185,0.037,0.942,0.001,0.020,22731,11264,4,0.361,0.003,0.480,3022470,0.254,3.014,0.213,52.40,12798,354,0.480,0.215,0.378,2801294,1.08,6.10,0.444,0.491,0.001,7.0,30.0,36.0,122.0,28415,0.108,0.00,0.0014,0.155,325,0.531,0.000,0.325,0.166,3.56,4.22,4.67,0.07,0.029,1.05,1.08,1.09,0.554,0.00484,5.23,3.8283,298.71,96468.8,140214.1,0.000,5.7759,57.545,0.000,1.000,0.013,49.9,25.946,48.178,4570,27761.7,10.84,43.456,5.71,6.676,714.7,2.560,0.136,2.00,7.5699,11347.2,0.5736,0.4032,18.96,1.592,0.544,0.4701,0.0000,0.636,0.175,0.618,27.5342,5.97,2.46,6,16,36,100,21.1719,0.0271,0.4837,0.0000,0.0000,12.7148,100.00,92.1262,183.1597,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0025,0.0010,0.000004,13,0.2389,0.0434,0.0398,59,185,756,0.0000,0.0000,0.0020,0.012,2.2487,0.0778,0.6292
50000,1393,0.796,1.994,22.28,75669,59944,0,15058,729,1104111,733668.3,477408.3,0.013,0.749,0.090,0.148,81,25.32,13.23,0.19,1.15,4.59,4.06,0.98,1.81,11.73,14.95,0.00,0.03,0.161,0.134,766,0.167,0.029,0.963,0.001,0.006,88664,43194,6,0.380,0.095,0.454,9816137,0.233,3.099,0.229,140.69,47046,271,0.432,0.180,0.403,13156472,1.05,6.28,0.436,0.495,0.001,5.9,30.0,33.6,98.0,24370,0.093,0.00,0.0045,0.139,418,0.707,0.000,0.468,0.203,3.34,4.06,4.41,0.05,0.023,1.03,1.07,1.05,0.732,0.01064,37.48,13.3613,292.73,94406.1,140214.1,0.000,16.6117,164.871,0.000,1.000,0.009,47.8,71.042,142.248,4859,29916.4,11.46,120.633,5.15,22.724,939.1,10.646,0.133,2.00,8.0890,11268.0,0.6676,0.3549,17.49,1.604,0.542,1.5299,0.0000,0.628,0.171,0.662,75.5544,5.81,2.39,6,16,30,100,60.1351,0.0178,0.5571,0.0000,0.0000,49.7664,100.00,74.0900,332.3491,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0026,0.0011,0.000008,44,0.6792,0.0747,0.0275,58,179,619,0.0000,0.0000,0.0057,0.036,8.4395,0.2289,2.5782
60000,1427,0.982,2.103,21.85,22933,19033,0,3671,185,293602,274773.7,139773.5,0.015,0.685,0.104,0.196,106,24.88,11.82,0.10,0.96,4.56,4.23,1.11,1.79,11.93,13.09,0.00,0.00,0.156,0.135,774,0.214,0.040,0.945,0.002,0.013,24262,12286,3,0.609,0.031,0.503,3153914,0.261,3.185,0.246,52.33,13830,319,0.476,0.221,0.366,2814644,1.03,6.49,0.439,0.465,0.000,7.0,30.0,33.9,106.0,25278,0.096,0.00,0.0016,0.158,312,0.522,0.000,0.308,0.159,3.43,4.11,4.55,0.02,0.010,1.03,1.03,1.03,0.545,0.00510,5.18,3.7389,213.40,93438.1,140214.1,0.000,5.7628,57.526,0.000,1.000,0.000,47.0,25.871,48.071,5053,31927.1,9.47,43.062,5.31,6.775,919.8,2.611,0.138,1.99,7.1233,10165.0,0.5591,0.4036,17.71,1.578,0.565,0.4701,0.0000,0.656,0.176,0.659,27.3787,5.95,2.50,7,16,31,89,21.0594,0.0243,0.4625,0.0000,0.0000,12.7259,100.00,92.8944,182.9849,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0026,0.0010,0.000005,10,0.2177,0.0427,0.0351,57,179,728,0.0000,0.0000,0.0073,0.087,2.2103,0.0722,0.6496
70000,1672,0.736,1.862,22.83,84168,63238,0,19896,768,1256961,738057.7,514406.3,0.011,0.766,0.092,0.131,79,24.47,11.82,0.11,0.82,4.88,4.29,1.04,1.68,10.42,11.74,0.00,0.02,0.169,0.137,888,0.117,0.027,0.958,0.002,0.013,97434,46397,4,0.551,0.094,0.501,11644850,0.231,3.012,0.215,140.57,52051,226,0.409,0.202,0.413,13536152,1.04,6.17,0.438,0.492,0.001,6.0,29.0,32.0,90.0,27479,0.105,0.00,0.0042,0.137,396,0.690,0.000,0.457,0.196,3.20,4.02,4.28,0.03,0.013,1.03,1.04,1.04,0.718,0.00952,36.62,13.2844,274.93,95099.5,140214.1,0.000,17.1665,166.283,0.000,1.000,0.001,57.8,71.121,142.015,4655,28060.7,16.52,121.630,5.14,23.510,771.1,10.964,0.134,2.01,7.4748,12497.9,0.6108,0.3424,16.43,1.623,0.547,1.5299,0.0000,0.697,0.197,0.675,75.9601,5.69,2.35,5,16,27,100,59.3989,0.0139,0.5837,0.0000,0.0000,49.9589,100.00,73.8117,330.8280,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0027,0.0011,0.000007,21,0.6394,0.0795,0.0233,53,167,552,0.0000,0.0000,0.0105,0.079,8.5701,0.2061,2.7273
80000,1291,0.789,2.092,23.61,21909,18687,0,3387,200,266058,272876.0,135180.2,0.016,0.665,0.111,0.208,104,25.67,11.95,0.28,1.38,4.96,3.99,1.32,1.93,10.27,12.44,0.00,0.00,0.171,0.131,677,0.323,0.036,0.951,0.002,0.011,23211,12221,3,0.489,0.085,0.562,3309307,0.266,3.181,0.242,52.21,13443,351,0.508,0.219,0.414,2818156,1.08,5.50,0.495,0.463,0.000,6.9,30.0,34.0,100.0,21717,0.083,0.00,0.0021,0.152,341,0.535,0.000,0.296,0.161,3.29,4.09,4.25,0.13,0.055,1.05,1.11,1.09,0.556,0.00530,5.34,3.8026,234.90,94099.4,140214.1,0.000,5.8730,57.329,0.000,1.000,0.011,43.9,25.789,48.370,5026,31666.5,10.19,43.099,5.35,6.750,950.4,2.550,0.136,1.99,7.8354,10115.5,0.6413,0.4293,16.82,1.661,0.520,0.4701,0.0000,0.687,0.175,0.760,27.1986,5.54,2.25,6,16,27,100,21.2333,0.0396,0.5492,0.0000,0.0000,12.7147,100.00,91.6934,182.2360,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0025,0.0010,0.000005,16,0.2578,0.0434,0.0400,56,182,753,0.0000,0.0000,0.0042,0.037,1.6744,0.0907,0.5656
90000,1421,0.787,1.979,23.33,72217,57355,0,14031,649,1082763,736095.4,459557.7,0.017,0.737,0.091,0.155,81,26.18,13.36,0.26,1.67,4.65,4.11,1.12,1.47,12.24,15.43,0.00,0.00,0.163,0.132,797,0.215,0.025,0.959,0.002,0.013,85318,41187,7,0.338,0.047,0.533,11047059,0.258,3.061,0.228,140.45,46908,275,0.424,0.196,0.380,12730481,1.08,5.69,0.432,0.496,0.000,6.7,30.0,39.9,132.0,25941,0.099,0.00,0.0042,0.141,377,0.710,0.000,0.448,0.208,3.45,4.23,4.43,0.08,0.036,1.08,1.07,1.09,0.736,0.01006,37.56,13.4762,366.16,92935.2,140214.1,0.000,17.0183,163.414,0.000,1.000,0.003,50.3,70.441,142.872,4999,29726.9,14.89,121.718,5.52,22.753,883.5,10.613,0.133,1.99,9.1063,12940.1,0.7047,0.3477,18.26,1.617,0.538,1.5299,0.0000,0.646,0.152,0.792,75.6266,5.75,2.41,6,16,36,98,60.0536,0.0098,0.5778,0.0000,0.0000,49.9057,100.00,72.9785,334.7907,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0026,0.0010,0.000008,52,0.8137,0.1098,0.0310,56,178,632,0.0000,0.0000,0.0092,0.029,7.9592,0.2859,2.2939
100000,1380,0.965,1.922,23.62,18901,16217,0,2537,161,223208,275839.5,119111.2,0.023,0.665,0.110,0.202,109,27.92,13.51,0.31,1.48,4.67,4.04,1.19,1.79,14.03,18.11,0.00,0.03,0.159,0.132,743,0.198,0.045,0.937,0.004,0.014,20484,10791,4,0.327,0.030,0.512,3033082,0.280,3.043,0.222,52.46,12262,411,0.534,0.251,0.382,2751837,1.08,4.95,0.482,0.463,0.001,8.0,30.0,44.7,93.2,27873,0.106,0.00,0.0014,0.136,398,0.560,0.000,0.315,0.175,3.64,4.47,4.62,0.10,0.039,1.07,1.08,1.09,0.578,0.00450,5.40,4.1807,342.48,94880.3,140214.1,0.000,5.8701,56.758,0.000,1.000,0.005,47.3,25.707,48.711,4811,28960.1,11.86,43.599,5.82,6.416,781.8,2.447,0.135,2.00,8.4745,11694.8,0.6062,0.4318,20.20,1.616,0.552,0.4701,0.0000,0.652,0.163,0.748,27.4952,5.78,2.41,7,16,40,100,21.5255,0.0494,0.4906,0.0000,0.0000,12.7390,100.00,91.7403,184.5389,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0023,0.0009,0.000003,27,0.3720,0.0536,0.0539,57,188,893,0.0000,0.0000,0.0071,0.029,1.7976,0.1408,0.5239
