step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,0.75,49,0,0,0,1,0,1.00,24,0.000,3232,0.00,273.03,35.94,208,0,0,0,1.00,1.00,1.00,1,1,1,16.6,3.296,1,0.748,0.575,7,1.000,23
100000,1.93,49,0,0,0,2,0,1.00,22,0.000,3065,0.00,218.95,38.55,221,0,1,0,1.00,1.00,1.00,1,2,1,16.9,4.287,2,0.964,0.571,7,1.000,20
100000,5.85,36,0,0,0,8,0,1.00,8,0.000,2892,0.00,176.13,6.23,208,2,0,0,1.00,1.00,1.00,3,4,4,54.5,7.254,8,0.731,0.517,6,1.000,7
100000,5.78,49,0,0,0,6,0,1.00,14,0.000,2656,0.00,248.53,51.34,221,0,1,0,1.00,1.00,1.00,2,4,3,21.3,23.733,6,0.964,0.571,7,1.000,2
100000,0.76,36,0,0,0,1,0,1.00,20,0.000,2629,0.00,118.01,7.57,208,1,0,0,1.00,1.00,1.00,1,1,1,32.9,2.818,1,0.763,0.527,6,1.000,2
100000,8.38,64,0,0,0,9,0,1.00,16,0.000,2497,0.39,350.71,23.82,221,2,2,0,1.00,1.00,1.00,2,2,6,39.2,41.903,9,0.931,0.612,8,1.000,11
100000,3.10,44,0,0,0,4,0,1.00,18,0.000,2436,0.00,165.23,7.28,208,2,0,0,1.00,1.00,1.00,2,4,1,39.1,2.682,4,0.775,0.516,7,1.000,3
100000,5.16,36,0,0,0,7,0,1.00,12,0.000,2419,0.13,176.08,9.37,208,2,0,0,1.00,1.00,1.00,2,4,2,49.2,17.056,7,0.737,0.516,6,1.000,2
100000,13.06,49,0,0,0,17,0,1.00,6,0.000,2377,1.82,248.75,16.70,208,1,2,0,1.00,1.00,1.00,5,6,5,26.0,47.783,17,0.768,0.501,7,1.000,9
100000,25.50,49,0,0,0,35,0,1.00,2,0.000,2374,1.12,213.55,4.13,208,0,1,0,1.00,1.00,1.00,5,7,6,11.8,38.767,35,0.729,0.549,7,1.000,4
100000,5.24,49,0,0,0,7,0,1.00,14,0.000,2369,1.14,199.91,32.67,208,2,0,0,1.00,1.00,1.00,2,3,4,46.1,26.186,7,0.748,0.575,7,1.000,7
