step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,874,1.614,2.204,15.40,51052,37367,0,14179,94,1391456,751500.9,567233.7,0.094,0.615,0.164,0.127,85,49.37,38.34,0.11,1.02,11.23,16.12,1.83,3.79,19.78,19.00,0.00,0.10,0.170,0.197,651,0.045,0.024,0.969,0.000,0.007,70568,42898,3,0.343,0.489,0.287,3899529,0.256,3.216,0.257,132.15,31555,292,0.408,0.157,0.332,6049952,1.03,5.54,0.314,0.633,0.002,8.6,46.0,80.0,288.0,28793,0.110,0.00,0.0043,0.124,193,0.626,0.000,0.558,0.326,5.18,5.85,5.81,0.01,0.005,1.03,1.02,1.03,0.673,0.02352,38.48,17.1796,483.82,92744.5,140134.5,0.040,26.9528,158.054,0.000,1.000,0.000,46.9,68.518,135.104,5371,33198.3,14.49,126.974,7.04,31.114,1057.2,12.335,0.133,2.00,10.2489,8957.5,0.4954,0.3459,32.94,1.518,0.471,1.5488,0.0000,0.344,0.249,0.347,77.0684,7.21,1.28,7,34,61,144,51.5234,0.0013,0.4165,0.0000,0.0000,51.9666,100.00,69.3966,326.5911,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0026,0.0010,0.000019,1,0.1543,0.0286,0.0245,52,193,554,0.0000,0.0000,0.0171,0.062,3.6133,0.0164,1.2194
20000,763,1.022,1.484,5.49,8187,6645,0,1587,8,170718,266933.9,96235.6,0.140,0.654,0.147,0.059,112,42.84,14.87,0.48,2.08,0.54,2.21,6.25,4.28,34.94,11.85,0.01,0.20,0.009,0.035,433,0.076,0.024,0.975,0.000,0.001,8583,5008,3,0.875,0.012,0.851,1929601,0.361,2.796,0.172,49.97,4671,425,0.564,0.200,0.069,1059167,1.04,1.98,0.274,0.448,0.003,20.8,46.0,54.0,115.2,32206,0.123,0.00,0.0010,0.166,195,0.394,0.000,0.410,0.195,6.56,6.81,6.80,0.02,0.005,1.05,1.04,1.03,0.414,0.01090,4.60,5.1171,1015.60,73476.7,140134.5,0.000,6.4298,48.474,0.000,1.000,0.001,37.9,20.980,47.848,3571,21567.9,24.82,43.356,7.07,6.072,405.5,2.276,0.127,2.02,53.5705,40874.3,1.5946,0.4181,42.21,1.081,0.042,0.4512,0.0000,0.606,0.070,0.891,26.7091,7.30,0.75,21,47,49,100,15.3198,0.2432,0.4509,0.0000,0.0000,13.2862,100.00,86.6652,175.9899,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0016,0.0006,0.000012,58,0.6351,0.3945,0.0624,46,187,877,0.0000,0.0000,0.0239,0.082,0.5214,0.3720,0.2826
30000,1322,1.389,2.048,12.05,66328,49361,0,16311,36,1686680,716121.9,687525.8,0.163,0.606,0.191,0.040,87,32.84,18.36,0.85,2.29,6.02,8.68,2.43,3.73,15.29,15.93,0.02,0.26,0.156,0.200,971,0.035,0.023,0.950,0.003,0.023,85002,50733,2,0.601,0.392,0.613,8995611,0.247,3.081,0.238,138.65,37027,338,0.408,0.161,0.303,6958176,1.16,4.85,0.188,0.663,0.004,6.4,34.8,50.8,160.5,32516,0.124,0.00,0.0035,0.126,356,0.616,0.001,0.677,0.277,4.47,5.14,5.11,0.23,0.075,1.15,1.19,1.16,0.669,0.01508,40.44,23.5588,759.01,92555.3,140134.5,0.000,24.7994,161.174,0.000,1.000,0.000,45.2,64.424,143.660,5215,30602.4,23.01,121.092,6.50,22.714,890.7,10.350,0.135,2.00,8.5250,11270.0,0.5509,0.3461,24.60,1.433,0.453,1.5488,0.0000,0.477,0.207,0.613,74.0496,6.33,1.01,5,23,49,81,48.2833,0.1709,0.3941,0.0000,0.0000,51.9481,100.00,71.5558,330.8513,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0010,0.000022,61,0.5020,0.0371,0.0251,41,154,553,0.0000,0.0000,0.0264,0.072,8.9166,0.2825,3.2211
40000,732,0.869,1.319,5.01,10325,9364,0,1428,3,149004,268276.2,101323.1,0.323,0.507,0.145,0.025,116,43.80,12.89,0.25,1.15,0.03,0.50,4.03,3.38,38.45,11.66,0.00,0.00,0.001,0.008,361,0.335,0.011,0.988,0.000,0.001,11056,7157,1,1.000,0.000,0.914,3558956,0.253,2.597,0.152,50.57,5977,426,0.680,0.242,0.040,1018560,1.01,1.42,0.426,0.449,0.000,27.8,49.2,50.8,76.8,31296,0.119,0.00,0.0010,0.168,186,0.401,0.000,0.433,0.190,7.08,6.65,6.66,0.01,0.001,1.00,1.01,1.01,0.423,0.00894,5.26,6.8685,780.56,77151.1,140134.5,0.001,6.2747,50.386,0.000,1.000,0.000,34.3,20.847,49.183,3317,19130.3,22.76,43.530,6.65,4.910,279.3,1.931,0.134,2.01,54.7336,40065.0,1.5740,0.4369,42.75,1.069,0.014,0.4512,0.0000,0.639,0.010,1.000,26.8196,7.01,0.12,27,48,49,64,16.4703,0.1532,0.4781,0.0000,0.0000,13.1901,100.00,86.8233,182.6615,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0018,0.0006,0.000014,120,0.9215,0.4467,0.0590,41,145,863,0.0000,0.0000,0.0175,0.032,0.8777,0.5398,0.5224
50000,1121,1.639,1.941,9.54,26245,19066,0,5807,4,583368,720716.6,425625.6,0.349,0.489,0.158,0.003,114,40.45,23.00,0.44,2.67,8.15,9.67,2.51,4.87,17.41,14.42,0.02,0.21,0.178,0.193,777,0.066,0.021,0.959,0.002,0.018,38765,30770,1,0.447,0.553,0.467,10805105,0.243,3.080,0.226,143.40,11270,551,0.730,0.160,0.356,3711887,1.10,4.12,0.310,0.601,0.008,8.7,42.0,70.4,122.1,31966,0.122,0.00,0.0037,0.129,262,0.521,0.000,0.432,0.367,4.81,5.49,5.48,0.05,0.016,1.10,1.12,1.09,0.545,0.01416,52.00,33.9056,798.89,96139.2,140134.5,0.001,15.9999,157.911,0.000,1.000,0.001,51.1,64.403,143.335,4787,28964.0,28.97,112.345,6.80,8.772,774.3,4.910,0.136,2.00,8.3770,9390.6,0.4583,0.3602,28.52,1.469,0.370,1.5488,0.0000,0.710,0.120,0.975,73.6730,6.51,0.84,7,29,49,81,54.1297,0.4236,0.4211,0.0000,0.0000,49.5761,100.00,64.0450,328.1379,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0014,0.0005,0.000010,979,5.5983,0.0250,0.1281,42,159,1935,0.0000,0.0000,0.0042,0.012,1.4748,3.9199,1.8056
60000,770,1.030,1.226,5.03,9354,7719,0,1892,1,192377,267863.6,107234.4,0.352,0.512,0.128,0.008,116,44.42,13.14,0.19,2.01,0.18,1.64,3.33,3.52,39.34,11.92,0.00,0.00,0.004,0.036,382,0.408,0.035,0.964,0.000,0.001,9563,6320,1,1.000,0.000,0.908,2718628,0.220,2.498,0.136,50.32,3955,352,0.557,0.179,0.034,784409,1.02,1.22,0.494,0.471,0.000,27.3,49.7,50.8,93.3,33137,0.126,0.00,0.0009,0.200,179,0.331,0.000,0.425,0.171,6.93,6.72,6.72,0.00,0.001,1.02,1.04,1.02,0.359,0.01049,5.15,5.6033,892.13,77760.4,140134.5,0.006,5.7346,49.990,0.000,1.000,0.001,36.8,21.247,47.989,3168,17409.2,22.52,42.620,6.65,5.262,249.3,2.078,0.134,1.99,52.9477,40769.7,1.5351,0.3968,43.04,1.069,0.016,0.4512,0.0000,0.639,0.017,0.995,26.7644,7.02,0.19,27,48,49,81,15.8083,0.1076,0.4519,0.0000,0.0000,13.1882,100.00,87.5310,186.3517,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0017,0.0006,0.000010,93,0.7976,0.4714,0.0488,46,178,753,0.0000,0.0000,0.0047,0.013,0.5120,0.4615,0.3522
70000,1170,1.463,2.088,11.40,46425,32833,0,12617,16,1106767,715124.6,553093.8,0.308,0.544,0.135,0.013,106,38.34,22.81,0.49,3.25,10.12,12.30,1.68,4.73,13.88,14.69,0.00,0.00,0.208,0.210,842,0.044,0.011,0.975,0.000,0.014,64396,44781,2,0.516,0.020,0.301,9981933,0.246,3.123,0.243,141.09,21014,406,0.500,0.141,0.404,5267215,1.13,4.89,0.124,0.656,0.000,7.5,40.0,66.7,108.6,30621,0.117,0.00,0.0044,0.124,302,0.594,0.001,0.570,0.332,4.94,5.76,5.78,0.01,0.001,1.11,1.15,1.12,0.634,0.01421,48.08,29.7550,944.31,94298.8,140134.5,0.004,20.0620,158.861,0.000,1.000,0.001,48.7,63.530,143.983,5199,31052.1,16.20,115.853,6.62,14.173,904.2,6.898,0.137,2.00,7.6601,8962.3,0.4578,0.3501,26.17,1.511,0.413,1.5488,0.0000,0.644,0.064,0.976,73.3221,6.99,0.61,7,25,49,79,51.3198,0.2724,0.4265,0.0000,0.0000,50.4030,100.00,68.8591,333.2779,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0021,0.0008,0.000019,559,3.1048,0.0162,0.0560,44,148,610,0.0000,0.0000,0.0236,0.074,4.5729,2.0558,2.1606
80000,999,1.818,2.059,12.27,17047,13227,0,3971,6,346116,255497.8,170945.1,0.277,0.568,0.138,0.017,112,40.08,27.18,0.28,2.13,9.04,14.44,1.79,4.07,17.35,16.83,0.00,0.09,0.162,0.204,691,0.079,0.026,0.948,0.000,0.026,18772,11693,2,0.558,0.007,0.377,2049789,0.276,3.118,0.236,48.76,9360,390,0.494,0.176,0.309,1401254,1.04,6.24,0.181,0.599,0.002,7.5,36.9,71.8,186.8,28429,0.108,0.00,0.0015,0.141,237,0.457,0.000,0.503,0.218,5.50,6.12,5.98,0.01,0.003,1.03,1.05,1.04,0.498,0.00857,5.52,5.6444,1060.07,93791.6,140134.5,0.000,7.7155,51.515,0.000,1.000,0.052,41.2,21.976,46.847,5126,30374.7,28.55,41.558,6.59,6.496,862.4,2.213,0.133,2.01,9.9580,9948.1,0.5661,0.4311,28.46,1.476,0.456,0.4512,0.0000,0.636,0.066,0.964,25.5157,7.61,0.94,6,29,49,94,15.8182,0.0260,0.3594,0.0000,0.0000,13.1512,100.00,88.9100,175.4271,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0025,0.0009,0.000017,14,0.1485,0.0430,0.0313,42,151,641,0.0000,0.0000,0.1110,0.533,2.3019,0.0640,0.7495
90000,1211,1.064,2.028,19.48,86293,58364,0,27692,23,2041086,708958.0,780685.0,0.189,0.606,0.159,0.046,79,30.72,16.05,0.17,1.37,6.67,7.77,1.38,3.33,13.29,14.77,0.00,0.00,0.194,0.195,729,0.071,0.030,0.960,0.002,0.008,106525,57655,2,0.463,0.475,0.318,5127240,0.286,3.108,0.232,137.44,57731,237,0.382,0.219,0.386,7212066,1.03,4.00,0.419,0.562,0.000,7.5,32.0,50.8,74.0,26051,0.099,0.00,0.0044,0.113,275,0.573,0.001,0.612,0.253,4.04,4.70,4.63,0.00,0.001,1.02,1.05,1.02,0.637,0.01905,40.06,22.6073,475.24,94543.8,140134.5,0.000,26.3242,159.023,0.000,1.000,0.000,44.9,61.579,143.155,5062,30343.8,31.82,123.171,6.23,24.298,946.9,10.380,0.136,2.00,8.4974,10290.3,0.5757,0.3378,21.51,1.569,0.464,1.5488,0.0000,0.550,0.169,0.726,73.9109,5.67,1.35,6,16,49,64,42.7362,0.0064,0.5062,0.0000,0.0000,51.9534,100.00,72.7729,324.8854,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0031,0.0010,0.000035,2,0.1094,0.0289,0.0122,36,134,457,0.0000,0.0000,0.0288,0.108,9.4208,0.0245,3.0922
100000,1296,0.785,2.259,25.97,21721,17541,0,4080,1,281899,254305.0,152528.2,0.248,0.595,0.126,0.031,100,26.53,11.20,0.05,0.83,5.88,5.12,0.72,2.77,9.65,9.87,0.00,0.00,0.202,0.163,571,0.135,0.032,0.963,0.001,0.005,24528,13863,3,0.454,0.181,0.165,1898876,0.277,3.260,0.263,48.64,15580,323,0.541,0.336,0.395,2073654,1.01,3.27,0.527,0.470,0.000,8.0,32.0,32.0,69.6,21126,0.081,0.00,0.0020,0.153,351,0.502,0.000,0.419,0.199,3.34,4.06,4.07,0.00,0.000,1.01,1.01,1.01,0.531,0.00561,5.11,3.9964,296.48,90599.9,140134.5,0.000,6.5456,53.273,0.000,1.000,0.019,42.8,23.325,46.340,5432,34223.1,13.96,41.003,5.84,6.947,1106.7,2.386,0.132,2.00,8.3200,10782.8,0.6527,0.4705,16.30,1.734,0.421,0.4512,0.0000,0.317,0.237,0.318,25.3234,4.88,1.37,6,16,26,81,18.5146,0.0238,0.5340,0.0000,0.0000,13.2289,100.00,88.1368,180.7921,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0026,0.0009,0.000006,14,0.1789,0.0525,0.0295,45,151,672,0.0000,0.0000,0.0025,0.007,1.0970,0.0652,0.4004
