step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,1409,1.078,2.573,22.19,81757,61198,0,20588,52,1792872,752456.4,608399.1,0.096,0.780,0.074,0.051,86,24.96,14.15,0.32,2.30,4.55,4.88,0.05,0.50,14.75,19.65,0.00,0.08,0.185,0.171,859,0.042,0.015,0.955,0.006,0.023,109503,61359,1,0.045,0.955,0.015,1015945,0.170,3.442,0.303,131.84,54886,209,0.339,0.178,0.431,9678319,1.09,4.26,0.323,0.672,0.002,6.0,26.0,43.9,93.0,27718,0.106,0.00,0.0036,0.177,411,0.645,0.000,0.517,0.298,3.24,4.30,4.36,0.05,0.022,1.09,1.11,1.10,0.692,0.01292,34.71,20.9479,465.50,89747.6,140534.8,0.045,31.2056,161.398,0.000,1.000,0.000,49.5,68.897,130.225,5919,38894.0,11.07,126.256,7.00,36.794,1549.7,14.078,0.133,2.00,4.5142,6360.5,0.4506,0.2729,19.67,1.581,0.579,1.5414,0.0000,0.140,0.187,0.038,77.5051,5.39,1.91,4,15,49,100,53.8239,0.0009,0.4379,0.0000,0.0000,49.1548,100.00,67.6375,336.9180,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0036,0.0014,0.000015,0,0.1318,0.0099,0.0129,44,147,405,0.0000,0.0000,0.0022,0.011,11.2028,0.0128,2.7297
20000,1328,1.042,2.365,26.00,22912,19370,0,3615,6,389997,260314.2,137338.5,0.060,0.853,0.043,0.044,101,24.98,11.71,0.42,2.67,3.60,3.68,0.22,2.11,15.55,17.70,0.01,0.09,0.139,0.130,714,0.056,0.052,0.927,0.005,0.016,24759,11573,2,0.228,0.718,0.023,125383,0.144,3.360,0.276,48.65,15391,301,0.352,0.193,0.369,2498651,1.10,3.26,0.388,0.602,0.004,8.0,28.0,34.2,83.2,26281,0.100,0.00,0.0013,0.149,381,0.452,0.000,0.359,0.178,3.36,4.39,4.34,0.02,0.011,1.07,1.14,1.10,0.483,0.00627,4.10,3.7996,280.00,92047.3,140534.8,0.000,8.2869,53.229,0.000,1.000,0.003,46.0,24.387,42.743,5492,35668.5,14.05,39.810,6.86,9.871,1459.7,3.188,0.131,2.01,5.7585,7647.3,0.5086,0.2955,19.79,1.569,0.618,0.4586,0.0000,0.167,0.239,0.183,26.0732,5.18,1.79,6,16,49,100,18.7400,0.0044,0.4488,0.0000,0.0000,12.5205,100.00,85.2422,168.1213,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0032,0.0013,0.000008,2,0.0643,0.0166,0.0193,47,154,542,0.0000,0.0000,0.0000,0.001,3.8550,0.0096,0.6756
30000,1776,1.030,2.029,25.45,88370,68435,0,19196,265,1493946,727720.4,523961.1,0.035,0.877,0.060,0.028,77,24.38,11.68,0.21,1.46,3.98,4.18,0.24,1.69,14.24,14.29,0.00,0.07,0.139,0.139,904,0.104,0.048,0.922,0.008,0.021,106618,52558,7,0.386,0.182,0.062,1015652,0.176,3.144,0.236,134.98,61086,206,0.351,0.198,0.395,14557507,1.07,3.52,0.431,0.515,0.003,6.0,30.0,32.0,100.0,33166,0.127,0.00,0.0029,0.126,449,0.688,0.000,0.565,0.228,3.49,4.33,4.31,0.03,0.016,1.09,1.05,1.07,0.718,0.00943,33.61,14.3696,381.36,93647.2,140534.8,0.000,25.0060,161.286,0.000,1.000,0.001,59.5,69.956,132.160,4936,30550.4,10.94,118.135,5.73,34.538,1063.2,13.930,0.137,1.99,6.1317,10889.9,0.5227,0.2850,18.67,1.488,0.630,1.5414,0.0000,0.207,0.254,0.272,74.7142,5.20,1.51,6,16,40,81,56.8371,0.0057,0.4595,0.0000,0.0000,49.4117,100.00,67.3786,331.0886,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0012,0.000007,26,0.4016,0.0473,0.0173,49,158,478,0.0000,0.0000,0.0015,0.003,9.5888,0.1081,2.4644
40000,1199,0.808,2.166,27.68,24368,20431,0,4461,51,376497,264377.9,147096.9,0.030,0.834,0.098,0.038,102,24.75,11.32,0.18,1.74,5.49,4.86,0.24,1.50,11.49,13.40,0.03,0.39,0.190,0.144,578,0.128,0.038,0.950,0.001,0.012,25939,11988,2,0.611,0.089,0.067,674624,0.132,3.230,0.248,50.27,16504,282,0.391,0.215,0.446,2934791,1.04,3.75,0.480,0.505,0.006,6.0,31.9,32.0,83.3,20864,0.080,0.00,0.0019,0.157,323,0.467,0.000,0.365,0.164,3.15,4.12,4.15,0.03,0.008,1.04,1.04,1.05,0.493,0.00713,4.68,3.7018,260.92,95346.2,140534.8,0.000,6.3295,55.891,0.000,1.000,0.004,44.4,25.358,44.480,5137,32597.0,9.92,40.138,5.91,7.700,1114.1,2.862,0.135,2.00,6.7547,8098.8,0.5543,0.3323,17.40,1.604,0.606,0.4586,0.0000,0.138,0.211,0.022,26.4491,5.07,1.69,5,16,35,81,19.7860,0.0157,0.5329,0.0000,0.0000,12.4939,100.00,87.3066,170.8972,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0028,0.0011,0.000009,2,0.1765,0.0434,0.0260,49,161,593,0.0000,0.0000,0.0034,0.007,2.6668,0.0542,0.6446
50000,1581,0.716,1.860,27.69,86779,67871,0,18408,80,1538005,745291.8,531067.6,0.033,0.812,0.117,0.038,79,25.77,11.40,0.35,2.43,4.51,3.95,0.35,2.03,12.62,12.38,0.00,0.00,0.155,0.129,768,0.169,0.047,0.941,0.003,0.009,105115,48142,16,0.256,0.157,0.060,1182101,0.154,3.051,0.213,140.26,60083,202,0.345,0.213,0.444,13586156,1.09,3.04,0.491,0.490,0.000,8.0,32.0,32.0,98.0,28186,0.108,0.00,0.0037,0.135,464,0.682,0.000,0.495,0.229,3.19,4.26,4.17,0.01,0.004,1.11,1.08,1.09,0.715,0.01030,34.60,14.8520,256.77,96620.0,140534.8,0.000,20.2721,166.562,0.000,1.000,0.008,60.8,71.766,138.859,4527,27853.2,11.97,120.932,5.98,28.318,924.1,12.594,0.135,2.00,7.2308,11431.9,0.5634,0.2797,17.83,1.619,0.586,1.5414,0.0000,0.146,0.223,0.085,76.6689,4.97,1.51,6,16,36,96,59.1502,0.0085,0.5680,0.0000,0.0000,49.3626,100.00,70.4003,341.6267,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0012,0.000007,38,0.5445,0.0658,0.0215,49,155,495,0.0000,0.0000,0.0016,0.004,10.8611,0.1613,2.6040
60000,1504,1.146,2.079,26.86,22776,19110,0,3726,7,328295,264284.3,135255.2,0.039,0.760,0.163,0.038,107,25.58,11.38,0.21,1.53,4.47,4.20,0.63,3.98,13.70,14.73,0.00,0.00,0.156,0.139,673,0.225,0.044,0.932,0.007,0.017,24458,11769,3,0.557,0.092,0.118,1035035,0.127,3.164,0.242,50.59,15434,280,0.412,0.245,0.403,2782652,1.06,3.37,0.513,0.475,0.000,6.9,32.0,33.6,70.8,28589,0.109,0.00,0.0013,0.127,311,0.498,0.000,0.332,0.173,3.31,4.35,4.27,0.01,0.003,1.09,1.06,1.05,0.523,0.00496,4.63,3.5605,309.67,93887.0,140534.8,0.000,6.1154,55.214,0.000,1.000,0.005,47.5,25.129,45.878,5044,31319.1,14.59,41.041,5.93,7.367,1042.0,2.631,0.136,1.99,6.6840,10052.8,0.5423,0.3465,19.01,1.560,0.599,0.4586,0.0000,0.172,0.233,0.118,26.4403,5.15,1.61,6,16,45,81,20.1384,0.0183,0.4189,0.0000,0.0000,12.5498,100.00,87.5726,173.1149,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0028,0.0011,0.000004,10,0.2151,0.0459,0.0309,52,166,646,0.0000,0.0000,0.0018,0.006,1.9821,0.0715,0.5288
70000,1701,0.953,1.986,27.25,85276,65957,0,19052,34,1480940,740743.8,522212.2,0.038,0.775,0.143,0.045,78,26.13,10.61,0.27,1.84,4.43,4.07,0.20,1.39,14.21,14.22,0.00,0.04,0.153,0.136,760,0.225,0.043,0.938,0.005,0.015,103762,47912,11,0.252,0.359,0.039,982911,0.173,3.117,0.230,139.63,62171,187,0.353,0.244,0.394,13252006,1.08,2.92,0.505,0.472,0.002,8.7,32.0,32.0,81.5,32495,0.124,0.00,0.0031,0.138,390,0.693,0.000,0.446,0.232,3.35,4.39,4.36,0.02,0.011,1.09,1.06,1.08,0.726,0.00922,33.36,14.6376,338.12,92661.4,140534.8,0.000,21.6285,165.087,0.000,1.000,0.000,61.1,71.521,139.073,4786,29671.5,13.35,121.631,5.85,29.884,1054.4,12.695,0.134,2.01,7.5051,12766.1,0.5819,0.2851,19.10,1.569,0.596,1.5414,0.0000,0.170,0.235,0.123,76.2385,5.10,1.60,8,16,36,81,59.3115,0.0106,0.5032,0.0000,0.0000,49.6660,100.00,68.3404,340.8532,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0030,0.0012,0.000005,36,0.6933,0.0888,0.0239,49,154,496,0.0000,0.0000,0.0024,0.006,9.2566,0.2280,2.3664
80000,1259,1.096,2.449,28.11,19654,16675,0,3387,6,280275,258338.0,121057.5,0.020,0.821,0.124,0.035,99,28.06,12.04,0.31,2.18,4.25,4.14,0.23,1.73,16.27,16.84,0.00,0.00,0.145,0.136,582,0.177,0.046,0.944,0.000,0.010,20517,9378,5,0.268,0.153,0.041,318135,0.149,3.350,0.285,49.63,13311,293,0.432,0.226,0.288,3072929,1.07,2.59,0.532,0.456,0.000,8.8,32.0,39.1,122.7,26516,0.101,0.00,0.0013,0.144,347,0.518,0.000,0.338,0.157,3.74,4.55,4.50,0.02,0.007,1.08,1.07,1.07,0.539,0.00626,4.69,3.2985,221.82,87515.5,140534.8,0.000,6.7971,53.412,0.000,1.000,0.002,43.8,24.757,44.345,5785,36960.2,13.65,39.957,5.55,8.306,1513.6,2.826,0.130,2.00,8.5471,10760.8,0.6452,0.3629,21.06,1.586,0.576,0.4586,0.0000,0.156,0.217,0.052,25.8634,5.17,1.60,8,16,49,121,19.6536,0.0100,0.4591,0.0000,0.0000,12.5168,100.00,84.8049,170.9515,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0024,0.0010,0.000005,28,0.3135,0.0659,0.0437,53,180,734,0.0000,0.0000,0.0041,0.016,1.5217,0.1181,0.4852
90000,1728,0.906,2.038,30.03,53760,43096,0,9927,22,863749,731989.2,349388.4,0.017,0.809,0.134,0.039,83,26.69,11.15,0.28,2.16,3.59,3.71,0.10,1.06,15.46,15.31,0.00,0.04,0.127,0.128,837,0.182,0.043,0.948,0.003,0.006,62000,26636,14,0.280,0.401,0.011,450141,0.163,3.123,0.234,137.97,36655,237,0.405,0.208,0.198,13335747,1.08,2.39,0.497,0.495,0.002,8.0,32.0,33.6,88.0,33557,0.128,0.00,0.0027,0.141,384,0.718,0.000,0.409,0.202,3.73,4.39,4.37,0.01,0.006,1.09,1.06,1.08,0.738,0.00869,36.20,13.3473,544.64,83374.1,140534.8,0.000,21.8095,156.016,0.000,1.000,0.000,56.5,69.586,136.839,5029,30444.3,16.36,120.658,5.30,29.166,999.5,12.025,0.133,2.00,12.2861,21230.4,0.9977,0.3054,19.42,1.627,0.595,1.5414,0.0000,0.140,0.225,0.170,75.3235,4.98,1.53,7,16,46,100,58.9713,0.0088,0.5006,0.0000,0.0000,49.2091,100.00,61.1136,337.5460,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0020,0.0009,0.000004,246,1.7171,0.2049,0.0543,58,190,740,0.0000,0.0000,0.0006,0.002,5.0470,0.6705,1.6709
100000,1281,0.782,1.883,32.48,15802,14058,0,2066,0,215928,266197.7,101481.7,0.024,0.767,0.152,0.056,112,26.62,10.54,0.23,1.67,4.98,3.96,0.09,0.93,13.19,13.58,0.00,0.03,0.166,0.128,580,0.269,0.062,0.926,0.002,0.011,16249,7453,5,0.319,0.119,0.017,129912,0.216,3.023,0.210,50.63,10808,372,0.470,0.236,0.300,3085430,1.05,2.53,0.573,0.426,0.001,9.0,32.0,32.0,72.0,23684,0.090,0.00,0.0016,0.147,293,0.556,0.000,0.305,0.157,3.60,4.31,4.29,0.02,0.012,1.05,1.05,1.06,0.572,0.00531,5.44,3.9458,203.86,95329.5,140534.8,0.000,5.8517,55.465,0.000,1.000,0.001,46.1,25.939,45.195,4702,28078.1,15.90,40.533,5.63,6.568,868.2,2.371,0.134,2.01,9.8544,12623.4,0.7317,0.3624,18.49,1.637,0.609,0.4586,0.0000,0.135,0.227,0.161,26.6052,4.93,1.53,8,16,35,100,21.7932,0.0261,0.5293,0.0000,0.0000,12.5024,100.00,86.4381,174.6148,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0020,0.0009,0.000004,125,0.5953,0.0788,0.0801,62,205,1065,0.0000,0.0000,0.0001,0.000,1.2347,0.2443,0.4420
