step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,432,31.58,3.04,2.85,0.71,20.51,0.59,2.08,0.269,0.134,286283.7,197047.9,3,95,4.66,2.50,1.27,6.8991,98.31,31208.3,0.0208,49.5837,5462,22.8112,1500,9.1436,41453.9,165.42,2.5480,0.0,0.0000,1.000,0.7635
10000,1,458,32.69,3.78,3.37,0.67,19.49,0.65,2.37,0.317,0.144,272429.5,172985.9,3,98,4.67,2.86,1.37,6.0061,112.77,32407.1,0.0188,47.0025,5461,22.8070,1458,8.7433,39050.1,81.35,18.2904,0.0,0.0000,1.000,0.2025
10000,2,308,33.83,4.24,3.99,0.39,19.31,0.84,2.53,0.370,0.098,205836.8,125541.6,3,113,4.60,3.13,1.31,4.3979,95.32,34563.8,0.0166,35.0858,5461,22.8070,1264,5.8182,24463.1,53.21,36.5185,0.0,0.0000,1.000,0.0207
20000,0,301,56.99,1.64,8.89,0.95,30.13,0.25,1.31,0.053,0.143,143443.4,66819.3,6,49,5.76,1.40,1.21,2.3480,212.17,29265.8,0.0000,27.5288,5462,8.2007,1651,3.5680,14271.8,165.42,1.0379,0.0,0.0000,1.000,0.7635
20000,1,235,55.97,1.66,9.38,0.71,29.09,0.24,1.33,0.055,0.110,72856.5,34683.9,6,76,5.79,1.44,1.11,1.1794,148.76,32262.6,0.0000,14.1364,5461,8.1992,1579,1.6608,6117.3,81.35,4.7684,0.0,0.0000,1.000,0.2025
20000,2,144,56.86,1.86,9.08,1.12,30.62,0.22,1.31,0.049,0.070,46292.3,19926.9,5,66,6.05,1.40,1.21,0.6483,41.49,35525.1,0.0000,9.1044,5461,8.1992,1380,1.0146,3324.4,53.21,8.8669,0.0,0.0000,1.000,0.0207
30000,0,426,36.29,4.95,5.53,1.13,20.36,1.30,2.31,0.310,0.155,278369.6,227332.7,3,90,4.87,2.58,1.50,6.7241,254.61,32176.0,0.0000,51.4360,5462,21.7809,1432,8.2459,39884.7,165.42,2.6320,0.0,0.0000,1.000,0.7635
30000,1,349,35.84,4.75,6.45,0.83,19.62,1.47,2.24,0.330,0.127,260714.8,211412.3,3,94,4.86,2.57,1.38,6.1513,193.90,32912.1,0.0000,48.1914,5461,21.7769,1485,7.8311,37361.7,81.35,18.4640,0.0,0.0000,1.000,0.2025
30000,2,221,36.81,4.27,6.44,0.76,21.39,1.16,2.14,0.303,0.083,193328.3,144556.4,3,89,5.12,2.41,1.44,3.8745,72.63,34832.2,0.0000,36.1398,5461,21.7769,1364,5.4597,24462.3,53.21,37.2823,0.0,0.0000,1.000,0.0207
40000,0,412,33.28,5.68,4.82,0.76,18.20,1.06,2.71,0.333,0.139,145230.5,70148.8,2,71,4.69,3.08,1.41,3.2065,290.56,29490.2,0.0000,27.7217,5462,7.8296,1520,3.2721,14307.1,165.42,1.0357,0.0,0.0000,1.000,0.7635
40000,1,308,36.97,6.25,5.46,0.72,19.68,1.17,2.90,0.367,0.112,73003.8,40012.4,2,92,5.04,3.34,1.49,1.6949,222.18,32206.6,0.0000,14.1057,5461,7.8281,1544,1.5289,5925.6,81.35,4.8088,0.0,0.0000,1.000,0.2025
40000,2,230,35.64,6.05,4.73,0.84,19.50,1.13,2.82,0.387,0.083,47450.3,23179.2,2,98,4.86,3.23,1.45,1.0990,183.24,35748.9,0.0000,9.1643,5461,7.8281,1342,0.9196,3247.0,53.21,8.8295,0.0,0.0000,1.000,0.0207
50000,0,396,36.50,3.88,6.43,0.93,18.05,1.24,2.14,0.341,0.132,278772.1,226751.1,2,73,4.54,2.35,1.31,7.2003,164.10,29749.4,0.0000,51.9784,5462,21.8082,1943,7.7614,39398.9,165.42,2.6005,0.0,0.0000,1.000,0.7635
50000,1,341,39.08,4.43,6.53,1.09,18.82,1.33,2.30,0.378,0.121,260784.0,209044.7,2,79,4.74,2.55,1.39,6.6526,135.53,31582.7,0.0000,48.4699,5461,21.8042,1731,7.5163,37268.7,81.35,18.3670,0.0,0.0000,1.000,0.2025
50000,2,266,37.58,4.08,7.09,0.70,17.08,1.35,2.13,0.372,0.088,194583.5,152819.2,2,120,4.57,2.43,1.23,4.4641,96.67,33755.2,0.0000,36.5349,5461,21.8042,1468,5.1900,24435.3,53.21,37.3932,0.0,0.0000,1.000,0.0207
60000,0,391,43.74,1.03,7.67,0.72,20.53,0.26,1.24,0.069,0.134,139988.1,88818.0,2,70,4.66,1.31,1.17,2.3156,193.60,26980.6,0.0000,26.5299,5462,7.8617,2078,4.5298,16592.3,165.42,1.0450,0.0,0.0000,1.000,0.7635
60000,1,320,44.78,1.00,8.93,0.62,18.97,0.27,1.25,0.066,0.109,70938.7,42937.3,2,75,4.60,1.33,1.23,1.0786,226.75,29404.2,0.0000,13.7793,5461,7.8603,2012,2.1144,7208.7,81.35,4.8634,0.0,0.0000,1.000,0.2025
60000,2,276,42.34,1.00,9.18,0.58,15.78,0.18,1.28,0.054,0.084,45416.7,26354.1,2,106,4.21,1.26,1.30,0.6920,134.26,32664.3,0.0000,8.9369,5461,7.8603,1683,1.2293,3945.2,53.21,8.7643,0.0,0.0000,1.000,0.0207
70000,0,439,39.96,1.66,5.94,1.06,17.60,0.34,1.52,0.109,0.132,280860.2,268151.0,3,93,4.64,1.61,1.29,8.2790,173.64,29869.0,0.0000,51.3995,5462,21.1117,1673,8.9159,43207.4,165.42,2.6384,0.0,0.0000,1.000,0.7635
70000,1,394,36.89,1.33,5.47,1.08,16.30,0.25,1.41,0.081,0.110,264167.1,233478.4,3,105,4.27,1.47,1.20,7.0066,214.58,30838.5,0.0000,48.1531,5461,21.1078,1627,8.4552,40579.8,81.35,18.6116,0.0,0.0000,1.000,0.2025
70000,2,262,49.03,1.94,9.37,0.69,16.63,0.37,1.48,0.115,0.085,194530.6,169041.8,3,98,4.72,1.50,1.29,4.6788,122.90,32572.1,0.0000,35.9937,5461,21.1078,1540,5.9508,26707.2,53.21,37.6087,0.0,0.0000,1.000,0.0207
80000,0,591,29.81,0.58,4.99,0.53,12.30,0.08,1.21,0.039,0.126,142590.9,81151.8,2,93,3.24,1.23,1.21,3.1025,324.84,28066.1,0.0000,27.0136,5462,7.8735,1757,3.9813,16625.0,165.42,1.0268,0.0,0.0000,1.000,0.7635
80000,1,443,31.87,0.66,5.32,0.68,13.89,0.07,1.25,0.032,0.103,72539.6,40648.2,2,123,3.65,1.27,1.26,1.3808,219.57,30872.0,0.0000,13.9296,5461,7.8720,1678,1.8972,7111.8,81.35,4.8326,0.0,0.0000,1.000,0.2025
80000,2,300,31.96,0.66,4.35,0.76,15.48,0.05,1.24,0.020,0.073,46413.2,25260.3,2,123,3.76,1.29,1.28,0.9098,107.30,34066.8,0.0000,8.9609,5461,7.8720,1533,1.1706,3938.0,53.21,8.8854,0.0,0.0000,1.000,0.0207
90000,0,536,28.27,1.44,3.26,0.41,17.85,0.06,1.51,0.032,0.140,281447.6,231866.2,2,99,3.66,1.51,1.50,7.8376,283.87,30625.8,0.0000,51.5399,5462,21.5939,1577,9.7028,45658.5,165.42,2.6838,0.0,0.0000,1.000,0.7635
90000,1,484,27.43,1.02,3.17,0.77,17.39,0.04,1.37,0.031,0.124,264840.6,214977.5,2,130,3.65,1.33,1.37,7.2505,220.94,31961.0,0.0000,48.4242,5461,21.5900,1488,9.0315,42327.4,81.35,18.7798,0.0,0.0000,1.000,0.2025
90000,2,357,25.22,0.59,3.92,0.41,13.43,0.02,1.27,0.011,0.075,195232.6,151490.1,2,144,3.22,1.23,1.27,4.7109,158.61,34007.9,0.0000,36.1025,5461,21.5900,1482,6.3136,28044.2,53.21,38.1300,0.0,0.0000,1.000,0.0207
100000,0,583,24.58,0.87,3.54,0.45,14.81,0.03,1.26,0.026,0.130,145803.5,72833.7,4,85,3.21,1.20,1.30,2.8255,204.48,29261.9,0.0000,27.8779,5462,8.1649,1648,3.3366,14258.9,165.42,1.0285,0.0,0.0000,1.000,0.7635
100000,1,406,24.99,0.44,3.80,0.51,15.44,0.03,1.15,0.027,0.095,73754.7,35977.9,5,113,3.23,1.14,1.14,1.4232,208.21,32056.9,0.0000,14.3485,5461,8.1634,1652,1.5915,5978.7,81.35,4.8270,0.0,0.0000,1.000,0.2025
100000,2,243,24.68,0.53,4.09,0.21,14.34,0.03,1.18,0.029,0.053,47309.8,20785.3,5,103,3.03,1.14,1.18,0.8793,166.41,35701.3,0.0000,9.1752,5461,8.1634,1482,0.9403,3212.5,53.21,8.9108,0.0,0.0000,1.000,0.0207
