year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.4132,NaN,13.86,9.30,40.23,15.23,12.42,77.6,87.6,0.1,0.0000,0.0811,0.9063,0.0126,2.12e-15,0.0004,0.1091,0.0005,0.0050,0.1217,0.0021,0.0281,0.1443,0.0026,0.1168,0.1780,0.0288,0.0737,0.1628,0.0259
2,10,0.3134,0.7926,14.68,10.97,41.43,15.22,11.64,83.2,84.1,0.3,0.0000,0.2122,0.7490,0.0388,1.45e-15,0.0024,0.1004,0.0024,0.0131,0.1020,0.0064,0.0724,0.1077,0.0072,0.1031,0.1421,0.0784,0.0682,0.1172,0.0771
3,10,0.2954,0.8795,14.82,12.33,41.96,15.26,11.67,86.8,84.2,0.3,0.0000,0.2597,0.6847,0.0556,1.03e-15,0.0043,0.0951,0.0046,0.0191,0.0934,0.0089,0.0841,0.0950,0.0095,0.0946,0.1291,0.1000,0.0644,0.0945,0.1035
4,11,0.2891,0.8922,14.95,13.45,42.40,15.21,11.74,93.4,89.8,0.6,0.0000,0.2470,0.6700,0.0830,1.50e-15,0.0061,0.0905,0.0068,0.0202,0.0878,0.0120,0.0760,0.0991,0.0155,0.0871,0.1230,0.1136,0.0601,0.0821,0.1202
5,11,0.2840,0.9052,15.03,14.37,42.82,15.23,11.65,103.3,97.7,1.4,0.0000,0.2153,0.6539,0.1308,5.79e-16,0.0075,0.0863,0.0091,0.0194,0.0847,0.0157,0.0622,0.0997,0.0293,0.0821,0.1194,0.1222,0.0574,0.0744,0.1306
6,11,0.2699,0.9185,15.06,15.14,43.10,15.19,11.67,113.9,105.6,2.7,0.0000,0.1918,0.6205,0.1876,7.56e-17,0.0087,0.0828,0.0111,0.0191,0.0812,0.0199,0.0516,0.0929,0.0467,0.0780,0.1173,0.1283,0.0545,0.0693,0.1386
7,12,0.2594,0.9318,15.13,15.77,43.32,15.20,11.74,121.7,113.5,4.3,0.0000,0.1768,0.5785,0.2447,1.44e-16,0.0095,0.0796,0.0132,0.0191,0.0754,0.0248,0.0446,0.0845,0.0634,0.0742,0.1161,0.1333,0.0520,0.0660,0.1444
8,12,0.2579,0.9425,15.17,16.29,43.57,15.29,11.65,129.1,120.3,5.5,0.0000,0.1655,0.5381,0.2964,5.29e-16,0.0103,0.0762,0.0154,0.0193,0.0702,0.0298,0.0388,0.0763,0.0775,0.0722,0.1138,0.1376,0.0503,0.0624,0.1497
9,12,0.2474,0.9492,15.17,16.72,43.72,15.23,11.67,136.1,125.1,6.5,0.0001,0.1564,0.5011,0.3424,2.21e-16,0.0115,0.0727,0.0178,0.0191,0.0656,0.0350,0.0342,0.0692,0.0890,0.0699,0.1126,0.1412,0.0486,0.0605,0.1533
10,13,0.2540,0.9561,15.21,17.07,43.96,15.23,11.74,140.3,130.0,7.4,0.0001,0.1510,0.4669,0.3818,3.22e-16,0.0125,0.0691,0.0201,0.0191,0.0605,0.0394,0.0309,0.0637,0.0986,0.0681,0.1112,0.1445,0.0473,0.0583,0.1567
