run,seed,way,share,n,size,speed,age,flesh,lineages,top_lineage,top_lineage_share,places,crossed,travel,on_rich
e045 control,14,mixed / no tooth,0.3639112903225806,361,16.0,0.3,930.0,0.5947608301252267,8,890,0.6066481994459834,0:0.38 1:0.36 2:0.26,0.592797783933518,,
e045 control,14,flesh / no tooth,0.3225806451612903,320,16.0,0.318,822.0,0.7334984624999672,8,890,0.621875,0:0.47 1:0.31 2:0.21,0.509375,,
e045 control,14,plant / no tooth,0.31350806451612906,311,16.0,0.0,416.0,0.03626149131767109,6,346,0.842443729903537,0:0.34 1:0.34 2:0.32,0.3633440514469453,,
e046 plant 0.5,9,plant / no tooth,0.6206896551724138,198,49.0,0.0,605.0,0.0498105990093422,7,208,0.5505050505050505,0:0.39 1:0.29 2:0.31,0.4292929292929293,,
e046 plant 0.5,9,flesh / no tooth,0.27586206896551724,88,16.0,0.313,453.5,0.8600025955872856,7,215,0.8409090909090909,0:0.53 1:0.25 2:0.22,0.4659090909090909,,
e046 plant 0.5,9,mixed / no tooth,0.09404388714733543,30,16.0,0.16549999999999998,510.5,0.5261072106384814,7,215,0.43333333333333335,0:0.50 1:0.47 2:0.03,0.4,,
e046 plant 0.5,9,flesh / tooth,0.006269592476489028,2,14.5,0.3335,666.5,0.9453326576104264,1,215,1.0,1:1.00,0.5,,
e046 plant 0.5,9,mixed / tooth,0.003134796238244514,1,16.0,0.214,770.0,0.5621402685994458,1,215,1.0,2:1.00,0,,
e046 plant 0.5,10,plant / no tooth,0.43520309477756286,225,39.0,0.0,506.0,0.04214739816340947,5,1,0.7911111111111111,0:0.39 1:0.31 2:0.30,0.3688888888888889,,
e046 plant 0.5,10,mixed / no tooth,0.30754352030947774,159,16.0,0.267,851.0,0.5473684210526316,6,379,0.4779874213836478,0:0.42 1:0.35 2:0.23,0.44025157232704404,,
e046 plant 0.5,10,flesh / no tooth,0.24758220502901354,128,16.0,0.267,703.0,0.7479170287999836,8,340,0.578125,0:0.37 1:0.29 2:0.34,0.4609375,,
e046 plant 0.5,10,flesh / tooth,0.005802707930367505,3,16.0,0.2,756.0,0.7207554442089034,1,379,1.0,0:0.33 2:0.67,0.6666666666666666,,
e046 plant 0.5,10,plant / tooth,0.0019342359767891683,1,16.0,0.062,475.0,0.0006583278472679395,1,379,1.0,0:1.00,0,,
e046 plant 0.5,10,mixed / tooth,0.0019342359767891683,1,16.0,0.162,425.0,0.5879544619904516,1,379,1.0,0:1.00,0,,
e046 plant 0.5,11,mixed / no tooth,0.47393364928909953,300,16.0,0.25,933.5,0.5303180675807257,4,571,0.9733333333333334,0:0.40 1:0.38 2:0.22,0.5066666666666667,,
e046 plant 0.5,11,plant / no tooth,0.4154818325434439,263,16.0,0.0,533.0,0.047086872299210256,10,467,0.3840304182509506,0:0.43 1:0.29 2:0.27,0.38022813688212925,,
e046 plant 0.5,11,flesh / no tooth,0.11058451816745656,70,16.0,0.25,927.5,0.7072416365193027,4,571,0.9571428571428572,0:0.34 1:0.34 2:0.31,0.6857142857142857,,
e046 plant 0.5,12,mixed / no tooth,0.4816753926701571,276,16.0,0.25,956.5,0.5053712627917772,11,588,0.41304347826086957,0:0.40 1:0.36 2:0.24,0.48188405797101447,,
e046 plant 0.5,12,plant / no tooth,0.4118673647469459,236,16.0,0.0,554.5,0.06866739004178851,12,692,0.4449152542372881,0:0.42 1:0.38 2:0.19,0.3516949152542373,,
e046 plant 0.5,12,flesh / no tooth,0.10471204188481675,60,16.0,0.25,769.0,0.720927931227837,10,588,0.4666666666666667,0:0.30 1:0.40 2:0.30,0.48333333333333334,,
e046 plant 0.5,12,mixed / tooth,0.0017452006980802793,1,16.0,0.1,392.0,0.6308068459657702,1,732,1.0,1:1.00,0,,
e046 plant 0.5,13,plant / no tooth,0.48440366972477067,264,49.0,0.0,582.0,0.04003512034033743,5,121,0.75,0:0.39 1:0.30 2:0.31,0.375,,
e046 plant 0.5,13,flesh / no tooth,0.29541284403669726,161,16.0,0.312,659.0,0.7735173145813984,6,188,0.5652173913043478,0:0.48 1:0.30 2:0.22,0.43478260869565216,,
e046 plant 0.5,13,mixed / no tooth,0.22018348623853212,120,16.0,0.312,708.5,0.5707265356771287,6,188,0.65,0:0.53 1:0.31 2:0.17,0.4583333333333333,,
e046 plant 0.5,14,mixed / no tooth,0.35106382978723405,165,16.0,0.25,975.0,0.5630762049247287,6,310,0.8666666666666667,0:0.38 1:0.35 2:0.28,0.593939393939394,,
e046 plant 0.5,14,plant / no tooth,0.34893617021276596,164,64.0,0.0,453.5,0.04665814591272434,4,2,0.7378048780487805,0:0.33 1:0.41 2:0.26,0.42073170731707316,,
e046 plant 0.5,14,flesh / no tooth,0.3,141,16.0,0.25,663.0,0.74020397208803,4,310,0.950354609929078,0:0.40 1:0.35 2:0.25,0.574468085106383,,
e048 motor,9,plant / no tooth / stays,0.3055555555555556,231,25.0,0.239,487.0,0.1068589388056942,20,850,0.3116883116883117,0:0.48 1:0.29 2:0.23,0.16017316017316016,4.25,
e048 motor,9,plant / no tooth / roams,0.20238095238095238,153,25.0,0.248,606.0,0.11803436646860445,18,325,0.21568627450980393,0:0.31 1:0.30 2:0.39,0.46405228758169936,11.78,
e048 motor,9,mixed / tooth / roams,0.12566137566137567,95,36.0,0.268,581.0,0.5272796280482019,2,325,0.9894736842105263,0:0.36 1:0.29 2:0.35,0.5052631578947369,21.78,
e048 motor,9,mixed / no tooth / roams,0.07804232804232804,59,36.0,0.058,690.0,0.45686994856723,11,325,0.6610169491525424,0:0.34 1:0.37 2:0.29,0.559322033898305,19.42,
e048 motor,9,mixed / no tooth / stays,0.06349206349206349,48,25.0,0.21,418.5,0.4135717610899472,11,821,0.3125,0:0.52 1:0.33 2:0.15,0.16666666666666666,3.42,
e048 motor,9,flesh / tooth / roams,0.05952380952380952,45,36.0,0.319,486.0,0.7792014856081708,1,325,1.0,0:0.42 1:0.36 2:0.22,0.4222222222222222,17.32,
e048 motor,9,plant / tooth / roams,0.04497354497354497,34,36.0,0.23399999999999999,466.0,0.24482473544973543,2,325,0.8823529411764706,0:0.24 1:0.35 2:0.41,0.5588235294117647,17.5,
e048 motor,9,mixed / tooth / stays,0.03306878306878307,25,36.0,0.243,398.0,0.46976175931582165,4,325,0.88,0:0.56 1:0.40 2:0.04,0.32,5.1,
e048 motor,9,flesh / no tooth / roams,0.0291005291005291,22,36.0,0.0,510.0,0.7789248602139556,3,325,0.8636363636363636,0:0.41 1:0.36 2:0.23,0.5,13.75,
e048 motor,9,plant / tooth / stays,0.02513227513227513,19,36.0,0.227,392.0,0.22356828193832598,5,325,0.42105263157894735,0:0.58 1:0.32 2:0.11,0.10526315789473684,4.92,
e048 motor,9,flesh / tooth / stays,0.017195767195767195,13,36.0,0.294,435.0,0.7211017132942963,1,325,1.0,0:0.38 1:0.46 2:0.15,0.07692307692307693,5.41,
e048 motor,9,flesh / no tooth / stays,0.015873015873015872,12,36.0,0.089,477.5,0.813192237229402,5,325,0.5833333333333334,0:0.42 1:0.42 2:0.17,0.16666666666666666,4.205,
e048 motor,10,plant / no tooth / roams,0.46499678869621064,724,25.0,0.167,1904.5,0.11306492830589898,9,677,0.8218232044198895,0:0.35 1:0.33 2:0.32,0.39917127071823205,12.955,
e048 motor,10,plant / no tooth / stays,0.4617854849068722,719,25.0,0.163,982.0,0.07865255951454798,10,677,0.7566063977746871,0:0.45 1:0.35 2:0.20,0.1502086230876217,4.78,
e048 motor,10,mixed / no tooth / stays,0.04367373153500321,68,25.0,0.1685,587.0,0.4416273410593676,6,677,0.8088235294117647,0:0.60 1:0.29 2:0.10,0.07352941176470588,4.345000000000001,
e048 motor,10,mixed / no tooth / roams,0.024405908798972382,38,25.0,0.174,1537.0,0.3746654412009005,3,677,0.8157894736842105,0:0.32 1:0.42 2:0.26,0.42105263157894735,13.825,
e048 motor,10,flesh / no tooth / stays,0.0038535645472061657,6,25.0,0.1475,563.0,0.8694437522483649,2,677,0.8333333333333334,0:0.50 1:0.33 2:0.17,0,1.83,
e048 motor,10,plant / tooth / stays,0.0006422607578676942,1,26.0,0.175,494.0,0.08917501192179303,1,677,1.0,1:1.00,0,6.75,
e048 motor,10,mixed / tooth / stays,0.0006422607578676942,1,29.0,0.042,434.0,0.5573294629898403,1,677,1.0,0:1.00,0,3.48,
e048 motor,11,plant / no tooth / roams,0.519281914893617,781,16.0,0.156,1424.0,0.11564664151793255,35,1876,0.21382842509603073,0:0.37 1:0.33 2:0.30,0.42509603072983354,14.27,
e048 motor,11,plant / no tooth / stays,0.37632978723404253,566,16.0,0.125,633.5,0.07701523046763735,33,1876,0.23851590106007067,0:0.45 1:0.33 2:0.22,0.13957597173144876,4.81,
e048 motor,11,mixed / no tooth / roams,0.059175531914893616,89,16.0,0.25,1145.0,0.4087986463620982,20,2139,0.2696629213483146,0:0.42 1:0.35 2:0.24,0.47191011235955055,16.84,
e048 motor,11,mixed / no tooth / stays,0.0339095744680851,51,16.0,0.188,519.0,0.44455159112825454,14,2139,0.19607843137254902,0:0.55 1:0.25 2:0.20,0.13725490196078433,3.88,
e048 motor,11,flesh / no tooth / stays,0.005984042553191489,9,16.0,0.219,385.0,0.7552238805970148,6,2139,0.2222222222222222,0:0.33 1:0.22 2:0.44,0.1111111111111111,1.77,
e048 motor,11,flesh / no tooth / roams,0.003989361702127659,6,16.0,0.356,471.0,0.7277090017425432,5,2336,0.3333333333333333,0:0.33 1:0.33 2:0.33,0.3333333333333333,22.990000000000002,
e048 motor,11,plant / tooth / stays,0.0006648936170212766,1,16.0,0.139,514.0,0.1181712514529252,1,2271,1.0,0:1.00,0,0.75,
e048 motor,11,mixed / tooth / roams,0.0006648936170212766,1,16.0,0.412,359.0,0.5286343612334802,1,1876,1.0,1:1.00,1,9.5,
e048 motor,12,plant / no tooth / roams,0.22397476340694006,142,36.0,0.177,554.0,0.15171513201799958,4,67,0.5,0:0.35 1:0.34 2:0.32,0.4507042253521127,15.695,
e048 motor,12,mixed / no tooth / roams,0.1861198738170347,118,36.0,0.113,568.0,0.4735522496578695,3,67,0.5932203389830508,0:0.35 1:0.35 2:0.31,0.3898305084745763,16.79,
e048 motor,12,mixed / tooth / roams,0.1498422712933754,95,36.0,0.255,579.0,0.4831554524361949,2,67,0.9894736842105263,0:0.35 1:0.34 2:0.32,0.3894736842105263,18.0,
e048 motor,12,plant / no tooth / stays,0.11829652996845426,75,36.0,0.163,368.0,0.1598898771706904,4,1036,0.5066666666666667,0:0.40 1:0.36 2:0.24,0.14666666666666667,4.51,
e048 motor,12,plant / tooth / roams,0.08990536277602523,57,36.0,0.241,514.0,0.22842949276625413,1,67,1.0,0:0.33 1:0.23 2:0.44,0.543859649122807,20.25,
e048 motor,12,mixed / no tooth / stays,0.07255520504731862,46,36.0,0.2105,390.0,0.4812053980042118,3,1036,0.45652173913043476,0:0.52 1:0.28 2:0.20,0.13043478260869565,5.26,
e048 motor,12,flesh / tooth / roams,0.056782334384858045,36,36.0,0.2705,519.5,0.7346126824150808,1,67,1.0,0:0.58 1:0.22 2:0.19,0.2777777777777778,15.435,
e048 motor,12,mixed / tooth / stays,0.028391167192429023,18,36.0,0.2185,380.5,0.4570937342592347,2,67,0.9444444444444444,0:0.67 1:0.22 2:0.11,0.2222222222222222,4.75,
e048 motor,12,flesh / no tooth / roams,0.025236593059936908,16,36.0,0.2425,546.5,0.7494233070840293,2,67,0.75,0:0.44 1:0.38 2:0.19,0.5625,14.34,
e048 motor,12,plant / tooth / stays,0.02365930599369085,15,36.0,0.297,351.0,0.17624148003894838,1,67,1.0,0:0.33 1:0.27 2:0.40,0.13333333333333333,5.25,
e048 motor,12,flesh / no tooth / stays,0.017350157728706624,11,36.0,0.0,386.0,0.7605375687232744,2,67,0.8181818181818182,0:0.45 1:0.27 2:0.27,0,5.0,
e048 motor,12,flesh / tooth / stays,0.007886435331230283,5,36.0,0.28,314.0,0.8295488056620467,1,67,1.0,0:0.40 1:0.40 2:0.20,0.2,6.75,
e050 brain,9,plant / no tooth / stays,0.33384853168469864,216,35.0,0.1625,514.5,0.1380331428012715,11,849,0.5879629629629629,0:0.36 1:0.40 2:0.25,0.16203703703703703,4.095000000000001,
e050 brain,9,plant / no tooth / roams,0.16537867078825347,107,36.0,0.175,715.0,0.14609644087256027,10,849,0.29906542056074764,0:0.36 1:0.32 2:0.33,0.4672897196261682,11.75,
e050 brain,9,plant / tooth / stays,0.10664605873261206,69,25.0,0.202,517.0,0.15423443634324172,5,849,0.5942028985507246,0:0.35 1:0.32 2:0.33,0.2028985507246377,4.42,
e050 brain,9,mixed / tooth / roams,0.0695517774343122,45,36.0,0.363,475.0,0.547887323943662,4,848,0.8888888888888888,0:0.47 1:0.27 2:0.27,0.6,22.06,
e050 brain,9,mixed / no tooth / stays,0.06491499227202473,42,36.0,0.16899999999999998,449.5,0.4799280234957185,6,849,0.42857142857142855,0:0.64 1:0.21 2:0.14,0.07142857142857142,3.5,
e050 brain,9,mixed / no tooth / roams,0.0633693972179289,41,36.0,0.174,652.0,0.44466230936819173,7,743,0.2682926829268293,0:0.37 1:0.34 2:0.29,0.5121951219512195,15.27,
e050 brain,9,plant / tooth / roams,0.0571870170015456,37,36.0,0.202,532.0,0.21936227429888588,6,848,0.5675675675675675,0:0.32 1:0.38 2:0.30,0.5135135135135135,13.27,
e050 brain,9,flesh / tooth / roams,0.04945904173106646,32,36.0,0.414,422.5,0.7581938548417362,1,848,1.0,0:0.44 1:0.31 2:0.25,0.75,25.375,
e050 brain,9,mixed / tooth / stays,0.02936630602782071,19,36.0,0.193,467.0,0.5014073694984647,4,743,0.42105263157894735,0:0.68 1:0.21 2:0.11,0.10526315789473684,5.1,
e050 brain,9,flesh / no tooth / stays,0.02627511591962906,17,25.0,0.129,400.0,0.754625550660793,7,743,0.29411764705882354,0:0.53 1:0.29 2:0.18,0.23529411764705882,2.57,
e050 brain,9,flesh / no tooth / roams,0.02472952086553323,16,36.0,0.0635,391.5,0.7551220265340347,4,848,0.75,0:0.50 1:0.25 2:0.25,0.4375,20.75,
e050 brain,9,flesh / tooth / stays,0.00927357032457496,6,36.0,0.3705,368.5,0.7779473612806946,2,848,0.8333333333333334,0:0.33 1:0.50 2:0.17,0.16666666666666666,6.57,
e050 brain,10,plant / no tooth / stays,0.18679950186799502,150,36.0,0.1795,471.0,0.13538632889430538,15,423,0.52,0:0.49 1:0.33 2:0.17,0.19333333333333333,4.82,
e050 brain,10,mixed / no tooth / roams,0.14570361145703611,117,36.0,0.271,650.0,0.548076923076923,9,1345,0.7094017094017094,0:0.28 1:0.41 2:0.31,0.4700854700854701,17.95,
e050 brain,10,plant / no tooth / roams,0.13449564134495642,108,36.0,0.223,799.0,0.15122477637978832,13,423,0.4166666666666667,0:0.34 1:0.33 2:0.32,0.35185185185185186,11.745000000000001,
e050 brain,10,plant / tooth / stays,0.1232876712328767,99,36.0,0.194,493.0,0.20547533092659445,5,423,0.7676767676767676,0:0.57 1:0.31 2:0.12,0.1717171717171717,4.26,
e050 brain,10,flesh / no tooth / roams,0.1232876712328767,99,49.0,0.315,571.0,0.7700701480904131,5,1345,0.8181818181818182,0:0.41 1:0.33 2:0.25,0.4444444444444444,23.01,
e050 brain,10,mixed / no tooth / stays,0.0859277708592777,69,36.0,0.155,502.0,0.45417134306023194,10,423,0.37681159420289856,0:0.42 1:0.45 2:0.13,0.11594202898550725,4.32,
e050 brain,10,mixed / tooth / stays,0.0660024906600249,53,36.0,0.217,546.0,0.43952533089913287,5,423,0.8301886792452831,0:0.62 1:0.25 2:0.13,0.1320754716981132,4.59,
e050 brain,10,plant / tooth / roams,0.05603985056039851,45,36.0,0.23,777.0,0.1771704500199124,6,423,0.6666666666666666,0:0.49 1:0.27 2:0.24,0.35555555555555557,11.75,
e050 brain,10,mixed / tooth / roams,0.0323785803237858,26,36.0,0.271,671.5,0.4526970023374617,5,423,0.6153846153846154,0:0.38 1:0.35 2:0.27,0.38461538461538464,9.760000000000002,
e050 brain,10,flesh / no tooth / stays,0.028642590286425903,23,36.0,0.263,446.0,0.7824639289678136,6,1345,0.7391304347826086,0:0.30 1:0.61 2:0.09,0.17391304347826086,5.27,
e050 brain,10,flesh / tooth / roams,0.009962640099626401,8,49.0,0.299,624.0,0.7839056938669196,2,423,0.5,0:0.38 1:0.50 2:0.12,0.625,17.505,
e050 brain,10,flesh / tooth / stays,0.007471980074719801,6,36.0,0.2565,421.5,0.7810219283505162,2,423,0.8333333333333334,0:0.67 1:0.33,0.16666666666666666,4.45,
e050 brain,11,plant / no tooth / stays,0.2604817127564674,292,16.0,0.251,452.0,0.058946277608747294,2,666,0.773972602739726,0:0.44 1:0.32 2:0.25,0.14383561643835616,3.975,
e050 brain,11,mixed / no tooth / roams,0.18287243532560213,205,16.0,0.344,1347.0,0.5901907069855653,2,735,0.9804878048780488,0:0.34 1:0.38 2:0.29,0.6,22.99,
e050 brain,11,plant / no tooth / roams,0.17484388938447815,196,16.0,0.281,660.0,0.052847504179073176,2,666,0.8979591836734694,0:0.27 1:0.30 2:0.43,0.3520408163265306,13.11,
e050 brain,11,flesh / no tooth / roams,0.1623550401427297,182,16.0,0.344,1301.0,0.7357396952074218,1,735,1.0,0:0.37 1:0.34 2:0.30,0.5274725274725275,26.955,
e050 brain,11,mixed / no tooth / stays,0.12578055307760927,141,16.0,0.344,559.0,0.5351688102893891,2,735,0.950354609929078,0:0.55 1:0.27 2:0.18,0.12056737588652482,3.82,
e050 brain,11,flesh / no tooth / stays,0.08742194469223907,98,16.0,0.344,449.5,0.7934771538950516,2,735,0.9897959183673469,0:0.47 1:0.28 2:0.26,0.21428571428571427,4.175000000000001,
e050 brain,11,mixed / tooth / stays,0.0044603033006244425,5,49.0,0.25,394.0,0.5453134698944755,1,666,1.0,0:0.60 1:0.40,0.4,6.25,
e050 brain,11,plant / tooth / roams,0.0008920606601248885,1,40.0,0.071,1016.0,0.2725385527876631,1,666,1.0,0:1.00,1,8.73,
e050 brain,11,plant / tooth / stays,0.0008920606601248885,1,27.0,0.079,480.0,0.07306590257879657,1,666,1.0,1:1.00,0,2.36,
e050 brain,12,mixed / no tooth / roams,0.26916058394160586,295,16.0,0.333,1091.0,0.5658829561268586,3,949,0.9627118644067797,0:0.45 1:0.28 2:0.26,0.5152542372881356,21.92,
e050 brain,12,plant / no tooth / stays,0.2427007299270073,266,22.0,0.249,433.5,0.06261560593283397,4,737,0.5413533834586466,0:0.40 1:0.39 2:0.21,0.14661654135338345,4.04,
e050 brain,12,flesh / no tooth / roams,0.20802919708029197,228,16.0,0.3655,1094.5,0.739090975005438,2,949,0.9956140350877193,0:0.40 1:0.27 2:0.33,0.5,25.46,
e050 brain,12,plant / no tooth / roams,0.12043795620437957,132,18.0,0.281,675.5,0.07625557381729073,4,737,0.45454545454545453,0:0.38 1:0.27 2:0.35,0.38636363636363635,11.29,
e050 brain,12,mixed / no tooth / stays,0.09032846715328467,99,16.0,0.312,566.0,0.49056296778392455,4,949,0.8585858585858586,0:0.44 1:0.41 2:0.14,0.12121212121212122,4.07,
e050 brain,12,flesh / no tooth / stays,0.060218978102189784,66,16.0,0.375,413.0,0.7886503420129908,3,949,0.9242424242424242,0:0.50 1:0.26 2:0.24,0.06060606060606061,4.26,
e050 brain,12,plant / tooth / stays,0.0036496350364963502,4,36.0,0.385,383.5,0.14438378538534397,3,1243,0.5,0:0.25 2:0.75,0,5.095,
e050 brain,12,mixed / tooth / stays,0.002737226277372263,3,25.0,0.227,397.0,0.43804420629604823,2,949,0.6666666666666666,1:0.67 2:0.33,0,1.27,
e050 brain,12,flesh / tooth / stays,0.0018248175182481751,2,20.5,0.19199999999999998,442.0,0.8130305515868286,1,949,1.0,1:0.50 2:0.50,0.5,2.38,
e050 brain,12,plant / tooth / roams,0.0009124087591240876,1,64.0,0.21,1019.0,0.14554794520547945,1,1244,1.0,1:1.00,0,9.71,
e051 stock 1,9,plant / no tooth / roams,0.2903225806451613,81,49.0,0.305,527.0,0.09960474308300395,2,370,0.8765432098765432,0:0.31 1:0.38 2:0.31,0.5061728395061729,13.65,
e051 stock 1,9,mixed / no tooth / roams,0.25448028673835127,71,36.0,0.356,510.0,0.5423016290068313,2,370,0.7464788732394366,0:0.35 1:0.34 2:0.31,0.5633802816901409,22.9,
e051 stock 1,9,flesh / no tooth / roams,0.23655913978494625,66,36.0,0.4025,521.0,0.7890415721664743,2,370,0.6666666666666666,0:0.39 1:0.38 2:0.23,0.5606060606060606,21.905,
e051 stock 1,9,plant / no tooth / stays,0.10752688172043011,30,49.0,0.202,408.5,0.07986690699678495,2,370,0.8666666666666667,0:0.50 1:0.43 2:0.07,0.1,4.484999999999999,
e051 stock 1,9,mixed / no tooth / stays,0.07526881720430108,21,36.0,0.365,500.0,0.511792945105406,2,370,0.5238095238095238,0:0.52 1:0.29 2:0.19,0.14285714285714285,5.39,
e051 stock 1,9,flesh / no tooth / stays,0.035842293906810034,10,36.0,0.482,714.5,0.8122038339501089,2,370,0.6,0:0.60 1:0.30 2:0.10,0.2,4.96,
e051 stock 1,10,plant / no tooth / roams,0.4765380604796663,457,25.0,0.163,1655.0,0.11859289425642465,21,716,0.2910284463894967,0:0.37 1:0.39 2:0.24,0.40043763676148797,12.76,
e051 stock 1,10,plant / no tooth / stays,0.44525547445255476,427,25.0,0.163,783.0,0.08585349462365592,22,716,0.24824355971896955,0:0.48 1:0.31 2:0.22,0.10772833723653395,4.45,
e051 stock 1,10,mixed / no tooth / stays,0.03753910323253389,36,25.0,0.165,691.5,0.4172575776630578,14,716,0.16666666666666666,0:0.39 1:0.44 2:0.17,0.16666666666666666,4.6,
e051 stock 1,10,mixed / no tooth / roams,0.029197080291970802,28,25.0,0.174,1725.5,0.4206528821928332,9,772,0.25,0:0.43 1:0.36 2:0.21,0.32142857142857145,13.215,
e051 stock 1,10,flesh / no tooth / stays,0.004171011470281543,4,25.0,0.165,460.0,0.7204062845604375,3,716,0.5,0:0.75 1:0.25,0,2.9,
e051 stock 1,10,plant / tooth / roams,0.0020855057351407717,2,23.0,0.1175,1676.0,0.19025084266744935,1,624,1.0,1:0.50 2:0.50,1,13.025,
e051 stock 1,10,plant / tooth / stays,0.0020855057351407717,2,20.5,0.134,749.0,0.094331654424624,2,781,0.5,0:1.00,0,4.234999999999999,
e051 stock 1,10,flesh / no tooth / roams,0.0020855057351407717,2,25.0,0.2515,766.0,0.7065659961738402,2,722,0.5,0:0.50 1:0.50,0.5,12.04,
e051 stock 1,10,mixed / tooth / stays,0.0010427528675703858,1,21.0,0.25,479.0,0.5818713450292398,1,625,1.0,1:1.00,1,7.4,
e051 stock 1,11,plant / no tooth / stays,0.515970515970516,630,16.0,0.194,743.5,0.07326473033229744,25,826,0.27936507936507937,0:0.41 1:0.31 2:0.27,0.15873015873015872,4.37,
e051 stock 1,11,plant / no tooth / roams,0.3333333333333333,407,16.0,0.214,1552.0,0.1263917342121671,21,766,0.2457002457002457,0:0.38 1:0.33 2:0.29,0.36855036855036855,11.79,
e051 stock 1,11,mixed / no tooth / stays,0.07862407862407862,96,16.0,0.25,651.0,0.4465866102938928,13,826,0.40625,0:0.43 1:0.26 2:0.31,0.13541666666666666,4.625,
e051 stock 1,11,mixed / no tooth / roams,0.056511056511056514,69,16.0,0.25,1245.0,0.4046955336678436,9,826,0.391304347826087,0:0.41 1:0.26 2:0.33,0.42028985507246375,11.54,
e051 stock 1,11,flesh / no tooth / stays,0.012285012285012284,15,16.0,0.258,469.0,0.7677230261952739,7,834,0.2,0:0.13 1:0.07 2:0.80,0,2.51,
e051 stock 1,11,flesh / no tooth / roams,0.003276003276003276,4,16.0,0.263,1010.0,0.694718687387974,4,846,0.25,0:0.25 1:0.25 2:0.50,0,12.175,
e051 stock 1,12,plant / no tooth / stays,0.4241545893719807,439,16.0,0.25,759.0,0.08203125,16,525,0.47380410022779046,0:0.45 1:0.34 2:0.21,0.1252847380410023,4.76,
e051 stock 1,12,plant / no tooth / roams,0.4096618357487923,424,16.0,0.25,1319.0,0.14416664845174773,18,525,0.5613207547169812,0:0.40 1:0.35 2:0.25,0.375,12.945,
e051 stock 1,12,mixed / no tooth / roams,0.08985507246376812,93,16.0,0.25,1184.0,0.42268115420594377,11,525,0.6666666666666666,0:0.43 1:0.29 2:0.28,0.45161290322580644,13.7,
e051 stock 1,12,mixed / no tooth / stays,0.06376811594202898,66,16.0,0.25,648.5,0.4271469096714361,8,525,0.6060606060606061,0:0.53 1:0.23 2:0.24,0.12121212121212122,4.515000000000001,
e051 stock 1,12,flesh / no tooth / stays,0.00676328502415459,7,16.0,0.25,545.0,0.7196593328601846,4,525,0.5714285714285714,0:0.43 1:0.43 2:0.14,0.14285714285714285,3.18,
e051 stock 1,12,flesh / no tooth / roams,0.002898550724637681,3,16.0,0.219,600.0,0.7041345480028032,3,990,0.3333333333333333,0:0.33 1:0.33 2:0.33,0.6666666666666666,8.43,
e051 stock 1,12,plant / tooth / stays,0.001932367149758454,2,16.0,0.233,921.5,0.030446273468006792,2,525,0.5,1:0.50 2:0.50,0,3.11,
e051 stock 1,12,plant / tooth / roams,0.000966183574879227,1,16.0,0.188,815.0,0.0196319018404908,1,884,1.0,2:1.00,0,12.1,
e051 stock 1 brain,9,plant / no tooth / stays,0.30828516377649323,160,36.0,0.202,551.0,0.06474961530120876,5,871,0.66875,0:0.34 1:0.44 2:0.22,0.2125,4.755,
e051 stock 1 brain,9,plant / no tooth / roams,0.28709055876685935,149,36.0,0.203,961.0,0.07283347240433902,3,871,0.6040268456375839,0:0.27 1:0.35 2:0.38,0.5503355704697986,12.06,
e051 stock 1 brain,9,mixed / no tooth / roams,0.15028901734104047,78,36.0,0.2785,711.5,0.4873799593329493,3,892,0.9743589743589743,0:0.44 1:0.33 2:0.23,0.5512820512820513,16.189999999999998,
e051 stock 1 brain,9,mixed / no tooth / stays,0.06936416184971098,36,36.0,0.2285,477.5,0.436325132357521,2,892,0.8055555555555556,0:0.58 1:0.19 2:0.22,0.05555555555555555,4.93,
e051 stock 1 brain,9,flesh / no tooth / roams,0.05394990366088632,28,35.0,0.3275,592.0,0.7466294649204606,2,892,0.9642857142857143,0:0.36 1:0.46 2:0.18,0.4642857142857143,16.91,
e051 stock 1 brain,9,plant / tooth / stays,0.04431599229287091,23,36.0,0.206,481.0,0.1463371579876434,4,892,0.6956521739130435,0:0.35 1:0.39 2:0.26,0.17391304347826086,4.1,
e051 stock 1 brain,9,flesh / no tooth / stays,0.019267822736030827,10,36.0,0.27849999999999997,541.0,0.7190788725226885,2,892,0.9,0:0.60 1:0.20 2:0.20,0,6.55,
e051 stock 1 brain,9,mixed / tooth / stays,0.019267822736030827,10,36.0,0.2455,595.5,0.5313126475667013,3,892,0.7,0:0.50 1:0.40 2:0.10,0.1,3.88,
e051 stock 1 brain,9,plant / tooth / roams,0.01348747591522158,7,36.0,0.22,1010.0,0.18395188499339885,3,892,0.5714285714285714,0:0.43 1:0.43 2:0.14,0.5714285714285714,12.22,
e051 stock 1 brain,9,flesh / tooth / roams,0.01348747591522158,7,36.0,0.26,567.0,0.7876997915218902,2,892,0.8571428571428571,0:0.57 1:0.29 2:0.14,0.42857142857142855,13.4,
e051 stock 1 brain,9,flesh / tooth / stays,0.011560693641618497,6,36.0,0.182,384.5,0.7550018006482333,3,892,0.5,0:0.50 1:0.33 2:0.17,0.16666666666666666,3.4499999999999997,
e051 stock 1 brain,9,mixed / tooth / roams,0.009633911368015413,5,35.0,0.207,1426.0,0.39820709367285956,2,1041,0.6,0:0.60 1:0.40,0.4,10.68,
e051 stock 1 brain,10,plant / no tooth / roams,0.39462809917355374,191,29.0,0.229,784.0,0.09081155644110658,6,1054,0.6910994764397905,0:0.24 1:0.40 2:0.36,0.4031413612565445,14.35,
