size,seed,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,flow,soil,spinup,grow_years,grow_steps,grass_rate,wood_rate,algae_rate,ignite,matter,life,steps,start,steps_run,pop_end,pop_mean,pop_min,pop_max,kills_share,dead_share,ms_step,ms_world,ms_bodies,ms_lineage,us_per_body,matter_err,seconds
512,1236,13120,178.2,10,0.641,3445,158.9,0.5,-86.3,25.4,7.4,-30,182.8,6.5,0.0621,0.0005,0.2,0.693,0,47.7,0.05,0.1984,0.25,150,20000,10,200000,0.009983,0.0017,0.009112,0.000001613,10,9,100000,0,100000,0,0.0,0,0,0.0000,0.0000,1.010,1.010,0.000,0.000,0.03,6.47e-14,102
