step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall
11000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,151724,164780,22197,461132,0.0,-0.0,842968,0.000,2621440.000,2.10e-14,0.00168,7.55,0,1.037,1.037,0.000,0.000,1.037
12000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,150609,164704,22381,465400,0.0,-0.0,839862,0.000,2621440.000,1.42e-14,0.00228,7.22,0,1.034,1.034,0.000,0.000,1.034
13000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,144978,164592,21750,470402,0.0,0.0,840464,0.000,2621440.000,3.55e-15,0.00257,2.46,0,1.009,1.009,0.000,0.000,1.009
14000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,139831,164959,21632,477029,0.0,-0.0,838548,0.000,2621440.000,1.42e-15,0.00055,2.57,0,1.028,1.028,0.000,0.000,1.028
15000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,131123,164933,21152,484604,0.0,0.0,839668,0.000,2621440.000,5.51e-15,0.00383,-0.78,0,1.047,1.047,0.000,0.000,1.047
16000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,124129,164900,20479,489623,0.0,-0.0,841493,0.000,2621440.000,8.70e-15,0.00459,-2.70,0,1.009,1.009,0.000,0.000,1.009
17000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,119339,164835,20421,494978,0.0,-0.0,840956,0.000,2621440.000,1.30e-14,0.00149,-0.80,0,0.985,0.985,0.000,0.000,0.985
18000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,115547,164552,20069,497275,0.0,-0.0,842755,0.000,2621440.000,1.78e-15,0.00002,-1.66,0,0.982,0.982,0.000,0.000,0.982
19000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,117325,164679,20536,494480,0.0,-0.0,843538,0.000,2621440.000,2.38e-14,0.00004,1.81,0,0.991,0.991,0.000,0.000,0.991
20000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,119688,164524,21014,489240,0.0,-0.0,846602,0.000,2621440.000,2.15e-14,0.00001,3.66,0,1.008,1.008,0.000,0.000,1.009
21000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,126620,164565,21063,478510,0.0,-0.0,850294,0.000,2621440.000,3.06e-14,0.00002,4.37,0,1.026,1.026,0.000,0.000,1.027
22000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,137112,164837,21757,468964,0.0,0.0,848983,0.000,2621440.000,2.97e-14,0.00015,9.76,0,1.013,1.013,0.000,0.000,1.013
23000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,143959,164743,21900,463567,0.0,-0.0,847624,0.000,2621440.000,2.70e-14,0.00044,8.19,0,0.995,0.995,0.000,0.000,0.995
24000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,151354,164892,22240,461168,0.0,-0.0,842322,0.000,2621440.000,2.01e-14,0.00111,8.40,0,1.011,1.011,0.000,0.000,1.011
25000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,150554,164757,22423,465804,0.0,-0.0,838719,0.000,2621440.000,2.03e-14,0.00000,7.17,0,1.013,1.013,0.000,0.000,1.013
26000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,145981,164687,21808,471140,0.0,-0.0,838045,0.000,2621440.000,2.61e-14,0.00089,2.56,0,1.011,1.011,0.000,0.000,1.011
27000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,140933,165039,21707,478187,0.0,-0.0,835682,0.000,2621440.000,1.72e-14,0.00007,3.04,0,1.034,1.034,0.000,0.000,1.034
28000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,132260,165020,21140,486513,0.0,-0.0,836154,0.000,2621440.000,1.72e-14,0.00000,-0.75,0,1.038,1.038,0.000,0.000,1.038
29000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,125420,165068,20603,492394,0.0,-0.0,837011,0.000,2621440.000,2.34e-14,0.00106,-2.17,0,1.039,1.039,0.000,0.000,1.039
30000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,119636,164926,20479,498493,0.0,-0.0,836886,0.000,2621440.000,1.87e-14,0.00037,-1.19,0,1.074,1.074,0.000,0.000,1.074
31000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,115659,164658,20023,500785,0.0,-0.0,838851,0.000,2621440.000,2.81e-14,0.00001,-2.07,0,1.059,1.059,0.000,0.000,1.059
32000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,117180,164793,20521,498652,0.0,-0.0,839223,0.000,2621440.000,3.98e-14,0.00011,1.97,0,1.026,1.026,0.000,0.000,1.026
33000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,119045,164615,20930,493419,0.0,-0.0,842749,0.000,2621440.000,1.01e-14,0.00119,3.13,0,1.028,1.028,0.000,0.000,1.028
34000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,126046,164694,21093,482639,0.0,-0.0,846369,0.000,2621440.000,3.25e-14,0.00021,4.34,0,0.987,0.987,0.000,0.000,0.987
35000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,135509,164865,21750,473014,0.0,-0.0,846275,0.000,2621440.000,7.82e-15,0.00132,9.34,0,0.987,0.987,0.000,0.000,0.987
36000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,142852,164781,21786,466723,0.0,-0.0,845301,0.000,2621440.000,7.64e-15,0.00000,7.81,0,0.991,0.991,0.000,0.000,0.991
37000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,151336,165005,22261,464005,0.0,0.0,839169,0.000,2621440.000,1.58e-14,0.00021,9.22,0,1.021,1.021,0.000,0.000,1.021
38000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,150695,164839,22438,468053,0.0,-0.0,836011,0.000,2621440.000,2.84e-14,0.00071,7.15,0,1.015,1.015,0.000,0.000,1.015
39000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,146871,164777,21896,472695,0.0,-0.0,835235,0.000,2621440.000,4.97e-14,0.00093,2.82,0,1.008,1.008,0.000,0.000,1.008
40000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,141573,165055,21785,479809,0.0,-0.0,833138,0.000,2621440.000,3.59e-14,0.00026,3.32,0,1.000,1.000,0.000,0.000,1.000
41000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,133017,165045,21111,487855,0.0,0.0,833754,0.000,2621440.000,3.75e-14,0.00004,-0.75,0,1.020,1.020,0.000,0.000,1.020
42000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,126538,165189,20711,494036,0.0,-0.0,833871,0.000,2621440.000,2.29e-14,0.00035,-1.52,0,1.041,1.041,0.000,0.000,1.041
43000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,120049,164999,20532,500563,0.0,0.0,834099,0.000,2621440.000,3.91e-14,0.00009,-1.52,0,1.006,1.006,0.000,0.000,1.006
44000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,115901,164743,20024,502785,0.0,-0.0,836255,0.000,2621440.000,2.26e-14,0.00091,-2.42,0,1.012,1.012,0.000,0.000,1.012
45000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,116918,164848,20505,501469,0.0,-0.0,836362,0.000,2621440.000,2.26e-14,0.00000,1.94,0,1.010,1.010,0.000,0.000,1.010
46000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,118239,164651,20808,495781,0.0,-0.0,840777,0.000,2621440.000,4.19e-14,0.00245,2.61,0,0.991,0.991,0.000,0.000,0.991
47000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,125422,164788,21122,485175,0.0,-0.0,843967,0.000,2621440.000,4.00e-14,0.00005,4.55,0,0.987,0.987,0.000,0.000,0.987
48000,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.0000,0.0000,0.000,0.0,0.0,0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.0000,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0.00,-0.00,133870,164861,21740,475549,0.0,-0.0,844985,0.000,2621440.000,1.58e-14,0.00178,8.79,0,1.053,1.053,0.000,0.000,1.053
