step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,146,35.25,0.51,16.62,0.11,17.29,0.01,0.000,518,31.83,5.02,75
5000,7,25,55.77,2.48,18.76,0.00,23.28,2.76,0.680,1503,75.42,6.73,18
5000,2,19,51.87,0.00,14.84,12.05,36.68,0.00,0.000,264,24.05,0.21,4
6000,1,412,33.53,0.29,16.29,0.04,16.69,0.06,0.015,364,24.06,2.65,197
6000,2,14,51.75,0.00,13.86,11.14,37.71,0.00,0.000,622,45.22,0.77,4
6000,7,12,57.08,4.00,17.08,0.00,24.08,3.17,0.750,1592,83.16,2.63,7
7000,1,338,33.31,0.26,16.71,0.04,15.86,0.06,0.009,471,29.14,3.46,167
7000,2,9,51.87,0.00,14.78,11.78,36.89,0.00,0.000,1276,88.02,0.88,4
8000,1,326,32.62,0.29,15.33,0.03,15.51,0.02,0.006,473,29.18,3.32,160
8000,2,58,49.66,0.00,12.03,17.24,34.59,0.00,0.000,264,22.44,0.23,17
9000,2,376,43.62,0.65,17.78,9.07,25.41,0.01,0.003,225,18.78,0.75,105
9000,1,279,32.04,0.29,14.85,0.04,14.90,0.05,0.007,586,34.73,3.42,155
10000,1,251,32.88,0.22,15.69,0.00,14.94,0.02,0.004,595,36.83,3.20,127
10000,2,140,44.36,0.09,11.09,11.07,32.29,0.00,0.000,343,25.93,0.78,36
11000,1,328,32.55,0.07,14.16,0.03,15.99,0.03,0.009,532,31.58,3.30,176
11000,2,239,47.20,0.45,15.44,8.49,31.81,0.10,0.033,307,24.74,1.25,77
12000,1,376,33.12,0.20,15.23,0.01,15.35,0.07,0.019,433,26.92,2.44,209
12000,2,93,39.18,0.00,22.45,8.14,17.85,0.00,0.000,683,51.67,0.85,22
13000,1,317,33.59,0.46,14.62,0.01,15.92,0.07,0.019,490,29.71,2.15,166
13000,2,88,37.67,0.25,23.74,6.47,15.56,0.00,0.000,541,42.84,0.63,22
14000,1,291,36.02,0.80,14.75,0.00,17.52,0.14,0.038,643,37.39,2.53,173
