step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,cells
10000,40633,3,311,155,64.15,59,8,1.135,59,64.15,0,28,5,26,0,0,28,5,26,0,0,1.00,0.436,7.807,17.308,28.301,0.000,0.000,0.000,16.49,20.00,0,0.499,5,5,31.3,0.996,1491,2222222022222220222222202244443022444430244444432444444324444443
10000,40637,20,309,248,24.73,23,6,0.989,23,24.73,2,11,0,10,0,2,11,0,10,0,0,1.21,0.445,2.569,19.344,34.609,0.000,0.000,0.000,2.69,39.00,0,0.804,5,5,12.9,0.615,1023,444444110444222004222000222000220000
10000,40638,31,309,308,15.03,16,6,0.835,18,16.70,2,3,0,13,2,2,3,0,11,0,2,1.45,0.200,0.000,5.562,14.284,0.013,0.000,0.013,12.26,12.75,0,1.000,4,4,4.0,0.505,771,440044444444102204102000000000000000
10000,40640,31,308,264,21.77,20,6,1.088,20,21.77,0,6,0,14,0,0,6,0,14,0,0,1.00,0.276,0.166,1.708,10.895,0.432,0.000,0.432,3.40,6.75,0,0.857,8,8,17.2,0.960,217,444444444444220044220000200000200000
10000,40643,9,306,172,50.14,49,7,1.023,49,50.14,0,14,0,35,0,0,14,0,35,0,0,1.00,0.279,0.000,13.522,25.549,0.135,0.000,0.135,7.32,9.75,0,0.565,8,8,40.1,1.000,35,2222222444444444444444444442444444244444224444222
10000,40646,31,305,261,21.77,20,6,1.088,20,21.77,0,6,0,14,0,0,6,0,14,0,0,1.00,0.276,0.942,15.155,23.975,0.400,0.000,0.400,6.54,11.25,0,0.857,8,8,18.3,0.937,160,444444444444220044220000200000200000
10000,40649,9,304,201,36.15,37,7,1.185,49,50.37,0,17,13,19,0,0,6,13,18,0,0,1.00,0.166,1.253,16.770,18.692,0.000,0.000,0.000,8.25,8.25,0,0.665,8,8,24.1,1.000,52,4000000444222044432204433320443333044433304444330
10000,40657,9,300,161,49.38,45,8,1.176,64,71.71,0,18,6,40,0,0,13,6,26,0,0,1.00,0.263,0.000,3.351,12.093,0.000,0.000,0.000,14.75,14.75,0,0.569,5,7,31.0,1.000,563,0222244402222444022234440223334400033444000044440000444400004444
10000,40662,9,297,158,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,0.000,2.850,16.292,4.085,4.085,0.000,10.25,10.25,0,0.535,5,5,31.3,1.000,2193,2222222222222222232224433344444444444444444444444
10000,40663,3,297,170,40.81,30,7,1.275,36,48.47,2,19,0,15,6,2,13,0,15,0,6,1.42,0.319,1.822,14.736,24.062,0.000,0.000,0.000,2.14,16.75,0,0.626,8,8,27.6,1.000,566,0002200000220022222004442200444420044442004444110
10000,40666,20,295,224,21.70,22,7,0.943,30,29.25,1,15,0,14,4,1,13,0,8,0,2,1.21,0.599,0.000,4.238,20.702,0.489,0.101,0.388,6.01,12.50,0,0.859,8,5,41.8,0.661,106,0440000022444402220440222000222000022000001000000
10000,40667,20,294,254,21.42,22,6,0.974,22,21.42,0,9,0,13,0,0,9,0,13,0,0,1.00,0.420,0.045,10.639,19.899,0.365,0.000,0.365,5.51,30.25,0,0.864,5,2,6.1,1.000,776,444444422200422200422200400000444000
10000,40671,3,292,170,45.91,34,7,1.275,36,48.47,2,19,0,15,6,2,17,0,15,0,6,1.42,0.370,0.000,6.742,6.684,0.922,0.876,0.046,1.95,6.75,0,0.590,8,8,21.5,1.000,423,2202200220220022222004442200444420044442004444110
10000,40674,9,291,133,76.52,64,8,1.234,64,76.52,0,0,4,60,0,0,0,4,60,0,0,1.00,0.000,0.000,3.652,7.959,0.645,0.574,0.071,0.00,0.00,0,0.457,5,2,25.0,0.993,2348,4444444444444444444444444443344444433444444444444444444444444444
10000,40675,9,291,167,48.06,46,7,1.265,46,48.06,1,10,18,17,0,1,10,18,17,0,0,1.00,0.208,0.000,0.539,8.247,0.000,0.000,0.000,11.00,11.00,0,0.577,5,8,28.9,1.000,1307,2223333222333022133302233330443333444444444444444
10000,40676,20,291,196,35.14,29,6,0.901,29,35.14,10,8,0,11,3,10,8,0,11,3,3,3.33,0.228,0.000,5.876,4.967,5.055,5.012,0.043,4.25,4.25,0,0.675,5,2,2.2,0.777,1045,111144111144222044222004220044110044
10000,40678,31,289,187,38.08,31,6,1.002,31,38.08,7,9,0,15,3,7,9,0,15,0,3,3.12,0.236,0.000,9.386,17.585,1.620,1.366,0.254,3.16,4.00,0,0.648,8,8,17.0,0.960,54,444444444444222044222004222001111111
10000,40681,20,288,160,51.74,46,7,1.035,46,51.74,4,32,0,10,6,4,32,0,10,6,6,1.68,0.618,0.000,0.874,5.474,2.283,2.283,0.000,1.06,2.00,0,0.556,5,5,10.3,0.637,30,4422111422222122222222222220222222044222204444422
10000,40683,20,287,241,22.47,22,6,0.977,23,23.45,1,10,0,12,3,1,10,0,11,0,3,1.25,0.445,0.084,2.496,12.032,0.550,0.499,0.050,7.76,21.50,0,0.844,4,4,35.7,0.300,247,044444422444222044222000220000100000
10000,40684,20,287,220,26.42,27,7,0.943,30,29.25,1,15,0,14,4,1,15,0,11,0,4,1.21,0.568,1.640,18.757,27.092,2.373,0.000,2.373,6.13,7.25,0,0.778,5,5,38.1,0.809,452,4000444422444422220442222000222000022000001000000
10000,40687,20,286,236,23.45,23,6,0.977,23,23.45,1,10,0,12,3,1,10,0,12,0,3,1.25,0.426,0.000,6.120,17.286,3.625,3.537,0.088,8.88,19.75,0,0.826,5,4,37.4,0.374,165,444444422444222044222000220000100000
10000,40693,20,284,245,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,3.157,18.620,36.278,0.000,0.000,0.000,20.15,49.75,0,0.864,5,5,-0.9,0.944,2039,444444422200222200222200220000440000
10000,40694,20,283,240,22.23,23,6,0.966,23,22.23,0,10,0,13,0,0,10,0,13,0,0,1.00,0.450,0.000,3.007,11.217,0.317,0.127,0.190,14.33,37.25,0,0.848,5,2,5.3,0.756,875,044444220044220004220004220044220044
10000,40699,31,280,253,19.46,21,6,0.811,21,19.46,3,4,0,14,2,3,4,0,14,0,2,1.70,0.206,0.000,3.588,10.073,0.000,0.000,0.000,11.00,11.00,0,0.907,4,4,4.2,0.355,420,444444444444112244102200000000000000
10000,40704,20,277,234,19.38,17,6,0.969,20,22.29,3,9,0,8,4,3,9,0,5,0,4,1.79,0.464,2.186,13.767,18.860,0.589,0.000,0.589,15.26,26.75,0,0.909,5,5,2.9,1.000,1667,040444022004222000222000120000110000
10000,40710,3,275,168,42.53,34,7,1.215,34,42.53,1,25,0,8,1,1,25,0,8,0,1,1.15,0.588,0.000,8.032,9.379,0.000,0.000,0.000,3.76,5.00,0,0.613,5,2,18.0,1.000,1046,2220000222200022222002222200224220024442202444410
10000,40713,20,274,178,37.54,38,7,0.988,39,38.53,0,23,0,16,0,0,23,0,15,0,0,1.00,0.613,0.000,4.114,14.780,2.857,1.832,1.025,3.26,7.00,0,0.653,8,5,40.4,0.725,250,0444444422444422224442222204222220022220002220000
10000,40714,3,273,145,56.70,47,7,1.206,47,56.70,0,30,0,17,0,0,30,0,17,0,0,1.00,0.529,0.000,7.625,19.581,0.000,0.000,0.000,22.04,29.25,0,0.531,2,2,12.5,1.000,1872,2222222222222222222222442222444422244444204444440
10000,40715,20,272,269,13.63,14,6,0.974,22,21.42,0,13,0,9,0,0,11,0,3,0,0,1.00,0.807,0.000,7.708,7.404,13.373,11.482,1.892,22.51,75.75,0,1.000,8,5,12.7,1.000,665,000000400200222200222200220000440000
10000,40719,3,271,151,47.72,43,7,1.085,49,54.23,1,28,0,20,5,1,22,0,20,4,4,1.14,0.461,0.000,11.500,21.576,0.006,0.000,0.006,19.25,19.25,0,0.579,5,2,15.9,1.000,791,1422200444220024442002444222444422224442222444222
10000,40720,20,271,206,27.36,28,7,0.943,30,29.25,1,15,0,14,4,1,15,0,12,0,4,1.21,0.548,0.000,7.993,10.374,4.003,0.409,3.594,3.34,4.00,0,0.765,8,5,40.1,0.721,272,0444444022444422220442222000222000022000001000000
10000,40721,32,270,264,16.46,25,6,0.659,36,23.71,0,20,0,16,0,0,9,0,16,0,0,1.00,0.547,0.000,0.549,14.088,0.487,0.000,0.487,10.55,45.00,0,0.986,5,2,9.1,0.856,439,000044022244022444022444022444000444
10000,40726,20,268,198,29.25,30,7,0.943,30,29.25,1,15,0,14,4,1,15,0,14,0,4,1.21,0.513,0.000,1.588,13.759,1.866,1.866,-0.000,3.88,4.75,0,0.740,5,5,38.3,0.795,411,4444444422444422220442222000222000022000001000000
10000,40729,9,268,131,58.52,52,8,1.258,64,73.62,0,27,11,26,0,0,15,11,26,0,0,1.00,0.256,0.000,5.692,5.694,2.619,0.000,2.619,3.00,3.00,0,0.523,8,8,28.1,1.000,663,0000000000002222222222224433332244333342444333444444444444444444
10000,40733,20,266,219,23.45,23,6,0.977,23,23.45,1,10,0,12,3,1,10,0,12,0,3,1.25,0.426,0.000,3.859,13.954,1.137,0.160,0.977,5.94,19.75,0,0.826,5,4,36.2,0.388,394,444444422444222044222000220000100000
10000,40736,31,265,227,21.77,20,6,1.088,20,21.77,0,6,0,14,0,0,6,0,14,0,0,1.00,0.276,3.780,14.852,25.639,0.077,0.000,0.077,9.17,18.00,0,0.857,8,8,18.8,0.962,278,444444444444220044220000200000200000
10000,40737,20,265,254,15.97,17,6,0.939,19,17.84,0,6,0,13,0,0,6,0,11,0,0,1.00,0.376,0.000,3.007,8.039,0.843,0.000,0.843,5.35,9.50,0,1.000,5,5,37.8,0.487,199,004444222444220044200004000004000000
10000,40738,20,264,166,34.54,37,7,0.934,46,42.94,0,27,0,19,0,0,27,0,10,0,0,1.00,0.782,2.682,16.868,34.001,0.716,0.000,0.716,16.10,37.00,0,0.681,4,2,2.7,0.342,515,2200044222044422220442222040222224022222002222400
10000,40741,20,263,227,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,0.000,6.453,11.890,0.219,0.000,0.219,8.06,30.50,0,0.864,5,2,2.9,1.000,1264,444444422200222200222200220000440000
10000,40742,3,263,151,48.47,36,7,1.275,36,48.47,2,19,0,15,6,2,19,0,15,0,6,1.42,0.392,0.000,1.583,8.641,1.504,1.504,0.000,2.25,2.25,0,0.575,8,8,29.0,1.000,34,2222200222220022222004442200444420044442004444110
10000,40744,31,262,222,20.51,21,6,0.892,25,23.63,2,12,1,10,2,2,10,0,9,0,2,1.67,0.488,0.000,12.817,18.547,3.516,1.247,2.269,9.60,19.50,0,0.883,5,5,4.1,0.675,698,044444022444022204022200122000100000
10000,40750,9,261,121,73.62,64,8,1.258,64,73.62,0,27,11,26,0,0,27,11,26,0,0,1.00,0.367,2.413,9.938,21.016,-0.000,0.000,-0.000,7.22,10.25,0,0.466,8,8,28.2,1.000,790,2222222222222222222222224433332244333342444333444444444444444444
10000,40757,20,259,166,38.53,39,7,0.988,39,38.53,0,23,0,16,0,0,23,0,16,0,0,1.00,0.597,0.770,12.841,26.403,4.053,2.564,1.488,7.60,14.75,0,0.644,8,5,42.9,0.757,118,4444444422444422224442222204222220022220002220000
10000,40759,3,258,128,64.15,59,8,1.135,59,64.15,0,28,5,26,0,0,28,5,26,0,0,1.00,0.436,0.000,15.880,17.550,0.000,0.000,0.000,12.41,16.75,0,0.499,5,5,32.3,0.992,1848,2222222022222220222222202244443022444430244444432444444324444443
10000,40760,9,258,138,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,2.432,17.940,15.108,28.479,27.373,1.106,16.51,17.00,0,0.535,3,4,35.7,0.273,1724,2222222222222222232224433344444444444444444444444
10000,40762,3,257,148,45.35,34,7,1.260,38,50.39,2,25,0,11,6,2,21,0,11,0,6,1.35,0.463,0.000,10.855,17.467,0.000,0.000,0.000,6.82,12.25,0,0.594,8,8,24.3,1.000,169,0002220220222022222002242200244220044442004444110
10000,40763,9,257,177,32.45,31,8,1.119,45,48.12,0,19,4,22,0,0,8,4,19,0,0,1.00,0.247,0.000,2.788,11.939,0.000,0.000,0.000,4.00,4.50,0,0.702,4,7,34.0,0.647,1095,0000002200002200220200004423300044433000444400004444440000044440
10000,40766,31,257,166,38.08,31,6,1.002,31,38.08,7,9,0,15,3,7,9,0,15,0,3,3.12,0.236,2.194,15.604,20.238,0.000,0.000,0.000,3.40,5.25,0,0.648,8,8,16.8,0.954,204,444444444444222044222004222001111111
10000,40769,31,255,228,18.36,22,6,0.835,25,20.87,0,9,0,16,0,0,9,0,13,0,0,1.00,0.490,0.000,9.295,17.483,1.258,1.258,-0.000,12.25,12.25,0,0.933,5,4,2.8,0.693,989,400044444444422244422200022200000000
10000,40771,20,253,156,41.81,39,7,0.995,39,41.81,3,26,0,10,5,3,26,0,10,0,5,1.43,0.622,0.000,0.599,6.210,0.672,0.633,0.039,0.25,1.25,0,0.619,5,2,5.2,0.991,731,2222444222222422222002222200222220011200001444444
10000,40772,33,253,117,64.20,54,8,1.189,64,76.09,0,34,0,30,0,0,24,0,30,0,0,1.00,0.374,0.000,0.519,4.671,-0.000,0.000,-0.000,1.25,1.25,0,0.499,8,7,33.4,1.000,216,2222000022220000222222002244442224444442244444422444444424444444
10000,40774,20,251,216,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,0.599,12.972,21.184,0.000,0.000,0.000,15.59,35.50,0,0.864,5,5,1.8,0.933,1383,444444422200222200222200220000440000
10000,40775,3,250,125,63.32,49,7,1.292,49,63.32,0,25,0,24,0,0,25,0,24,0,0,1.00,0.395,8.244,16.250,23.487,12.520,12.505,0.014,15.50,15.50,0,0.503,8,8,24.2,0.993,170,2222222222222222244222244442244444424444442444444
10000,40776,20,250,188,27.36,28,7,0.943,30,29.25,1,15,0,14,4,1,15,0,12,0,4,1.21,0.548,1.951,16.353,33.430,0.669,0.669,-0.000,14.15,19.75,0,0.765,8,5,42.4,0.605,58,0444444022444422220442222000222000022000001000000
10000,40778,20,250,195,25.47,26,7,0.943,30,29.25,1,15,0,14,4,1,11,0,14,0,0,1.21,0.432,0.000,5.887,12.256,8.489,5.449,3.040,0.50,0.50,0,0.793,8,5,40.5,0.711,248,4444444422444402220440222000022000002000001000000
10000,40780,20,250,204,24.01,25,6,0.961,25,24.01,0,6,0,19,0,0,6,0,19,0,0,1.00,0.250,0.000,10.467,18.038,-0.000,0.000,-0.000,15.00,15.00,0,0.816,5,5,3.6,0.705,1164,444444442444422000222000444000444400
10000,40792,5,244,142,47.22,49,7,0.964,49,47.22,0,10,0,39,0,0,10,0,39,0,0,1.00,0.212,0.000,4.934,16.441,1.551,1.205,0.346,1.50,1.50,0,0.582,8,8,43.3,1.000,24,4442222444422244444224444442444444444444444444444
10000,40793,20,243,179,29.25,30,7,0.943,30,29.25,1,15,0,14,4,1,15,0,14,0,4,1.21,0.513,0.000,3.066,11.138,2.517,0.539,1.978,1.75,1.75,0,0.740,5,5,37.8,0.769,424,4444444422444422220442222000222000022000001000000
10000,40796,32,241,208,21.07,32,6,0.659,36,23.71,0,20,0,16,0,0,16,0,16,0,0,1.00,0.759,0.889,5.399,14.103,0.226,0.000,0.226,7.08,32.00,0,0.871,5,2,5.8,0.844,638,002244002244222444222444222444222444
10000,40798,1,240,183,26.24,27,6,0.990,31,30.20,1,14,3,13,3,1,10,3,13,0,3,1.18,0.381,0.597,11.692,14.913,6.895,6.895,-0.000,7.81,23.75,0,0.781,5,5,6.7,1.000,1317,033444034444022244022244022244021000
10000,40799,20,240,226,17.89,19,6,0.942,19,17.89,0,7,0,12,0,0,7,0,12,0,0,1.00,0.391,0.000,1.366,8.641,5.286,2.122,3.164,4.75,4.75,0,0.946,5,5,38.5,0.771,369,444444020444222044222004000000000000
10000,40801,9,240,128,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,2.195,16.640,18.258,0.000,0.000,0.000,16.75,16.75,0,0.535,4,5,36.0,0.535,1627,2222222222222222232224433344444444444444444444444
10000,40810,9,237,127,55.28,49,7,1.189,49,55.28,0,19,5,25,0,0,19,5,25,0,0,1.00,0.344,0.000,0.298,6.556,0.903,0.729,0.174,12.25,12.25,0,0.538,5,7,31.5,0.864,1171,2222222222222222232244433344444344444444444444444
10000,40811,31,236,194,23.63,25,6,0.892,25,23.63,2,12,1,10,2,2,12,1,10,0,2,1.46,0.508,3.639,15.908,22.427,0.182,0.182,-0.000,15.00,27.25,0,0.823,4,1,1.1,0.513,632,444444322444222204222200122000100000
10000,40813,32,236,184,26.19,36,6,0.728,36,26.19,0,15,0,21,0,0,15,0,21,0,0,1.00,0.573,0.000,7.559,13.900,0.329,0.000,0.329,24.43,33.75,0,0.782,5,5,8.3,0.870,504,444444222444222444222444222444222444
10000,40818,20,234,188,20.73,21,7,0.987,39,38.49,0,21,0,18,0,0,16,0,5,0,0,1.00,0.772,0.000,5.918,13.032,1.893,0.000,1.893,6.58,8.00,0,0.879,8,10,41.4,0.957,33,0000000444440022220002222000222000022200002200000
10000,40820,20,233,201,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,0.000,8.579,15.066,-0.000,0.000,-0.000,15.50,35.25,0,0.864,5,5,1.2,1.000,1499,444444422200222200222200220000440000
10000,40822,20,233,188,21.70,22,7,0.943,30,29.25,1,15,0,14,4,1,11,0,10,0,1,1.21,0.507,0.000,13.284,22.968,5.918,0.429,5.490,6.60,9.50,0,0.859,8,5,42.3,0.722,165,0004444002444402220440222000022000022000001000000
10000,40826,20,230,131,48.65,49,7,0.993,49,48.65,0,35,0,14,0,0,35,0,14,0,0,1.00,0.719,0.000,2.344,10.737,-0.000,0.000,-0.000,3.95,16.00,0,0.573,3,0,33.5,0.098,412,4444444222244422222442222224222222422222222222222
10000,40829,20,229,216,13.21,14,7,0.943,30,29.25,1,15,0,14,4,0,5,0,9,0,0,1.00,0.379,0.000,8.478,22.817,0.968,0.000,0.968,8.40,11.50,0,1.000,8,5,40.6,0.811,28,0000444000444400220440022000002000000000000000000
10000,40833,9,227,105,73.62,64,8,1.258,64,73.62,0,27,11,26,0,0,27,11,26,0,0,1.00,0.367,4.406,16.800,29.539,0.000,0.000,0.000,11.18,13.00,0,0.466,8,8,30.0,1.000,769,2222222222222222222222224433332244333342444333444444444444444444
10000,40836,9,226,121,55.28,49,7,1.189,49,55.28,0,19,5,25,0,0,19,5,25,0,0,1.00,0.344,0.000,8.045,13.095,7.086,7.086,0.000,10.44,12.25,0,0.538,5,8,32.1,1.000,1440,2222222222222222232244433344444344444444444444444
10000,40839,9,225,106,71.91,64,8,1.199,64,71.91,0,44,8,12,0,0,44,8,12,0,0,1.00,0.612,0.000,0.968,9.794,0.000,0.000,0.000,1.12,9.00,0,0.472,5,7,29.2,1.000,644,2222222222222222222222222223322222233322224333224444422244444422
10000,40842,9,223,118,56.41,49,7,1.151,49,56.41,0,10,0,39,0,0,10,0,39,0,0,1.00,0.177,0.000,10.504,10.322,0.000,0.000,0.000,5.77,6.25,0,0.533,4,4,32.7,0.651,2227,2222224422224444444444444444444444444444444444444
10000,40843,20,223,164,29.25,30,7,0.943,30,29.25,1,15,0,14,4,1,15,0,14,0,4,1.21,0.513,0.000,8.860,12.184,0.790,0.790,-0.000,2.00,7.00,0,0.740,8,5,41.2,0.700,191,4444444422444422220442222000222000022000001000000
10000,40844,20,223,164,29.25,30,7,0.943,30,29.25,1,15,0,14,4,1,15,0,14,0,4,1.21,0.513,0.000,3.003,9.546,-0.000,0.000,-0.000,1.50,1.50,0,0.740,8,5,40.7,0.802,36,4444444422444422220442222000222000022000001000000
10000,40852,20,220,190,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,0.845,14.440,24.465,0.000,0.000,0.000,12.02,43.50,0,0.864,5,5,2.7,0.902,1220,444444422200222200222200220000440000
10000,40854,1,218,142,37.53,36,6,1.057,36,37.53,0,18,1,17,0,0,18,1,17,0,0,1.00,0.480,0.000,6.473,9.686,0.104,0.000,0.104,6.56,17.25,0,0.653,5,5,5.4,1.000,1298,444444322444222244222244222244222244
10000,40855,20,218,188,21.41,22,6,0.973,22,21.41,0,9,0,13,0,0,9,0,13,0,0,1.00,0.420,0.847,11.816,15.607,2.781,2.781,0.001,8.43,19.00,0,0.864,5,2,5.9,0.755,444,444444422200422200422200400000444000
10000,40856,20,217,189,18.87,19,7,0.943,30,29.25,1,15,0,14,4,1,15,0,3,0,4,1.27,0.795,0.000,10.737,16.463,2.720,2.482,0.239,9.72,13.25,0,0.921,8,5,41.8,0.562,112,0404000022400022220002222000222000022000001000000
10000,40859,3,214,111,55.07,51,8,1.135,59,64.15,0,28,5,26,0,0,20,5,26,0,0,1.00,0.363,0.000,3.532,7.862,0.573,0.572,0.001,9.50,9.50,0,0.539,10,5,29.9,1.000,1725,2220000022200000222222202244443022444430244444432444444324444443
10000,40860,3,214,113,56.70,47,7,1.206,47,56.70,0,30,0,17,0,0,30,0,17,0,0,1.00,0.529,1.020,11.670,14.585,0.000,0.000,0.000,4.61,21.00,0,0.531,5,2,17.1,1.000,1351,2222222222222222222222442222444422244444204444440
10000,40861,20,214,162,27.36,28,7,0.943,30,29.25,1,15,0,14,4,1,15,0,12,0,4,1.21,0.548,0.000,12.718,22.600,2.103,0.000,2.103,3.36,8.75,0,0.765,8,5,41.0,0.706,267,0444444022444422220442222000222000022000001000000
10000,40862,20,214,178,22.45,21,6,0.935,24,25.25,3,7,0,14,3,3,7,0,11,0,3,1.79,0.312,0.000,1.106,5.016,0.739,0.201,0.538,2.36,3.25,0,0.844,8,5,42.0,0.636,112,000444444444222044222000120000110000
10000,40863,20,213,144,34.77,38,7,0.915,38,34.77,0,23,0,15,0,0,23,0,15,0,0,1.00,0.662,0.017,4.097,8.434,0.636,0.000,0.636,2.46,10.25,0,0.678,5,5,38.3,0.707,324,4444444422444422220442222204222220022220002220000
10000,40865,20,212,183,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,3.878,13.908,28.154,1.290,1.224,0.066,17.22,40.25,0,0.864,5,5,0.3,0.962,1563,444444422200222200222200220000440000
10000,40867,20,212,168,24.53,25,7,0.943,30,29.25,1,15,0,14,4,1,14,0,10,0,4,1.21,0.571,1.557,13.604,18.481,1.838,0.000,1.838,1.95,5.75,0,0.808,5,5,39.1,0.770,362,0000444402444422220442222000222000022000001000000
10000,40868,20,212,177,22.47,22,6,0.977,23,23.45,1,10,0,12,3,1,10,0,11,0,3,1.25,0.445,0.000,8.759,23.942,0.000,0.000,0.000,14.50,14.50,0,0.844,5,4,39.1,0.702,369,440444422444222044222000220000100000
10000,40869,9,211,116,39.96,35,7,1.193,49,56.67,0,22,3,24,0,0,21,3,11,0,0,1.00,0.525,0.000,9.208,13.016,0.000,0.000,0.000,17.00,17.00,0,0.633,5,5,27.7,1.000,1467,2222222222222222222220433344000044400004440000044
10000,40870,1,211,142,35.20,33,6,1.067,33,35.20,0,18,0,15,0,0,18,0,15,0,0,1.00,0.511,0.044,4.332,9.169,0.000,0.000,0.000,18.31,25.75,0,0.674,5,5,5.2,1.000,1367,444444222444222244222244222244222000
10000,40874,9,211,98,73.62,64,8,1.258,64,73.62,0,27,11,26,0,0,27,11,26,0,0,1.00,0.367,4.676,15.680,30.706,0.000,0.000,0.000,9.00,9.00,0,0.466,8,8,26.7,1.000,596,2222222222222222222222224433332244333342444333444444444444444444
10000,40875,20,211,193,17.06,14,6,1.003,17,20.07,3,4,0,10,2,3,4,0,7,2,2,1.71,0.235,0.917,10.846,15.157,3.743,0.000,3.743,1.80,3.50,0,0.969,5,5,37.8,0.753,463,004444120440220004200000100000100000
10000,40877,20,210,139,35.09,29,7,0.975,32,38.02,7,10,0,15,3,7,10,0,12,3,3,2.43,0.285,2.252,12.354,21.817,6.017,3.472,2.545,4.27,7.00,0,0.675,8,5,39.5,0.625,318,0404444411444422200442222000222000011000001110000
10000,40878,3,209,120,48.47,36,7,1.275,36,48.47,2,19,0,15,6,2,19,0,15,0,6,1.42,0.392,0.000,7.394,6.575,0.000,0.000,0.000,0.75,0.75,0,0.575,8,8,26.3,1.000,40,2222200222220022222004442200444420044442004444110
10000,40883,20,208,170,3.77,4,7,0.943,30,29.25,1,15,0,14,4,0,2,0,2,0,0,1.00,0.530,0.000,2.075,14.382,0.200,0.000,0.200,6.50,6.50,0,1.000,8,5,41.2,0.748,14,4000000400000020000002000000000000000000000000000
10000,40884,31,207,170,23.63,25,6,0.892,25,23.63,2,12,1,10,2,2,12,1,10,0,2,1.46,0.508,0.000,12.400,22.008,1.031,1.026,0.006,10.77,14.00,0,0.823,5,5,3.3,0.682,790,444444322444222204222200122000100000
10000,40886,3,206,137,35.76,30,7,1.277,30,35.76,4,10,12,4,5,4,10,12,4,0,5,2.04,0.280,0.000,4.448,6.351,0.000,0.000,0.000,2.75,2.75,0,0.669,8,8,24.1,0.912,44,3322000332200032220003242000344200033411003331100
10000,40887,20,206,132,38.53,39,7,0.988,39,38.53,0,23,0,16,0,0,23,0,16,0,0,1.00,0.597,1.911,14.520,16.667,7.674,4.809,2.865,4.76,6.50,0,0.644,8,5,43.2,0.780,90,4444444422444422224442222204222220022220002220000
10000,40888,9,205,108,56.67,49,7,1.193,49,56.67,0,22,3,24,0,0,22,3,24,0,0,1.00,0.388,0.000,5.142,4.597,2.942,2.941,0.000,10.50,10.50,0,0.531,10,5,29.7,1.000,1764,2222222222222222222222433344444444444444444444444
10000,40889,9,205,110,55.28,49,7,1.189,49,55.28,0,19,5,25,0,0,19,5,25,0,0,1.00,0.344,0.000,8.195,7.866,-0.000,0.000,-0.000,0.75,0.75,0,0.538,5,8,29.9,0.993,1228,2222222222222222232244433344444344444444444444444
10000,40892,3,204,117,48.47,36,7,1.275,36,48.47,2,19,0,15,6,2,19,0,15,0,6,1.42,0.392,3.182,12.168,16.265,1.756,0.618,1.138,8.75,8.75,0,0.575,8,8,28.3,1.000,655,2222200222220022222004442200444420044442004444110
10000,40893,20,204,168,23.45,23,6,0.977,23,23.45,1,10,0,12,3,1,10,0,12,0,3,1.25,0.426,0.000,2.056,9.455,0.058,0.000,0.058,12.92,20.25,0,0.826,3,4,30.5,0.079,602,444444422444222044222000220000100000
10000,40895,20,204,197,17.07,17,7,1.004,17,17.07,0,0,0,17,0,0,0,0,17,0,0,1.00,0.000,0.000,0.459,7.773,2.495,0.000,2.495,0.00,0.00,0,0.968,8,5,42.2,0.699,116,4444444444444400000440000004000000000000000000000
10000,40896,20,203,163,24.53,25,7,0.943,30,29.25,1,15,0,14,4,1,15,0,9,0,4,1.21,0.612,0.000,5.831,8.604,1.170,0.000,1.170,0.25,0.25,0,0.808,5,5,37.4,0.779,484,0000044422444422220442222000222000022000001000000
10000,40897,20,202,140,32.89,27,6,1.096,27,32.89,3,17,0,7,5,3,17,0,7,2,5,1.67,0.517,0.000,7.437,7.455,2.291,1.794,0.497,9.28,19.00,0,0.697,3,4,36.7,0.107,71,222144222444222244222200222000110000
10000,40899,20,201,135,35.44,36,7,0.958,36,35.44,1,19,0,16,4,1,19,0,16,0,4,1.21,0.536,0.958,14.040,20.062,6.930,5.794,1.136,1.25,7.25,0,0.672,8,5,42.4,0.657,125,4444444422444422224442222204222220022200001000000
10000,40900,20,200,172,21.42,22,6,0.974,22,21.42,0,13,0,9,0,0,13,0,9,0,0,1.00,0.607,0.000,5.019,8.673,0.290,0.000,0.290,6.31,29.25,0,0.864,5,5,3.5,1.000,1294,444444422200222200222200220000440000
