step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall
41000,242,167,515,559,210,40,4,563,15,1,2040,15830,10280.035,1579.042,0.5460,465.149,0.030,0.818,0.122,0.030,0.185,0.449,13,0.4437,0.8339,0.069,10.9,22.0,39.8,23.23,0.18,10.67,0.55,11.83,6.10,1.032,0.438,0.012,0.017,16.015,0.554,0.0022,256,1520,253,113,86,5,0.331,147,9,145,88,22,52,168,28.71,141.91,22678,155053,21111,191290,57.5,-0.0,1337023,10.684,2710789.003,2.83e-14,0.00036,-0.75,225,1.308,1.059,0.249,0.000,1.309
42000,418,186,952,1003,357,44,7,751,24,1,2811,18602,13398.272,1535.657,0.4068,392.118,0.047,0.763,0.155,0.035,0.217,0.445,8,0.2483,0.8323,0.092,12.9,20.9,37.6,23.80,0.12,10.79,0.31,12.58,6.14,0.978,0.462,0.033,0.033,12.750,0.469,0.0026,185,935,145,112,63,5,0.522,210,8,254,156,28,32,358,24.71,117.41,21114,154582,20710,193014,80.3,-0.0,1335523,10.992,2710789.003,2.06e-14,0.00000,-1.52,378,1.300,1.022,0.276,0.001,1.300
43000,285,155,681,716,279,23,12,790,22,2,1858,15910,12341.351,1367.365,0.4971,443.796,0.041,0.711,0.208,0.041,0.200,0.432,4,0.4088,0.8543,0.087,12.2,18.1,44.3,23.45,0.29,10.99,0.57,11.60,6.27,0.961,0.486,0.028,0.028,14.033,0.453,0.0026,240,950,212,125,70,4,0.681,149,8,200,77,12,70,203,30.76,149.21,18194,154080,20531,193518,84.6,-0.0,1340023,13.055,2710789.003,2.11e-14,0.00000,-1.52,288,1.411,1.101,0.310,0.000,1.411
44000,247,136,552,567,169,12,3,580,8,2,790,7058,10385.327,806.114,0.6211,315.427,0.052,0.750,0.157,0.040,0.175,0.436,4,0.4203,0.8590,0.056,10.1,16.3,47.5,22.89,0.53,10.13,0.80,11.44,6.26,0.979,0.460,0.081,0.085,15.515,0.421,0.0023,226,1313,228,44,45,4,0.628,142,12,170,65,24,39,184,34.12,158.38,19010,153413,20023,193617,53.7,-0.0,1340017,9.992,2710789.003,1.25e-14,0.00023,-2.42,241,1.287,1.045,0.242,0.000,1.287
45000,319,225,831,891,316,52,8,729,28,2,3123,16480,13850.877,1718.502,0.4090,441.085,0.027,0.789,0.150,0.033,0.169,0.448,18,0.4255,0.8522,0.103,12.5,23.1,45.0,24.37,0.30,11.32,0.60,12.16,6.33,0.998,0.462,0.019,0.019,14.740,0.577,0.0023,199,835,205,150,82,4,0.467,199,5,170,144,23,43,253,26.16,120.69,18140,152952,20502,193467,77.6,-0.0,1340519,12.209,2710789.003,1.12e-14,0.00003,1.94,371,1.382,1.066,0.315,0.001,1.382
46000,343,163,712,753,260,32,9,676,11,1,1926,11560,11538.774,1368.319,0.5085,388.944,0.031,0.750,0.181,0.038,0.195,0.431,19,0.3138,0.8337,0.132,10.1,18.6,40.7,23.17,0.35,11.08,0.58,11.16,6.32,0.959,0.491,0.038,0.041,12.295,0.446,0.0026,207,1144,219,78,57,4,0.598,206,45,208,90,8,57,278,26.75,144.50,19720,152385,20805,192187,67.7,-0.0,1341185,11.215,2710789.003,1.63e-14,0.00000,2.61,290,1.293,1.017,0.275,0.001,1.293
47000,388,183,822,862,271,32,8,759,18,0,2004,13697,12976.976,1262.928,0.4413,378.557,0.021,0.766,0.183,0.031,0.162,0.441,15,0.3366,0.8642,0.111,11.4,22.1,38.5,23.84,0.18,10.66,0.40,12.59,6.27,0.951,0.466,0.015,0.018,12.136,0.418,0.0025,194,957,184,90,59,4,0.503,206,24,185,179,9,40,339,26.53,128.25,22491,152065,21120,189941,84.5,-0.0,1340233,11.711,2710789.003,3.47e-14,0.00068,4.55,344,1.463,1.163,0.299,0.001,1.463
48000,289,173,714,768,273,48,6,789,20,4,2372,15567,13223.604,1150.297,0.3187,394.236,0.024,0.791,0.161,0.024,0.212,0.423,15,0.4440,0.8608,0.080,11.6,19.6,47.6,24.42,0.12,10.94,0.57,12.79,6.35,0.931,0.486,0.007,0.007,15.788,0.453,0.0026,219,974,191,213,64,4,0.547,158,95,129,65,18,49,222,31.29,141.96,25429,151732,21739,187224,58.8,-0.0,1340651,12.910,2710789.003,2.22e-14,0.00195,8.79,320,1.409,1.101,0.308,0.000,1.409
49000,386,180,732,755,216,18,5,615,19,1,1877,11665,12557.061,1008.478,0.3786,297.781,0.027,0.787,0.162,0.024,0.174,0.430,22,0.3034,0.8375,0.087,11.3,25.5,48.7,26.03,0.26,11.78,0.78,13.21,6.34,0.950,0.473,0.016,0.010,14.669,0.433,0.0024,176,1050,179,165,44,4,0.430,181,56,190,140,24,64,298,28.88,141.69,30452,151169,21697,186342,79.1,-0.0,1335768,10.769,2710789.003,9.28e-15,0.00027,7.43,250,1.311,1.038,0.272,0.000,1.311
50000,352,208,756,785,224,22,7,775,12,3,1710,11685,14722.034,1187.636,0.4265,458.278,0.038,0.791,0.149,0.021,0.158,0.450,17,0.4329,0.8485,0.130,10.5,17.7,45.3,24.14,0.17,10.49,0.70,12.79,6.31,0.906,0.472,0.011,0.011,13.934,0.491,0.0022,217,1017,250,148,66,3,0.366,196,6,261,85,27,64,261,32.27,146.27,32848,150950,22264,186544,82.5,-0.0,1334073,14.818,2710789.003,6.87e-16,0.00064,9.90,296,1.439,1.094,0.344,0.001,1.440
51000,260,150,493,506,156,10,3,570,14,1,1436,12541,9842.708,796.118,0.3268,326.835,0.032,0.804,0.144,0.021,0.160,0.457,0,0.4136,0.8497,0.140,10.5,25.5,36.7,24.33,0.06,10.97,0.22,13.08,6.20,0.944,0.474,0.015,0.015,12.953,0.473,0.0022,267,1470,243,39,66,3,0.612,142,24,152,84,16,40,204,30.58,152.56,35132,150305,22413,187511,59.9,0.0,1332974,10.836,2710789.003,8.25e-15,0.00659,7.16,188,1.407,1.175,0.233,0.000,1.408
52000,408,205,968,1023,354,40,15,791,28,1,2605,16301,14087.178,1393.766,0.3285,537.968,0.030,0.749,0.183,0.038,0.216,0.434,36,0.2837,0.8665,0.097,11.0,17.8,31.1,22.62,0.08,9.81,0.09,12.65,6.23,0.909,0.446,0.017,0.017,12.255,0.502,0.0025,169,840,251,140,104,3,0.500,176,11,306,91,29,70,309,25.44,116.54,33582,149890,22001,191075,83.7,0.0,1329611,11.516,2710789.003,5.15e-15,0.00018,3.32,383,1.328,1.043,0.284,0.001,1.328
53000,296,161,778,804,288,19,7,856,29,5,2155,10334,13336.656,1164.057,0.3545,400.213,0.028,0.754,0.189,0.028,0.138,0.460,54,0.4832,0.8764,0.092,11.3,21.4,30.1,22.84,0.11,9.97,0.06,12.70,6.29,0.917,0.462,0.017,0.017,13.399,0.483,0.0025,222,968,212,148,87,3,0.507,147,4,154,138,38,79,179,31.11,142.11,27946,149607,21873,193985,56.8,-0.0,1333826,13.698,2710789.003,3.33e-14,0.00012,3.41,293,1.456,1.158,0.298,0.000,1.456
54000,239,116,522,564,240,39,3,561,17,1,1457,10677,8832.174,988.162,0.3926,416.151,0.045,0.766,0.159,0.030,0.232,0.418,7,0.3379,0.8508,0.179,11.0,20.2,30.0,22.94,0.08,9.98,0.05,12.83,6.18,0.907,0.466,0.013,0.013,13.769,0.452,0.0026,208,1219,174,119,88,3,0.452,118,15,122,102,8,21,210,31.22,154.68,27537,149150,21090,196414,56.6,-0.0,1333085,8.961,2710789.003,4.12e-15,0.00055,-0.78,201,1.215,1.033,0.181,0.000,1.215
55000,416,184,1435,1502,645,61,6,1218,39,1,4818,27972,17313.635,1931.217,0.2620,668.809,0.015,0.705,0.257,0.022,0.228,0.397,72,0.3711,0.8925,0.099,10.5,19.3,32.3,23.62,0.17,10.58,0.05,12.82,6.12,0.854,0.522,0.048,0.053,10.072,0.519,0.0031,172,523,210,476,65,2,0.666,253,20,287,109,40,63,313,30.00,130.39,19176,148880,20799,198279,112.6,-0.0,1338658,15.404,2710789.003,5.67e-15,0.00000,-0.86,606,1.464,1.077,0.386,0.001,1.464
56000,263,148,989,1051,462,59,3,1123,17,2,3573,21151,14097.783,1594.533,0.3081,493.579,0.025,0.747,0.201,0.027,0.223,0.402,102,0.5213,0.8647,0.142,13.4,24.5,32.6,24.29,0.16,10.78,0.10,13.24,6.17,0.933,0.476,0.034,0.034,12.727,0.513,0.0033,204,773,176,250,62,3,0.620,136,13,146,104,7,34,222,25.05,126.70,14674,148170,20569,197151,35.9,-0.0,1346188,14.377,2710789.003,1.37e-15,0.00000,-1.75,401,1.543,1.214,0.329,0.000,1.543
57000,199,147,559,582,174,12,11,610,12,1,1248,9190,9929.436,879.269,0.4495,318.333,0.029,0.763,0.179,0.029,0.171,0.438,9,0.5401,0.8906,0.151,9.3,16.4,28.5,20.62,0.09,9.04,0.09,11.41,6.26,0.898,0.485,0.025,0.025,13.834,0.523,0.0024,211,1026,171,144,75,3,0.578,115,2,115,82,12,24,163,28.73,139.03,14627,147619,20062,195296,56.9,-0.0,1349343,9.990,2710789.003,3.26e-15,0.00000,-2.62,249,1.294,1.074,0.220,0.000,1.294
58000,281,121,530,557,186,22,5,439,9,0,1020,5325,8533.927,652.358,0.4037,240.565,0.015,0.712,0.235,0.039,0.167,0.437,1,0.2892,0.8907,0.110,12.0,16.5,28.5,21.85,0.14,10.09,0.01,11.60,6.42,0.898,0.491,0.021,0.021,10.981,0.463,0.0022,193,1368,136,51,38,3,0.609,119,3,170,108,29,45,207,26.03,145.62,17730,147194,20489,194133,35.5,-0.0,1347350,7.756,2710789.003,8.25e-15,0.00002,1.70,185,1.373,1.196,0.177,0.000,1.373
59000,345,194,799,832,217,19,14,717,16,2,1182,8052,12875.442,738.758,0.3958,270.913,0.017,0.714,0.230,0.039,0.153,0.446,9,0.3587,0.9005,0.081,9.3,16.7,28.5,20.48,0.18,9.00,0.01,11.30,6.31,0.898,0.473,0.035,0.035,12.345,0.499,0.0024,168,882,150,62,32,3,0.591,170,18,221,106,20,52,273,23.96,123.25,16537,146593,20664,192142,47.5,-0.0,1349884,11.172,2710789.003,1.72e-15,0.00000,2.06,339,1.391,1.126,0.265,0.000,1.391
60000,272,181,760,800,274,37,3,815,18,0,1556,12212,12787.418,1010.188,0.3501,465.475,0.028,0.731,0.208,0.032,0.208,0.404,21,0.4769,0.8799,0.201,10.1,20.5,28.5,22.40,0.11,10.27,0.08,11.94,6.35,0.919,0.508,0.007,0.007,14.057,0.559,0.0026,210,806,233,129,89,3,0.467,130,27,139,106,16,38,218,27.54,148.12,16345,146418,21137,187589,66.3,-0.0,1355214,12.574,2710789.003,1.20e-15,0.00002,4.90,286,1.351,1.082,0.269,0.000,1.352
61000,240,138,496,512,117,12,4,519,7,2,759,9573,9878.406,632.706,0.4163,316.747,0.041,0.757,0.184,0.018,0.209,0.400,0,0.4285,0.8733,0.173,9.0,17.8,28.5,20.96,0.20,9.41,0.05,11.30,6.33,0.910,0.493,0.013,0.013,13.490,0.525,0.0022,280,1351,222,81,84,3,0.504,118,44,137,59,7,50,183,31.27,167.32,21645,146052,21725,183266,80.5,-0.0,1355201,9.951,2710789.003,1.67e-14,0.00000,8.20,176,1.342,1.137,0.204,0.000,1.342
62000,367,187,722,757,271,25,10,572,21,2,2082,13337,12436.524,1117.630,0.3411,407.506,0.032,0.780,0.164,0.023,0.155,0.432,14,0.3467,0.8738,0.142,11.9,23.9,28.5,22.91,0.08,10.04,0.04,12.74,6.26,0.947,0.460,0.008,0.008,12.042,0.540,0.0021,200,988,208,134,83,3,0.632,173,132,158,77,24,53,290,26.91,143.37,26939,145578,21652,180863,62.0,-0.0,1351399,10.443,2710789.003,4.98e-15,0.00014,7.09,278,1.392,1.146,0.246,0.000,1.392
63000,266,151,587,627,213,34,6,665,22,1,1389,13169,11098.629,1018.952,0.4761,357.608,0.046,0.741,0.188,0.024,0.183,0.414,2,0.4344,0.8650,0.162,10.8,18.1,30.7,22.28,0.22,10.12,0.11,11.83,6.38,0.925,0.480,0.011,0.011,14.336,0.436,0.0025,219,1027,173,76,74,3,0.440,160,20,153,93,17,40,209,33.76,172.68,32676,145286,22257,180610,72.3,0.0,1346753,11.155,2710789.003,2.58e-14,0.00041,10.37,263,1.306,1.067,0.239,0.000,1.307
64000,326,174,576,600,200,22,2,497,15,4,1357,10006,11688.904,967.133,0.4566,347.476,0.043,0.762,0.164,0.031,0.175,0.434,9,0.3308,0.8479,0.205,11.7,25.0,29.6,24.73,0.15,11.43,0.06,13.09,6.37,0.937,0.499,0.006,0.006,14.185,0.475,0.0020,210,1522,228,99,88,3,0.571,170,15,204,107,13,44,269,28.78,157.35,34881,144565,22348,183471,88.9,-0.0,1341560,10.151,2710789.003,1.32e-14,0.00000,7.15,232,1.289,1.060,0.228,0.000,1.289
65000,320,174,603,645,202,40,2,588,18,3,1415,10041,12108.889,1020.582,0.4348,405.328,0.027,0.750,0.198,0.026,0.203,0.397,84,0.3682,0.8499,0.071,10.8,21.2,29.4,22.95,0.01,10.56,0.00,12.38,6.36,0.935,0.500,0.000,0.000,14.163,0.441,0.0022,231,1165,241,80,118,3,0.506,150,15,227,78,10,55,255,30.60,164.22,34762,144044,22109,187213,72.2,-0.0,1338566,11.420,2710789.003,2.08e-14,0.00001,4.05,228,1.338,1.098,0.240,0.000,1.338
66000,236,166,642,667,193,21,4,717,6,3,1106,13662,12916.778,872.809,0.3968,433.993,0.035,0.729,0.206,0.030,0.187,0.413,37,0.5508,0.8605,0.273,13.9,20.5,28.6,23.64,0.06,11.16,0.08,12.34,6.46,0.914,0.522,0.013,0.013,16.290,0.517,0.0023,228,1071,257,104,93,3,0.428,133,7,144,85,16,42,178,32.50,162.36,29026,143680,21964,190704,43.9,-0.0,1342170,13.150,2710789.003,6.36e-15,0.00027,3.40,242,1.317,1.051,0.266,0.000,1.317
67000,269,128,467,494,176,22,5,425,9,0,620,5049,9281.651,684.306,0.5392,350.005,0.018,0.701,0.254,0.027,0.186,0.398,13,0.3285,0.8483,0.202,13.1,25.5,37.8,25.52,0.37,11.78,0.04,13.33,6.60,0.926,0.505,0.067,0.067,12.898,0.472,0.0021,220,1667,230,38,132,3,0.439,142,2,181,86,15,27,227,25.55,166.81,27329,143249,21097,193760,107.1,-0.0,1341487,8.860,2710789.003,2.58e-14,0.00030,-0.83,192,1.226,1.030,0.196,0.000,1.226
68000,246,147,612,655,245,40,3,606,28,1,1860,9856,11068.238,1166.137,0.4229,379.481,0.033,0.747,0.182,0.037,0.178,0.405,27,0.4618,0.8466,0.192,15.0,24.6,32.0,25.20,0.10,11.59,0.02,13.50,6.33,0.949,0.485,0.028,0.028,14.003,0.569,0.0024,224,1098,205,62,70,3,0.654,117,3,140,103,12,33,201,27.78,135.11,22976,142984,20874,196184,48.1,-0.0,1343777,10.653,2710789.003,8.59e-16,0.00093,-0.30,209,1.348,1.123,0.224,0.000,1.348
69000,156,101,326,357,123,30,1,405,10,1,807,7331,7056.917,589.972,0.4513,225.746,0.058,0.772,0.124,0.046,0.283,0.377,3,0.3900,0.8059,0.196,16.9,27.5,29.5,26.19,0.05,11.60,0.14,14.40,6.28,0.961,0.466,0.006,0.006,15.636,0.596,0.0025,261,1332,129,45,62,3,0.724,78,0,65,91,12,12,132,30.13,138.49,23251,142377,20576,198303,42.7,0.0,1343209,7.756,2710789.003,3.30e-14,0.00007,-1.91,112,1.388,1.233,0.155,0.000,1.388
70000,325,173,732,747,198,12,3,551,11,1,1168,8669,11639.506,604.136,0.3126,239.015,0.029,0.737,0.203,0.030,0.148,0.447,7,0.3016,0.8312,0.163,13.9,21.2,28.6,23.75,0.10,10.33,0.02,13.29,6.71,0.922,0.484,0.022,0.022,12.024,0.514,0.0023,171,781,110,99,41,4,0.446,139,5,202,118,13,95,217,24.37,122.22,21283,141693,20128,200417,65.0,-0.0,1342044,9.489,2710789.003,5.33e-15,0.00011,-2.61,272,1.399,1.171,0.228,0.001,1.400
71000,206,116,466,480,111,10,4,578,6,1,547,6888,8586.574,501.492,0.4022,281.503,0.024,0.747,0.204,0.025,0.200,0.423,31,0.4140,0.8557,0.227,10.9,20.9,29.0,23.15,0.20,10.74,0.00,12.20,6.58,0.947,0.473,0.044,0.044,13.299,0.529,0.0027,238,1071,172,57,80,4,0.481,99,8,101,97,9,25,172,27.82,132.47,20612,141174,20487,200752,35.3,-0.0,1344203,9.430,2710789.003,2.06e-15,0.00000,1.28,178,1.197,1.013,0.183,0.000,1.197
72000,201,108,406,417,110,9,2,403,8,0,589,7322,7572.036,419.373,0.3797,195.709,0.047,0.800,0.126,0.027,0.236,0.424,13,0.3185,0.8430,0.319,12.0,24.6,30.0,24.93,0.26,10.80,0.00,13.86,6.39,0.937,0.461,0.055,0.055,14.901,0.517,0.0024,245,1190,129,56,51,4,0.592,89,3,123,75,19,23,159,27.01,129.99,23894,140541,20522,199998,41.4,-0.0,1342039,6.903,2710789.003,1.32e-14,0.00011,1.48,136,1.178,1.039,0.139,0.000,1.178
73000,267,173,664,706,168,30,12,592,6,0,825,12353,11521.504,693.690,0.3784,381.492,0.025,0.762,0.197,0.016,0.168,0.432,17,0.4114,0.8708,0.151,12.3,20.4,28.1,22.99,0.11,10.98,0.02,11.88,6.72,0.907,0.510,0.037,0.037,14.737,0.558,0.0023,183,788,159,111,86,4,0.330,110,28,158,81,16,25,226,28.46,124.64,26497,140266,21127,198266,52.1,-0.0,1340320,9.903,2710789.003,3.95e-14,0.00040,5.27,270,1.281,1.055,0.225,0.000,1.281
74000,339,155,1056,1093,405,22,15,957,25,2,1720,13383,13520.933,913.928,0.3135,374.792,0.022,0.710,0.244,0.024,0.200,0.403,12,0.4006,0.8890,0.088,12.9,18.9,27.6,21.71,0.22,10.27,0.06,11.15,6.66,0.930,0.504,0.032,0.038,9.784,0.558,0.0029,186,862,161,188,74,4,0.451,143,108,116,115,11,53,275,27.29,115.77,26137,139766,21691,194511,57.3,-0.0,1345370,13.465,2710789.003,3.28e-14,0.00340,7.64,384,1.481,1.180,0.301,0.000,1.481
75000,226,130,494,504,174,6,4,592,15,0,1196,12056,9151.589,646.961,0.3105,275.657,0.034,0.776,0.149,0.041,0.203,0.410,18,0.4028,0.8491,0.123,13.2,26.3,27.8,24.19,0.02,11.31,0.12,12.73,6.20,0.969,0.486,0.009,0.009,13.676,0.575,0.0028,235,880,138,190,74,4,0.827,96,61,78,87,18,40,168,25.33,131.86,32020,139276,21648,190852,36.7,-0.0,1343924,8.929,2710789.003,7.04e-15,0.00005,6.89,153,1.223,1.043,0.180,0.000,1.223
76000,580,129,1071,1097,419,18,8,696,20,1,1605,14140,12679.396,899.461,0.3768,294.745,0.035,0.705,0.213,0.047,0.205,0.434,18,0.1670,0.8568,0.232,13.0,17.0,30.2,21.23,0.49,9.52,0.10,11.12,6.86,0.934,0.475,0.057,0.057,8.337,0.421,0.0026,185,884,139,220,83,4,0.722,249,28,404,148,10,46,524,22.80,105.52,38098,138889,22248,191275,91.6,-0.0,1335377,9.853,2710789.003,1.75e-14,0.00000,10.58,408,1.422,1.155,0.266,0.001,1.422
77000,878,107,2190,2317,1156,109,18,1810,80,2,5264,37902,22941.456,2166.321,0.2914,632.549,0.009,0.756,0.210,0.024,0.211,0.409,59,0.2603,0.8944,0.121,10.1,18.7,30.7,21.89,0.42,8.99,0.14,12.34,6.94,0.927,0.437,0.051,0.058,5.997,0.445,0.0033,189,639,127,482,74,4,0.833,459,20,691,167,43,117,718,31.16,113.34,28127,138372,22257,190760,99.9,-0.0,1345429,21.086,2710789.003,8.76e-15,0.00042,7.08,942,1.677,1.137,0.537,0.003,1.677
78000,245,142,2224,2480,1588,243,13,2734,123,0,13540,96143,23084.199,4662.632,0.2419,1386.844,0.050,0.680,0.225,0.044,0.338,0.377,124,0.6801,0.8268,0.173,11.3,25.9,35.1,24.52,0.86,10.62,0.53,12.51,6.43,0.969,0.442,0.114,0.122,10.022,0.649,0.0046,191,489,104,1291,65,3,0.543,142,34,155,56,7,52,186,18.92,83.62,17452,138035,22204,185878,90.6,-0.0,1365187,25.622,2710789.003,1.49e-14,0.00075,4.97,962,1.745,1.053,0.692,0.000,1.745
79000,547,198,1062,1106,363,30,14,726,34,0,2333,20626,12904.303,1135.506,0.3553,306.690,0.022,0.785,0.171,0.022,0.176,0.439,12,0.2337,0.9027,0.221,8.8,13.9,27.5,17.55,0.02,8.06,0.01,9.46,6.61,0.925,0.486,0.004,0.004,8.841,0.506,0.0025,164,736,57,409,22,2,0.739,210,12,331,204,22,89,436,22.63,92.64,17256,137500,22048,183483,81.7,-0.0,1365756,9.722,2710789.003,4.55e-14,0.00001,3.37,388,1.315,1.058,0.256,0.001,1.315
80000,247,136,520,542,196,12,10,800,20,0,1358,12261,10124.633,858.056,0.4165,292.438,0.015,0.750,0.210,0.025,0.178,0.430,21,0.5174,0.9186,0.234,9.7,21.6,31.3,21.25,0.02,9.91,0.06,11.26,6.23,0.975,0.476,0.004,0.004,12.858,0.466,0.0026,260,913,105,177,53,2,0.595,123,5,173,69,17,27,203,26.35,141.53,18181,137207,21148,181894,56.7,-0.0,1368726,11.543,2710789.003,3.59e-14,0.00005,-0.85,216,1.290,1.062,0.227,0.000,1.291
81000,242,149,551,586,211,28,7,529,27,0,2158,12761,9999.979,1054.578,0.3318,338.545,0.056,0.775,0.138,0.031,0.216,0.403,52,0.4154,0.8599,0.221,9.7,18.7,28.5,20.14,0.04,9.81,0.02,10.27,6.38,0.957,0.499,0.008,0.008,14.303,0.508,0.0023,207,1014,136,146,73,2,0.508,109,2,149,91,14,39,189,29.26,153.09,19520,136957,20945,182163,45.2,-0.0,1367097,9.215,2710789.003,2.59e-14,0.00001,0.11,180,1.258,1.068,0.189,0.000,1.258
82000,243,196,563,583,187,11,9,549,13,0,1408,10569,11317.037,796.148,0.3911,245.465,0.025,0.772,0.176,0.027,0.192,0.416,21,0.5039,0.8928,0.363,10.0,17.1,28.5,19.62,0.03,9.53,0.00,10.05,6.45,0.944,0.512,0.004,0.004,15.403,0.621,0.0020,228,1143,153,124,85,2,0.572,111,0,136,107,14,38,191,26.66,133.79,17972,136366,20551,183011,58.8,-0.0,1368224,10.542,2710789.003,1.56e-14,0.00019,-2.03,197,1.325,1.104,0.221,0.000,1.325
83000,204,130,388,402,95,7,7,421,6,0,597,8128,7861.200,504.945,0.4703,224.162,0.017,0.787,0.175,0.021,0.209,0.401,16,0.4608,0.9119,0.344,10.4,16.1,28.5,19.78,0.00,9.50,0.14,10.14,6.43,0.929,0.516,0.000,0.000,14.500,0.466,0.0020,307,1564,143,102,65,2,0.637,92,5,114,85,15,33,156,33.38,165.78,19805,135812,20212,183879,62.2,-0.0,1366826,8.155,2710789.003,3.44e-15,0.00007,-2.37,144,1.251,1.087,0.164,0.000,1.251
84000,316,150,591,601,179,4,6,466,12,1,1360,9252,10062.066,795.434,0.3552,312.362,0.031,0.718,0.216,0.035,0.186,0.415,5,0.2939,0.8767,0.178,10.7,17.4,28.4,20.84,0.01,9.92,0.03,10.87,6.41,0.940,0.503,0.003,0.003,12.682,0.506,0.0021,204,1150,170,97,90,2,0.538,135,6,149,161,18,34,264,27.09,145.97,20190,135100,20499,185157,111.3,-0.0,1364635,8.217,2710789.003,2.37e-14,0.00007,0.74,221,1.277,1.077,0.199,0.000,1.277
85000,220,147,493,526,179,28,5,571,16,2,929,11247,9087.612,816.949,0.5495,306.463,0.024,0.758,0.196,0.021,0.220,0.419,18,0.4357,0.8947,0.213,10.9,15.3,28.3,19.61,0.12,9.08,0.07,10.34,6.54,0.933,0.506,0.018,0.018,14.571,0.495,0.0023,254,1132,152,104,54,2,0.627,101,16,138,66,18,45,157,27.26,134.43,22059,134503,20412,185226,43.5,-0.0,1364295,9.414,2710789.003,2.68e-14,0.00000,0.90,185,1.229,1.039,0.190,0.000,1.229
86000,299,173,675,726,221,33,18,578,18,0,1261,8935,10822.437,856.598,0.4425,298.660,0.025,0.672,0.285,0.018,0.168,0.418,10,0.3696,0.9206,0.145,10.3,14.7,32.3,20.24,0.00,9.69,0.05,10.50,6.41,0.935,0.507,0.000,0.000,12.391,0.505,0.0022,204,926,164,79,71,2,0.572,149,24,205,70,15,31,253,29.83,132.57,24361,134128,21105,184505,80.4,-0.0,1362317,9.628,2710789.003,2.06e-15,0.00001,5.55,279,1.390,1.160,0.230,0.000,1.390
87000,290,190,588,611,221,15,8,578,18,1,1975,11169,11158.837,1098.720,0.3694,369.171,0.046,0.728,0.199,0.026,0.167,0.424,10,0.3998,0.8739,0.096,9.8,23.0,34.4,22.02,0.08,10.60,0.02,11.32,6.29,0.951,0.503,0.014,0.014,12.528,0.600,0.0021,213,1123,190,217,86,2,0.576,146,29,148,113,11,47,232,28.99,130.87,26120,133561,21628,182862,61.9,-0.0,1362907,10.563,2710789.003,9.28e-15,0.00001,7.12,219,1.418,1.186,0.232,0.000,1.418
88000,521,189,1086,1133,532,35,12,837,18,0,2066,16193,14331.881,1087.370,0.3738,315.112,0.028,0.694,0.251,0.027,0.166,0.438,24,0.2655,0.9109,0.188,12.2,16.7,29.1,20.12,0.31,7.62,0.02,12.16,6.50,0.910,0.429,0.044,0.046,9.017,0.507,0.0024,187,1049,141,218,55,2,0.831,234,63,400,58,16,57,448,27.19,125.18,26498,133135,21673,180517,67.4,-0.0,1363804,12.321,2710789.003,5.50e-15,0.00001,6.89,418,1.329,1.033,0.296,0.001,1.329
89000,719,202,2099,2338,1351,230,9,1840,61,0,6581,32367,22107.315,2703.489,0.2705,923.286,0.020,0.571,0.340,0.069,0.234,0.385,93,0.2334,0.8770,0.219,12.4,22.2,31.7,24.58,0.24,10.72,0.02,13.59,6.31,0.895,0.499,0.026,0.026,8.184,0.551,0.0035,181,508,133,356,41,2,0.808,381,49,569,101,23,103,593,27.69,124.60,19750,132675,22248,176344,102.4,-0.0,1373551,19.769,2710789.003,3.26e-15,0.00277,10.53,964,1.622,1.080,0.539,0.002,1.622
90000,391,223,1007,1070,420,47,16,1297,38,0,2989,19703,15517.485,1770.835,0.3936,594.396,0.037,0.700,0.229,0.035,0.173,0.421,24,0.4215,0.8804,0.263,9.6,16.8,28.5,20.33,0.02,9.80,0.34,10.17,6.29,0.938,0.502,0.008,0.008,12.910,0.514,0.0033,211,642,218,285,100,2,0.532,175,15,292,84,29,41,321,27.81,134.60,17544,132096,22162,171438,104.1,-0.0,1382650,15.966,2710789.003,2.25e-14,0.00015,6.95,382,1.403,1.055,0.347,0.001,1.404
91000,242,151,469,505,160,21,15,601,15,2,1152,13649,9354.185,928.122,0.4950,357.904,0.042,0.764,0.171,0.022,0.183,0.423,11,0.4661,0.8967,0.093,10.6,14.7,28.3,19.29,0.06,8.31,0.01,10.91,6.36,0.924,0.476,0.008,0.008,14.612,0.479,0.0023,267,1307,176,129,58,2,0.620,123,19,158,65,13,50,179,28.18,150.59,22702,131814,22276,168851,43.9,-0.0,1381996,10.416,2710789.003,1.13e-14,0.00082,5.94,212,1.308,1.098,0.209,0.000,1.308
