step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,11957,8991,125589,784372,753450,647005,11778,54432,2173,1,242770,4960196,183707.090,72303.272,0.2784,68079.272,0.249,0.276,0.246,0.229,0.650,0.322,614,0.0207,0.6817,0.099,12.7,45.6,86.8,44.76,4.02,5.21,2.76,32.77,7.71,1.039,0.114,0.054,0.055,23.229,0.656,0.0023,145,452,1842,9975,68,0,0.000,6081,3635,3064,5258,764,3857,7336,0.00,0.81,12461,34.9392,65673,9944,539915,3005.1,-0.0,467235,57.131,2631002.543,3.54e-15,0.00093,30.00,228518,118.183,2.274,114.811,1.099,118.184,9255,891,1811,0.4155,0.820,1.032,1.245,1.034,0.889,1.136,37231.950,12346.952,179196.546,37814.684,34775.131,2985.231,836.381,402.389,0.710,0.569,0.549,0.882,0.725,0.664,7253,55838,0.6991,0.6033,0.5277,0.9999,0.0517,0.0504,0.5499,0.7406,0.7804,0.1012,0.0654,0.0310,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17214,1.0000,0.7474,0.6963,0.9993,0.0517,0.0504,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0965,4.9969,5.0273,0.1200,0.2059,0.1773,0.383,0.438,0.362,0.458,7950,0.1664,0.0094,0.0115,0.00239,0.00163,0.00149,23.38,27.85,28.48,1057.1476,0.0211,71.7815,35.0830,22.0479,1080509,1531427,0.7262,0.0077,0.0,0.0000,21.62
2000,12026,3202,40332,99895,92740,58725,838,16400,1444,0,168657,1970866,33186.904,12729.046,0.2964,9604.306,0.177,0.477,0.154,0.192,0.582,0.333,681,0.0294,0.6460,0.094,14.9,42.4,84.1,41.98,3.14,6.78,1.21,30.85,7.75,1.050,0.152,0.133,0.137,11.818,0.312,0.0025,141,1114,1106,7702,38,0,0.000,5435,1149,2905,7972,526,1283,10217,0.00,4.45,14581,15.1271,61066,13892,503619,2973.9,-0.0,528241,20.708,2631002.543,1.66e-14,0.00068,25.34,30975,29.952,2.175,27.161,0.616,29.953,3978,3300,4748,0.3961,0.898,1.029,1.226,1.078,0.930,1.111,11937.172,10053.986,14870.152,11917.493,16003.565,1826.379,737.664,560.697,0.630,0.527,0.571,0.706,0.530,0.553,17357,16201,0.6688,0.4571,0.4897,0.9999,0.0528,0.0611,0.5371,0.7687,0.7610,0.1458,0.0329,0.0297,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,4680,0.9995,0.6885,0.7020,0.9991,0.0528,0.0611,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1082,4.9115,4.8802,0.0603,0.1041,0.0915,0.174,0.192,0.162,0.213,1538,0.1038,0.0032,0.0025,0.00244,0.00076,0.00058,27.60,28.06,27.30,4730.9245,0.0304,28.0807,13.7779,6.9301,1091517,1527840,1.5341,0.0547,0.0,0.0000,26.00
3000,9372,4597,64088,203445,194191,137436,1921,18854,1903,1,227562,3091198,60213.986,25622.981,0.2674,21820.189,0.167,0.546,0.127,0.160,0.613,0.298,1078,0.0578,0.6448,0.080,17.0,44.4,84.7,39.74,4.81,8.73,0.86,25.34,7.40,1.090,0.188,0.341,0.350,20.669,0.358,0.0023,99,369,1265,11561,127,0,0.000,5023,47,1672,7653,217,1472,7683,0.00,5.01,14433,16.3926,44243,12328,464557,2726.6,-0.0,576856,17.333,2631002.543,3.01e-14,0.00103,14.43,55410,38.273,2.252,35.685,0.336,38.273,5038,1490,2844,0.3217,0.910,1.056,1.313,1.105,0.931,1.145,15575.257,18300.713,34736.351,15476.818,31821.007,1325.765,971.527,1505.501,0.760,0.504,0.545,0.800,0.571,0.620,13562,37173,0.7667,0.4369,0.4443,0.9992,0.0451,0.0498,0.5276,0.8090,0.8955,0.1724,0.0512,0.0273,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,7601,0.9993,0.6384,0.7662,0.9980,0.0451,0.0498,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2059,5.1085,5.0841,0.0935,0.0887,0.0780,0.170,0.140,0.145,0.126,1210,0.0737,0.0024,0.0022,0.00226,0.00115,0.00095,22.37,26.38,26.67,16884.2339,0.0369,47.7315,7.2044,10.1286,1088282,1528494,2.2088,0.1131,0.0,0.0000,22.38
4000,10943,4805,55611,144235,135696,87606,1018,14571,1732,4,193110,3441475,49962.619,18571.250,0.2756,15244.481,0.134,0.665,0.102,0.099,0.637,0.282,881,0.0485,0.6258,0.091,17.2,45.2,86.8,41.19,4.18,8.64,0.64,27.73,7.67,1.088,0.191,0.307,0.317,22.161,0.380,0.0020,88,393,1862,12291,238,0,0.000,6004,70,1775,9098,191,1405,9347,0.25,4.99,13053,15.8894,33490,13175,437533,3111.9,-0.0,620088,16.375,2631002.543,5.66e-15,0.00039,37.93,43331,36.240,2.354,33.450,0.436,36.241,4633,2450,3860,0.3446,0.913,1.051,1.311,1.109,0.946,1.151,13978.987,14307.313,28785.781,13887.293,22534.027,1182.626,1084.647,1059.495,0.797,0.517,0.535,0.764,0.472,0.548,17507,30804,0.7938,0.2703,0.3246,0.9994,0.0392,0.0614,0.5276,0.8208,0.8248,0.1897,0.0271,0.0162,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5810,0.9989,0.6971,0.7362,0.9984,0.0392,0.0614,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2424,4.9566,4.9186,0.0942,0.0721,0.0641,0.112,0.115,0.085,0.129,1119,0.0599,0.0033,0.0032,0.00214,0.00080,0.00078,27.12,27.52,27.52,10900.0239,0.0340,36.8716,8.4833,7.8918,1087885,1525580,2.4520,0.1373,0.0,0.0000,25.42
5000,12044,4341,50957,127577,118996,75801,819,13601,1622,9,211345,3265316,43952.015,16529.299,0.2809,12819.089,0.097,0.706,0.092,0.105,0.629,0.282,702,0.0458,0.6232,0.087,17.7,45.0,81.8,41.05,3.77,8.88,0.50,27.90,7.56,1.088,0.196,0.287,0.297,21.119,0.345,0.0020,83,402,2649,11706,341,18,0.570,6550,120,2109,9815,760,1866,9418,0.50,6.39,13335,18.1402,25723,15358,413204,3688.0,0.0,657570,15.716,2631002.543,9.56e-15,0.00102,12.68,40577,29.388,2.105,26.745,0.539,29.388,5521,2632,3891,0.3545,0.859,1.058,1.321,1.124,0.932,1.145,12535.551,12575.159,24782.763,12412.025,19576.316,1720.245,1130.425,859.540,0.778,0.502,0.539,0.709,0.494,0.560,23108,29234,0.6457,0.1826,0.2713,0.9995,0.0339,0.0697,0.5281,0.8315,0.8276,0.1489,0.0335,0.0207,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4522,0.9985,0.6665,0.7158,0.9990,0.0343,0.0698,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3022,5.0144,5.0971,0.0871,0.0578,0.0508,0.095,0.097,0.092,0.073,868,0.0476,0.0041,0.0035,0.00234,0.00087,0.00078,26.38,27.61,27.53,7849.3951,0.0401,32.5083,8.6502,7.0656,1088304,1524175,1.7484,0.1017,0.0,0.0000,23.03
6000,11881,4237,52097,117015,107869,64090,828,14714,1259,6,189702,3272677,40857.275,15650.669,0.3142,11925.502,0.107,0.714,0.078,0.100,0.619,0.290,663,0.0495,0.6266,0.088,20.8,46.3,82.9,41.72,3.77,8.38,0.44,29.13,7.47,1.106,0.176,0.264,0.277,20.960,0.356,0.0021,80,407,4019,9393,543,25,0.574,6277,165,1402,10314,674,1560,9647,1.00,6.98,16062,21.4262,21434,15546,387827,2571.4,-0.0,692353,16.205,2631002.543,7.43e-15,0.00002,23.20,39757,28.696,1.961,26.093,0.642,28.697,5198,2752,3931,0.3336,0.909,1.068,1.364,1.157,0.936,1.156,12822.998,12372.694,20909.201,12716.700,19156.875,1831.439,796.004,1097.724,0.751,0.496,0.548,0.651,0.478,0.526,28704,30874,0.6449,0.2915,0.3444,0.9990,0.0392,0.0726,0.5439,0.7522,0.7772,0.1568,0.0338,0.0220,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4568,0.9995,0.7193,0.7481,0.9987,0.0394,0.0727,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2094,4.8827,4.7914,0.0877,0.0488,0.0439,0.079,0.080,0.069,0.066,839,0.0400,0.0039,0.0037,0.00238,0.00088,0.00078,23.89,28.12,27.99,4390.3408,0.0497,32.2940,8.7515,7.4538,1090078,1522766,0.9240,0.0339,0.0,0.0000,19.40
7000,9971,4047,49501,118999,110249,68957,541,14728,1114,20,204320,3245460,41496.753,16387.050,0.3126,12394.728,0.112,0.713,0.093,0.081,0.629,0.284,641,0.0547,0.6141,0.071,20.5,45.9,83.5,39.70,4.02,9.58,0.52,25.58,7.41,1.141,0.206,0.283,0.305,22.676,0.353,0.0022,92,434,5858,8135,1032,26,0.379,6131,858,1116,7997,637,1612,7722,1.25,7.04,16571,24.2183,18158,15332,360830,2974.0,-0.0,725764,16.008,2631002.543,9.38e-15,0.00036,24.47,39109,33.102,2.318,30.303,0.481,33.103,5426,1857,2688,0.2815,0.933,1.081,1.467,1.192,0.954,1.168,10760.849,11726.961,24983.446,10637.359,18270.676,2556.046,553.623,882.653,0.730,0.490,0.558,0.635,0.499,0.583,31382,29767,0.5897,0.3224,0.3280,0.9995,0.0418,0.0828,0.5927,0.8400,0.7837,0.1546,0.0305,0.0242,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4830,0.9993,0.7704,0.7021,0.9991,0.0418,0.0828,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0741,5.0826,4.8459,0.0931,0.0768,0.0674,0.103,0.064,0.086,0.096,952,0.0485,0.0038,0.0032,0.00246,0.00087,0.00089,28.01,27.67,27.45,3386.7178,0.0601,29.3624,9.0211,6.9870,1091843,1522938,0.7137,0.0173,0.0,0.0000,21.78
8000,10532,3674,55353,142574,131395,86529,692,13752,1771,17,247079,3291163,47107.327,18441.820,0.3118,13626.581,0.102,0.765,0.071,0.061,0.603,0.302,751,0.0592,0.6227,0.069,20.8,48.1,89.3,42.32,3.47,7.73,0.57,30.55,7.46,1.160,0.180,0.190,0.211,18.592,0.331,0.0021,80,413,6727,11252,1861,28,0.341,5669,399,803,9330,1223,1126,8183,0.75,7.04,15915,23.6184,15901,14369,334314,3694.1,-0.0,756003,14.291,2631002.543,7.61e-15,0.00035,7.77,46794,34.537,2.407,31.582,0.547,34.537,4902,2064,3566,0.2602,0.929,1.100,1.525,1.229,0.941,1.192,12546.790,16182.714,25231.553,12408.199,23094.156,2553.858,766.087,1495.295,0.690,0.487,0.563,0.661,0.500,0.634,28699,34224,0.5786,0.2213,0.2411,0.9997,0.0381,0.0730,0.5696,0.7090,0.7586,0.1460,0.0239,0.0132,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3924,0.9994,0.6210,0.6724,0.9992,0.0381,0.0730,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2004,4.8357,5.0013,0.0780,0.0799,0.0598,0.111,0.089,0.076,0.097,1104,0.0665,0.0033,0.0040,0.00240,0.00108,0.00105,23.98,27.98,28.25,2350.2977,0.0613,36.0192,7.9740,6.3173,1095118,1521165,1.2858,0.1128,0.0,0.0000,16.84
9000,9591,3416,55147,141340,131437,85462,731,12635,1505,72,211341,3042065,45177.357,17637.152,0.2873,13842.406,0.111,0.780,0.059,0.051,0.585,0.321,718,0.0618,0.6288,0.073,18.1,45.7,83.1,38.68,3.59,7.80,0.56,26.72,7.23,1.174,0.177,0.209,0.228,18.649,0.334,0.0020,77,360,5342,10310,1549,26,0.121,5445,19,1152,8420,154,1618,7819,0.75,7.28,18871,25.0324,13725,11544,309266,4083.8,-0.0,778964,12.985,2631002.543,1.98e-14,0.00742,30.68,42315,32.885,2.448,29.957,0.480,32.886,4364,1787,3440,0.2590,0.906,1.115,1.576,1.213,0.923,1.254,13698.725,16233.057,20940.205,13650.230,24429.328,1730.459,781.813,1282.475,0.677,0.507,0.544,0.648,0.552,0.616,24760,35813,0.6822,0.2620,0.2516,0.9999,0.0461,0.0623,0.5802,0.7651,0.8440,0.1562,0.0167,0.0311,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,5051,0.9988,0.6598,0.7011,0.9991,0.0461,0.0623,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1829,5.1543,5.0882,0.0794,0.0756,0.0590,0.100,0.092,0.114,0.069,1012,0.0689,0.0027,0.0033,0.00246,0.00110,0.00105,25.78,27.62,28.04,2289.2379,0.0479,38.5270,6.7277,6.2573,1097770,1519965,2.4788,0.2059,0.0,0.0000,18.95
10000,11259,3675,51559,113257,103002,60912,786,13057,1593,49,219140,3114914,38714.697,15657.966,0.3097,11416.230,0.088,0.781,0.072,0.059,0.584,0.319,739,0.0550,0.6340,0.068,17.9,43.2,79.0,36.73,2.80,8.65,0.59,24.69,7.28,1.213,0.197,0.190,0.207,16.313,0.318,0.0021,84,387,4862,10705,1521,28,0.083,6470,14,1156,10089,170,1588,9501,1.50,7.66,22825,27.1979,11891,13147,294100,3222.6,-0.0,793041,12.939,2631002.543,1.73e-14,0.00029,11.37,38043,32.297,2.446,29.147,0.704,32.343,4701,2537,4021,0.2712,0.943,1.117,1.664,1.309,0.937,1.274,10185.556,13866.905,19590.457,10098.620,20441.850,2133.151,789.587,1318.998,0.682,0.479,0.548,0.626,0.425,0.543,23827,29785,0.6972,0.2095,0.2435,0.9998,0.0377,0.0577,0.6169,0.8711,0.8921,0.1521,0.0121,0.0166,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4427,0.9988,0.6594,0.6920,0.9986,0.0377,0.0577,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2901,5.0087,5.2046,0.0735,0.0670,0.0573,0.126,0.072,0.087,0.125,980,0.0618,0.0020,0.0036,0.00237,0.00093,0.00106,27.04,28.45,28.67,1955.3550,0.0523,31.0876,6.5026,6.4366,1099436,1517673,3.2012,0.2143,0.0,0.0000,19.36
