step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,16186,11805,136576,868578,832409,715692,16310,67929,2919,0,270479,6939669,183022.670,76055.040,0.3076,70854.892,0.242,0.294,0.236,0.228,0.673,0.297,1355,0.0216,0.7265,0.099,6.2,35.7,78.2,36.73,2.95,4.52,2.54,26.71,7.78,1.048,0.140,0.046,0.048,19.728,0.681,0.0023,154,499,2070,18736,66,0,0.000,8047,4902,4689,6595,1138,5939,9109,0.00,0.96,10555,32.1090,66405,9469,539118,2520.8,-0.0,450252,58.746,2631002.543,1.77e-15,0.00093,30.00,254976,141.285,2.284,137.273,1.727,141.285,13093,1204,1889,0.4037,0.829,1.044,1.255,1.048,0.894,1.143,37431.460,12113.641,180977.425,38026.109,34874.028,3844.558,784.797,570.793,0.734,0.562,0.549,0.881,0.723,0.669,7277,51141,0.7806,0.6881,0.5711,0.9998,0.0519,0.0511,0.6329,0.7902,0.8100,0.0900,0.0516,0.0302,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17187,0.9999,0.8684,0.7737,0.9989,0.0519,0.0511,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1969,4.8351,4.9992,0.1257,0.1860,0.1660,0.374,0.397,0.369,0.395,5190,0.0533,0.0092,0.0116,0.00118,0.00164,0.00149,26.46,26.20,27.90,438.8791,0.0188,72.2209,36.3882,22.3573,1077922,1531318,0.5587,0.0069,16848.9,438.8791,21.62
2000,11959,3986,62816,143072,130928,78928,1328,31485,3244,0,291465,3752019,41538.487,19110.435,0.3008,13631.738,0.141,0.564,0.153,0.142,0.599,0.299,2515,0.0675,0.7019,0.088,11.6,38.2,78.9,37.22,3.06,7.06,0.85,26.25,7.57,1.075,0.193,0.184,0.193,11.737,0.400,0.0031,128,1026,1314,26200,58,0,0.000,5897,1390,2910,7659,540,1480,9939,0.00,6.40,10310,11.3796,66429,6527,492739,3877.0,-0.0,502761,27.199,2631002.543,6.02e-15,0.00068,25.34,44337,39.024,2.157,36.239,0.627,39.025,4895,2368,4696,0.3232,0.883,1.062,1.275,1.103,0.924,1.122,17214.060,13123.821,15600.860,17128.657,22440.708,2873.451,1777.093,828.152,0.668,0.542,0.558,0.549,0.540,0.579,8503,26174,0.7520,0.4694,0.4220,0.9997,0.0467,0.0517,0.5788,0.7685,0.8536,0.1640,0.0208,0.0158,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,4977,0.9985,0.6848,0.7225,0.9987,0.0467,0.0517,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3242,4.8999,5.0044,0.0691,0.0830,0.0700,0.127,0.154,0.162,0.122,1163,0.0547,0.0033,0.0015,0.00144,0.00116,0.00097,28.49,27.58,27.67,4606.1422,0.0372,39.8967,16.6751,10.5236,1091841,1528147,1.0049,0.0492,26958.5,4606.1422,26.00
3000,13663,5369,51555,128368,117382,76011,802,19941,2241,0,254858,4031868,44339.462,15903.107,0.2746,11528.955,0.091,0.687,0.114,0.109,0.638,0.261,1605,0.0582,0.6858,0.071,14.4,35.3,77.3,35.57,3.67,9.03,0.93,21.94,7.37,1.073,0.233,0.280,0.291,17.104,0.363,0.0024,117,421,1215,18900,146,0,0.000,7411,39,1401,12223,455,2348,10860,0.25,6.01,10698,13.4998,66278,8570,458550,2569.9,-0.0,533434,15.819,2631002.543,2.46e-14,0.00102,14.43,38653,36.844,2.437,33.670,0.737,36.844,6452,3338,3873,0.3677,0.893,1.049,1.280,1.105,0.941,1.132,12440.047,9976.648,27176.515,12335.204,16356.699,1822.188,1416.144,1135.818,0.777,0.514,0.513,0.715,0.471,0.533,10186,23083,0.7390,0.4339,0.4734,0.9995,0.0491,0.0589,0.5921,0.9352,0.9076,0.1752,0.0309,0.0229,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4081,0.9990,0.7800,0.8053,0.9980,0.0491,0.0589,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4104,4.8685,4.9152,0.0860,0.0994,0.0711,0.119,0.136,0.134,0.125,505,0.0165,0.0039,0.0037,0.00162,0.00100,0.00085,28.14,28.03,27.95,14356.4970,0.0508,29.0592,6.6041,9.2151,1086956,1526714,1.2941,0.0947,26662.7,14356.4970,22.38
4000,12717,5491,52931,122271,110011,68628,712,19078,2713,1,287736,4337354,45176.983,16535.521,0.2907,11307.282,0.080,0.710,0.125,0.084,0.642,0.250,1662,0.0715,0.6734,0.065,15.5,36.0,76.7,36.06,3.92,9.59,0.63,21.91,7.21,1.071,0.251,0.317,0.334,24.649,0.397,0.0022,107,415,1913,17840,273,0,0.000,6943,105,2172,10440,253,1750,10714,0.50,6.29,13104,14.4649,66177,9527,429414,3045.9,-0.0,557854,16.745,2631002.543,7.79e-15,0.00039,37.93,36244,39.328,2.473,36.265,0.590,39.328,5911,3166,3640,0.3650,0.899,1.046,1.278,1.109,0.941,1.121,13421.752,11565.040,25020.587,13302.068,18161.611,2097.037,1819.875,1311.327,0.797,0.489,0.521,0.706,0.442,0.535,11116,27486,0.7884,0.3271,0.3767,0.9988,0.0432,0.0631,0.5628,0.9371,0.8717,0.1902,0.0135,0.0246,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3990,0.9994,0.7807,0.7556,0.9987,0.0434,0.0631,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4071,4.8111,4.8350,0.1106,0.0752,0.0592,0.118,0.107,0.122,0.099,609,0.0298,0.0047,0.0023,0.00141,0.00101,0.00100,28.03,27.13,27.14,13986.5200,0.0533,31.8746,7.2020,9.5429,1083576,1525393,1.3397,0.1108,26776.3,13986.5200,25.42
5000,11961,5754,51072,115660,104092,63793,795,17503,2361,9,254442,4520124,43766.074,15957.457,0.3043,11118.204,0.088,0.752,0.084,0.076,0.651,0.247,1230,0.0735,0.6710,0.059,15.5,38.4,80.6,36.55,4.53,9.97,0.51,21.55,7.33,1.093,0.252,0.367,0.392,32.834,0.393,0.0021,99,412,3681,15861,575,23,0.283,7197,150,2030,9781,627,2130,9204,0.75,6.43,13294,15.5310,65904,12803,405665,2001.1,-0.0,582350,15.940,2631002.543,3.54e-15,0.00092,12.68,36453,34.928,2.387,32.088,0.453,34.929,6780,2270,2911,0.3362,0.904,1.063,1.340,1.109,0.944,1.171,11498.883,10029.934,28344.779,11409.895,15129.604,1891.149,1427.845,1520.258,0.816,0.483,0.533,0.711,0.399,0.472,16147,28581,0.7612,0.3239,0.3779,0.9987,0.0432,0.0747,0.5727,0.9497,0.9383,0.1826,0.0160,0.0252,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,2915,0.9995,0.8486,0.7787,0.9982,0.0433,0.0748,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3742,4.7313,5.0017,0.1377,0.0708,0.0612,0.099,0.072,0.112,0.073,459,0.0166,0.0053,0.0037,0.00159,0.00080,0.00087,28.83,26.95,27.03,13126.9356,0.0493,26.9079,7.3357,8.6048,1079541,1524560,0.8958,0.0799,27328.0,13126.9356,23.03
6000,13993,7115,63651,151470,138836,86911,908,20300,2537,35,309274,5431977,55594.863,20389.052,0.3050,14493.579,0.087,0.744,0.089,0.080,0.674,0.236,1623,0.0628,0.6582,0.057,15.1,37.5,84.3,36.81,4.87,9.32,0.47,22.16,7.37,1.103,0.223,0.406,0.441,34.712,0.410,0.0020,97,393,7066,16674,1179,36,0.341,8710,423,1715,11855,1040,2927,10026,0.75,5.83,9530,14.9812,65585,12097,377087,4175.0,-0.0,614577,18.838,2631002.543,9.91e-15,0.00061,23.20,49469,43.418,2.323,40.271,0.823,43.419,8547,2249,3197,0.3216,0.907,1.067,1.387,1.116,0.938,1.184,14051.716,13618.273,35842.150,13895.288,20351.004,3078.325,1123.970,1693.178,0.798,0.523,0.553,0.686,0.450,0.532,18873,33928,0.7591,0.3376,0.3653,0.9994,0.0416,0.0728,0.5684,0.9362,0.9132,0.1838,0.0172,0.0286,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4457,0.9995,0.8097,0.7858,0.9987,0.0416,0.0730,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2923,4.9779,5.0851,0.1459,0.0705,0.0600,0.096,0.078,0.079,0.090,362,0.0079,0.0044,0.0039,0.00146,0.00096,0.00102,28.21,27.42,27.23,14769.1599,0.0617,34.7808,10.0088,8.8297,1075400,1522550,0.4050,0.0236,25730.0,14769.1599,19.40
7000,12642,6318,53997,131031,119994,76245,789,19940,2393,86,280488,5481355,45987.395,19263.367,0.3552,13035.877,0.071,0.772,0.085,0.071,0.675,0.239,1859,0.0672,0.6725,0.059,13.5,35.1,82.5,35.11,4.92,9.48,0.76,19.96,7.23,1.090,0.243,0.433,0.485,38.406,0.408,0.0021,108,485,11161,18533,2145,37,0.381,8292,646,1396,10600,1045,2346,9251,1.00,6.39,9002,12.6885,65263,11919,348298,2922.2,-0.0,649189,18.792,2631002.543,3.19e-15,0.00025,24.47,40305,42.353,2.419,39.353,0.582,42.354,7835,2065,2742,0.3343,0.911,1.060,1.335,1.106,0.943,1.155,12255.644,11031.542,30208.315,12092.100,16722.858,4038.283,1006.152,1183.054,0.782,0.483,0.546,0.684,0.465,0.556,21285,29810,0.7406,0.2638,0.3505,0.9995,0.0521,0.0780,0.6066,0.9741,0.8194,0.2003,0.0191,0.0289,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2730,0.9992,0.8250,0.7583,0.9987,0.0521,0.0781,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2985,5.3569,5.1372,0.1624,0.0889,0.0804,0.119,0.155,0.084,0.170,389,0.0064,0.0043,0.0040,0.00161,0.00099,0.00099,28.35,26.98,27.40,13895.5186,0.0624,29.3115,11.2683,7.5240,1076785,1521579,0.2541,0.0094,24684.6,13895.5186,21.78
8000,12593,5662,53539,122778,111130,68393,846,17113,2525,126,289268,4995660,42380.132,18848.890,0.3590,12357.599,0.076,0.785,0.073,0.066,0.657,0.249,1521,0.0685,0.6826,0.052,12.0,32.0,77.4,31.50,4.05,9.39,0.47,17.59,7.38,1.137,0.255,0.402,0.457,34.654,0.343,0.0019,97,452,13887,21487,3807,36,0.304,8139,609,921,11063,1241,2187,9165,1.00,6.65,10092,13.4607,64821,13952,327038,3576.1,-0.0,677682,16.146,2631002.543,3.54e-15,0.00008,7.77,38167,38.609,2.481,35.501,0.627,38.610,7617,1660,3316,0.2580,0.948,1.097,1.449,1.135,0.951,1.234,9948.025,11073.187,29029.636,9840.557,15867.538,4061.471,936.211,1493.609,0.766,0.464,0.530,0.682,0.408,0.498,24735,31101,0.6978,0.3055,0.3417,0.9998,0.0545,0.0728,0.6781,1.0788,0.9614,0.1882,0.0208,0.0223,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2208,0.9997,0.8760,0.8302,0.9990,0.0545,0.0728,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4204,5.2245,5.3137,0.1550,0.0620,0.0540,0.096,0.094,0.077,0.091,515,0.0163,0.0045,0.0042,0.00159,0.00090,0.00099,27.99,27.42,28.14,13833.3779,0.0684,26.1763,9.5113,6.6345,1080832,1520486,0.4947,0.0901,23706.5,13833.3779,16.84
9000,11024,5542,58887,132886,119885,72845,1154,17691,2471,203,288914,5102000,44160.832,19143.354,0.3546,12739.807,0.068,0.803,0.075,0.054,0.635,0.264,1870,0.0894,0.7063,0.050,12.0,32.8,77.5,31.23,4.25,9.25,0.37,17.36,7.31,1.157,0.248,0.433,0.494,34.369,0.367,0.0019,83,404,14432,24979,4553,29,0.455,6953,58,1530,9436,248,2030,8746,1.00,6.82,12485,14.8520,64529,14538,306543,2907.1,0.0,702128,15.393,2631002.543,1.33e-14,0.00700,30.68,42510,38.552,2.487,35.622,0.442,38.552,6794,1587,2643,0.2376,0.953,1.114,1.474,1.171,0.949,1.247,10705.724,13302.744,27989.347,10586.675,18324.616,3286.476,1146.587,1970.485,0.779,0.457,0.484,0.705,0.411,0.477,26039,36544,0.7722,0.2672,0.3129,0.9996,0.0401,0.0566,0.6589,1.0386,0.9803,0.1931,0.0213,0.0317,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2959,0.9993,0.8551,0.8216,0.9989,0.0401,0.0566,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5638,5.2693,5.4375,0.1595,0.0579,0.0473,0.068,0.089,0.062,0.069,588,0.0234,0.0044,0.0045,0.00156,0.00080,0.00111,26.80,27.71,27.75,13211.9595,0.0577,29.3579,8.2351,7.1577,1085183,1520025,1.0057,0.1643,23641.9,13211.9595,18.95
10000,12558,5607,52442,119337,108055,66178,717,15097,1827,211,242565,4672104,42774.827,16888.350,0.3438,11676.609,0.062,0.787,0.088,0.062,0.650,0.255,1280,0.0652,0.6956,0.040,13.2,34.4,76.3,32.61,3.55,8.64,0.59,19.83,7.30,1.139,0.223,0.386,0.434,28.574,0.350,0.0018,81,411,13137,19622,4865,28,0.211,7512,62,1617,10879,403,2287,9868,1.00,6.71,16564,18.1289,64347,14635,293296,3612.7,-0.0,716874,14.251,2631002.543,2.53e-14,0.00478,11.37,37848,35.663,2.427,32.635,0.600,35.724,7338,2242,2978,0.2536,0.933,1.100,1.424,1.172,0.933,1.211,10555.675,12437.550,26936.304,10440.604,17074.528,2873.247,970.275,1368.219,0.788,0.457,0.475,0.698,0.410,0.496,29305,30262,0.7525,0.2868,0.3162,0.9999,0.0427,0.0602,0.6694,0.9331,0.8330,0.1694,0.0155,0.0276,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2943,0.9993,0.7428,0.6941,0.9991,0.0427,0.0602,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5853,5.1101,5.1067,0.1417,0.0738,0.0650,0.095,0.113,0.053,0.152,568,0.0274,0.0031,0.0039,0.00155,0.00083,0.00104,28.10,28.14,28.01,12999.9554,0.0510,27.9631,8.0370,6.2140,1087836,1518195,1.3764,0.1694,24086.8,12999.9554,19.36
