step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,5869,1.502,0.257,8.51,518628,467594,6871,0,44172,56,3005082.0,6.5,0.074,0.114,0.346,0.465,130,7.55,3.89,0.07,0.69,0.03,0.56,0.03,0.46,7.43,3.77,0.00,0.00,0.005,0.063,690,0.093,0.880,0.000,0.000,0.120,1097381,1077850,14,0.469,0.032,0.009,708985,0.067,1.181,0.029,383.35,336872,0,0.116,0.000,0.000,7534232,1.03,17.80,0.000,0.000,0.000,3,8,11,56,44338,0.042,270.40,0.0069,0.007,132,0.775,0.000,0.806,0.533,3.79,5.22,6.11,0.00,0.001,1.02,1.03,1.03
120000,5873,1.476,0.250,8.18,518906,469643,7105,0,42154,40,3045680.0,3.3,0.072,0.117,0.294,0.517,132,7.33,3.60,0.04,0.49,0.03,0.51,0.02,0.22,7.23,3.51,0.00,0.00,0.003,0.043,592,0.099,0.878,0.000,0.000,0.122,1117833,1099095,16,0.513,0.005,0.009,592108,0.071,1.167,0.028,384.09,331463,0,0.083,0.000,0.000,8125725,1.02,18.07,0.000,0.000,0.000,3,8,11,50,43021,0.041,269.66,0.0072,0.010,116,0.791,0.000,0.802,0.541,3.81,5.39,6.10,0.00,0.000,1.02,1.03,1.02
130000,6169,1.476,0.246,7.82,516216,466569,7654,0,41697,48,2953878.0,4.0,0.111,0.116,0.228,0.545,132,6.90,3.65,0.03,0.55,0.02,0.38,0.04,0.46,6.80,3.51,0.00,0.02,0.002,0.034,621,0.093,0.884,0.000,0.000,0.116,1146829,1129990,15,0.495,0.017,0.017,733390,0.060,1.155,0.027,384.75,333974,0,0.083,0.000,0.000,8486542,1.01,18.71,0.000,0.000,0.000,3,7,11,45,42539,0.041,269.01,0.0070,0.006,134,0.815,0.000,0.780,0.554,3.76,5.73,5.74,0.00,0.001,1.01,1.01,1.02
140000,6088,1.456,0.224,7.89,525908,477416,7760,1,40812,82,2914500.2,8.1,0.147,0.109,0.206,0.538,132,7.35,3.62,0.04,0.62,0.03,0.59,0.05,0.62,7.23,3.44,0.00,0.00,0.003,0.041,658,0.116,0.881,0.000,0.000,0.119,1110935,1095693,17,0.382,0.000,0.016,986568,0.068,1.094,0.024,382.54,318503,0,0.099,1.000,0.000,7721907,1.02,18.24,0.000,0.000,0.000,3,8,11,46,44720,0.043,271.22,0.0066,0.007,108,0.793,0.000,0.760,0.531,4.01,5.88,6.26,0.00,0.000,1.01,1.02,1.02
150000,6013,1.475,0.217,7.99,561956,513940,7213,4,40874,131,3032455.5,25.6,0.119,0.114,0.202,0.565,122,7.61,3.70,0.04,0.69,0.02,0.58,0.04,0.37,7.51,3.61,0.00,0.00,0.002,0.033,615,0.118,0.880,0.000,0.000,0.120,1115228,1102098,17,0.372,0.010,0.015,965878,0.075,1.083,0.024,384.26,328613,4,0.195,1.000,0.000,7748051,1.02,18.20,0.000,0.000,0.000,4,8,11,44,45750,0.044,269.49,0.0067,0.006,153,0.778,0.000,0.714,0.502,4.24,6.25,6.36,0.00,0.000,1.02,1.03,1.02
160000,6029,1.469,0.200,7.94,555895,506510,7171,0,42198,72,3007441.2,8.3,0.109,0.114,0.178,0.599,125,7.64,3.65,0.04,0.54,0.03,0.58,0.08,0.74,7.50,3.54,0.00,0.00,0.003,0.042,631,0.095,0.876,0.000,0.000,0.124,1109743,1096824,15,0.329,0.258,0.024,1078568,0.075,1.035,0.022,383.77,333136,0,0.116,0.000,0.000,7835987,1.02,18.19,0.000,0.000,0.000,4,8,11,56,46080,0.044,269.99,0.0067,0.003,150,0.774,0.000,0.710,0.505,4.22,6.15,6.35,0.00,0.000,1.02,1.03,1.02
170000,5997,1.456,0.177,7.76,573070,520991,7113,0,44998,38,3056419.2,1.2,0.113,0.120,0.171,0.595,127,7.64,3.55,0.04,0.75,0.01,0.22,0.03,0.31,7.56,3.47,0.00,0.00,0.002,0.037,535,0.118,0.866,0.000,0.000,0.134,1119326,1107660,13,0.612,0.019,0.013,1027521,0.072,0.965,0.019,383.23,325479,0,0.032,0.000,0.000,8409955,1.02,18.30,0.000,0.000,0.000,4,8,11,53,45841,0.044,270.52,0.0067,0.017,140,0.789,0.000,0.709,0.494,4.27,6.06,6.43,0.00,0.000,1.02,1.03,1.02
180000,5977,1.493,0.166,7.70,564701,514965,6496,2,43258,44,3061963.0,2.5,0.133,0.131,0.178,0.559,131,7.96,3.59,0.03,0.56,0.01,0.29,0.05,0.59,7.86,3.50,0.00,0.00,0.002,0.035,596,0.155,0.884,0.000,0.000,0.116,1086911,1073451,13,0.610,0.006,0.016,821719,0.089,0.929,0.017,382.25,308817,34,0.056,0.500,0.000,8862577,1.02,17.64,0.000,0.000,0.000,4,8,12,41,47562,0.045,271.50,0.0065,0.018,83,0.780,0.000,0.707,0.487,4.16,5.80,6.25,0.00,0.000,1.02,1.02,1.02
190000,5786,1.479,0.165,7.66,540502,492900,6496,0,41297,37,3141343.8,4.4,0.131,0.121,0.192,0.555,133,8.01,3.61,0.05,0.64,0.01,0.28,0.06,0.53,7.89,3.50,0.00,0.00,0.002,0.037,594,0.146,0.882,0.000,0.000,0.118,1081958,1070647,13,0.382,0.000,0.022,1094244,0.078,0.923,0.017,382.61,306231,0,0.118,0.000,0.000,7893027,1.02,17.78,0.000,0.000,0.000,4,8,12,48,46332,0.044,271.15,0.0069,0.019,67,0.771,0.000,0.709,0.507,4.30,6.07,6.42,0.00,0.000,1.02,1.03,1.02
200000,5842,1.473,0.160,7.59,555502,506807,6558,0,42081,60,3141464.2,4.8,0.101,0.131,0.192,0.576,127,8.03,3.46,0.04,0.47,0.02,0.43,0.05,0.43,7.93,3.43,0.00,0.00,0.002,0.034,579,0.139,0.878,0.000,0.000,0.122,1091177,1080760,9,0.618,0.066,0.022,1263066,0.078,0.912,0.017,383.06,301764,0,0.080,0.000,0.000,8695326,1.02,17.61,0.000,0.000,0.000,4,8,11,53,46929,0.045,270.69,0.0068,0.008,110,0.778,0.000,0.712,0.497,4.30,5.98,6.48,0.00,0.000,1.02,1.03,1.02
210000,5828,1.498,0.154,7.49,532848,485875,6415,0,40572,111,3125196.5,13.0,0.092,0.133,0.211,0.563,139,8.00,3.55,0.04,0.75,0.02,0.34,0.06,0.64,7.87,3.45,0.00,0.00,0.003,0.045,566,0.152,0.884,0.000,0.000,0.115,1087420,1078213,9,0.356,0.323,0.020,1032166,0.076,0.895,0.016,383.34,294096,0,0.117,0.000,0.000,8757352,1.02,17.56,0.000,0.001,0.000,3,8,11,42,46606,0.044,270.42,0.0068,0.005,146,0.783,0.000,0.735,0.516,4.26,5.87,6.39,0.00,0.000,1.02,1.03,1.02
220000,5835,1.492,0.151,7.53,540073,494975,6415,1,38675,104,3155546.0,9.8,0.064,0.148,0.197,0.591,139,7.86,3.61,0.08,0.98,0.01,0.24,0.04,0.41,7.72,3.46,0.00,0.00,0.003,0.045,644,0.156,0.876,0.000,0.000,0.124,1109200,1100844,7,0.700,0.041,0.016,1126510,0.075,0.887,0.015,383.09,291842,39,0.094,1.000,0.000,10543544,1.04,17.77,0.000,0.002,0.000,4,8,11,64,45876,0.044,270.66,0.0070,0.002,154,0.811,0.000,0.728,0.518,4.26,5.97,6.58,0.00,0.000,1.03,1.04,1.04
230000,5902,1.463,0.150,7.51,545855,500981,6576,0,38231,110,3112911.2,11.2,0.061,0.163,0.189,0.588,136,7.96,3.58,0.07,0.56,0.02,0.34,0.04,0.52,7.83,3.48,0.00,0.00,0.003,0.050,603,0.185,0.880,0.000,0.000,0.120,1108039,1097822,8,0.562,0.288,0.013,862753,0.075,0.886,0.016,383.39,302640,0,0.102,0.000,0.000,11956649,1.03,17.73,0.000,0.000,0.000,4,8,11,64,46957,0.045,270.36,0.0067,0.005,116,0.821,0.000,0.734,0.513,4.33,6.22,6.45,0.00,0.000,1.02,1.04,1.03
240000,5961,1.479,0.150,7.44,547288,504381,6688,0,36160,88,3090165.2,9.2,0.044,0.156,0.195,0.605,138,7.84,3.31,0.07,0.66,0.02,0.32,0.03,0.39,7.71,3.25,0.00,0.03,0.003,0.050,621,0.182,0.885,0.000,0.000,0.115,1079543,1066713,7,0.421,0.137,0.014,1010671,0.067,0.884,0.015,382.58,288044,0,0.105,0.000,0.000,11801279,1.03,17.78,0.000,0.001,0.000,4,8,11,50,46732,0.045,271.18,0.0067,0.019,90,0.832,0.000,0.740,0.498,4.20,5.91,6.35,0.00,0.002,1.03,1.04,1.03
250000,5734,1.500,0.142,7.64,537290,494311,6610,8,36588,206,3108070.5,19.4,0.045,0.158,0.238,0.559,136,8.02,3.45,0.07,0.82,0.04,0.50,0.02,0.35,7.90,3.35,0.00,0.01,0.005,0.058,619,0.155,0.891,0.000,0.000,0.108,1080578,1067431,8,0.453,0.120,0.006,595016,0.073,0.867,0.015,383.27,277621,470,0.094,0.250,0.000,11444301,1.03,17.40,0.000,0.001,0.000,4,8,12,50,45963,0.044,270.48,0.0069,0.012,107,0.828,0.000,0.725,0.508,4.27,5.73,6.70,0.00,0.001,1.02,1.03,1.03
260000,5696,1.491,0.138,7.56,505772,460772,6374,2,38662,97,3116224.8,13.7,0.047,0.158,0.252,0.543,145,7.83,3.74,0.05,0.62,0.04,0.40,0.03,0.55,7.71,3.53,0.00,0.00,0.006,0.065,622,0.093,0.889,0.000,0.000,0.111,1105147,1094577,9,0.459,0.000,0.009,445220,0.075,0.858,0.014,380.88,273315,2,0.141,1.000,0.000,11231585,1.02,17.83,0.000,0.001,0.000,4,8,12,60,44604,0.043,272.87,0.0071,0.011,111,0.829,0.000,0.729,0.547,4.26,5.55,6.67,0.00,0.001,1.01,1.02,1.02
270000,5740,1.500,0.141,7.56,528441,482167,6616,0,39614,117,3094206.8,12.5,0.048,0.151,0.285,0.516,142,8.18,3.80,0.05,0.75,0.05,0.65,0.05,0.70,8.03,3.66,0.00,0.06,0.006,0.064,627,0.133,0.887,0.000,0.000,0.113,1088574,1079825,10,0.386,0.000,0.013,642290,0.082,0.859,0.015,381.67,261787,0,0.107,0.000,0.000,10927874,1.02,17.63,0.000,0.001,0.001,4,8,12,64,46971,0.045,272.08,0.0067,0.026,86,0.814,0.000,0.693,0.519,4.59,6.02,6.76,0.00,0.002,1.01,1.02,1.02
280000,5822,1.470,0.138,7.56,542572,495937,6386,0,40167,107,3084923.2,11.5,0.050,0.148,0.270,0.531,137,7.94,3.36,0.05,0.52,0.05,0.72,0.04,0.57,7.80,3.18,0.00,0.03,0.005,0.056,589,0.185,0.893,0.000,0.000,0.107,1091648,1085108,9,0.404,0.011,0.010,696016,0.070,0.851,0.014,383.31,271815,0,0.107,0.000,0.000,10543429,1.02,17.72,0.000,0.001,0.000,4,8,11,47,46207,0.044,270.45,0.0068,0.007,127,0.798,0.000,0.678,0.508,4.52,6.03,6.84,0.00,0.001,1.01,1.02,1.02
290000,5977,1.461,0.130,7.62,546643,502723,6385,0,37380,107,3064748.8,14.7,0.048,0.146,0.255,0.551,138,7.87,3.37,0.06,0.64,0.03,0.48,0.03,0.46,7.74,3.24,0.00,0.05,0.005,0.053,586,0.216,0.885,0.000,0.000,0.115,1084891,1079492,7,0.365,0.000,0.010,658562,0.090,0.821,0.013,383.65,270366,0,0.138,0.000,0.000,9949178,1.02,17.89,0.000,0.001,0.001,4,8,11,64,47013,0.045,270.10,0.0066,0.000,173,0.791,0.000,0.685,0.502,4.53,6.19,6.71,0.00,0.001,1.02,1.02,1.02
300000,5816,1.479,0.126,7.61,562580,516018,6240,0,40483,129,3108660.2,13.1,0.043,0.146,0.287,0.524,129,8.11,3.58,0.07,0.90,0.03,0.51,0.02,0.39,7.98,3.41,0.00,0.02,0.005,0.062,617,0.176,0.883,0.000,0.000,0.117,1100969,1095809,8,0.346,0.024,0.008,582605,0.087,0.804,0.012,384.45,285063,0,0.102,0.000,0.000,10253519,1.03,17.86,0.000,0.001,0.000,4,8,12,59,47170,0.045,269.30,0.0067,0.005,133,0.803,0.000,0.661,0.494,4.69,6.38,6.76,0.00,0.001,1.03,1.03,1.03
310000,5551,1.502,0.125,7.61,537451,491524,6363,0,39829,90,3192059.5,8.2,0.048,0.138,0.283,0.530,136,8.58,3.98,0.07,0.88,0.04,0.44,0.05,0.58,8.42,3.76,0.00,0.00,0.005,0.059,626,0.205,0.889,0.000,0.000,0.111,1120930,1116650,10,0.303,0.003,0.016,838781,0.079,0.793,0.012,383.40,285131,0,0.091,0.000,0.000,10048479,1.02,17.47,0.000,0.001,0.000,4,8,12,56,47612,0.045,270.35,0.0068,0.010,90,0.808,0.000,0.666,0.525,4.87,6.67,6.91,0.00,0.001,1.02,1.03,1.02
320000,5662,1.494,0.117,7.51,539543,495253,6321,1,37857,135,3145724.5,22.5,0.051,0.130,0.286,0.533,135,8.55,4.00,0.08,0.85,0.03,0.47,0.06,0.60,8.38,3.81,0.00,0.00,0.004,0.053,608,0.172,0.874,0.000,0.000,0.126,1097193,1091880,7,0.599,0.025,0.017,915810,0.073,0.763,0.011,380.07,285127,3,0.166,1.000,0.000,8684142,1.03,17.49,0.000,0.001,0.000,4,8,12,56,48403,0.046,273.69,0.0066,0.020,106,0.787,0.000,0.630,0.513,4.84,6.46,6.86,0.00,0.000,1.02,1.03,1.03
330000,5705,1.495,0.115,7.70,544877,503920,6257,0,34657,98,3166946.8,10.4,0.059,0.121,0.295,0.526,136,8.29,3.87,0.07,0.97,0.03,0.32,0.03,0.37,8.16,3.78,0.00,0.00,0.004,0.051,595,0.185,0.883,0.000,0.000,0.117,1102069,1096006,10,0.360,0.020,0.013,944465,0.078,0.746,0.010,382.88,278003,0,0.106,0.000,0.000,7738521,1.03,17.57,0.000,0.000,0.000,4,8,12,60,47319,0.045,270.88,0.0068,0.010,120,0.773,0.000,0.627,0.511,4.72,6.24,6.78,0.00,0.000,1.03,1.03,1.02
340000,5816,1.468,0.113,7.73,549218,506407,6265,0,36435,87,3100346.0,4.8,0.075,0.118,0.291,0.516,134,8.28,3.68,0.05,0.53,0.05,0.59,0.06,0.68,8.12,3.53,0.00,0.01,0.006,0.054,637,0.168,0.883,0.000,0.000,0.117,1090796,1084089,10,0.332,0.271,0.020,1081404,0.071,0.744,0.010,382.08,284585,0,0.056,0.000,0.000,7125479,1.02,17.55,0.000,0.001,0.000,4,8,12,47,48167,0.046,271.68,0.0066,0.012,109,0.757,0.000,0.632,0.502,4.69,6.19,6.83,0.00,0.001,1.02,1.02,1.02
350000,5750,1.497,0.103,7.73,541887,499844,6329,0,35780,111,3145282.0,16.2,0.082,0.114,0.278,
