step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1140,10.01,0.18,0.02,0.11,9.71,0.00,1.09,0.000,0.161,789132.6,37.1,11,72,3.09,1.09,1.09
10000,4,1088,5.34,0.08,0.06,0.02,5.18,0.00,1.03,0.000,0.348,755163.8,6.0,6,13,2.14,1.03,1.11
10000,0,1,20.00,0.00,0.00,0.00,20.00,0.00,1.00,0.000,0.000,83721.4,48.4,0,1,5.00,1.00,1.00
20000,8,1250,9.82,0.05,0.04,0.22,9.51,0.00,1.03,0.000,0.181,773098.6,0.7,3,0,3.10,1.03,1.03
20000,4,1094,5.86,0.04,0.04,0.02,5.76,0.00,1.02,0.000,0.322,771791.0,0.5,3,1,2.44,1.03,1.03
20000,0,3,21.33,5.67,0.00,0.00,15.67,0.00,2.35,0.000,0.000,1953.2,0.0,2,2,4.33,2.47,2.88
30000,8,1137,9.76,0.06,0.03,0.18,9.50,0.00,1.04,0.000,0.190,776468.1,2.8,6,0,3.32,1.04,1.04
30000,4,1137,5.29,0.07,0.04,0.04,5.15,0.00,1.03,0.000,0.301,776148.2,2.4,6,0,2.24,1.00,1.06
30000,0,4,6.25,0.00,0.00,0.00,6.25,0.00,1.00,0.000,0.000,1989.0,0.0,2,4,2.00,1.00,1.00
40000,8,1240,9.37,0.01,0.02,0.11,9.24,0.00,1.00,0.000,0.190,787932.3,0.4,4,0,3.00,1.00,1.00
40000,4,1268,4.95,0.02,0.04,0.04,4.85,0.00,1.01,0.000,0.314,776057.4,1.8,4,0,2.04,1.01,1.01
40000,0,7,8.14,0.00,0.00,0.00,8.14,0.00,1.00,0.000,0.000,2154.3,0.0,4,6,3.00,1.00,1.00
50000,8,1250,9.56,0.03,0.02,0.13,9.38,0.00,1.01,0.000,0.185,766289.2,0.2,8,0,3.42,1.02,1.01
50000,4,1468,4.29,0.02,0.05,0.04,4.18,0.00,1.01,0.000,0.314,783175.3,2.0,8,0,1.84,1.01,1.01
50000,0,1,5.00,0.00,0.00,0.00,5.00,0.00,1.00,0.000,0.000,1901.6,0.0,1,1,2.00,1.00,1.00
