step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1267,1.739,0.322,6.74,69791,64251,680,1,5075,1425,1061529.5,84.1,0.338,0.241,0.274,0.147,619,10.94,6.62,0.05,0.46,0.05,0.76,0.02,0.42,10.81,6.40,0.00,0.00,0.003,0.043,225,0.095,0.916,0.000,0.000,0.084,196322,187842,3,0.687,0.215,0.007,527046,0.159,1.299,0.037,93.79,56864,107,0.059,0.000,0.000,2389029,1.02,15.25,0.000,0.000,0.000,4,9,22,53,13858,0.053,69.65,0.0078,0.015,24,0.744,0.000,0.683,0.655,3.30,3.58,5.06,0.00,0.001,1.01,1.02,1.02
20000,1400,1.612,0.277,6.68,108206,97415,1270,1,9387,34,968335.2,3.1,0.312,0.114,0.436,0.138,555,9.60,4.84,0.04,0.48,0.01,0.25,0.01,0.20,9.54,4.70,0.00,0.00,0.000,0.008,229,0.174,0.878,0.000,0.000,0.122,236944,230659,5,0.702,0.110,0.007,146651,0.093,1.213,0.031,96.75,67051,30,0.091,1.000,0.000,1317472,1.01,16.58,0.000,0.000,0.000,5,9,14,52,13435,0.051,66.69,0.0073,0.015,20,0.662,0.000,0.783,0.556,3.18,3.37,4.82,0.00,0.000,1.01,1.01,1.01
30000,1449,1.569,0.263,6.86,115017,103285,1386,0,10297,7,963913.2,0.9,0.266,0.103,0.492,0.139,518,8.82,4.87,0.04,0.63,0.01,0.14,0.02,0.25,8.75,4.80,0.00,0.00,0.001,0.025,267,0.140,0.889,0.000,0.000,0.111,241064,234105,4,0.573,0.254,0.007,116274,0.118,1.176,0.029,96.46,69359,0,0.122,0.000,0.000,1098149,1.02,17.24,0.000,0.000,0.000,4,8,14,38,12779,0.049,66.98,0.0076,0.000,41,0.612,0.000,0.809,0.536,3.12,3.35,5.14,0.00,0.000,1.02,1.02,1.02
40000,1438,1.541,0.204,7.77,115238,103669,1301,0,10279,8,966926.4,2.8,0.155,0.112,0.520,0.213,477,8.99,4.31,0.03,0.33,0.01,0.11,0.00,0.11,8.95,4.31,0.00,0.00,0.002,0.046,261,0.082,0.890,0.000,0.000,0.110,240683,236171,3,0.862,0.006,0.001,82995,0.116,1.025,0.022,96.49,72444,0,0.355,0.000,0.000,1490697,1.02,16.48,0.000,0.000,0.000,4,9,13,45,12927,0.049,66.94,0.0075,0.000,43,0.681,0.000,0.811,0.533,3.26,3.20,5.76,0.00,0.000,1.02,1.03,1.02
50000,1445,1.552,0.177,8.35,112270,100155,1361,0,10747,2,960425.5,0.6,0.058,0.095,0.517,0.329,445,8.33,4.29,0.04,0.40,0.00,0.08,0.02,0.36,8.27,4.17,0.00,0.00,0.001,0.027,258,0.129,0.903,0.000,0.000,0.097,242597,238084,4,0.549,0.008,0.005,57377,0.138,0.944,0.019,95.90,75180,0,0.316,0.000,0.000,1213390,1.01,17.24,0.000,0.000,0.000,4,8,12,43,12041,0.046,67.54,0.0080,0.043,2,0.652,0.000,0.829,0.547,3.35,3.31,6.00,0.00,0.000,1.01,1.02,1.01
60000,1502,1.502,0.165,8.19,119759,107319,1684,0,10699,1,951754.9,0.0,0.063,0.078,0.527,0.332,449,8.14,4.61,0.04,0.67,0.01,0.24,0.02,0.29,8.07,4.45,0.00,0.00,0.001,0.014,255,0.110,0.905,0.000,0.000,0.095,243091,238561,4,0.523,0.000,0.007,129776,0.105,0.902,0.017,95.29,78608,0,0.000,0.000,0.000,1002682,1.01,17.21,0.001,0.000,0.000,4,7,13,64,12230,0.047,68.15,0.0078,0.041,10,0.593,0.000,0.818,0.518,3.38,2.81,6.69,0.00,0.000,1.02,1.03,1.01
70000,1539,1.491,0.158,8.67,125083,112247,1475,0,11324,0,965413.4,0.0,0.093,0.064,0.503,0.340,416,7.88,3.84,0.03,0.25,0.01,0.13,0.02,0.29,7.83,3.82,0.00,0.00,0.001,0.016,246,0.100,0.885,0.000,0.000,0.115,247571,241425,3,0.537,0.014,0.006,74569,0.114,0.884,0.017,96.37,84244,0,0.000,0.000,0.000,737724,1.01,17.38,0.000,0.000,0.000,4,7,13,35,12132,0.046,67.06,0.0080,0.038,6,0.560,0.000,0.817,0.505,3.32,2.78,6.50,0.00,0.000,1.00,1.01,1.02
80000,1503,1.485,0.132,9.24,124942,112183,1525,0,11270,0,962298.4,0.0,0.130,0.073,0.460,0.338,374,7.95,4.01,0.01,0.21,0.01,0.07,0.03,0.86,7.90,3.81,0.00,0.00,0.001,0.010,260,0.162,0.880,0.000,0.000,0.120,248768,242638,3,0.693,0.045,0.007,91841,0.127,0.788,0.013,95.98,84286,0,0.000,0.000,0.000,799124,1.00,17.14,0.000,0.000,0.000,4,7,12,55,11949,0.046,67.46,0.0081,0.029,8,0.538,0.000,0.836,0.508,3.46,3.12,6.76,0.00,0.000,1.00,1.01,1.01
90000,1475,1.537,0.120,10.08,116814,105216,1481,1,10144,7,954640.1,0.8,0.082,0.084,0.317,0.517,382,8.32,4.05,0.02,0.26,0.03,0.40,0.00,0.08,8.27,3.99,0.00,0.00,0.003,0.046,280,0.239,0.912,0.000,0.000,0.088,247911,244005,2,0.929,0.000,0.001,35823,0.156,0.744,0.012,95.53,83803,94,0.117,0.000,0.000,1036916,1.01,16.77,0.000,0.000,0.000,4,7,13,34,12272,0.047,67.90,0.0078,0.016,14,0.584,0.000,0.843,0.539,3.63,3.33,6.96,0.00,0.001,1.00,1.01,1.01
100000,1459,1.540,0.116,9.98,116409,103910,1490,0,11025,4,960021.1,0.7,0.066,0.075,0.292,0.568,373,8.29,4.67,0.02,0.28,0.01,0.32,0.01,0.14,8.25,4.65,0.00,0.00,0.001,0.019,293,0.195,0.905,0.000,0.000,0.095,248795,243791,2,0.903,0.010,0.002,18574,0.131,0.719,0.010,96.01,87212,0,0.168,0.000,0.000,864206,1.01,16.76,0.000,0.000,0.000,3,7,14,38,12097,0.046,67.43,0.0080,0.000,55,0.554,0.000,0.850,0.542,3.53,3.55,6.66,0.00,0.000,1.00,1.01,1.01
