step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,2229,1.645,0.355,12.37,99562,82899,1344,1,14526,1529,1591918.1,91.5,0.173,0.332,0.324,0.171,273,7.74,5.37,0.13,0.98,0.04,0.51,0.06,0.47,7.50,5.25,0.00,0.00,0.008,0.069,395,0.066,0.922,0.000,0.000,0.078,348989,327093,14,0.266,0.127,0.028,1301460,0.155,1.322,0.036,153.63,131784,78,0.060,0.000,0.000,5895880,1.06,18.75,0.000,0.000,0.000,2,6,14,52,17247,0.066,9.57,0.0095,0.038,1,0.864,0.000,0.854,0.720,2.63,4.56,3.03,0.00,0.000,1.06,1.10,1.07
20000,2347,1.605,0.277,12.45,152324,134204,2436,0,15566,22,1517226.9,1.3,0.129,0.199,0.464,0.208,195,7.99,5.39,0.06,0.55,0.04,0.39,0.13,1.15,7.77,5.15,0.00,0.00,0.005,0.057,380,0.075,0.910,0.000,0.000,0.090,413303,385650,5,0.297,0.288,0.032,565704,0.089,1.119,0.025,158.88,179104,0,0.058,0.000,0.000,5124782,1.03,18.57,0.000,0.000,0.000,2,7,15,64,18759,0.072,4.32,0.0083,0.000,3,0.844,0.000,0.909,0.638,2.79,4.54,3.02,0.00,0.000,1.03,1.03,1.03
30000,2278,1.604,0.247,12.10,162333,144441,2492,1,15468,51,1521003.2,5.2,0.165,0.202,0.417,0.215,203,7.52,4.89,0.06,0.61,0.03,0.40,0.11,0.96,7.32,4.69,0.00,0.00,0.004,0.048,377,0.078,0.903,0.000,0.000,0.097,417228,388560,11,0.233,0.118,0.025,637895,0.086,1.054,0.022,159.30,177260,1226,0.101,0.000,0.000,5352376,1.03,18.75,0.000,0.000,0.000,3,7,13,50,17139,0.065,3.90,0.0091,0.000,4,0.855,0.000,0.905,0.617,2.77,4.31,3.39,0.00,0.000,1.02,1.05,1.03
40000,2515,1.569,0.191,12.62,161011,139197,3059,0,18518,30,1522900.2,2.2,0.132,0.181,0.342,0.345,184,7.14,4.70,0.01,0.25,0.03,0.42,0.08,0.83,7.02,4.54,0.00,0.00,0.004,0.040,334,0.098,0.922,0.000,0.000,0.078,436620,393652,8,0.393,0.199,0.021,628516,0.076,0.923,0.017,159.42,192295,0,0.075,0.000,0.000,4922361,1.01,19.39,0.000,0.002,0.000,2,6,13,54,17960,0.069,3.78,0.0086,0.000,7,0.894,0.000,0.925,0.636,2.52,3.69,3.18,0.00,0.000,1.01,1.01,1.01
50000,2719,1.538,0.157,12.63,168600,145895,3138,0,19363,29,1503981.5,2.2,0.147,0.143,0.334,0.377,187,6.71,4.99,0.03,0.29,0.04,0.44,0.08,1.27,6.57,4.70,0.00,0.00,0.004,0.043,312,0.171,0.911,0.000,0.000,0.089,414060,373470,16,0.284,0.106,0.020,795247,0.087,0.762,0.011,159.52,182284,0,0.076,0.000,0.000,3889979,1.01,20.03,0.000,0.000,0.000,2,6,13,64,18244,0.070,3.68,0.0084,0.000,1,0.882,0.000,0.912,0.598,2.57,3.71,3.04,0.00,0.000,1.01,1.01,1.01
60000,2499,1.584,0.134,11.12,168106,146137,3052,1,19136,81,1517102.5,3.4,0.242,0.155,0.292,0.311,211,7.21,4.48,0.02,0.35,0.04,0.42,0.06,0.57,7.08,4.33,0.00,0.00,0.004,0.039,280,0.086,0.910,0.000,0.000,0.090,418503,385363,14,0.192,0.274,0.026,755186,0.081,0.720,0.010,159.42,169738,42,0.042,1.000,0.000,4038449,1.01,19.27,0.000,0.001,0.000,2,6,12,31,18023,0.069,3.78,0.0086,0.001,3,0.872,0.000,0.891,0.604,2.81,4.36,3.21,0.00,0.000,1.01,1.01,1.01
70000,2460,1.554,0.127,10.87,175650,153794,3066,0,18829,64,1506220.6,3.4,0.342,0.151,0.218,0.289,216,7.21,4.38,0.02,0.27,0.03,0.40,0.10,0.86,7.05,4.19,0.00,0.00,0.002,0.032,258,0.107,0.905,0.000,0.000,0.094,444706,412279,11,0.226,0.072,0.039,935291,0.087,0.726,0.010,158.80,172157,0,0.053,0.000,0.000,4082727,1.01,19.21,0.000,0.000,0.000,2,6,12,60,17729,0.068,4.40,0.0087,0.000,4,0.875,0.000,0.886,0.610,2.89,4.47,3.27,0.00,0.000,1.01,1.01,1.01
80000,2431,1.578,0.113,11.29,169026,147664,3136,0,18255,42,1503876.8,3.3,0.327,0.149,0.231,0.293,223,7.68,4.85,0.01,0.16,0.09,0.69,0.05,0.58,7.52,4.67,0.00,0.06,0.007,0.052,290,0.111,0.916,0.000,0.000,0.084,419313,393656,17,0.202,0.085,0.020,832824,0.076,0.666,0.009,159.02,160498,0,0.079,0.000,0.000,4026440,1.01,18.82,0.000,0.001,0.000,2,6,14,37,18659,0.071,4.18,0.0082,0.002,4,0.863,0.000,0.875,0.602,2.76,4.08,3.31,0.00,0.001,1.01,1.01,1.01
90000,2301,1.589,0.097,10.80,167844,146004,3026,0,18944,31,1518858.4,1.3,0.296,0.135,0.237,0.332,221,7.85,4.54,0.01,0.23,0.08,0.75,0.05,0.49,7.70,4.41,0.00,0.00,0.007,0.058,276,0.099,0.913,0.000,0.000,0.087,417555,389428,10,0.195,0.324,0.019,633532,0.070,0.632,0.007,159.36,166519,0,0.041,0.000,0.000,3641671,1.01,18.64,0.000,0.000,0.000,3,7,13,46,18053,0.069,3.84,0.0086,0.004,1,0.836,0.000,0.862,0.604,2.95,4.36,3.66,0.00,0.000,1.00,1.01,1.01
100000,2225,1.621,0.103,9.96,166614,146101,2824,0,17765,18,1519046.2,0.9,0.293,0.151,0.269,0.286,227,8.05,4.93,0.04,0.68,0.07,0.64,0.03,0.30,7.91,4.78,0.00,0.00,0.006,0.056,268,0.144,0.912,0.000,0.000,0.088,440611,413099,12,0.286,0.024,0.013,462648,0.074,0.627,0.007,159.05,163369,0,0.050,0.000,0.000,4473531,1.02,18.31,0.000,0.000,0.000,3,7,13,64,17906,0.068,4.15,0.0086,0.000,2,0.863,0.000,0.866,0.627,3.14,4.43,3.96,0.00,0.000,1.02,1.03,1.02
110000,2454,1.531,0.086,9.64,159814,140249,2464,0,16872,15,1520104.2,0.1,0.176,0.218,0.273,0.334,255,7.16,4.14,0.01,0.22,0.05,0.49,0.04,0.45,7.05,4.05,0.00,0.04,0.006,0.054,218,0.108,0.897,0.000,0.000,0.103,433260,414143,9,0.388,0.101,0.013,469401,0.087,0.580,0.006,158.50,143396,0,0.008,0.000,0.000,6200793,1.01,19.29,0.000,0.000,0.000,2,7,12,38,17565,0.067,4.70,0.0088,0.000,1,0.873,0.000,0.854,0.637,2.93,4.21,3.73,0.00,0.000,1.01,1.01,1.01
