step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1052,12.40,0.07,0.05,0.10,12.18,0.00,1.02,0.000,0.178,799693.5,65.3,10,4,3.22,1.03,1.02
10000,4,997,6.87,0.06,0.13,0.18,6.50,0.00,1.02,0.001,0.368,715996.1,38.0,8,16,2.15,1.04,1.01
10000,0,4,4.50,0.00,0.00,0.00,4.50,0.00,1.00,0.000,0.000,81863.0,35.5,2,4,1.75,1.00,1.00
20000,8,1247,9.89,0.08,0.02,0.08,9.71,0.00,1.03,0.000,0.164,786293.6,4.8,7,3,2.89,1.04,1.03
20000,4,1022,6.49,0.02,0.04,0.03,6.40,0.00,1.01,0.000,0.345,784063.8,2.8,7,3,2.12,1.00,1.01
20000,0,5,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,2267.9,0.0,3,5,3.00,1.00,1.00
30000,8,1209,9.90,0.12,0.05,0.06,9.66,0.00,1.05,0.001,0.156,787502.3,3.9,4,0,2.99,1.06,1.04
30000,4,960,6.92,0.05,0.02,0.05,6.80,0.00,1.03,0.000,0.331,783709.9,1.3,3,0,2.39,1.03,1.01
30000,0,12,10.08,0.25,0.00,0.33,9.50,0.00,1.05,0.000,0.001,1897.9,0.0,3,12,2.33,1.07,1.04
40000,8,1264,9.49,0.15,0.07,0.09,9.19,0.00,1.05,0.002,0.156,784901.0,6.0,3,0,2.84,1.06,1.04
40000,4,1147,5.82,0.04,0.06,0.01,5.72,0.00,1.02,0.000,0.334,782175.2,2.7,2,0,2.21,1.02,1.02
40000,0,8,8.00,0.25,0.38,0.00,7.38,0.00,1.14,0.000,0.000,2070.8,0.0,2,7,2.38,1.17,1.08
50000,8,1232,9.88,0.11,0.08,0.06,9.62,0.00,1.04,0.000,0.158,788510.9,13.2,2,0,2.92,1.05,1.02
50000,4,1091,6.02,0.04,0.04,0.03,5.91,0.00,1.03,0.000,0.328,785035.7,3.1,2,0,2.19,1.02,1.01
50000,0,3,9.67,0.00,0.00,0.00,9.67,0.00,1.00,0.000,0.000,1416.0,0.0,2,3,3.00,1.00,1.00
60000,8,1282,9.46,0.14,0.07,0.09,9.16,0.01,1.05,0.002,0.158,788515.9,19.3,4,0,2.91,1.07,1.02
60000,4,1001,6.62,0.07,0.01,0.04,6.50,0.00,1.03,0.000,0.331,784819.2,0.6,2,0,2.34,1.03,1.03
60000,0,8,7.88,1.12,0.25,0.38,6.12,0.12,1.58,0.125,0.000,1411.0,0.0,2,8,2.62,1.55,1.05
70000,8,1261,9.68,0.18,0.12,0.07,9.30,0.00,1.08,0.003,0.159,783825.4,4.9,3,0,2.95,1.09,1.07
70000,4,937,7.09,0.14,0.02,0.03,6.90,0.00,1.05,0.000,0.332,784757.9,0.4,2,0,2.40,1.04,1.05
70000,0,1,8.00,1.00,0.00,0.00,7.00,0.00,1.33,0.000,0.000,1434.9,0.0,1,1,2.00,1.50,1.00
80000,8,1239,9.59,0.11,0.14,0.05,9.28,0.00,1.06,0.000,0.155,781278.8,8.3,7,0,2.99,1.05,1.04
80000,4,1155,5.89,0.08,0.02,0.04,5.76,0.00,1.03,0.000,0.340,772433.2,1.3,2,0,2.29,1.02,1.03
80000,0,6,10.17,0.00,0.00,0.00,10.17,0.00,1.00,0.000,0.000,1454.5,0.0,4,6,3.67,1.00,1.00
90000,8,1265,9.49,0.11,0.15,0.07,9.17,0.00,1.04,0.002,0.156,778757.4,6.7,5,0,3.06,1.04,1.02
90000,4,1042,6.16,0.03,0.03,0.00,6.09,0.00,1.01,0.000,0.320,775446.2,0.5,2,0,2.47,1.00,1.01
90000,0,2,5.00,0.00,0.00,0.00,5.00,0.00,1.00,0.000,0.000,1316.2,0.0,1,2,2.50,1.00,1.00
100000,8,1222,9.77,0.04,0.12,0.07,9.54,0.00,1.02,0.001,0.156,777524.9,1.1,3,0,3.17,1.02,1.02
100000,4,1160,5.56,0.04,0.05,0.01,5.47,0.00,1.02,0.000,0.322,775777.6,0.0,2,0,2.37,1.02,1.02
