step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1339,1.686,0.423,7.27,61864,57057,719,1,4244,1326,1048262.3,87.6,0.139,0.170,0.198,0.494,597,10.18,6.12,0.08,0.60,0.17,1.17,0.08,0.55,9.86,5.78,0.00,0.11,0.014,0.084,246,0.150,0.904,0.000,0.000,0.096,174249,164999,8,0.359,0.026,0.036,846745,0.119,1.522,0.048,92.46,56622,11,0.066,1.000,0.000,1262825,1.03,16.55,0.000,0.001,0.001,5,9,16,53,13633,0.052,70.98,0.0079,0.005,16,0.676,0.000,0.797,0.657,2.91,2.96,4.89,0.01,0.001,1.02,1.03,1.03
20000,1464,1.630,0.358,7.56,106327,96887,1248,1,8066,109,964312.1,14.0,0.125,0.127,0.195,0.552,538,9.26,5.48,0.06,0.61,0.09,1.34,0.04,0.71,9.07,5.23,0.00,0.16,0.005,0.057,228,0.107,0.872,0.000,0.000,0.128,211660,195947,9,0.318,0.036,0.008,346082,0.053,1.415,0.041,96.17,65729,107,0.128,0.000,0.000,1175307,1.02,16.80,0.000,0.002,0.001,4,8,16,48,13554,0.052,67.27,0.0073,0.000,54,0.546,0.000,0.892,0.517,2.92,2.70,5.13,0.01,0.002,1.01,1.02,1.03
30000,1486,1.541,0.317,7.21,123209,111950,1417,1,9819,172,968986.4,15.5,0.199,0.094,0.361,0.345,511,8.93,4.69,0.13,1.10,0.02,0.30,0.02,0.32,8.75,4.57,0.00,0.07,0.002,0.035,184,0.135,0.857,0.000,0.000,0.143,227030,214797,10,0.472,0.000,0.007,66608,0.103,1.338,0.036,96.36,70036,237,0.090,0.000,0.000,873368,1.06,16.72,0.000,0.001,0.001,5,8,15,39,13266,0.051,67.08,0.0075,0.000,46,0.524,0.000,0.902,0.475,2.94,2.50,5.39,0.00,0.001,1.05,1.05,1.07
40000,1381,1.580,0.265,7.29,126542,114213,1382,2,11050,294,964946.5,32.5,0.124,0.106,0.630,0.140,504,9.54,4.77,0.19,1.32,0.08,1.04,0.02,0.49,9.24,4.54,0.00,0.10,0.006,0.059,159,0.129,0.875,0.001,0.000,0.124,239156,232945,4,0.793,0.007,0.003,42538,0.120,1.225,0.030,96.31,70341,268,0.110,0.000,0.000,1226018,1.09,15.84,0.001,0.004,0.002,5,8,16,64,13170,0.050,67.13,0.0076,0.000,35,0.613,0.000,0.893,0.486,3.29,2.17,6.44,0.00,0.002,1.08,1.06,1.14
50000,1488,1.555,0.235,7.28,121966,107048,1246,8,13557,396,971065.0,41.2,0.095,0.100,0.766,0.038,521,8.74,4.62,0.10,1.12,0.08,1.41,0.00,0.04,8.56,4.29,0.01,0.25,0.005,0.054,134,0.145,0.864,0.000,0.000,0.136,244591,239446,4,0.784,0.011,0.001,27599,0.126,1.157,0.027,96.63,75770,177,0.104,0.500,0.000,972273,1.04,16.64,0.001,0.004,0.003,4,8,15,64,13009,0.050,66.81,0.0076,0.000,49,0.573,0.000,0.884,0.515,3.13,1.96,6.57,0.01,0.003,1.04,1.03,1.07
60000,1549,1.459,0.206,7.42,136217,119554,1380,7,15215,448,969684.8,66.6,0.077,0.101,0.810,0.012,514,7.78,4.16,0.13,1.07,0.15,1.69,0.03,0.46,7.46,3.44,0.02,0.29,0.011,0.072,119,0.501,0.890,0.000,0.000,0.110,250440,247907,3,0.880,0.000,0.010,63487,0.070,1.087,0.024,96.32,69368,1082,0.149,0.000,0.000,1010065,1.05,18.34,0.000,0.003,0.006,6,6,12,58,12048,0.046,67.12,0.0084,0.000,41,0.550,0.000,0.852,0.470,3.62,2.28,7.29,0.02,0.006,1.06,1.03,1.08
70000,1627,1.422,0.143,7.39,150642,132744,1603,10,16207,531,970613.8,90.4,0.062,0.100,0.832,0.006,487,7.00,3.04,0.07,0.66,0.08,1.07,0.01,0.10,6.84,2.78,0.01,0.21,0.008,0.064,99,0.641,0.897,0.000,0.000,0.103,258900,257627,3,0.883,0.000,0.004,76878,0.080,0.888,0.015,96.32,69250,768,0.170,0.000,0.000,1075370,1.03,19.07,0.000,0.001,0.004,6,6,10,47,11394,0.043,67.12,0.0087,0.000,43,0.549,0.000,0.827,0.430,3.56,2.36,7.35,0.01,0.004,1.03,1.02,1.05
80000,1659,1.434,0.117,7.31,147779,130050,1686,14,15997,603,969892.6,92.1,0.064,0.098,0.831,0.007,435,7.01,3.68,0.07,0.74,0.09,1.31,0.00,0.00,6.85,3.18,0.01,0.15,0.008,0.082,112,0.573,0.882,0.000,0.000,0.118,255346,254505,3,0.854,0.000,0.000,86154,0.070,0.799,0.012,96.25,69787,903,0.153,0.071,0.000,1060215,1.03,19.21,0.001,0.010,0.002,4,6,12,64,11630,0.044,67.18,0.0085,0.000,47,0.541,0.000,0.820,0.433,3.43,2.23,7.09,0.01,0.002,1.03,1.02,1.05
90000,1642,1.430,0.108,7.14,146971,129980,1629,9,15370,408,971869.0,52.7,0.056,0.111,0.825,0.007,458,7.03,3.98,0.08,0.77,0.06,0.78,0.01,0.21,6.89,3.75,0.01,0.17,0.004,0.050,110,0.616,0.897,0.000,0.000,0.103,256318,255343,3,0.865,0.000,0.001,16642,0.115,0.750,0.010,96.51,71908,643,0.129,0.000,0.000,1338261,1.03,19.22,0.001,0.002,0.002,5,6,12,64,11551,0.044,66.93,0.0086,0.000,35,0.599,0.000,0.825,0.438,3.46,2.31,7.21,0.01,0.002,1.03,1.01,1.04
100000,1670,1.378,0.103,7.13,151468,133091,1672,12,16665,505,972250.0,64.4,0.053,0.104,0.836,0.006,462,6.64,3.13,0.05,0.74,0.15,2.00,0.01,0.27,6.42,2.20,0.01,0.22,0.010,0.088,98,0.705,0.892,0.001,0.000,0.107,253996,252819,3,0.874,0.000,0.001,13615,0.090,0.740,0.010,96.14,69289,671,0.128,0.250,0.000,1348563,1.02,19.55,0.000,0.004,0.004,5,6,9,58,11081,0.042,67.29,0.0091,0.000,47,0.590,0.000,0.820,0.415,3.48,2.21,7.29,0.01,0.005,1.02,1.01,1.03
