step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,2053,1.794,0.323,8.29,82981,70860,1297,2,10265,1798,1571408.6,138.9,0.217,0.249,0.301,0.233,414,9.70,7.52,0.07,0.48,0.09,0.93,0.14,1.26,9.41,7.04,0.00,0.09,0.004,0.048,399,0.057,0.934,0.001,0.000,0.065,306893,287355,14,0.400,0.031,0.026,1031158,0.139,1.239,0.032,149.62,96732,780,0.077,0.500,0.000,3738181,1.02,18.50,0.000,0.001,0.000,2,9,19,61,19915,0.076,13.59,0.0081,0.010,4,0.820,0.000,0.857,0.737,2.70,3.70,3.10,0.00,0.000,1.04,1.01,1.02
20000,2274,1.630,0.254,8.13,138344,117294,2627,2,18200,68,1568345.0,7.6,0.202,0.199,0.463,0.136,341,8.36,5.58,0.05,0.51,0.03,0.40,0.06,0.68,8.22,5.49,0.00,0.00,0.004,0.057,349,0.056,0.918,0.000,0.000,0.082,395508,372733,11,0.394,0.033,0.012,366280,0.127,1.094,0.024,159.02,119587,230,0.112,0.000,0.000,4521488,1.02,19.34,0.000,0.000,0.000,2,7,16,38,19004,0.072,4.18,0.0084,0.003,5,0.822,0.000,0.911,0.659,2.54,3.37,3.04,0.00,0.000,1.03,1.02,1.02
30000,2181,1.617,0.208,9.03,150918,126629,2500,0,21882,60,1532611.6,5.3,0.131,0.258,0.490,0.121,305,8.59,5.04,0.09,0.94,0.04,0.59,0.06,0.51,8.40,4.90,0.00,0.09,0.003,0.047,376,0.074,0.906,0.000,0.000,0.094,405954,383005,6,0.382,0.004,0.021,301037,0.121,0.999,0.020,159.16,129530,0,0.088,0.000,0.000,6067617,1.04,18.79,0.000,0.002,0.000,3,8,15,44,18732,0.071,4.04,0.0084,0.000,12,0.839,0.000,0.889,0.637,2.72,3.60,3.16,0.00,0.000,1.05,1.03,1.06
40000,2419,1.568,0.151,9.30,161463,137669,2630,0,20926,86,1514076.1,8.7,0.133,0.284,0.527,0.057,294,7.75,5.10,0.09,0.78,0.06,0.62,0.05,0.62,7.54,4.95,0.00,0.05,0.006,0.058,358,0.079,0.918,0.000,0.000,0.082,414941,399540,4,0.504,0.002,0.012,312486,0.104,0.819,0.013,159.48,140271,0,0.101,0.000,0.000,7158901,1.04,19.75,0.000,0.001,0.001,2,7,13,47,18737,0.071,3.72,0.0083,0.000,8,0.852,0.000,0.874,0.621,2.54,2.98,3.19,0.00,0.001,1.04,1.03,1.05
50000,2326,1.630,0.129,9.23,163656,141881,2633,0,19235,130,1528901.0,16.3,0.140,0.275,0.524,0.061,268,8.07,4.89,0.08,0.51,0.06,0.64,0.05,0.48,7.88,4.69,0.00,0.00,0.005,0.050,340,0.093,0.907,0.000,0.000,0.093,403589,384760,3,0.531,0.017,0.017,422768,0.113,0.742,0.011,159.55,140981,0,0.126,0.000,0.000,7155391,1.03,19.55,0.000,0.000,0.000,3,8,13,41,18768,0.072,3.65,0.0083,0.000,3,0.849,0.000,0.879,0.605,2.58,2.92,3.35,0.00,0.000,1.04,1.02,1.04
60000,2291,1.592,0.107,9.08,157524,139609,2352,2,15596,180,1547968.8,20.0,0.129,0.228,0.606,0.037,281,8.21,4.58,0.11,0.60,0.05,0.72,0.07,0.71,7.99,4.33,0.00,0.13,0.004,0.046,336,0.083,0.901,0.002,0.000,0.097,418871,398251,5,0.423,0.162,0.021,448085,0.114,0.673,0.008,159.49,143393,390,0.111,0.000,0.000,6038889,1.05,18.96,0.000,0.001,0.002,3,8,13,46,18818,0.072,3.71,0.0085,0.000,8,0.807,0.000,0.894,0.634,2.66,2.63,3.94,0.00,0.002,1.05,1.03,1.06
70000,2199,1.625,0.095,9.53,160429,142766,2578,0,15177,69,1546692.2,5.4,0.084,0.224,0.659,0.034,279,8.57,5.55,0.16,1.15,0.08,0.60,0.05,0.56,8.28,5.28,0.00,0.07,0.006,0.051,384,0.106,0.905,0.000,0.000,0.095,409640,381928,5,0.408,0.027,0.020,395377,0.105,0.625,0.007,159.54,147245,0,0.078,0.000,0.000,6484105,1.07,18.53,0.000,0.000,0.002,2,8,15,44,18856,0.072,3.66,0.0085,0.000,1,0.833,0.000,0.908,0.618,2.71,2.67,4.31,0.00,0.002,1.07,1.06,1.09
80000,2400,1.595,0.084,9.61,152007,135443,2546,0,13817,100,1527861.0,9.6,0.082,0.210,0.665,0.043,268,7.81,4.72,0.10,0.68,0.08,0.58,0.04,0.63,7.59,4.53,0.00,0.00,0.008,0.062,366,0.080,0.913,0.000,0.000,0.087,402659,377925,9,0.303,0.150,0.014,391076,0.093,0.568,0.006,159.25,147239,0,0.096,0.000,0.000,6117748,1.05,18.76,0.000,0.000,0.000,2,8,14,53,18746,0.072,3.95,0.0084,0.000,6,0.838,0.000,0.911,0.631,2.66,2.49,4.53,0.00,0.001,1.04,1.04,1.07
90000,2309,1.601,0.088,9.08,157982,141765,2718,0,13590,65,1528462.0,7.2,0.071,0.148,0.737,0.045,270,7.98,4.43,0.07,0.83,0.10,0.86,0.04,0.46,7.78,4.11,0.00,0.05,0.008,0.071,342,0.073,0.912,0.000,0.000,0.088,418848,398613,7,0.240,0.028,0.015,255298,0.092,0.542,0.005,159.68,143424,0,0.111,0.000,0.000,4449602,1.02,18.31,0.000,0.000,0.001,3,8,13,57,18432,0.070,3.52,0.0085,0.000,2,0.796,0.000,0.920,0.631,2.79,2.57,4.85,0.00,0.002,1.02,1.02,1.03
100000,2387,1.588,0.087,8.75,164685,145898,2750,0,15959,26,1538369.6,1.1,0.062,0.124,0.763,0.051,270,7.73,5.16,0.04,0.45,0.08,0.92,0.04,0.64,7.57,4.93,0.00,0.06,0.007,0.069,334,0.084,0.914,0.000,0.000,0.086,424459,404063,5,0.284,0.042,0.008,279913,0.114,0.501,0.004,159.80,144217,0,0.043,0.000,0.000,3684934,1.02,18.70,0.000,0.000,0.000,2,8,13,64,18451,0.070,3.40,0.0085,0.000,5,0.757,0.000,0.928,0.620,2.78,2.59,4.97,0.00,0.000,1.02,1.02,1.02
