step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1059,11.92,0.06,0.05,0.03,11.78,0.00,1.02,0.000,0.166,795047.2,39.0,3,9,3.52,1.02,1.02
10000,1,184,5.30,0.02,0.04,0.00,5.24,0.00,1.01,0.000,0.630,142186.8,3.0,2,10,2.07,1.00,1.00
10000,0,24,10.92,0.00,0.00,0.00,10.92,0.00,1.00,0.000,0.001,87430.4,42.1,2,5,3.12,1.00,1.00
20000,8,1194,10.26,0.04,0.01,0.01,10.20,0.00,1.01,0.000,0.161,773329.3,1.9,4,9,3.37,1.01,1.02
20000,1,186,5.66,0.00,0.00,0.04,5.61,0.00,1.00,0.000,0.664,152924.0,1.0,2,12,2.06,1.00,1.00
20000,0,20,6.85,0.00,0.00,0.10,6.75,0.00,1.00,0.000,0.001,1106.3,0.2,2,8,2.30,1.00,1.00
30000,8,1208,9.52,0.04,0.00,0.01,9.47,0.00,1.02,0.000,0.150,766991.2,0.1,2,0,3.35,1.01,1.02
30000,1,200,5.07,0.01,0.05,0.05,4.96,0.00,1.00,0.000,0.647,149247.4,0.7,2,0,1.98,1.01,1.00
30000,0,41,6.56,0.24,0.05,0.00,6.27,0.00,1.10,0.000,0.002,827.9,0.0,3,23,1.95,1.12,1.12
40000,8,1244,9.29,0.03,0.01,0.00,9.26,0.00,1.01,0.000,0.161,763688.8,0.0,1,0,3.43,1.01,1.02
40000,1,151,6.46,0.08,0.01,0.00,6.37,0.00,1.07,0.000,0.630,150386.0,0.3,2,0,2.05,1.09,1.08
40000,0,43,9.12,0.05,0.00,0.02,9.05,0.00,1.03,0.000,0.002,1190.0,2.6,3,18,2.63,1.03,1.03
50000,8,1266,8.75,0.03,0.00,0.02,8.70,0.00,1.01,0.000,0.149,754703.2,0.0,4,18,3.48,1.00,1.01
50000,1,177,5.33,0.10,0.00,0.03,5.21,0.00,1.05,0.000,0.690,148619.3,0.0,2,44,2.36,1.05,1.05
50000,0,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,748.1,0.6,1,2,5.00,1.00,1.00
60000,8,1326,8.38,0.03,0.01,0.02,8.32,0.00,1.01,0.000,0.147,752907.0,0.0,3,25,3.51,1.02,1.03
60000,1,166,5.73,0.01,0.00,0.00,5.72,0.00,1.00,0.000,0.700,145746.4,0.0,3,37,2.33,1.00,1.00
60000,0,10,17.00,1.90,0.00,0.00,15.10,0.00,1.38,0.000,0.001,596.0,0.0,1,4,3.10,1.02,1.58
70000,8,1343,8.26,0.03,0.01,0.01,8.21,0.00,1.01,0.000,0.148,756989.5,0.0,3,12,3.50,1.00,1.02
70000,1,190,5.12,0.02,0.00,0.03,5.07,0.00,1.00,0.000,0.665,151427.7,0.0,2,46,2.00,1.00,1.01
70000,0,6,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,501.6,0.0,2,3,3.83,1.00,1.00
80000,8,1332,8.15,0.01,0.01,0.03,8.11,0.00,1.01,0.000,0.143,753325.0,0.0,3,22,3.58,1.00,1.01
80000,1,163,6.20,0.00,0.01,0.05,6.14,0.00,1.00,0.000,0.707,148139.2,0.0,2,21,2.52,1.00,1.00
80000,0,8,10.12,0.00,0.00,0.50,9.62,0.00,1.00,0.000,0.001,827.8,0.0,2,5,2.62,1.00,1.00
90000,8,1264,8.84,0.02,0.02,0.00,8.80,0.00,1.01,0.000,0.147,750474.6,0.0,2,10,3.85,1.00,1.01
90000,1,197,5.12,0.02,0.04,0.00,5.06,0.00,1.01,0.000,0.623,141581.1,0.3,2,14,2.29,1.02,1.02
90000,0,14,6.57,0.00,0.93,0.00,5.64,0.00,1.00,0.000,0.001,701.9,0.5,2,5,2.43,1.00,1.00
100000,8,1207,9.05,0.01,0.02,0.00,9.02,0.00,1.00,0.000,0.142,752126.5,0.7,1,0,3.84,1.00,1.00
100000,1,197,4.61,0.10,0.00,0.00,4.51,0.00,1.05,0.000,0.571,146762.0,0.0,2,0,2.00,1.03,1.06
100000,0,55,4.91,0.00,0.00,0.07,4.84,0.00,1.00,0.000,0.002,614.5,0.0,2,33,2.02,1.00,1.00
110000,8,1316,8.63,0.02,0.00,0.00,8.60,0.00,1.01,0.000,0.149,749358.6,0.3,4,16,3.81,1.01,1.02
110000,1,197,4.70,0.00,0.00,0.00,4.70,0.00,1.00,0.000,0.586,146029.5,0.0,2,3,1.73,1.00,1.00
110000,0,16,5.81,0.00,0.00,0.00,5.81,0.00,1.00,0.000,0.001,599.1,0.0,2,9,2.06,1.00,1.00
120000,8,1240,8.66,0.02,0.01,0.00,8.63,0.00,1.01,0.000,0.142,749138.2,0.3,5,1,3.88,1.01,1.01
120000,1,220,4.67,0.13,0.05,0.01,4.48,0.00,1.05,0.000,0.649,144865.2,0.5,2,1,1.81,1.02,1.12
120000,0,47,6.60,0.53,0.51,0.00,5.55,0.00,1.14,0.000,0.002,731.9,0.4,2,23,2.11,1.05,1.36
130000,8,1280,8.39,0.03,0.01,0.00,8.36,0.00,1.01,0.000,0.156,743035.1,0.2,4,0,3.94,1.01,1.01
130000,1,188,5.44,0.05,0.02,0.62,4.75,0.00,1.02,0.000,0.641,144661.0,0.2,2,0,2.03,1.02,1.02
130000,0,32,6.38,0.06,0.06,0.94,5.31,0.00,1.04,0.000,0.001,682.5,0.0,3,11,2.25,1.04,1.00
140000,8,1279,8.30,0.03,0.02,0.01,8.24,0.00,1.01,0.000,0.159,745068.3,0.2,4,13,3.94,1.01,1.02
140000,1,191,5.23,0.00,0.00,0.00,5.23,0.00,1.00,0.000,0.666,145646.6,0.0,3,9,1.94,1.00,1.00
140000,0,17,6.47,0.00,0.00,0.00,6.47,0.00,1.00,0.000,0.001,450.7,0.6,1,9,2.00,1.00,1.00
150000,8,1247,8.62,0.06,0.01,0.01,8.54,0.00,1.03,0.001,0.152,743685.4,0.0,2,7,4.03,1.03,1.04
150000,1,202,4.94,0.01,0.00,0.02,4.90,0.00,1.01,0.000,0.617,146395.6,0.6,1,8,2.16,1.01,1.00
150000,0,20,6.80,0.05,0.00,0.25,6.50,0.00,1.02,0.000,0.001,374.4,0.0,2,7,2.35,1.02,1.02
160000,8,1330,8.05,0.02,0.02,0.00,8.00,0.00,1.01,0.000,0.149,738049.9,0.0,4,0,4.07,1.01,1.01
160000,1,97,10.41,0.12,0.02,0.00,10.27,0.00,1.04,0.000,0.625,146243.0,0.0,1,0,2.74,1.06,1.00
160000,0,36,10.89,0.36,0.03,0.00,10.50,0.00,1.14,0.000,0.002,562.5,0.0,1,12,2.94,1.10,1.07
170000,8,1204,8.74,0.05,0.01,0.00,8.68,0.00,1.02,0.000,0.171,739747.9,0.0,3,0,4.32,1.01,1.02
170000,1,168,5.80,0.00,0.33,0.01,5.46,0.00,1.00,0.000,0.605,144124.6,0.1,2,0,1.97,1.00,1.00
170000,0,33,8.39,0.15,0.64,0.27,7.33,0.00,1.03,0.000,0.002,575.0,0.0,2,16,2.79,1.00,1.05
180000,8,1247,7.45,0.03,0.02,0.00,7.41,0.00,1.01,0.000,0.174,752508.9,0.0,2,0,3.84,1.01,1.02
180000,1,129,7.25,0.24,0.14,0.00,6.87,0.00,1.09,0.000,0.605,143115.5,0.2,2,0,2.23,1.09,1.09
180000,0,49,7.86,0.00,0.35,0.00,7.51,0.00,1.00,0.000,0.002,456.3,0.2,2,23,2.76,1.00,1.00
190000,8,1231,8.85,0.11,0.01,0.03,8.71,0.00,1.04,0.000,0.157,738600.2,0.0,3,29,4.39,1.04,1.04
190000,1,148,5.61,0.09,0.00,0.00,5.51,0.00,1.06,0.000,0.648,144138.7,0.0,2,28,3.03,1.06,1.06
