step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1129,8.03,0.04,0.04,0.15,7.79,0.00,1.01,0.000,0.210,796777.4,39.3,8,0,2.91,1.01,1.01
10000,1,187,5.30,0.00,0.00,0.04,5.26,0.00,1.00,0.000,0.607,143703.6,1.8,2,0,2.14,1.00,1.00
10000,0,53,6.17,0.02,0.11,0.66,5.38,0.00,1.00,0.000,0.002,96377.9,39.7,3,28,2.26,1.00,1.00
20000,8,1285,8.13,0.04,0.03,0.11,7.96,0.00,1.02,0.000,0.185,780713.4,0.0,6,9,3.17,1.02,1.02
20000,1,182,5.11,0.05,0.00,0.10,4.95,0.00,1.01,0.000,0.594,147276.7,0.0,3,12,2.06,1.01,1.02
20000,0,24,5.29,0.00,0.00,0.00,5.29,0.00,1.00,0.000,0.001,887.6,0.0,1,9,2.21,1.00,1.00
30000,8,1323,7.59,0.03,0.00,0.10,7.46,0.00,1.01,0.000,0.186,781415.4,0.0,4,0,3.24,1.01,1.01
30000,1,138,6.83,0.12,0.00,0.00,6.71,0.00,1.07,0.000,0.578,147770.8,0.0,2,3,2.27,1.07,1.10
30000,0,28,6.89,0.18,0.00,0.00,6.71,0.00,1.13,0.000,0.001,708.1,0.0,2,13,2.46,1.15,1.15
40000,8,1217,8.94,0.04,0.01,0.10,8.80,0.00,1.02,0.000,0.142,762754.6,0.0,2,1,3.58,1.02,1.02
40000,1,206,4.49,0.07,0.00,0.04,4.38,0.00,1.05,0.000,0.603,147067.4,0.0,2,2,1.87,1.06,1.07
40000,0,27,7.93,0.00,0.00,0.00,7.93,0.00,1.00,0.000,0.001,1512.3,0.0,2,17,2.52,1.00,1.00
50000,8,1217,9.13,0.06,0.01,0.09,8.98,0.00,1.03,0.000,0.146,754194.1,0.0,2,7,3.80,1.03,1.03
50000,1,155,5.97,0.00,0.00,0.00,5.97,0.00,1.00,0.000,0.603,144043.0,0.0,3,9,2.16,1.00,1.00
50000,0,25,6.76,0.64,0.00,0.00,6.12,0.00,1.38,0.000,0.001,1284.1,0.4,3,10,2.24,1.52,1.64
