step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,4260,11.05,0.15,0.06,0.08,10.76,0.00,1.05,0.000,0.194,2015338.8,143.8,12,1,3.40,1.05,1.06
10000,1,756,5.07,0.07,0.03,0.11,4.87,0.00,1.03,0.001,0.643,533053.9,3.3,5,6,2.02,1.04,1.03
10000,0,152,8.35,0.33,0.09,0.53,7.40,0.01,1.10,0.007,0.002,375696.9,296.1,6,74,2.59,1.14,1.09
20000,8,4800,9.37,0.13,0.03,0.02,9.19,0.00,1.05,0.000,0.178,1766978.6,9.8,15,15,3.25,1.04,1.05
20000,1,770,4.99,0.08,0.09,0.02,4.81,0.00,1.04,0.001,0.614,585132.1,0.5,8,13,1.94,1.04,1.04
20000,0,149,7.09,0.02,0.01,0.17,6.89,0.00,1.01,0.000,0.001,5599.9,0.2,6,70,2.26,1.02,1.02
30000,8,4912,8.91,0.12,0.04,0.02,8.74,0.00,1.05,0.000,0.178,1599508.6,3.2,17,25,3.47,1.04,1.05
30000,1,693,5.15,0.07,0.00,0.04,5.04,0.00,1.03,0.000,0.633,588539.8,1.5,7,35,1.94,1.02,1.04
30000,0,123,6.42,0.03,0.07,0.55,5.77,0.00,1.01,0.000,0.001,3412.6,2.0,7,65,2.19,1.01,1.02
40000,8,5033,9.01,0.09,0.03,0.03,8.85,0.00,1.04,0.000,0.171,1544808.1,5.8,23,25,3.52,1.04,1.05
40000,1,732,5.16,0.01,0.02,0.02,5.12,0.00,1.01,0.000,0.607,588787.8,0.2,6,56,2.00,1.01,1.01
40000,0,103,7.62,0.20,0.13,0.00,7.29,0.00,1.09,0.000,0.001,3234.3,1.6,6,56,2.46,1.08,1.09
50000,8,4853,9.02,0.10,0.03,0.03,8.87,0.00,1.04,0.000,0.164,1546076.0,2.5,16,15,3.67,1.03,1.05
50000,1,666,5.73,0.01,0.02,0.01,5.69,0.00,1.01,0.000,0.626,585019.3,1.4,7,31,2.04,1.02,1.02
50000,0,148,7.45,0.19,0.00,0.03,7.22,0.00,1.11,0.000,0.001,3196.2,3.3,8,60,2.46,1.12,1.13
60000,8,5056,8.83,0.07,0.04,0.04,8.68,0.00,1.03,0.000,0.166,1492666.5,7.0,15,39,3.76,1.03,1.04
60000,1,703,5.22,0.07,0.03,0.02,5.10,0.00,1.04,0.000,0.641,596646.3,0.4,7,89,2.03,1.05,1.04
60000,0,118,6.97,0.02,0.28,0.06,6.61,0.00,1.01,0.000,0.001,2704.4,0.1,6,61,2.28,1.01,1.00
70000,8,4963,8.51,0.06,0.03,0.03,8.39,0.00,1.03,0.000,0.166,1420180.8,9.6,18,24,3.83,1.03,1.03
70000,1,711,5.37,0.09,0.02,0.02,5.24,0.00,1.04,0.000,0.652,588608.6,0.1,9,56,2.06,1.04,1.03
70000,0,111,6.14,0.24,0.00,0.00,5.89,0.00,1.14,0.000,0.001,2354.8,0.4,8,59,2.05,1.12,1.15
80000,8,5113,8.31,0.07,0.05,0.05,8.14,0.00,1.03,0.000,0.162,1393148.0,3.6,14,33,3.94,1.02,1.03
