step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1215,7.55,0.06,0.05,0.05,7.40,0.00,1.02,0.000,0.214,791184.6,44.9,6,0,2.60,1.02,1.02
10000,2,599,4.67,0.01,0.00,0.02,4.64,0.00,1.01,0.000,0.523,376269.3,26.7,3,1,1.87,1.01,1.01
10000,0,9,13.00,3.11,0.00,0.33,9.56,0.00,1.86,0.000,0.001,93721.6,40.1,3,6,3.56,1.66,2.23
20000,8,1271,8.39,0.06,0.03,0.04,8.26,0.00,1.02,0.000,0.194,777383.9,0.5,7,5,3.06,1.02,1.02
20000,2,578,5.02,0.00,0.01,0.01,5.00,0.00,1.00,0.000,0.560,406406.2,0.0,1,7,1.95,1.00,1.00
20000,0,10,6.30,0.00,0.00,0.00,6.30,0.00,1.00,0.000,0.000,637.0,0.0,1,9,2.60,1.00,1.00
30000,8,1352,7.42,0.04,0.06,0.01,7.31,0.00,1.02,0.000,0.188,778283.6,0.0,6,0,2.94,1.02,1.02
30000,2,524,5.27,0.02,0.00,0.02,5.23,0.00,1.01,0.000,0.508,406693.7,0.0,1,0,1.96,1.01,1.01
30000,0,15,7.13,0.00,0.00,0.00,7.13,0.00,1.00,0.000,0.001,669.6,0.0,1,14,2.33,1.00,1.00
40000,8,1315,8.39,0.04,0.02,0.04,8.28,0.00,1.01,0.000,0.145,764578.2,0.2,3,0,3.07,1.01,1.02
40000,2,586,4.77,0.03,0.02,0.01,4.71,0.00,1.01,0.000,0.516,405060.8,0.4,1,1,1.95,1.01,1.02
40000,0,10,7.50,0.00,0.00,0.40,7.10,0.00,1.00,0.000,0.001,1642.3,0.0,1,8,2.80,1.00,1.00
50000,8,1304,8.33,0.02,0.00,0.04,8.27,0.00,1.01,0.000,0.145,765309.3,0.1,3,1,3.06,1.01,1.01
50000,2,615,4.46,0.07,0.07,0.00,4.32,0.00,1.02,0.000,0.512,407659.7,0.1,2,4,1.92,1.01,1.04
50000,0,13,11.23,3.08,0.00,0.00,8.15,0.00,1.86,0.000,0.001,1185.0,0.0,2,10,2.85,1.16,2.08
60000,8,1335,8.31,0.06,0.02,0.06,8.17,0.00,1.03,0.000,0.144,757768.6,0.0,2,0,3.21,1.02,1.03
60000,2,539,4.88,0.06,0.01,0.00,4.81,0.00,1.03,0.000,0.482,410730.0,0.2,2,0,2.10,1.03,1.05
60000,0,11,9.45,1.82,0.00,0.00,7.64,0.00,1.50,0.000,0.001,910.2,0.0,2,10,3.09,1.33,1.82
70000,8,1329,7.86,0.08,0.01,0.01,7.76,0.00,1.03,0.000,0.140,754753.8,0.1,2,9,3.67,1.03,1.03
70000,2,675,3.86,0.00,0.00,0.00,3.85,0.00,1.00,0.000,0.505,407322.0,0.0,1,5,1.78,1.00,1.00
70000,0,9,6.78,0.00,0.00,0.00,6.78,0.00,1.00,0.000,0.000,780.2,0.0,1,7,2.44,1.00,1.00
80000,8,1315,7.58,0.08,0.00,0.01,7.49,0.00,1.04,0.000,0.130,720234.3,0.3,3,0,4.43,1.04,1.04
80000,2,527,5.22,0.05,0.01,0.00,5.16,0.00,1.02,0.000,0.497,401940.8,0.2,1,0,2.35,1.03,1.03
80000,0,12,6.58,0.00,0.00,0.00,6.58,0.00,1.00,0.000,0.001,1136.2,0.0,1,10,2.75,1.00,1.00
90000,8,1310,7.79,0.04,0.00,0.00,7.75,0.00,1.02,0.000,0.133,701767.1,0.9,4,0,4.88,1.02,1.02
90000,2,607,4.55,0.00,0.00,0.01,4.54,0.00,1.00,0.000,0.505,402919.3,0.5,3,0,1.92,1.00,1.00
90000,0,15,5.67,0.00,0.00,0.00,5.67,0.00,1.00,0.000,0.001,995.6,0.0,3,12,2.20,1.00,1.00
100000,8,1347,7.47,0.03,0.01,0.00,7.43,0.00,1.01,0.000,0.131,701185.6,0.0,1,0,4.80,1.01,1.01
100000,2,578,4.52,0.01,0.00,0.00,4.51,0.00,1.01,0.000,0.481,408872.1,0.0,1,0,2.19,1.01,1.01
100000,0,19,8.47,0.00,0.00,0.00,8.47,0.00,1.00,0.000,0.001,2145.6,0.0,1,16,3.74,1.00,1.00
110000,8,1260,7.96,0.02,0.03,0.00,7.91,0.00,1.01,0.000,0.132,696390.9,0.6,1,5,4.98,1.01,1.01
110000,2,574,4.45,0.00,0.00,0.01,4.44,0.00,1.00,0.000,0.485,404769.4,0.0,1,3,2.13,1.00,1.00
110000,0,5,7.60,0.00,0.00,0.00,7.60,0.00,1.00,0.000,0.000,1255.8,0.0,1,4,3.00,1.00,1.00
120000,8,1275,8.06,0.03,0.00,0.00,8.02,0.00,1.02,0.000,0.139,706945.2,0.1,1,3,4.84,1.03,1.03
120000,2,682,3.86,0.00,0.00,0.00,3.86,0.00,1.00,0.000,0.519,416603.4,0.0,1,29,2.66,1.00,1.00
120000,0,6,7.33,0.00,0.00,0.00,7.33,0.00,1.00,0.000,0.000,975.3,0.0,1,6,5.17,1.00,1.00
130000,8,1218,8.18,0.04,0.00,0.00,8.13,0.00,1.02,0.000,0.139,695587.2,0.0,1,10,4.88,1.01,1.02
130000,2,610,4.53,0.01,0.00,0.00,4.52,0.00,1.01,0.000,0.539,407306.5,0.1,1,30,2.34,1.01,1.01
130000,0,13,9.38,2.15,0.00,0.00,7.23,0.00,1.22,0.000,0.001,788.2,0.0,1,10,2.92,1.00,1.51
140000,8,1264,7.91,0.03,0.00,0.00,7.88,0.00,1.02,0.000,0.134,700382.3,0.0,1,30,4.87,1.01,1.02
140000,2,466,5.71,0.00,0.00,0.00,5.71,0.00,1.00,0.000,0.580,418941.3,0.0,1,33,2.94,1.00,1.00
140000,0,6,10.83,0.00,0.00,0.00,10.83,0.00,1.00,0.000,0.000,767.8,0.0,1,5,3.33,1.00,1.00
150000,8,1274,7.97,0.03,0.02,0.00,7.92,0.00,1.02,0.000,0.136,692750.6,0.1,1,10,4.95,1.02,1.02
150000,2,594,4.77,0.00,0.00,0.01,4.76,0.00,1.00,0.000,0.598,421964.7,0.0,1,39,2.72,1.00,1.00
150000,0,5,6.20,0.00,0.00,0.00,6.20,0.00,1.00,0.000,0.000,813.7,0.0,1,4,2.20,1.00,1.00
