step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1173,10.25,0.10,0.07,0.26,9.81,0.00,1.05,0.000,0.160,798209.7,40.1,13,32,3.02,1.06,1.06
10000,2,268,12.34,0.40,0.05,2.69,9.19,0.00,1.07,0.000,0.727,367099.7,0.4,3,18,2.55,1.07,1.07
10000,0,5,52.40,2.00,0.00,14.40,36.00,0.00,1.31,0.000,0.001,87371.1,61.4,1,2,6.80,1.33,1.33
20000,8,1142,10.79,0.05,0.09,0.20,10.45,0.00,1.01,0.000,0.180,779307.4,0.6,9,0,3.01,1.01,1.02
20000,2,453,6.62,0.00,0.04,0.15,6.43,0.00,1.00,0.000,0.554,365171.4,0.5,2,0,2.10,1.00,1.00
20000,0,6,21.67,0.00,5.67,3.00,13.00,0.00,1.00,0.000,0.001,1645.5,0.0,2,5,4.67,1.00,1.00
30000,8,1171,9.95,0.06,0.10,0.17,9.62,0.00,1.03,0.000,0.200,784186.3,0.2,8,0,2.92,1.04,1.05
30000,2,319,8.74,0.05,0.04,0.02,8.63,0.00,1.01,0.000,0.509,402859.5,0.4,2,0,2.40,1.01,1.01
30000,0,11,9.45,0.00,0.00,0.00,9.45,0.00,1.00,0.000,0.001,1162.8,0.0,4,10,3.00,1.00,1.00
40000,8,1176,10.18,0.02,0.12,0.14,9.90,0.00,1.01,0.000,0.196,795381.4,0.6,4,0,2.86,1.01,1.02
40000,2,523,5.46,0.00,0.06,0.04,5.35,0.00,1.01,0.000,0.525,404048.4,0.2,2,0,1.94,1.00,1.00
40000,0,14,11.93,0.00,0.14,1.86,9.93,0.00,1.00,0.000,0.001,602.9,0.0,2,10,3.21,1.00,1.00
50000,8,1192,10.40,0.01,0.21,0.10,10.08,0.00,1.00,0.000,0.191,786380.6,0.8,6,0,2.98,1.00,1.01
50000,2,641,4.36,0.00,0.02,0.03,4.30,0.00,1.00,0.000,0.508,405399.1,0.0,2,0,1.76,1.00,1.00
50000,0,11,7.55,0.00,0.00,0.00,7.55,0.00,1.00,0.000,0.001,1106.6,0.0,3,10,2.27,1.00,1.00
60000,8,1183,10.36,0.01,0.13,0.14,10.08,0.00,1.01,0.000,0.192,782588.5,0.6,10,0,3.01,1.01,1.01
60000,2,468,5.86,0.00,0.00,0.00,5.85,0.00,1.00,0.000,0.517,410034.5,0.0,2,0,2.44,1.00,1.00
60000,0,26,10.69,0.00,0.38,0.00,10.31,0.00,1.00,0.000,0.001,1281.4,0.0,3,14,3.50,1.00,1.00
70000,8,1272,9.67,0.03,0.08,0.17,9.40,0.00,1.02,0.000,0.189,788044.2,0.2,9,0,2.94,1.01,1.02
70000,2,553,5.11,0.02,0.00,0.09,4.99,0.00,1.00,0.000,0.522,398775.9,0.9,2,0,2.05,1.01,1.01
70000,0,10,8.70,0.00,0.40,0.00,8.30,0.00,1.00,0.000,0.000,665.9,0.0,2,7,2.50,1.00,1.00
80000,8,1277,9.22,0.00,0.04,0.13,9.04,0.00,1.00,0.000,0.174,774860.9,3.2,13,0,2.94,1.00,1.00
80000,2,534,5.35,0.01,0.06,0.00,5.29,0.00,1.01,0.000,0.521,402081.7,0.1,2,0,2.00,1.01,1.01
80000,0,21,9.38,0.05,0.48,0.00,8.86,0.00,1.01,0.000,0.001,1138.6,0.0,4,17,2.52,1.02,1.00
90000,8,1247,9.63,0.02,0.11,0.11,9.39,0.00,1.01,0.000,0.179,772410.2,0.5,9,0,3.05,1.01,1.01
90000,2,486,5.97,0.01,0.01,0.00,5.95,0.00,1.01,0.000,0.532,393333.3,1.4,4,2,2.08,1.02,1.02
90000,0,14,7.36,0.00,0.00,0.00,7.36,0.00,1.00,0.000,0.001,808.3,0.1,2,7,2.57,1.00,1.00
100000,8,1172,10.08,0.02,0.06,0.13,9.86,0.00,1.01,0.000,0.156,772608.9,1.2,9,0,3.14,1.00,1.01
100000,2,616,4.48,0.01,0.10,0.06,4.31,0.00,1.00,0.000,0.512,406588.4,0.0,3,0,1.81,1.00,1.00
100000,0,14,12.36,0.00,0.50,0.57,11.29,0.00,1.00,0.000,0.001,726.5,0.0,3,11,3.14,1.00,1.00
110000,8,1214,9.95,0.04,0.06,0.16,9.68,0.00,1.02,0.000,0.164,775918.3,0.7,10,0,3.14,1.01,1.02
110000,2,620,4.44,0.00,0.05,0.00,4.39,0.00,1.00,0.000,0.500,406671.7,0.0,2,0,1.91,1.00,1.00
110000,0,7,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.001,790.6,0.0,3,6,2.29,1.00,1.00
120000,8,1227,9.77,0.03,0.06,0.12,9.55,0.00,1.01,0.000,0.156,769476.2,0.0,9,0,3.03,1.01,1.01
120000,2,590,4.90,0.00,0.15,0.01,4.73,0.00,1.00,0.000,0.533,410595.8,0.0,2,0,2.17,1.00,1.00
120000,0,5,5.20,0.00,0.00,0.00,5.20,0.00,1.00,0.000,0.000,809.1,0.1,2,4,3.20,1.00,1.00
130000,8,1237,9.51,0.01,0.04,0.14,9.32,0.00,1.01,0.000,0.153,774886.8,0.0,12,0,3.03,1.01,1.01
130000,2,608,4.20,0.00,0.00,0.03,4.17,0.00,1.00,0.000,0.533,385966.5,0.0,1,0,2.39,1.00,1.00
130000,0,7,9.57,0.00,0.00,0.00,9.57,0.00,1.00,0.000,0.000,775.1,0.0,2,6,3.86,1.00,1.00
140000,8,1216,10.02,0.00,0.03,0.13,9.86,0.00,1.00,0.000,0.159,772412.8,0.0,5,0,3.12,1.00,1.00
140000,2,533,4.95,0.00,0.03,0.03,4.89,0.00,1.00,0.000,0.484,409226.3,0.0,1,0,2.40,1.00,1.00
140000,0,9,5.78,0.00,0.00,1.11,4.67,0.00,1.00,0.000,0.000,855.8,0.0,1,4,2.78,1.00,1.00
