step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,2100,1.663,0.392,7.95,105540,90655,1583,6,12679,1584,1571784.9,97.0,0.238,0.205,0.338,0.219,367,8.67,5.04,0.06,0.48,0.11,0.83,0.06,0.56,8.44,4.80,0.00,0.00,0.009,0.066,342,0.055,0.926,0.000,0.000,0.073,375015,359200,8,0.518,0.018,0.026,1367874,0.108,1.433,0.043,153.46,114370,54,0.061,0.500,0.000,3809149,1.02,17.51,0.000,0.001,0.000,3,8,15,50,18202,0.069,9.74,0.0089,0.016,4,0.825,0.000,0.875,0.724,2.92,3.88,4.04,0.00,0.000,1.02,1.03,1.03
20000,2078,1.681,0.317,7.67,155557,129432,2506,1,23640,29,1538282.8,2.7,0.152,0.158,0.512,0.178,304,9.04,5.01,0.07,0.66,0.07,0.55,0.02,0.40,8.88,4.81,0.00,0.02,0.009,0.071,331,0.061,0.911,0.000,0.000,0.089,427479,408165,5,0.575,0.010,0.004,236419,0.104,1.290,0.035,159.17,132089,2787,0.095,0.000,0.000,4006426,1.02,16.40,0.000,0.000,0.000,3,9,14,44,18780,0.072,4.03,0.0083,0.002,5,0.816,0.000,0.909,0.642,3.06,3.33,5.05,0.00,0.001,1.01,1.02,1.02
30000,2171,1.623,0.266,7.93,154968,127467,2672,0,24736,6,1516120.5,0.9,0.155,0.131,0.594,0.119,308,7.92,5.11,0.02,0.29,0.03,0.31,0.02,0.25,7.86,5.01,0.00,0.00,0.005,0.060,292,0.072,0.912,0.000,0.000,0.088,435493,420082,3,0.513,0.056,0.006,182952,0.110,1.185,0.029,158.87,133970,0,0.145,0.000,0.000,3416814,1.01,17.73,0.000,0.000,0.000,2,7,14,47,17197,0.066,4.33,0.0089,0.000,10,0.812,0.000,0.911,0.650,2.81,2.77,4.87,0.00,0.000,1.00,1.01,1.01
40000,2086,1.656,0.164,7.55,150404,120771,2607,0,27111,4,1512365.4,0.5,0.202,0.196,0.490,0.112,313,8.70,4.78,0.03,0.49,0.01,0.20,0.06,0.53,8.60,4.68,0.00,0.00,0.001,0.028,271,0.046,0.922,0.000,0.000,0.078,422482,411032,3,0.446,0.282,0.013,193010,0.108,0.892,0.016,158.47,134606,0,0.123,0.000,0.000,5541340,1.01,16.32,0.000,0.000,0.000,3,9,14,41,18146,0.069,4.73,0.0084,0.004,5,0.863,0.000,0.893,0.649,3.06,3.02,5.33,0.00,0.000,1.00,1.01,1.01
50000,2103,1.629,0.149,7.21,143682,113362,2662,0,27641,5,1510469.9,0.1,0.237,0.185,0.446,0.132,292,7.83,4.51,0.01,0.24,0.01,0.13,0.02,0.37,7.79,4.48,0.00,0.00,0.001,0.026,292,0.056,0.902,0.000,0.000,0.098,441713,432942,2,0.999,0.000,0.010,260357,0.123,0.861,0.014,158.34,136263,0,0.022,0.000,0.000,5231436,1.01,17.43,0.000,0.000,0.000,3,7,13,40,16469,0.063,4.86,0.0092,0.051,2,0.874,0.000,0.892,0.679,2.98,2.94,5.14,0.00,0.000,1.00,1.01,1.01
60000,2301,1.594,0.151,7.41,170103,138708,3252,0,27945,0,1511451.6,0.0,0.199,0.150,0.495,0.157,303,6.99,4.31,0.02,0.50,0.00,0.07,0.03,0.41,6.94,4.23,0.00,0.00,0.001,0.032,318,0.085,0.910,0.000,0.000,0.090,452464,434740,2,0.934,0.059,0.007,140950,0.121,0.854,0.014,157.98,135012,0,0.000,0.000,0.000,5021182,1.01,18.75,0.000,0.000,0.000,2,7,12,37,16086,0.061,5.22,0.0095,0.083,2,0.882,0.000,0.895,0.628,3.16,4.05,5.17,0.00,0.000,1.00,1.01,1.01
70000,2376,1.537,0.146,7.43,181408,154634,3082,0,23617,2,1534509.9,0.5,0.123,0.185,0.575,0.117,286,7.01,3.83,0.03,0.48,0.00,0.06,0.03,0.37,6.94,3.76,0.00,0.00,0.001,0.022,214,0.179,0.900,0.000,0.000,0.100,455044,445304,2,0.963,0.002,0.008,106929,0.121,0.835,0.014,159.57,116693,0,0.232,0.000,0.000,7979694,1.01,18.92,0.000,0.000,0.000,2,7,11,42,16650,0.064,3.63,0.0093,0.024,1,0.916,0.000,0.878,0.605,3.70,5.20,6.19,0.00,0.000,1.01,1.01,1.02
80000,2426,1.522,0.125,7.16,174342,150302,2725,0,21265,20,1528887.4,3.2,0.071,0.194,0.612,0.124,278,6.75,4.21,0.04,0.66,0.00,0.08,0.02,0.37,6.69,4.05,0.00,0.06,0.000,0.005,252,0.156,0.899,0.000,0.000,0.101,466702,458040,1,0.984,0.016,0.008,120060,0.121,0.737,0.010,159.41,119002,0,0.158,0.000,0.000,8235765,1.01,19.16,0.000,0.000,0.000,2,6,11,52,16376,0.062,3.79,0.0094,0.023,3,0.907,0.000,0.862,0.630,3.65,5.57,6.18,0.00,0.000,1.01,1.01,1.01
90000,2242,1.507,0.120,7.41,185386,160751,2730,0,22089,13,1537046.0,2.5,0.087,0.194,0.626,0.093,284,7.54,3.81,0.05,0.83,0.00,0.09,0.01,0.25,7.47,3.71,0.00,0.00,0.000,0.015,210,0.367,0.890,0.000,0.000,0.110,473854,469369,3,0.629,0.010,0.003,108685,0.115,0.708,0.010,159.37,107379,0,0.193,0.000,0.000,7462260,1.02,18.52,0.000,0.000,0.000,3,8,11,50,16894,0.064,3.83,0.0092,0.013,3,0.900,0.000,0.857,0.612,4.38,6.96,6.76,0.00,0.000,1.02,1.02,1.02
100000,2308,1.504,0.128,7.31,190970,166299,2764,0,21841,3,1527527.1,0.1,0.098,0.178,0.624,0.100,263,7.32,3.94,0.02,0.23,0.00,0.06,0.01,0.31,7.29,3.90,0.00,0.00,0.000,0.005,216,0.352,0.901,0.000,0.000,0.099,482073,478969,4,0.629,0.000,0.007,215316,0.061,0.695,0.009,159.15,100840,0,0.050,0.000,0.000,6834692,1.01,18.83,0.000,0.000,0.000,2,8,10,50,16898,0.064,4.05,0.0091,0.004,4,0.905,0.000,0.826,0.607,4.41,6.88,6.84,0.00,0.000,1.01,1.01,1.01
110000,2461,1.486,0.112,7.08,198607,172263,2959,0,23232,13,1519321.6,1.9,0.089,0.161,0.631,0.119,260,6.74,3.61,0.04,0.71,0.00,0.08,0.03,0.55,6.66,3.42,0.00,0.00,0.001,0.014,224,0.223,0.897,0.000,0.000,0.103,484780,481765,3,0.703,0.000,0.006,126181,0.079,0.692,0.009,159.70,95939,0,0.148,0.000,0.000,6406057,1.01,19.32,0.000,0.000,0.000,2,8,10,62,16579,0.063,3.50,0.0093,0.004,4,0.884,0.000,0.809,0.594,4.20,7.03,6.49,0.00,0.000,1.01,1.02,1.02
