step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,840,11.4,0.1,0.0,0.1,11.2,0.0,1.03,14.9,140,619,64.46,0.00,763,72,5,0.0,1.01,1.05,1.03,3.28,4.47,4.16
5000,5,440,7.6,0.1,0.2,0.0,7.3,0.0,1.03,20.7,46,720,73.43,0.00,174,256,10,0.0,1.03,1.03,1.02,2.30,2.72,2.91
5000,3,191,5.0,0.0,0.0,0.0,4.9,0.0,1.05,21.7,33,739,75.65,0.00,17,174,0,0.0,1.07,1.04,1.06,2.03,2.95,2.32
5000,4,65,9.6,0.3,0.3,0.1,9.0,0.0,1.09,16.6,18,957,94.32,0.00,65,0,0,0.0,1.23,1.23,1.06,3.54,7.55,2.35
5000,18,28,6.1,0.0,0.1,0.1,5.9,0.0,1.00,19.9,8,1118,91.47,0.00,28,0,0,0.0,1.00,1.00,1.00,2.11,2.14,3.93
6000,1,761,11.3,0.2,0.0,0.1,11.0,0.0,1.05,14.7,138,722,77.49,0.00,735,25,1,0.0,1.02,1.08,1.05,3.34,4.45,4.29
6000,5,440,7.7,0.1,0.2,0.0,7.4,0.0,1.02,20.7,54,916,96.42,0.00,172,265,3,0.0,1.03,1.02,1.02,2.44,2.76,2.92
6000,3,280,5.1,0.1,0.0,0.0,5.1,0.0,1.05,21.6,36,812,74.71,0.00,27,253,0,0.0,1.05,1.05,1.06,2.04,2.97,2.43
6000,4,45,7.4,0.0,0.0,0.0,7.4,0.0,1.00,18.1,8,792,67.90,0.00,45,0,0,0.0,1.00,1.00,1.00,2.93,7.93,1.76
6000,18,23,5.9,0.0,0.1,0.1,5.7,0.0,1.00,20.1,8,1243,94.44,0.00,23,0,0,0.0,1.00,1.00,1.00,1.91,2.35,3.74
7000,1,975,10.3,0.2,0.1,0.0,10.0,0.0,1.06,15.7,159,617,60.19,0.00,955,2,18,0.0,1.02,1.10,1.06,3.14,3.88,4.36
7000,5,468,6.8,0.0,0.2,0.0,6.6,0.0,1.00,21.5,52,872,78.07,0.00,173,291,4,0.0,1.01,1.01,1.00,2.15,2.61,2.67
7000,3,216,4.8,0.0,0.0,0.0,4.8,0.0,1.02,21.8,25,589,46.09,0.00,8,206,2,0.0,1.03,1.03,1.02,1.89,2.78,2.34
7000,4,23,7.7,0.0,0.0,0.0,7.7,0.0,1.00,17.6,6,957,81.43,0.00,23,0,0,0.0,1.00,1.00,1.00,3.52,8.00,2.09
7000,18,7,5.7,0.0,0.1,0.0,5.6,0.0,1.00,20.3,4,1048,71.40,0.00,7,0,0,0.0,1.00,1.00,1.00,2.29,2.00,3.86
8000,1,970,10.1,0.1,0.1,0.1,9.9,0.0,1.03,15.9,178,672,65.88,0.00,959,10,1,0.0,1.02,1.04,1.03,3.11,3.74,4.38
8000,3,333,4.4,0.0,0.0,0.0,4.4,0.0,1.05,22.3,33,739,57.56,0.00,17,315,1,0.0,1.05,1.05,1.05,1.95,2.74,2.14
8000,5,226,6.3,0.2,0.0,0.0,6.1,0.0,1.07,21.7,20,373,35.86,0.00,0,221,5,0.0,1.09,1.06,1.07,2.02,2.34,2.84
8000,4,18,6.4,0.0,0.0,0.0,6.4,0.0,1.00,18.9,3,975,80.00,0.00,18,0,0,0.0,1.00,1.00,1.00,3.00,8.00,1.89
9000,1,842,9.8,0.1,0.1,0.0,9.6,0.0,1.04,16.1,123,687,67.81,0.00,820,19,3,0.0,1.02,1.05,1.05,3.06,3.79,4.20
9000,5,357,7.5,0.1,0.2,0.1,7.1,0.0,1.06,20.7,60,657,68.36,0.00,122,232,3,0.0,1.03,1.07,1.06,2.29,2.72,2.96
9000,3,290,4.8,0.0,0.0,0.0,4.8,0.0,1.01,21.8,24,651,59.14,0.00,8,277,5,0.0,1.01,1.01,1.00,2.03,3.04,2.13
10000,1,430,8.8,0.1,0.0,0.0,8.6,0.0,1.03,17.3,60,624,58.28,0.00,424,3,3,0.0,1.00,1.04,1.03,2.96,3.29,4.15
10000,3,322,4.6,0.0,0.0,0.0,4.6,0.0,1.04,22.1,32,656,61.50,0.00,8,308,6,0.0,1.06,1.05,1.03,1.96,2.89,2.10
10000,5,186,7.9,0.0,0.0,0.0,7.9,0.0,1.01,20.6,18,462,69.07,0.00,0,182,4,0.0,1.00,1.02,1.01,2.21,2.66,3.04
11000,1,484,8.8,0.0,0.1,0.1,8.6,0.0,1.01,17.4,75,778,71.42,0.00,479,3,2,0.0,1.01,1.02,1.01,2.95,3.28,4.13
11000,3,313,4.4,0.1,0.0,0.0,4.3,0.0,1.06,22.6,30,713,58.11,0.00,4,305,4,0.0,1.07,1.04,1.07,1.91,2.75,1.98
11000,5,151,10.2,0.1,0.0,0.0,10.1,0.0,1.01,19.0,20,785,138.14,0.00,0,148,3,0.0,1.00,1.03,1.01,2.54,3.16,3.37
12000,1,869,9.5,0.1,0.0,0.0,9.4,0.0,1.03,16.3,140,687,61.83,0.00,831,37,1,0.0,1.02,1.04,1.03,3.03,3.88,4.14
12000,3,277,4.0,0.1,0.0,0.0,4.0,0.0,1.05,22.9,25,663,50.48,0.00,21,255,1,0.0,1.08,1.04,1.05,1.84,2.77,1.85
12000,5,166,9.1,0.1,0.0,0.0,9.0,0.0,1.01,19.6,21,921,153.79,0.00,0,161,5,0.0,1.01,1.02,1.01,2.42,2.92,3.31
13000,1,627,8.2,0.1,0.0,0.0,8.2,0.0,1.02,17.8,81,699,63.43,0.00,580,41,6,0.0,1.01,1.03,1.03,2.85,3.09,4.09
13000,3,267,4.1,0.0,0.0,0.0,4.0,0.0,1.03,23.0,31,641,46.37,0.00,2,265,0,0.0,1.04,1.04,1.02,1.75,2.82,1.76
13000,5,211,6.8,0.0,0.0,0.0,6.8,0.0,1.00,20.7,19,577,75.49,0.00,0,205,6,0.0,1.00,1.01,1.00,2.08,2.50,3.15
14000,1,650,8.7,0.1,0.0,0.0,8.5,0.0,1.04,17.5,92,734,68.39,0.00,548,101,1,0.0,1.00,1.07,1.05,2.78,3.11,4.17
14000,5,256,6.0,0.1,0.0,0.0,5.9,0.0,1.05,21.3,24,691,71.80,0.00,0,248,8,0.0,1.06,1.07,1.05,1.97,2.38,2.96
