step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,1841,1.585,0.116,10.68,119290,103106,1508,0,14637,3,1199485.4,0.7,0.267,0.089,0.378,0.266,310,8.09,4.83,0.03,0.35,0.05,0.43,0.11,0.88,7.89,4.73,0.00,0.00,0.011,0.087,377,0.077,0.919,0.000,0.000,0.081,308247,285104,12,0.260,0.104,0.033,554703,0.098,0.713,0.010,121.45,118478,0,0.227,0.000,0.000,1147168,1.01,18.21,0.000,0.000,0.000,2,7,14,38,14887,0.057,41.87,0.0083,0.000,7,0.555,0.000,0.856,0.620,2.72,2.88,4.30,0.00,0.001,1.01,1.01,1.01
120000,1822,1.606,0.116,10.79,125090,106644,1770,0,16695,5,1199248.9,0.1,0.248,0.071,0.369,0.313,303,8.18,4.50,0.02,0.34,0.09,1.06,0.08,0.87,7.98,4.19,0.00,0.00,0.007,0.066,330,0.085,0.914,0.000,0.000,0.086,308990,284865,11,0.206,0.142,0.024,574803,0.080,0.721,0.010,121.38,117447,0,0.017,0.000,0.000,639819,1.01,17.76,0.000,0.000,0.000,3,8,14,35,14905,0.057,41.94,0.0082,0.000,5,0.435,0.000,0.863,0.603,2.75,2.62,4.87,0.00,0.001,1.00,1.01,1.01
130000,1852,1.612,0.114,10.99,124512,103487,1781,0,19214,0,1182286.9,0.0,0.163,0.066,0.435,0.337,300,7.77,4.36,0.01,0.23,0.03,0.41,0.10,0.94,7.63,4.23,0.00,0.00,0.004,0.048,315,0.067,0.914,0.000,0.000,0.086,292340,272443,13,0.332,0.127,0.031,531573,0.112,0.717,0.010,118.91,119454,0,0.000,0.000,0.000,581049,1.01,18.10,0.000,0.000,0.000,3,7,13,33,14384,0.055,44.41,0.0084,0.000,7,0.423,0.000,0.872,0.583,2.82,2.57,5.43,0.00,0.001,1.00,1.00,1.01
140000,1758,1.598,0.106,10.98,128254,106007,1601,0,20740,0,1201598.9,0.0,0.122,0.072,0.454,0.352,308,8.46,4.44,0.00,0.07,0.03,0.23,0.11,0.79,8.33,4.38,0.00,0.00,0.007,0.068,343,0.075,0.910,0.000,0.000,0.090,306651,288839,6,0.322,0.014,0.042,667371,0.086,0.696,0.009,121.06,122969,0,0.000,0.000,0.000,695422,1.00,17.13,0.000,0.000,0.000,3,8,14,43,14879,0.057,42.25,0.0082,0.000,9,0.456,0.000,0.887,0.590,2.90,2.60,5.59,0.00,0.001,1.00,1.00,1.00
150000,1766,1.640,0.104,11.00,126454,103804,1676,0,20966,1,1195307.5,0.0,0.189,0.075,0.462,0.274,310,8.60,5.53,0.01,0.37,0.03,0.54,0.16,1.33,8.39,5.27,0.00,0.00,0.002,0.031,347,0.060,0.909,0.000,0.000,0.091,307359,290588,4,0.336,0.013,0.052,837593,0.103,0.671,0.008,121.03,120531,0,0.000,0.000,0.000,781182,1.01,17.30,0.001,0.000,0.000,2,9,14,64,15181,0.058,42.28,0.0081,0.000,11,0.497,0.000,0.880,0.596,2.82,2.18,5.58,0.00,0.000,1.00,1.01,1.01
160000,1712,1.621,0.104,11.41,121825,99938,1584,0,20357,0,1192166.6,0.0,0.224,0.078,0.439,0.259,311,8.66,5.05,0.02,0.27,0.02,0.43,0.14,1.11,8.48,4.82,0.00,0.00,0.003,0.044,333,0.063,0.904,0.000,0.000,0.096,306406,290967,8,0.340,0.132,0.036,720913,0.108,0.671,0.008,120.45,123688,0,0.000,0.000,0.000,840010,1.01,17.08,0.000,0.000,0.000,3,9,15,47,14821,0.057,42.86,0.0082,0.006,4,0.526,0.000,0.880,0.609,2.81,2.44,5.22,0.00,0.000,1.00,1.01,1.01
170000,1796,1.599,0.104,11.44,129465,109025,1760,0,18596,2,1182567.2,0.0,0.298,0.067,0.435,0.199,293,8.29,4.75,0.03,0.41,0.01,0.18,0.10,0.78,8.15,4.58,0.00,0.00,0.001,0.028,321,0.106,0.900,0.000,0.000,0.100,307416,286269,11,0.340,0.022,0.027,593819,0.100,0.671,0.008,120.89,131858,0,0.000,0.000,0.000,767491,1.01,17.38,0.000,0.000,0.000,3,8,14,39,14893,0.057,42.42,0.0081,0.002,10,0.510,0.000,0.879,0.586,2.77,2.49,5.02,0.00,0.000,1.01,1.01,1.02
180000,1714,1.635,0.102,10.84,126300,106064,1652,0,18666,4,1197709.1,0.0,0.289,0.065,0.419,0.227,306,8.68,4.71,0.02,0.21,0.03,0.53,0.10,0.85,8.53,4.54,0.00,0.00,0.003,0.046,317,0.072,0.909,0.000,0.000,0.091,313829,292005,9,0.346,0.076,0.030,615448,0.102,0.662,0.008,120.90,128128,0,0.000,0.000,0.000,629927,1.01,16.53,0.000,0.000,0.000,3,9,14,36,14870,0.057,42.42,0.0082,0.000,21,0.463,0.000,0.873,0.605,2.88,2.39,5.58,0.00,0.000,1.00,1.01,1.01
190000,1707,1.586,0.105,10.59,127724,108848,1587,0,17296,6,1190842.1,0.1,0.298,0.077,0.371,0.254,319,8.79,4.42,0.02,0.37,0.03,0.35,0.11,0.73,8.64,4.29,0.00,0.00,0.003,0.033,328,0.046,0.897,0.000,0.000,0.103,317845,299086,10,0.397,0.048,0.035,531702,0.115,0.674,0.008,120.51,122395,0,0.019,0.000,0.000,838184,1.01,16.41,0.000,0.000,0.000,3,8,15,35,15007,0.057,42.81,0.0081,0.007,9,0.519,0.000,0.880,0.605,2.91,2.50,5.57,0.00,0.000,1.01,1.01,1.01
200000,1731,1.619,0.098,10.69,122913,107163,1540,0,14186,0,1196658.0,0.0,0.291,0.092,0.315,0.302,315,8.36,4.57,0.01,0.15,0.04,0.78,0.11,0.85,8.20,4.41,0.00,0.00,0.004,0.050,333,0.067,0.910,0.000,0.000,0.090,316776,301812,8,0.335,0.019,0.036,591085,0.120,0.662,0.008,120.16,121407,0,0.000,0.000,0.000,1109154,1.00,16.76,0.000,0.000,0.000,3,8,15,38,14478,0.055,43.15,0.0084,0.000,13,0.570,0.000,0.877,0.619,2.80,2.38,5.49,0.00,0.001,1.00,1.00,1.00
210000,1721,1.619,0.097,11.10,123113,107336,1674,0,14113,4,1203943.2,0.7,0.316,0.104,0.300,0.279,301,8.35,4.78,0.04,0.56,0.02,0.35,0.11,0.78,8.17,4.62,0.00,0.00,0.003,0.051,344,0.055,0.891,0.000,0.000,0.109,318482,297957,10,0.342,0.034,0.037,680103,0.103,0.650,0.008,120.76,125578,0,0.179,0.000,0.000,1494431,1.02,16.61,0.000,0.000,0.000,3,8,14,58,14364,0.055,42.56,0.0086,0.007,14,0.643,0.000,0.886,0.620,2.92,2.84,5.26,0.00,0.001,1.01,1.02,1.03
220000,1850,1.527,0.094,11.11,127767,113605,1805,0,12228,5,1186529.0,0.4,0.389,0.124,0.280,0.207,286,7.71,4.41,0.02,0.31,0.04,0.51,0.07,0.60,7.57,4.33,0.00,0.00,0.004,0.041,367,0.078,0.901,0.000,0.000,0.099,322387,298629,12,0.404,0.024,0.025,495854,0.092,0.654,0.008,120.05,134068,0,0.072,0.000,0.000,2237802,1.01,17.31,0.000,0.000,0.000,3,7,13,45,14255,0.054,43.27,0.0085,0.006,13,0.707,0.000,0.878,0.610,2.88,2.95,5.10,0.00,0.000,1.01,1.02,1.01
230000,1910,1.531,0.092,11.41,135902,121995,1790,0,12057,12,1196149.2,2.5,0.437,0.138,0.265,0.160,273,7.24,4.33,0.03,0.39,0.04,0.46,0.07,0.80,7.11,4.25,0.00,0.00,0.004,0.050,328,0.116,0.898,0.000,0.000,0.102,322616,297961,10,0.280,0.117,0.017,446130,0.098,0.647,0.008,120.89,139357,0,0.209,0.000,0.000,2460432,1.01,18.08,0.000,0.000,0.000,3,7,12,42,13833,0.053,42.42,0.0088,0.000,15,0.723,0.000,0.860,0.585,2.98,3.03,5.31,0.00,0.000,1.01,1.01,1.01
240000,1867,1.520,0.080,11.58,146694,132296,1807,0,12634,5,1192668.0,1.1,0.464,0.157,0.234,0.145,260,7.39,4.17,0.01,0.22,0.03,0.35,0.08,0.76,7.27,4.08,0.00,0.00,0.003,0.043,299,0.151,0.891,0.001,0.000,0.108,322363,305063,9,0.279,0.071,0.025,421841,0.112,0.598,0.006,120.75,136906,0,0.224,0.000,0.000,3279456,1.00,17.93,0.000,0.000,0.000,3,7,12,29,13790,0.053,42.56,0.0088,0.001,24,0.748,0.000,0.824,0.552,3.12,2.75,6.08,0.00,0.001,1.00,1.00,1.01
250000,1698,1.533,0.081,11.46,146912,132945,1954,0,12182,15,1190515.0,0.3,0.394,0.201,0.229,0.176,248,7.55,3.99,0.01,0.21,0.02,0.23,0.06,0.44,7.46,3.97,0.00,0.00,0.005,0.059,321,0.121,0.906,0.000,0.000,0.094,319413,298103,6,0.330,0.197,0.028,451397,0.108,0.580,0.006,120.67,139799,0,0.022,0.000,0.000,4441877,1.01,17.80,0.000,0.002,0.000,3,7,12,31,12826,0.049,42.64,0.0094,0.000,7,0.803,0.000,0.823,0.547,3.42,3.89,5.87,0.00,0.001,1.01,1.01,1.01
260000,1878,1.505,0.081,12.10,136998,122666,2049,0,12103,16,1127585.9,1.3,0.548,0.099,0.224,0.129,259,7.14,4.36,0.04,0.58,0.02,0.20,0.06,0.69,7.03,4.23,0.00,0.00,0.004,0.048,362,0.106,0.880,0.000,0.000,0.120,296135,278087,9,0.260,0.147,0.015,325076,0.094,0.595,0.006,112.28,130555,0,0.080,0.000,0.000,1550108,1.02,18.52,0.000,0.000,0.000,3,6,12,45,13414,0.051,51.04,0.0085,0.000,2,0.669,0.000,0.778,0.545,3.49,5.01,5.32,0.00,0.000,1.02,1.02,1.02
270000,2015,1.462,0.077,12.43,153279,136980,2096,0,14066,45,1205865.2,1.2,0.626,0.103,0.206,0.065,225,6.45,3.58,0.07,0.62,0.01,0.19,0.05,0.61,6.31,3.47,0.00,0.00,0.003,0.041,355,0.177,0.892,0.000,0.000,0.108,332351,312149,13,0.368,0.107,0.013,343431,0.092,0.590,0.006,120.96,151346,0,0.027,0.000,0.000,1879973,1.03,19.06,0.000,0.000,0.000,2,6,11,33,12989,0.050,42.35,0.0095,0.000,13,0.714,0.000,0.746,0.545,3.37,4.44,5.53,0.00,0.000,1.02,1.04,1.04
280000,1904,1.488,0.075,11.75,156569,139565,2180,0,14935,6,1190842.1,0.6,0.653,0.110,0.203,0.034,229,6.79,3.88,0.02,0.24,0.00,0.10,0.05,0.42,6.72,3.86,0.00,0.00,0.002,0.040,335,0.206,0.885,0.000,0.000,0.115,330580,317602,7,0.496,0.020,0.019,306511,0.100,0.581,0.006,119.34,145334,0,0.101,0.000,0.000,2292580,1.01,18.62,0.000,0.000,0.000,3,6,11,38,12919,0.049,43.98,0.0093,0.000,20,0.757,0.000,0.693,0.533,3.67,4.77,5.98,0.00,0.000,1.01,1.01,1.01
290000,1960,1.475,0.076,11.71,162678,144597,2028,0,15997,5,1192685.4,0.1,0.710,0.098,0.185,0.007,230,6.43,3.39,0.03,0.43,0.02,0.33,0.10,0.86,6.28,3.24,0.00,0.00,0.003,0.047,298,0.221,0.889,0.000,0.000,0.111,347944,338226,5,0.461,0.140,0.024,414976,0.092,0.591,0.006,120.93,150421,0,0.023,0.000,0.000,1747153,1.01,19.24,0.000,0.000,0.000,3,6,11,31,12611,0.048,42.39,0.0097,0.000,6,0.708,0.000,0.623,0.538,3.54,4.45,5.91,0.00,0.001,1.01,1.02,1.01
300000,1985,1.472,0.077,11.33,169000,150761,2205,0,16009,2,1197811.0,0.1,0.720,0.083,0.193,0.005,236,6.51,3.99,0.04,0.59,0.01,0.27,0.09,0.85,6.37,3.77,0.00,0.00,0.001,0.015,280,0.218,0.878,0.000,0.000,0.122,341385,332082,6,0.531,0.093,0.023,439064,0.091,0.583,0.005,121.11,145326,0,0.045,0.000,0.000,1408550,1.01,19.40,0.000,0.000,0.000,3,6,10,38,12915,0.049,42.20,0.0095,0.000,20,0.661,0.000,0.614,0.511,3.45,4.04,5.95,0.00,0.001,1.01,1.02,1.01
310000,1993,1.452,0.076,11.16,164850,144762,2029,0,18051,4,1200718.8,0.1,0.683,0.084,0.228,0.005,246,6.67,3.42,0.02,0.32,0.02,0.45,0.08,0.80,6.55,3.29,0.00,0.00,0.001,0.025,241,0.250,0.880,0.000,0.000,0.120,350952,342708,6,0.609,0.005,0.022,390507,0.101,0.584,0.006,121.13,147260,0,0.023,0.000,0.000,1325885,1.01,18.96,0.000,0.000,0.000,3,6,10,38,13285,0.051,42.19,0.0092,0.000,16,0.645,0.000,0.674,0.536,3.55,4.10,5.97,0.00,0.000,1.00,1.01,1.01
320000,2147,1.438,0.075,10.98,166066,145013,2036,0,18863,0,1192585.5,0.0,0.581,0.136,0.258,0.024,259,5.94,3.54,0.02,0.35,0.00,0.04,0.08,0.90,5.85,3.44,0.00,0.00,0.000,0.022,220,0.307,0.885,0.000,0.000,0.115,336106,327872,5,0.748,0.028,0.023,532233,0.106,0.578,0.006,120.59,138075,0,0.000,0.000,0.000,3361042,1.01,20.02,0.000,0.000,0.000,2,6,9,39,12758,0.049,42.72,0.0095,0.010,12,0.804,0.000,0.746,0.512,3.29,3.58,5.81,0.00,0.000,1.01,1.01,1.01
330000,2058,1.444,0.075,10.45,161616,140299,2213,0,19193,0,1195463.0,0.0,0.606,0.143,0.207,0.043,274,6.15,3.69,0.01,0.26,0.04,0.91,0.08,0.72,6.03,3.43,0.00,0.00,0.002,0.037,215,0.349,0.882,0.000,0.000,0.118,334750,328852,4,0.841,0.007,0.024,529319,0.103,0.584,0.006,120.12,129673,0,0.000,0.000,0.000,3732637,1.01,19.81,0.000,0.000,0.000,2,6,10,50,12663,0.048,43.20,0.0096,0.024,13,0.808,0.000,0.719,0.523,3.32,3.54,6.14,0.00,0.000,1.00,1.01,1.01
340000,1796,1.511,0.075,9.77,158387,137883,1998,0,18768,3,1197558.9,0.3,0.587,0.139,0.217,0.058,276,7.01,3.36,0.03,0.38,0.02,0.31,0.08,0.69,6.89,3.32,0.00,0.00,0.003,0.052,228,0.235,0.878,0.000,0.000,0.122,349299,341451,2,0.846,0.141,0.031,493178,0.110,0.580,0.006,120.43,127473,0,0.115,0.000,0.000,3262210,1.02,18.68,0.000,0.000,0.000,3,6,11,33,12598,0.048,42.89,0.0097,0.031,14,0.805,0.000,0.736,0.552,3.72,4.49,6.08,0.00,0.000,1.01,1.02,1.02
350000,1783,1.541,0.074,9.48,153592,132186,1850,0,19569,3,1196666.5,0.1,0.601,0.110,0.241,0.048,297,7.10,4.12,0.04,0.67,0.01,0.13,0.10,1.35,6.95,3.79,0.00,0.00,0.001,0.016,211,0.242,0.898,0.000,0.000,0.102,353009,344950,2,0.862,0.000,0.012,478944,0.104,0.595,0.006,120.45,116041,0,0.036,0.000,0.000,2200043,1.01,18.52,0.000,0.000,0.000,3,6,10,48,12665,0.048,42.87,0.0097,0.026,8,0.743,0.000,0.737,0.570,3.86,4.61,6.33,0.00,0.000,1.00,1.02,1.01
360000,1925,1.487,0.076,9.74,153893,131522,2131,0,20098,0,1197820.2,0.0,0.606,0.094,0.247,0.053,290,6.62,3.58,0.01,0.40,0.02,0.42,0.03,0.35,6.55,3.52,0.00,0.00,0.002,0.036,218,0.193,0.888,0.000,0.000,0.112,359341,354159,2,0.833,0.006,0.014,307851,0.116,0.584,0.006,120.33,119491,0,0.000,0.000,0.000,2148611,1.00,19.24,0.000,0.000,0.000,3,6,10,46,12751,0.049,42.99,0.0095,0.007,2,0.790,0.000,0.767,0.575,3.90,5.69,6.03,0.00,0.000,1.00,1.01,1.00
370000,1865,1.508,0.074,9.63,162632,139972,2068,0,20652,9,1202009.6,2.4,0.605,0.067,0.282,0.045,271,6.82,3.66,0.01,0.26,0.03,0.45,0.03,0.59,6.75,3.57,0.00,0.00,0.003,0.051,227,0.099,0.898,0.000,0.000,0.102,366074,362215,2,0.773,0.082,0.010,246849,0.118,0.582,0.006,121.00,122268,0,0.269,0.000,0.000,1332969,1.01,19.09,0.000,0.000,0.000,3,6,12,48,12710,0.048,42.32,0.0096,0.001,11,0.691,0.000,0.772,0.559,4.21,6.54,6.61,0.00,0.000,1.01,1.01,1.01
380000,1802,1.497,0.076,9.35,158816,137004,2082,0,19793,23,1196506.0,3.4,0.619,0.067,0.273,0.040,284,7.06,3.61,0.03,0.56,0.04,0.48,0.04,0.52,6.95,3.51,0.00,0.00,0.005,0.054,183,0.203,0.888,0.000,0.000,0.112,372201,368142,3,0.788,0.011,0.009,199973,0.108,0.587,0.006,120.87,115954,0,0.146,0.000,0.000,1360913,1.01,19.44,0.000,0.001,0.000,3,8,10,44,12729,0.049,42.44,0.0096,0.004,8,0.721,0.000,0.799,0.576,4.36,6.86,6.40,0.00,0.000,1.01,1.02,1.03
390000,1858,1.482,0.074,9.32,157756,135419,2112,0,20169,15,1202482.1,2.9,0.638,0.078,0.247,0.037,295,6.98,3.20,0.02,0.32,0.05,0.47,0.02,0.26,6.89,3.13,0.00,0.00,0.005,0.049,171,0.192,0.899,0.000,0.000,0.101,369530,366094,3,0.780,0.018,0.009,214883,0.110,0.571,0.005,121.09,108594,0,0.195,0.000,0.000,1641203,1.01,19.51,0.000,0.000,0.000,3,8,10,24,12964,0.049,42.22,0.0094,0.002,7,0.767,0.000,0.750,0.575,4.43,7.09,6.57,0.00,0.000,1.00,1.01,1.02
400000,1885,1.461,0.078,10.00,167389,144736,2112,0,20514,23,1208751.1,3.2,0.636,0.096,0.236,0.033,266,7.04,3.82,0.01,0.17,0.06,0.61,0.05,0.66,6.92,3.59,0.00,0.00,0.006,0.057,222,0.204,0.888,0.000,0.000,0.112,362045,359300,4,0.630,0.212,0.019,230030,0.120,0.587,0.006,121.52,114094,0,0.140,0.000,0.000,2103355,1.01,19.43,0.000,0.000,0.000,3,6,11,38,13273,0.051,41.79,0.0093,0.001,11,0.779,0.000,0.660,0.541,4.14,6.04,6.41,0.00,0.001,1.01,1.01,1.00
410000,1840,1.506,0.078,9.34,164454,143595,2044,0,18860,13,1187429.5,1.6,0.552,0.119,0.297,0.032,280,7.03,3.41,0.01,0.21,0.07,0.80,0.04,0.35,6.92,3.34,0.00,0.00,0.006,0.068,183,0.295,0.889,0.001,0.000,0.111,364819,360622,2,0.840,0.016,0.013,239410,0.122,0.595,0.006,120.58,113347,0,0.126,0.000,0.000,3028912,1.01,19.48,0.000,0.001,0.000,3,8,10,34,12943,0.049,42.74,0.0093,0.003,10,0.832,0.000,0.743,0.552,4.34,6.66,6.89,0.00,0.000,1.00,1.01,1.01
420000,1758,1.492,0.079,9.02,166432,145579,1860,0,19075,28,1191131.4,2.7,0.518,0.109,0.330,0.043,289,7.46,3.41,0.02,0.28,0.06,0.74,0.06,0.65,7.32,3.30,0.00,0.00,0.006,0.066,195,0.382,0.873,0.000,0.000,0.127,367537,365342,2,0.528,0.349,0.017,303514,0.132,0.581,0.006,120.40,106924,0,0.098,0.000,0.000,2531280,1.01,19.24,0.000,0.000,0.000,3,8,10,50,13111,0.050,42.91,0.0093,0.007,3,0.788,0.000,0.767,0.550,4.43,6.36,6.90,0.00,0.000,1.01,1.01,1.01
430000,1888,1.474,0.081,9.26,173542,152172,1926,0,19314,15,1190749.0,2.9,0.499,0.121,0.328,0.053,294,7.04,3.58,0.01,0.29,0.05,0.69,0.05,0.39,6.92,3.47,0.00,0.00,0.005,0.065,180,0.326,0.864,0.000,0.000,0.136,367501,366013,3,0.694,0.000,0.025,339235,0.107,0.586,0.006,120.62,110107,0,0.190,0.000,0.000,2209171,1.01,19.73,0.001,0.001,0.000,3,8,10,64,13285,0.051,42.70,0.0091,0.000,9,0.776,0.000,0.794,0.531,4.24,6.05,6.53,0.00,0.000,1.00,1.01,1.01
