step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,1949,1.505,0.131,9.24,150226,132461,1944,0,15747,5,1188589.8,0.3,0.288,0.151,0.544,0.017,342,7.04,4.01,0.03,0.57,0.03,0.35,0.02,0.34,6.96,3.85,0.00,0.00,0.003,0.030,284,0.082,0.894,0.000,0.000,0.106,335233,328059,4,0.505,0.000,0.007,123618,0.091,0.798,0.013,120.74,105869,0,0.051,0.000,0.000,3668093,1.01,18.22,0.000,0.000,0.000,2,7,12,45,13728,0.052,42.58,0.0088,0.006,8,0.810,0.000,0.882,0.559,2.98,3.60,5.11,0.00,0.000,1.01,1.01,1.01
120000,1798,1.516,0.125,9.29,152100,133827,1932,0,16492,7,1195505.9,0.9,0.316,0.136,0.505,0.043,334,7.44,4.40,0.02,0.28,0.02,0.30,0.03,0.44,7.36,4.32,0.00,0.00,0.003,0.037,306,0.068,0.898,0.000,0.000,0.102,337922,329024,5,0.415,0.006,0.009,144883,0.108,0.781,0.012,120.32,105909,0,0.132,0.000,0.000,3301539,1.01,17.42,0.000,0.000,0.000,3,6,12,38,13370,0.051,43.00,0.0090,0.001,15,0.805,0.000,0.875,0.557,3.21,4.33,5.29,0.00,0.000,1.01,1.01,1.01
130000,1821,1.556,0.111,9.71,138625,121349,1879,0,15374,3,1194976.5,0.6,0.184,0.152,0.582,0.082,313,7.28,4.23,0.04,0.42,0.04,0.72,0.01,0.21,7.19,4.11,0.00,0.05,0.003,0.044,298,0.059,0.892,0.000,0.000,0.108,333879,326514,5,0.398,0.014,0.005,103796,0.120,0.732,0.011,120.29,105856,0,0.204,0.000,0.000,3886770,1.01,17.18,0.000,0.000,0.001,3,7,12,51,13260,0.051,43.03,0.0091,0.001,11,0.816,0.000,0.885,0.591,3.30,4.56,5.77,0.00,0.001,1.01,1.01,1.01
140000,1908,1.529,0.110,9.84,135163,119279,1890,0,13907,2,1195220.6,0.2,0.161,0.148,0.573,0.118,308,6.90,3.85,0.04,0.55,0.03,0.30,0.04,0.53,6.78,3.70,0.00,0.00,0.006,0.058,317,0.067,0.904,0.000,0.000,0.096,336644,327517,5,0.442,0.013,0.009,128019,0.118,0.733,0.011,120.63,112391,0,0.123,0.000,0.000,3891910,1.01,17.67,0.000,0.000,0.000,3,6,12,31,13165,0.050,42.68,0.0092,0.006,7,0.834,0.000,0.900,0.603,3.12,3.95,5.81,0.00,0.000,1.00,1.02,1.02
150000,1827,1.551,0.116,9.47,137975,123013,1882,0,13161,2,1188437.4,0.6,0.106,0.117,0.676,0.101,313,7.22,4.58,0.02,0.39,0.09,1.06,0.03,0.35,7.07,4.31,0.00,0.00,0.007,0.060,276,0.125,0.926,0.000,0.000,0.074,340924,330685,3,0.641,0.165,0.011,164499,0.112,0.745,0.011,119.86,115205,0,0.308,0.000,0.000,2792273,1.01,17.32,0.000,0.000,0.000,2,7,12,42,13190,0.050,43.45,0.0092,0.004,12,0.798,0.000,0.895,0.600,3.26,3.98,6.13,0.00,0.000,1.01,1.02,1.01
160000,1830,1.546,0.112,9.92,139545,122897,1825,0,14820,3,1187949.9,0.2,0.114,0.130,0.698,0.058,312,7.34,4.34,0.01,0.35,0.05,0.53,0.03,0.70,7.24,4.13,0.00,0.00,0.005,0.044,273,0.103,0.904,0.000,0.000,0.096,338708,331377,4,0.689,0.015,0.003,173403,0.107,0.728,0.011,120.48,117335,0,0.064,0.000,0.000,2875900,1.00,17.06,0.000,0.000,0.000,3,7,13,38,13425,0.051,42.83,0.0090,0.000,23,0.808,0.000,0.876,0.593,3.35,4.45,6.07,0.00,0.000,1.00,1.00,1.00
170000,1847,1.516,0.109,9.97,144662,126318,1986,0,16341,4,1192371.9,0.3,0.128,0.126,0.698,0.049,292,7.01,4.10,0.04,0.51,0.06,0.91,0.01,0.23,6.90,3.77,0.00,0.00,0.004,0.046,301,0.097,0.894,0.000,0.000,0.106,345951,336482,5,0.644,0.251,0.003,109892,0.136,0.735,0.011,120.75,123661,0,0.068,0.000,0.000,2640225,1.02,17.32,0.001,0.001,0.000,3,7,11,64,12946,0.049,42.57,0.0094,0.000,18,0.812,0.000,0.868,0.585,3.39,5.26,5.99,0.00,0.001,1.01,1.03,1.02
180000,1758,1.508,0.107,9.61,147123,127392,2127,0,17693,3,1201065.1,0.4,0.065,0.124,0.707,0.105,276,6.77,3.80,0.04,0.55,0.02,0.22,0.00,0.08,6.71,3.74,0.00,0.00,0.004,0.054,272,0.096,0.899,0.000,0.000,0.101,372775,363402,3,0.745,0.008,0.001,85706,0.079,0.738,0.011,120.86,130182,0,0.146,0.000,0.000,2934350,1.01,17.67,0.000,0.000,0.000,3,6,10,42,11894,0.045,42.46,0.0102,0.000,20,0.847,0.000,0.897,0.608,3.36,5.24,6.27,0.00,0.001,1.00,1.02,1.01
190000,1798,1.532,0.110,9.78,146206,127958,2017,0,16191,3,1182717.8,0.3,0.022,0.118,0.721,0.139,278,6.93,4.01,0.02,0.34,0.03,0.36,0.02,0.30,6.87,3.92,0.00,0.00,0.004,0.049,258,0.116,0.920,0.000,0.000,0.080,356896,347277,5,0.882,0.000,0.004,60621,0.074,0.737,0.011,119.77,125767,0,0.103,0.000,0.000,2665285,1.01,16.90,0.000,0.000,0.000,2,7,11,39,12460,0.048,43.55,0.0096,0.036,3,0.827,0.000,0.890,0.593,3.56,6.18,6.72,0.00,0.000,1.01,1.01,1.01
200000,1942,1.482,0.108,9.86,132817,115969,2208,0,14496,14,1151747.5,0.6,0.033,0.115,0.630,0.222,271,6.01,3.57,0.01,0.27,0.02,0.39,0.01,0.21,5.97,3.51,0.00,0.00,0.002,0.030,221,0.130,0.926,0.000,0.000,0.074,334918,326443,2,0.921,0.010,0.002,73976,0.081,0.736,0.011,117.04,119613,0,0.044,0.000,0.000,2633114,1.01,18.27,0.000,0.000,0.000,2,6,9,35,11680,0.045,46.27,0.0099,0.107,1,0.777,0.000,0.872,0.607,3.40,6.49,6.62,0.00,0.000,1.01,1.01,1.01
210000,2014,1.450,0.107,9.80,141340,125449,2564,0,13255,2,1169399.4,0.3,0.023,0.122,0.599,0.255,257,5.97,3.46,0.01,0.24,0.02,0.43,0.01,0.24,5.93,3.40,0.00,0.00,0.002,0.040,220,0.119,0.914,0.000,0.000,0.086,328647,320678,5,0.778,0.081,0.006,75468,0.063,0.725,0.010,118.26,118844,0,0.162,0.000,0.000,3487955,1.00,18.25,0.000,0.000,0.000,2,6,9,35,12031,0.046,45.06,0.0098,0.059,1,0.810,0.000,0.872,0.574,3.48,6.95,6.91,0.00,0.000,1.00,1.01,1.01
220000,1944,1.494,0.102,9.98,147498,130491,2356,0,14721,5,1186490.8,1.0,0.013,0.106,0.638,0.243,248,6.38,3.42,0.00,0.09,0.04,0.44,0.03,0.48,6.31,3.33,0.00,0.00,0.003,0.042,210,0.124,0.912,0.000,0.000,0.088,335473,329891,4,0.905,0.062,0.006,78364,0.085,0.726,0.010,119.92,121656,0,0.195,0.000,0.000,2806515,1.00,17.45,0.000,0.000,0.000,2,6,10,27,12405,0.047,43.40,0.0097,0.008,8,0.785,0.000,0.870,0.564,3.63,6.84,7.21,0.00,0.001,1.00,1.00,1.00
230000,1753,1.503,0.087,9.97,151971,133448,2160,0,16554,16,1197903.8,1.5,0.007,0.084,0.719,0.190,243,6.89,3.81,0.02,0.27,0.05,0.70,0.02,0.27,6.80,3.67,0.00,0.00,0.003,0.043,244,0.153,0.905,0.000,0.000,0.095,351882,348669,2,0.974,0.014,0.007,90001,0.077,0.658,0.009,120.44,129944,0,0.092,0.000,0.000,2006020,1.01,16.80,0.000,0.000,0.000,2,7,11,35,12077,0.046,42.88,0.0100,0.000,3,0.757,0.000,0.882,0.571,3.74,6.37,6.98,0.00,0.000,1.00,1.01,1.01
240000,1938,1.493,0.096,9.51,148286,131208,2372,0,14521,21,1163893.6,0.2,0.010,0.088,0.670,0.232,272,6.40,3.47,0.02,0.28,0.03,0.38,0.03,0.41,6.32,3.44,0.00,0.00,0.003,0.038,230,0.144,0.916,0.000,0.000,0.084,333287,330826,2,0.982,0.017,0.010,89635,0.080,0.710,0.010,117.21,111107,0,0.012,0.000,0.000,2121981,1.01,17.66,0.000,0.001,0.000,2,7,10,28,12400,0.047,46.10,0.0095,0.000,9,0.753,0.000,0.878,0.558,3.51,6.03,6.48,0.00,0.001,1.00,1.01,1.01
250000,1774,1.522,0.100,9.15,153245,133044,2077,0,18288,2,1207580.0,0.5,0.009,0.089,0.685,0.217,264,7.10,4.12,0.01,0.39,0.02,0.46,0.03,0.61,7.04,4.04,0.00,0.00,0.003,0.049,212,0.201,0.915,0.000,0.000,0.085,358956,355548,1,1.000,0.000,0.004,101879,0.087,0.727,0.010,121.22,119316,0,0.265,0.000,0.000,1951738,1.00,16.67,0.000,0.000,0.000,2,7,12,34,12597,0.048,42.09,0.0097,0.000,8,0.748,0.000,0.867,0.576,3.72,6.37,6.79,0.00,0.000,1.00,1.00,1.00
260000,2002,1.486,0.098,9.20,155277,134403,2197,0,18449,1,1205000.1,0.1,0.015,0.093,0.675,0.217,273,6.37,3.73,0.02,0.38,0.06,1.12,0.01,0.19,6.28,3.39,0.00,0.00,0.003,0.043,231,0.195,0.894,0.000,0.000,0.106,362578,360224,2,0.848,0.148,0.003,81984,0.101,0.711,0.010,121.68,114041,0,0.123,0.000,0.000,2212852,1.00,17.82,0.000,0.000,0.000,2,7,10,56,12756,0.049,41.63,0.0096,0.000,13,0.769,0.000,0.861,0.574,3.46,5.90,6.48,0.00,0.000,1.00,1.01,1.01
270000,1730,1.533,0.094,9.41,152907,133501,2126,0,17552,2,1208212.9,0.3,0.018,0.073,0.691,0.218,262,7.11,3.98,0.04,0.51,0.03,0.41,0.02,0.60,7.02,3.84,0.00,0.00,0.003,0.043,233,0.151,0.896,0.000,0.000,0.104,364427,360546,3,0.870,0.000,0.003,162289,0.054,0.691,0.009,121.28,124774,0,0.172,0.000,0.000,1507710,1.01,16.92,0.000,0.000,0.000,3,7,11,54,12304,0.047,42.04,0.0099,0.000,19,0.737,0.000,0.877,0.583,3.58,6.16,6.69,0.00,0.001,1.01,1.01,1.02
280000,1948,1.470,0.095,8.97,152109,133379,2226,0,16286,2,1199120.2,0.0,0.012,0.065,0.684,0.239,269,6.58,3.69,0.03,0.83,0.02,0.24,0.01,0.11,6.53,3.52,0.00,0.00,0.003,0.038,210,0.193,0.900,0.000,0.000,0.100,363026,359250,2,0.829,0.008,0.004,70019,0.080,0.688,0.009,121.13,119055,0,0.000,0.000,0.000,1278656,1.00,17.60,0.000,0.000,0.000,2,7,9,56,12820,0.049,42.18,0.0094,0.000,12,0.721,0.000,0.878,0.583,3.55,6.45,6.53,0.00,0.000,1.00,1.01,1.00
290000,1847,1.508,0.096,8.61,152742,135920,2228,0,14695,4,1198947.9,0.2,0.023,0.060,0.667,0.250,270,6.87,3.51,0.03,0.31,0.02,0.36,0.03,0.60,6.80,3.43,0.00,0.00,0.004,0.060,219,0.279,0.920,0.000,0.000,0.080,351296,347536,1,0.837,0.163,0.003,108377,0.105,0.689,0.009,121.35,116468,0,0.046,0.000,0.000,1263313,1.02,17.00,0.000,0.000,0.000,2,7,11,44,12695,0.048,41.97,0.0096,0.004,4,0.693,0.000,0.867,0.568,3.73,6.37,6.55,0.00,0.000,1.01,1.02,1.02
300000,1866,1.501,0.093,9.09,154145,137619,2293,0,14214,6,1197663.9,0.7,0.033,0.090,0.653,0.225,270,6.48,3.60,0.06,0.62,0.02,0.24,0.01,0.18,6.39,3.46,0.00,0.00,0.003,0.027,215,0.294,0.926,0.000,0.000,0.074,343067,339963,2,0.946,0.048,0.004,99891,0.098,0.677,0.009,121.38,110587,0,0.113,0.000,0.000,2419288,1.02,17.58,0.000,0.000,0.000,2,7,9,35,12095,0.046,41.94,0.0100,0.050,5,0.760,0.000,0.835,0.554,3.66,6.43,6.76,0.00,0.002,1.00,1.03,1.02
310000,1894,1.482,0.091,9.24,149568,133440,2185,0,13915,4,1194732.8,0.0,0.009,0.086,0.663,0.242,266,6.81,3.48,0.05,0.64,0.02,0.38,0.03,0.35,6.71,3.28,0.00,0.00,0.003,0.042,206,0.273,0.908,0.000,0.000,0.092,348270,345803,2,0.805,0.187,0.009,91819,0.084,0.671,0.008,120.47,114248,0,0.009,0.000,0.000,1926040,1.02,17.12,0.000,0.000,0.000,3,7,10,47,12894,0.049,42.85,0.0094,0.002,11,0.750,0.000,0.842,0.574,3.73,6.38,6.89,0.00,0.001,1.01,1.02,1.02
320000,1884,1.504,0.087,9.39,148820,131952,2262,0,14616,5,1199041.4,1.0,0.011,0.070,0.674,0.244,270,5.80,3.05,0.04,0.47,0.02,0.27,0.01,0.14,5.74,2.97,0.00,0.00,0.003,0.036,179,0.167,0.917,0.000,0.000,0.083,368584,366430,2,0.837,0.027,0.004,85405,0.068,0.667,0.008,120.61,117509,0,0.197,0.000,0.000,1415571,1.02,18.97,0.000,0.000,0.000,2,6,9,34,10930,0.042,42.70,0.0111,0.003,21,0.744,0.000,0.870,0.598,3.23,5.58,6.20,0.00,0.002,1.01,1.02,1.02
330000,1989,1.463,0.089,9.28,142585,125010,2439,0,15031,10,1220761.4,1.0,0.026,0.095,0.655,0.224,271,5.82,2.82,0.06,0.40,0.02,0.20,0.02,0.31,5.73,2.77,0.00,0.04,0.003,0.036,206,0.129,0.904,0.001,0.000,0.096,382644,379170,3,0.844,0.004,0.009,104621,0.059,0.669,0.008,120.96,125098,0,0.099,0.000,0.000,2212386,1.03,18.81,0.000,0.000,0.001,2,6,9,26,11585,0.044,42.35,0.0107,0.000,13,0.849,0.000,0.897,0.629,3.30,5.78,6.30,0.00,0.001,1.02,1.04,1.04
340000,1875,1.494,0.090,9.49,159694,143207,2312,0,14289,32,1206772.4,5.3,0.030,0.074,0.680,0.217,262,6.83,3.45,0.08,0.57,0.05,0.49,0.01,0.19,6.68,3.29,0.00,0.00,0.006,0.054,255,0.211,0.891,0.000,0.000,0.109,366907,363401,2,0.748,0.121,0.005,140854,0.089,0.675,0.009,120.87,125518,0,0.165,0.000,0.000,1666573,1.04,17.26,0.000,0.000,0.000,3,7,10,38,12810,0.049,42.44,0.0096,0.000,11,0.759,0.000,0.869,0.567,3.60,6.09,6.61,0.00,0.000,1.03,1.06,1.04
350000,1788,1.492,0.096,9.59,150180,132901,2061,0,15305,22,1195354.4,1.6,0.021,0.066,0.698,0.215,256,6.85,3.33,0.05,0.67,0.04,0.37,0.03,0.55,6.73,3.19,0.00,0.00,0.005,0.052,214,0.406,0.918,0.000,0.000,0.082,355830,350689,2,0.762,0.110,0.007,106419,0.075,0.684,0.009,120.63,126300,0,0.071,0.000,0.000,1082863,1.02,17.21,0.000,0.000,0.000,3,7,10,37,12246,0.047,42.69,0.0099,0.040,5,0.627,0.000,0.838,0.581,3.71,6.37,6.45,0.00,0.001,1.02,1.03,1.02
360000,1904,1.468,0.095,9.76,141777,124785,2172,0,14704,27,1171430.1,3.5,0.009,0.066,0.687,0.238,260,6.43,3.19,0.04,0.45,0.03,0.30,0.01,0.18,6.35,3.13,0.00,0.00,0.006,0.061,200,0.436,0.905,0.001,0.000,0.095,344621,338867,4,0.816,0.000,0.005,81229,0.075,0.674,0.008,118.36,112277,0,0.128,0.000,0.000,1032985,1.02,17.70,0.000,0.001,0.000,2,7,9,35,12241,0.047,44.95,0.0097,0.036,8,0.604,0.000,0.829,0.592,3.63,6.36,6.54,0.00,0.002,1.01,1.02,1.02
370000,1881,1.495,0.098,9.55,147418,130283,2322,0,14836,13,1173227.4,0.9,0.005,0.059,0.688,0.248,256,6.54,3.45,0.07,0.55,0.04,0.29,0.02,0.42,6.41,3.37,0.00,0.00,0.006,0.050,224,0.329,0.926,0.000,0.000,0.074,340466,334658,5,0.826,0.000,0.003,89095,0.090,0.685,0.009,119.61,113019,0,0.068,0.000,0.000,921897,1.03,17.64,0.000,0.001,0.000,3,7,11,34,12294,0.047,43.70,0.0097,0.014,8,0.588,0.000,0.835,0.570,3.67,6.54,6.81,0.00,0.002,1.03,1.04,1.04
380000,1921,1.479,0.097,9.22,142347,125891,2331,0,14085,21,1168957.2,2.6,0.008,0.066,0.627,0.299,262,6.36,3.13,0.05,0.32,0.04,0.35,0.01,0.39,6.26,3.12,0.00,0.00,0.008,0.069,178,0.390,0.929,0.000,0.000,0.071,337715,334484,3,0.963,0.000,0.003,72153,0.108,0.687,0.009,118.76,110810,0,0.125,0.000,0.000,1108732,1.03,17.58,0.000,0.000,0.000,2,7,9,25,12213,0.047,44.56,0.0097,0.061,5,0.618,0.000,0.828,0.582,3.73,6.80,7.09,0.00,0.001,1.01,1.04,1.04
390000,1856,1.514,0.093,9.22,144229,129653,2079,0,12562,13,1180159.8,0.9,0.005,0.071,0.645,0.279,271,6.93,3.74,0.07,0.57,0.04,0.80,0.01,0.20,6.81,3.58,0.00,0.00,0.004,0.044,233,0.317,0.928,0.000,0.000,0.072,343417,341722,2,0.998,0.000,0.005,96696,0.075,0.679,0.009,119.97,109526,0,0.072,0.000,0.000,1185006,1.02,16.74,0.000,0.000,0.000,3,7,11,40,12869,0.049,43.34,0.0093,0.000,11,0.634,0.000,0.841,0.584,3.72,6.62,6.55,0.00,0.002,1.01,1.03,1.03
400000,1945,1.465,0.089,9.18,145269,130615,2063,0,12502,7,1194573.9,0.5,0.007,0.075,0.630,0.288,255,6.44,2.97,0.03,0.26,0.02,0.25,0.01,0.12,6.38,2.98,0.00,0.00,0.003,0.040,220,0.317,0.923,0.000,0.000,0.077,343246,340800,2,0.843,0.153,0.008,127984,0.067,0.664,0.008,121.20,114312,0,0.074,0.000,0.000,1262282,1.02,17.37,0.000,0.000,0.000,3,7,9,23,12524,0.048,42.12,0.0096,0.000,9,0.631,0.000,0.848,0.580,3.69,7.13,6.63,0.00,0.001,1.01,1.02,1.02
410000,1999,1.508,0.089,9.57,149390,134005,2082,0,13249,10,1187900.6,0.3,0.009,0.089,0.669,0.233,253,6.28,3.27,0.03,0.46,0.01,0.10,0.01,0.16,6.23,3.25,0.00,0.00,0.002,0.033,218,0.349,0.934,0.001,0.000,0.065,343722,341194,3,0.658,0.006,0.006,136582,0.086,0.660,0.008,120.94,118994,0,0.034,0.000,0.000,1884227,1.01,17.90,0.000,0.000,0.000,2,7,9,32,12550,0.048,42.38,0.0095,0.000,9,0.702,0.000,0.836,0.569,3.60,6.73,5.92,0.00,0.001,1.01,1.02,1.02
420000,1956,1.475,0.087,9.52,151341,135995,2136,0,13253,13,1199550.2,0.5,0.014,0.148,0.676,0.162,250,6.48,3.43,0.03,0.40,0.04,0.44,0.03,0.63,6.38,3.15,0.00,0.00,0.004,0.039,223,0.323,0.916,0.000,0.000,0.084,338768,334932,5,0.699,0.024,0.009,155272,0.078,0.663,0.008,121.17,120259,0,0.041,0.000,0.000,4018535,1.01,17.66,0.000,0.000,0.000,2,7,9,54,12679,0.048,42.15,0.0096,0.000,12,0.828,0.000,0.811,0.557,3.62,6.80,5.89,0.00,0.001,1.01,1.02,1.02
430000,1785,1.489,0.090,9.43,150100,134322,2106,0,13843,17,1197592.4,1.7,0.013,0.090,0.732,0.166,252,6.90,3.73,0.10,1.13,0.03,0.42,0.04,0.55,6.72,3.45,0.00,0.00,0.005,0.055,261,0.293,0.895,0.001,0.000,0.105,349353,345497,3,0.730,0.000,0.009,135357,0.110,0.668,0.008,120.85,126544,0,0.100,0.000,0.000,1891453,1.04,17.08,0.000,0.000,0.000,3,7,11,37,12313,0.047,42.47,0.0100,0.000,14,0.735,0.000,0.832,0.573,3.65,6.87,5.88,0.00,0.002,1.03,1.05,1.04
