step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1247,1.732,0.411,7.99,68019,62557,665,0,4987,1422,1058951.5,79.9,0.268,0.303,0.339,0.090,581,10.65,6.40,0.09,0.62,0.02,0.24,0.12,1.15,10.42,6.31,0.00,0.00,0.004,0.052,248,0.083,0.905,0.000,0.000,0.095,185957,176516,10,0.532,0.001,0.041,762791,0.147,1.491,0.047,93.19,60812,0,0.056,0.000,0.000,3119495,1.04,14.41,0.001,0.001,0.000,4,10,17,64,13285,0.051,70.25,0.0081,0.031,24,0.875,0.000,0.793,0.642,3.48,4.38,5.22,0.00,0.001,1.03,1.05,1.04
20000,1482,1.534,0.349,6.78,104651,93852,1282,0,9282,10,961063.8,0.4,0.102,0.150,0.594,0.154,512,8.21,4.51,0.02,0.65,0.02,0.31,0.05,0.58,8.12,4.39,0.00,0.00,0.003,0.042,178,0.093,0.872,0.000,0.000,0.128,234025,227975,5,0.887,0.001,0.017,448436,0.068,1.385,0.040,95.61,65242,0,0.037,0.000,0.000,2203055,1.01,16.12,0.000,0.000,0.000,4,6,15,43,12166,0.046,67.83,0.0080,0.000,38,0.786,0.000,0.882,0.562,3.21,3.02,6.48,0.00,0.000,1.01,1.01,1.01
30000,1436,1.510,0.308,6.60,122052,110861,1429,0,9808,5,960155.3,0.3,0.113,0.123,0.687,0.078,524,8.05,4.02,0.01,0.18,0.04,0.69,0.05,0.48,7.96,3.92,0.00,0.00,0.002,0.032,167,0.142,0.876,0.000,0.000,0.124,244710,241845,3,0.857,0.000,0.017,247066,0.099,1.309,0.036,95.61,64594,0,0.069,0.000,0.000,1816898,1.01,16.25,0.000,0.000,0.000,5,6,13,40,11563,0.044,67.83,0.0084,0.000,33,0.720,0.000,0.892,0.512,3.38,3.67,6.33,0.00,0.001,1.00,1.01,1.01
40000,1542,1.511,0.279,6.74,131854,117647,1715,0,12386,7,970637.3,1.0,0.137,0.142,0.617,0.105,496,7.22,4.21,0.02,0.50,0.03,0.41,0.01,0.17,7.16,4.07,0.00,0.00,0.002,0.031,164,0.150,0.873,0.000,0.000,0.127,270493,267918,2,0.941,0.001,0.005,152045,0.102,1.241,0.032,96.04,69882,0,0.144,0.000,0.000,2558166,1.00,17.66,0.000,0.000,0.000,3,6,12,62,11131,0.042,67.40,0.0088,0.000,46,0.806,0.000,0.907,0.519,3.39,3.68,6.70,0.00,0.000,1.00,1.00,1.00
50000,1576,1.468,0.242,6.71,138332,124276,1737,0,12285,2,966107.9,0.4,0.077,0.142,0.695,0.085,461,7.21,3.61,0.03,0.41,0.01,0.32,0.04,0.89,7.14,3.47,0.00,0.00,0.002,0.039,141,0.261,0.903,0.000,0.000,0.097,264109,261270,2,0.904,0.003,0.006,139260,0.113,1.152,0.027,96.08,65723,0,0.180,0.000,0.000,2480687,1.01,18.18,0.000,0.000,0.000,3,7,12,40,11366,0.043,67.35,0.0086,0.000,45,0.782,0.000,0.855,0.484,3.86,5.45,5.69,0.00,0.000,1.00,1.01,1.01
60000,1468,1.475,0.192,6.43,144149,130348,1753,0,12156,2,966781.1,0.4,0.051,0.111,0.787,0.051,453,7.88,4.02,0.04,0.73,0.00,0.10,0.02,0.39,7.81,3.84,0.00,0.00,0.000,0.004,136,0.398,0.890,0.000,0.000,0.110,268973,266923,2,0.917,0.000,0.005,95418,0.122,1.015,0.021,96.09,60657,0,0.202,0.000,0.000,1741915,1.02,17.54,0.000,0.000,0.000,5,8,11,62,11570,0.044,67.35,0.0084,0.000,39,0.709,0.000,0.768,0.472,4.28,5.79,6.63,0.00,0.000,1.01,1.02,1.02
70000,1522,1.462,0.189,6.57,146121,131153,1967,0,12947,0,963077.3,0.0,0.077,0.077,0.829,0.016,450,7.44,2.88,0.03,0.72,0.00,0.08,0.02,0.41,7.39,2.81,0.00,0.00,0.000,0.003,111,0.486,0.890,0.000,0.000,0.110,291521,289459,3,0.917,0.026,0.005,74115,0.120,0.995,0.020,95.84,55243,0,0.000,0.000,0.000,1146801,1.01,17.99,0.000,0.000,0.000,4,8,10,37,11322,0.043,67.60,0.0086,0.000,37,0.680,0.000,0.713,0.504,4.48,5.90,7.14,0.00,0.000,1.01,1.01,1.01
80000,1561,1.461,0.163,6.68,146176,132577,1801,0,11759,12,962710.8,0.4,0.086,0.108,0.778,0.028,386,7.33,3.66,0.05,0.76,0.01,0.28,0.06,1.29,7.21,3.36,0.00,0.00,0.002,0.034,135,0.398,0.892,0.000,0.000,0.108,274506,270109,3,0.920,0.014,0.012,91136,0.125,0.914,0.017,96.11,55773,0,0.037,0.000,0.000,1690935,1.02,18.02,0.000,0.000,0.000,4,8,10,49,11448,0.044,67.33,0.0086,0.000,35,0.715,0.000,0.704,0.475,4.17,5.30,6.82,0.00,0.000,1.02,1.03,1.02
90000,1562,1.439,0.140,6.55,153620,140375,1847,0,11397,7,960346.8,0.6,0.059,0.110,0.801,0.030,396,7.30,2.44,0.01,0.12,0.06,0.44,0.02,0.56,7.21,2.38,0.00,0.00,0.007,0.057,118,0.538,0.891,0.000,0.000,0.109,272560,269361,3,0.849,0.060,0.004,112431,0.136,0.823,0.013,95.73,58302,0,0.080,0.000,0.000,1554489,1.01,18.25,0.000,0.001,0.000,5,8,8,30,11396,0.043,67.71,0.0085,0.003,40,0.662,0.000,0.697,0.445,4.51,5.80,7.07,0.00,0.001,1.01,1.01,1.01
100000,1516,1.432,0.129,6.16,152480,137980,1775,0,12771,7,954692.1,0.8,0.064,0.133,0.774,0.030,417,7.66,3.58,0.04,0.80,0.02,0.30,0.10,1.99,7.50,2.76,0.00,0.00,0.003,0.032,98,0.608,0.875,0.000,0.000,0.125,278458,276083,2,0.932,0.000,0.007,49083,0.153,0.765,0.011,95.27,51872,0,0.119,0.000,0.000,2243786,1.02,18.05,0.000,0.000,0.000,5,8,8,62,11614,0.044,68.17,0.0084,0.000,44,0.739,0.000,0.643,0.460,4.69,6.25,7.24,0.00,0.001,1.01,1.02,1.02
