step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies
1000,11909,7865,85042,256392,237557,169285,2065,41851,142,0,184866,2754718,167279.616,42361.020,1.0275,30488.659,0.235,0.297,0.244,0.223,0.572,0.366,352,0.0316,0.5999,0.093,24.4,56.3,96.4,51.78,5.41,6.61,2.11,37.65,7.86,1.084,0.123,0.162,0.165,18.962,0.274,0.0028,143,417,1347,7641,36,0,0.000,5375,3998,3014,4897,1662,3307,6940,0.00,1.31,20682,29.6683,41070,11948,497348,2599.2,-0.0,293303,35.459,2619476.181,8.89e-16,0.00046,30.00,79200,56.902,2.514,53.741,0.647,56.905,8476,663,2770,0.3094,0.870,1.061,1.320,1.073,0.937,1.152,35441.429,28512.048,115611.091,35333.414,46823.770,7545.741,2393.824,1932.796,0.614,0.538,0.548,0.729,0.621,0.622,14977,25039,0.7471,0.6450,0.6240,0.9998,0.0477,0.0383,0.4805,0.7718,0.8159,0.1223,0.0596,0.0292,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,20053,0.9998,0.6545,0.6698,0.9994,0.0477,0.0383,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0470,5.4035,5.1101,0.0685,0.1792,0.1471,0.370,0.277,0.274,0.274,5977,0.1069,0.0105,0.0125,0.00226,0.00171,0.00144,22.70,26.30,27.65,49.1271,0.0329,82.7188,18.1366,17.3226,840426,1729329,2.2662,0.0014,1032.6,49.1271,21.62,0,0,0,0,0,0,4047,11872.361,10981.046,0.9785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,31786.0,7.4171,8.7185,0.9409,108.110,1634.302,479.222,1131.072,24007.7
2000,12349,3633,44302,83201,73876,38274,625,19334,44,0,192870,2254419,49903.106,24426.048,1.3276,8422.675,0.143,0.561,0.147,0.149,0.558,0.330,178,0.0453,0.6047,0.076,14.4,40.7,87.2,39.13,3.92,8.62,0.67,25.92,7.28,1.119,0.193,0.173,0.180,10.550,0.192,0.0029,135,909,778,7486,47,0,0.000,6006,1735,3280,7334,762,1580,10007,0.00,5.62,23444,19.9858,41380,18024,481074,2296.5,-0.0,340141,19.943,2619476.181,1.96e-14,0.00005,25.34,27187,25.033,2.511,21.916,0.606,25.036,4093,2862,5394,0.3259,0.895,1.050,1.491,1.189,0.925,1.168,10376.262,19235.876,23904.518,10340.545,24080.718,11795.206,1289.316,2918.851,0.562,0.572,0.545,0.501,0.372,0.485,28584,11316,0.7496,0.5511,0.5479,0.9997,0.0391,0.0546,0.4639,0.7938,0.8712,0.1975,0.0246,0.0237,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6196,0.9980,0.6946,0.7652,0.9989,0.0391,0.0546,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0828,5.2950,5.1317,0.0553,0.0905,0.0692,0.091,0.126,0.109,0.107,3401,0.1581,0.0042,0.0034,0.00188,0.00070,0.00047,24.08,27.40,27.08,219.4095,0.0736,34.8584,14.3452,5.5981,860128,1724889,2.8093,0.0131,1726.2,219.4095,26.00,0,0,0,0,0,0,3571,16003.373,14787.827,0.9642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,22367.4,4.9964,5.7343,0.7138,122.906,365.092,96.886,269.679,22535.3
3000,12319,3609,63655,123883,109683,59073,1155,24861,266,0,283863,3676104,59484.481,32154.630,1.1553,11658.311,0.085,0.712,0.108,0.095,0.560,0.318,406,0.0795,0.6709,0.054,15.0,40.3,77.0,34.42,3.40,8.66,0.76,21.59,7.01,1.228,0.212,0.183,0.191,9.559,0.176,0.0030,106,437,869,14890,56,0,0.000,5867,92,2221,10006,399,1722,10198,1.00,7.36,26735,23.4825,41545,17461,466365,2184.0,-0.0,362208,16.108,2619476.181,2.84e-15,0.00094,14.43,38399,26.958,2.507,23.992,0.459,26.962,3984,2408,5927,0.2545,0.951,1.113,1.695,1.281,0.958,1.301,14003.571,28572.137,19716.024,13907.540,37519.228,9117.565,3129.906,8248.847,0.544,0.564,0.567,0.435,0.408,0.531,33767,18869,0.7200,0.3535,0.4402,0.9996,0.0329,0.0450,0.4992,0.8762,0.8862,0.2073,0.0234,0.0267,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,7606,0.9990,0.7621,0.7518,0.9987,0.0329,0.0450,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1960,5.0596,5.3634,0.0523,0.0997,0.0885,0.111,0.126,0.101,0.125,3119,0.1625,0.0057,0.0027,0.00172,0.00083,0.00061,22.60,27.99,27.25,556.2941,0.0817,51.9844,6.7938,9.3145,865902,1723651,3.1873,0.0287,1994.8,556.2941,22.38,0,0,0,0,0,0,8964,20496.318,18407.602,0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,18495.1,5.8706,4.1302,0.5482,77.744,450.032,110.143,338.218,24205.5
4000,10352,3732,57349,109200,97392,51028,823,21581,134,0,262402,3683367,54703.537,29647.064,1.1886,10153.624,0.077,0.782,0.072,0.070,0.559,0.325,220,0.0896,0.6612,0.047,15.9,40.6,78.8,31.63,3.86,8.71,0.57,18.49,6.65,1.328,0.209,0.229,0.239,10.001,0.193,0.0028,102,444,881,9969,101,0,0.000,5796,47,2527,7778,393,1419,8540,1.75,8.02,28040,23.2776,41794,18715,454763,1769.9,-0.0,379125,12.867,2619476.181,5.16e-15,0.00089,37.93,33984,24.268,2.488,21.356,0.423,24.271,3750,1704,4898,0.2150,0.976,1.214,1.804,1.362,0.969,1.427,12187.402,27200.323,18192.478,12091.112,34573.569,8397.275,2386.112,8710.053,0.587,0.549,0.547,0.413,0.400,0.521,37688,23420,0.7741,0.4298,0.4134,0.9991,0.0292,0.0481,0.4994,0.9944,0.9174,0.2291,0.0213,0.0354,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4785,0.9980,0.8392,0.7805,0.9983,0.0292,0.0481,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3638,4.9591,5.4689,0.0542,0.0881,0.0777,0.142,0.079,0.069,0.111,1705,0.0481,0.0058,0.0023,0.00201,0.00069,0.00068,27.02,26.17,26.57,767.0570,0.0828,47.2761,4.8749,7.9919,868883,1723630,3.1033,0.0417,2036.9,767.0570,25.42,0,0,0,0,0,0,7691,19493.440,17487.943,0.9377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,17324.0,5.8194,3.5242,0.4535,45.398,435.826,106.584,335.319,18128.6
5000,9961,3584,49923,87360,75913,36745,692,20009,99,0,237336,3552870,44660.624,25355.751,1.1939,7645.740,0.050,0.826,0.055,0.069,0.557,0.328,205,0.0891,0.6630,0.046,15.4,38.8,75.1,30.00,3.54,8.84,0.41,17.21,6.53,1.351,0.219,0.235,0.247,9.726,0.201,0.0028,109,486,857,8544,63,17,0.199,5638,43,2519,7399,294,1112,8555,2.75,9.33,31920,24.0412,41994,21652,447619,1802.4,-0.0,394379,11.443,2619476.181,9.42e-15,0.00049,12.68,29920,21.980,2.479,19.046,0.455,21.983,3334,1894,4733,0.2388,0.965,1.225,1.861,1.374,0.970,1.488,10425.878,22592.858,13824.195,10337.565,28144.604,7295.985,1942.012,8472.014,0.606,0.529,0.541,0.406,0.348,0.467,47169,16977,0.7351,0.3213,0.3850,0.9968,0.0329,0.0479,0.5065,1.0441,0.9008,0.2456,0.0233,0.0312,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3970,0.9979,0.9055,0.7759,0.9972,0.0330,0.0480,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4849,4.9240,5.4627,0.0512,0.0606,0.0499,0.068,0.073,0.059,0.052,1098,0.0268,0.0048,0.0018,0.00241,0.00050,0.00055,27.17,26.84,26.51,854.7053,0.0743,39.0091,4.4416,7.0011,871431,1721925,2.2973,0.0363,2019.4,854.7053,23.03,0,0,0,0,0,0,8161,17710.011,15681.231,0.9353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,17274.5,6.0103,3.3746,0.4178,33.591,352.931,86.580,268.965,15513.8
6000,9961,3479,45233,77626,67230,31697,696,18224,82,0,208577,3090493,42240.331,22200.332,1.2399,6037.168,0.058,0.831,0.050,0.061,0.529,0.353,284,0.0828,0.6568,0.051,15.0,39.9,76.5,30.57,4.20,8.71,0.31,17.35,6.53,1.360,0.205,0.303,0.315,9.512,0.206,0.0028,109,499,848,8829,100,21,0.470,5612,169,2114,7678,538,1676,7747,3.00,8.99,35692,27.7782,42206,23657,440616,1464.6,-0.0,407679,10.869,2619476.181,7.47e-15,0.00011,23.20,26047,20.383,2.516,17.433,0.433,20.386,4292,1510,4159,0.2267,0.961,1.240,1.899,1.305,0.971,1.558,8825.941,19400.055,15800.236,8777.309,23699.954,7680.004,1460.852,7022.308,0.588,0.459,0.519,0.400,0.322,0.458,57269,15362,0.6390,0.3084,0.3715,0.9981,0.0320,0.0494,0.4969,1.1449,0.9669,0.2238,0.0161,0.0406,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3952,0.9988,0.9096,0.8340,0.9971,0.0321,0.0497,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4565,4.7758,5.5061,0.0494,0.0568,0.0507,0.074,0.060,0.066,0.071,1098,0.0280,0.0053,0.0023,0.00270,0.00055,0.00047,23.37,26.56,26.17,988.9145,0.0726,32.9367,4.3965,6.4720,871577,1721532,1.3532,0.0118,1893.5,988.9145,19.40,0,0,0,0,0,0,6515,16163.165,14424.115,0.9335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,17356.2,6.9446,3.7130,0.4209,40.706,344.384,84.984,255.573,19341.0
7000,10661,3839,45446,87112,76280,41004,662,18994,115,0,224134,3303570,50057.919,25410.346,1.3170,6961.359,0.071,0.818,0.046,0.065,0.537,0.357,175,0.0717,0.6431,0.053,17.8,43.8,77.2,34.50,4.16,8.60,0.37,21.36,6.70,1.336,0.188,0.308,0.321,9.708,0.179,0.0027,127,559,925,9231,145,20,0.162,5816,828,1606,8227,1185,1976,7500,2.25,8.69,31162,28.2180,42450,22868,435057,1897.5,-0.0,426101,12.665,2619476.181,7.64e-15,0.00008,24.47,30940,22.546,2.496,19.531,0.519,22.549,5130,1387,4144,0.2350,0.906,1.166,1.939,1.264,0.926,1.563,8229.469,17599.815,27057.960,8158.624,21802.694,10998.236,1183.764,6266.988,0.592,0.470,0.510,0.489,0.389,0.500,65032,14156,0.6754,0.2587,0.3532,0.9995,0.0409,0.0538,0.5044,0.7769,0.9974,0.1835,0.0220,0.0367,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2883,0.9992,0.6408,0.8154,0.9988,0.0409,0.0539,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5330,5.0530,5.3619,0.0475,0.0541,0.0460,0.071,0.062,0.073,0.062,1865,0.0727,0.0049,0.0029,0.00219,0.00050,0.00040,26.69,27.87,26.86,1046.2509,0.0880,30.3771,6.6450,6.0199,872603,1720267,0.9361,0.0051,1742.7,1046.2509,21.78,0,0,0,0,0,0,6733,18448.988,16527.467,0.9389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,16400.7,7.0545,3.8315,0.4479,56.640,445.114,117.462,322.204,24789.0
8000,11874,3424,57009,111572,98837,53584,979,20440,222,0,264790,3597569,54672.323,29220.619,1.2695,8210.478,0.052,0.813,0.076,0.059,0.543,0.349,190,0.0705,0.6580,0.057,17.8,36.1,63.9,28.11,3.23,7.73,0.33,16.82,6.30,1.349,0.205,0.252,0.269,7.826,0.191,0.0027,103,503,799,13479,78,16,0.362,6392,767,1847,9260,1583,1131,9160,2.75,9.15,27375,24.4209,42556,21189,423320,2058.7,-0.0,447245,12.979,2619476.181,2.13e-15,0.00042,7.77,40610,24.620,2.506,21.337,0.776,24.624,4479,2375,5020,0.2831,0.943,1.095,1.977,1.256,0.955,1.619,9891.307,22548.347,25628.670,9810.929,27443.202,12510.006,1221.036,7279.099,0.604,0.480,0.508,0.492,0.397,0.512,65779,20841,0.6476,0.3207,0.3400,1.0000,0.0386,0.0392,0.5362,0.9250,0.9917,0.2138,0.0193,0.0325,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2712,0.9993,0.7169,0.8240,0.9987,0.0386,0.0392,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5270,4.9982,5.8370,0.0427,0.0509,0.0439,0.060,0.064,0.060,0.072,2973,0.1012,0.0025,0.0028,0.00183,0.00062,0.00054,22.72,27.23,26.73,905.9739,0.0902,37.6887,7.2580,5.7212,877472,1718575,1.3115,0.0270,1769.5,905.9739,16.84,0,0,0,0,0,0,8608,21010.141,18697.412,0.9356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,14316.5,6.1052,3.2821,0.4663,68.442,457.689,113.053,349.992,19433.6
9000,7062,2653,43426,79477,69196,35314,737,18123,142,0,188177,3069370,38698.567,21439.088,1.2404,6850.677,0.053,0.854,0.036,0.057,0.527,0.364,100,0.1048,0.6697,0.053,19.1,40.1,69.6,28.42,3.79,7.95,0.32,16.37,6.21,1.446,0.202,0.318,0.344,9.329,0.200,0.0029,112,497,633,7883,70,14,0.181,4063,70,1452,5540,196,1211,5655,3.50,11.45,30335,24.1397,42728,22048,410277,1238.7,0.0,460213,10.829,2619476.181,7.11e-15,0.00130,30.68,29847,20.429,2.642,17.425,0.362,20.432,2935,893,3234,0.1916,0.983,1.424,1.997,1.295,0.970,1.713,6102.343,18892.730,16062.635,6055.668,23430.941,6799.582,813.863,6974.965,0.576,0.471,0.513,0.435,0.319,0.487,65887,18322,0.7184,0.2769,0.3328,0.9998,0.0340,0.0439,0.5156,1.0380,0.9553,0.2270,0.0124,0.0409,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2723,0.9983,0.7562,0.8503,0.9986,0.0340,0.0439,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5886,4.8984,5.9647,0.0468,0.0521,0.0456,0.042,0.073,0.066,0.067,2166,0.0914,0.0033,0.0025,0.00197,0.00047,0.00054,24.74,26.62,26.71,832.1625,0.0640,29.9047,5.0728,5.7560,880226,1719255,2.2758,0.0432,1865.9,832.1625,18.95,0,0,0,0,0,0,6762,14588.411,12833.081,0.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,13813.1,6.0349,2.7902,0.4261,50.930,315.094,75.289,246.745,12493.9
10000,8340,2588,36992,61711,52829,24192,527,13725,109,0,155460,2428206,34349.748,16219.467,1.2196,4369.954,0.039,0.869,0.040,0.052,0.507,0.377,102,0.0791,0.6589,0.048,20.2,39.5,68.4,28.94,3.21,8.10,0.31,17.32,6.34,1.393,0.202,0.297,0.314,8.266,0.186,0.0027,106,503,528,6298,64,16,0.083,4679,80,1675,6585,177,1068,7095,4.50,12.34,34435,26.1925,42911,22520,402658,1398.7,-0.0,468295,8.694,2619476.181,7.82e-15,0.00565,11.37,22220,15.106,2.471,12.215,0.420,15.109,3064,1473,3803,0.2182,0.976,1.150,1.994,1.262,0.962,1.665,7385.547,14818.214,13871.094,7325.422,17523.186,5926.568,1022.692,4900.253,0.534,0.492,0.492,0.373,0.283,0.460,70319,12462,0.6632,0.1747,0.2860,0.9996,0.0306,0.0533,0.5070,0.9537,0.9511,0.2155,0.0107,0.0334,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2914,0.9986,0.6464,0.7679,0.9982,0.0306,0.0533,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4056,4.7348,5.9820,0.0427,0.0568,0.0511,0.064,0.071,0.069,0.085,1393,0.0811,0.0030,0.0029,0.00223,0.00038,0.00046,26.71,26.68,26.88,944.9499,0.0593,25.2051,4.0351,4.6587,880540,1717593,3.1453,0.0473,1842.5,944.9499,19.36,0,0,0,0,0,0,5111,11849.513,10462.218,0.9409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,14493.0,6.5481,2.8043,0.4093,40.240,277.273,66.414,208.099,15254.0
