step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5478,1171.9606,994.64,99.52,1.77,305,2.33,0.206,14.976,0.5217,28.195,1760.02,347.7878
1000,-60,1,2254,1032.6361,909.39,525.40,0.98,271,0.60,0.110,16.178,0.9397,39.232,1140.76,300.8708
1000,-60,2,2,0.8323,0.00,2.47,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.99,0.4375
1000,-50,0,7391,1679.0228,1433.61,99.05,14.52,612,11.85,2.200,10.190,0.3945,54.472,2338.61,528.6694
1000,-50,1,1303,743.8222,375.39,452.24,16.96,229,10.33,1.912,11.109,0.7643,90.475,593.58,239.3467
1000,-50,2,4,1.8706,0.00,6.69,30.22,1,13.44,1.574,7.922,0.9540,89.380,1.92,1.0184
1000,-40,0,6603,1169.0087,936.76,43.24,25.98,483,21.33,6.384,6.807,0.3277,114.657,1522.76,322.1139
1000,-40,1,1478,746.6074,345.27,541.36,24.62,220,18.90,5.594,7.996,0.6340,182.733,723.33,281.8596
1000,-30,0,5653,1152.2123,737.88,91.22,32.76,414,28.21,10.420,5.051,0.3484,243.225,1489.04,352.7409
1000,-30,1,2332,1010.0533,493.08,937.63,29.80,343,26.43,9.780,5.887,0.5317,325.777,959.33,348.1509
1000,-30,2,192,89.8362,36.28,259.23,37.07,26,28.67,11.082,5.285,0.6122,453.803,74.48,31.6364
1000,-20,0,3066,735.1453,574.65,65.33,44.10,135,33.61,13.931,3.937,0.3505,416.274,823.11,214.7024
1000,-20,1,1985,825.8711,447.95,700.35,32.74,230,31.89,13.104,4.536,0.4872,517.143,766.38,263.0934
1000,-20,2,3168,1736.6884,936.40,8011.89,33.29,576,31.42,12.949,4.752,0.7684,766.906,1095.63,603.6093
1000,-10,0,3066,638.8737,562.01,63.33,53.48,20,37.10,16.314,3.281,0.3437,571.190,1033.78,192.8606
1000,-10,1,1885,747.8519,524.13,544.61,36.30,72,36.31,15.939,3.580,0.4650,737.939,647.11,197.0985
1000,-10,2,3273,1665.0434,832.42,9305.44,33.48,582,33.41,14.462,4.507,0.8057,1030.334,942.74,552.6760
1000,0,0,3040,592.8876,600.73,59.65,58.78,8,38.97,17.511,2.884,0.3135,617.192,1162.46,165.9508
1000,0,1,2127,905.9410,770.38,692.01,43.64,40,38.00,17.049,3.231,0.4656,862.423,784.47,217.6826
1000,0,2,3200,1653.9218,864.48,8042.40,35.49,553,33.69,14.840,4.626,0.7491,1027.231,934.48,498.2798
1000,10,0,4663,1126.6003,939.12,98.68,59.80,51,37.80,16.736,3.130,0.3220,563.315,1801.03,311.4293
1000,10,1,2346,1077.7111,723.47,838.22,47.41,144,35.89,15.804,3.806,0.4539,700.784,933.57,276.1042
1000,10,2,2436,1331.8959,646.17,5617.44,16.91,456,30.23,13.004,5.742,0.7535,795.643,814.76,414.6973
1000,20,0,5455,975.5616,648.42,89.18,52.79,188,32.83,13.730,4.412,0.2670,302.625,1932.78,304.3430
1000,20,1,2361,1114.4439,487.09,895.91,38.46,262,30.84,12.793,5.130,0.4829,461.008,1055.61,336.6710
1000,20,2,629,377.6281,152.52,1064.93,-1.83,124,27.41,11.365,6.525,0.7357,591.318,266.56,123.5002
1000,30,0,7231,1200.7551,854.51,76.59,36.30,601,26.58,9.938,5.975,0.2738,171.195,1770.20,327.4653
1000,30,1,1830,1003.4330,563.85,814.80,48.15,281,29.48,11.256,4.836,0.5139,352.411,790.85,291.6605
1000,30,2,213,151.6888,77.88,233.19,72.50,49,26.57,9.563,5.621,0.7022,334.670,89.68,43.7212
1000,40,0,6889,1007.4424,707.64,39.04,28.70,624,19.99,6.144,7.733,0.2778,90.476,1116.05,230.8665
1000,40,1,1069,636.5826,327.13,446.54,51.46,148,23.69,7.486,5.995,0.6808,224.443,463.08,201.9151
