step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,7734,432103.4660,2757.23,37.40,1.54,0,1.83,0.178,15.325,0.6436,31.420,496.03,46438.7747
1000,-50,0,8698,413381.0145,2304.22,21.69,14.90,0,11.62,2.156,10.327,0.4501,59.881,521.46,36676.2916
1000,-40,0,8081,375903.3693,1493.20,17.85,25.73,0,20.88,6.240,7.025,0.3837,127.108,307.11,30289.7437
1000,-30,0,8174,469981.3109,1546.86,31.62,32.02,0,27.71,10.252,5.295,0.4066,271.588,316.83,47377.2164
1000,-30,1,3,551.1665,5.53,1.20,33.22,0,31.06,12.165,4.411,0.8997,611.441,0.00,38.1933
1000,-20,0,7952,574093.0287,2028.76,120.45,37.19,0,32.34,13.344,4.397,0.5316,561.786,355.89,68815.8396
1000,-20,1,266,34141.0572,186.84,42.67,37.00,0,32.64,13.633,4.376,0.9314,993.330,21.69,5898.9785
1000,-20,2,1,189.5451,1.87,3.14,61.99,0,31.82,13.157,4.609,0.8930,840.607,0.08,16.6472
1000,-10,0,7268,502774.3893,1666.00,103.30,40.20,0,35.52,15.523,3.816,0.5244,751.180,254.50,56526.3140
1000,-10,1,955,122571.9728,666.65,154.24,52.12,0,34.94,15.248,4.003,0.7903,1103.674,79.01,21327.5027
1000,-10,2,1,199.7226,1.42,4.83,4.88,0,30.94,13.264,5.276,1.0000,984.531,0.00,17.1311
1000,0,0,7231,490339.2664,1619.65,84.80,43.26,0,36.99,16.519,3.544,0.4877,804.445,257.48,53449.0228
1000,0,1,1133,147860.2864,893.93,208.57,63.76,0,34.89,15.441,4.237,0.7155,1039.436,120.44,26517.4393
1000,0,2,3,538.7544,3.64,6.02,17.01,0,32.07,14.052,5.157,1.0000,1051.428,0.05,50.9351
1000,10,0,9009,590773.2391,2523.28,99.31,45.45,0,35.61,15.654,3.888,0.4527,651.091,556.75,69059.0290
1000,10,1,436,55093.5976,338.09,61.89,50.08,0,30.59,13.230,5.712,0.7417,787.354,46.32,9898.0265
1000,20,0,8445,440018.7614,1852.60,38.56,44.72,0,31.87,13.292,4.770,0.3623,368.407,645.19,49714.2003
1000,30,0,9274,395196.5530,1657.17,26.34,39.47,0,27.15,10.189,5.742,0.3311,210.708,565.44,35987.4528
1000,40,0,8170,278022.0342,1151.21,19.91,32.68,0,20.58,6.365,7.464,0.3442,112.901,453.06,22478.0471
1000,50,0,5716,106170.5033,457.84,6.23,22.83,0,11.86,2.484,10.584,0.2546,37.759,260.95,7718.1339
1000,60,0,3855,9769.1679,38.02,0.38,11.92,0,2.35,0.233,15.055,0.1142,5.152,113.71,263.6801
1000,70,0,4656,2844.6838,3.27,0.17,8.42,0,-5.43,0.001,20.728,0.0813,0.899,62.33,52.6553
1000,80,0,3564,831.5153,0.31,0.05,4.84,0,-11.91,0.000,26.913,0.0684,0.200,11.85,7.6559
2000,-60,0,7734,155.1111,1790.09,35.64,-16.72,0,-9.69,0.000,24.745,0.6632,10.521,414.24,14.8181
2000,-50,0,8698,641.8560,1932.17,20.80,-7.79,0,0.93,0.121,15.985,0.4836,23.891,422.33,57.4398
2000,-40,0,8081,700.0968,1495.47,17.18,3.79,0,11.76,2.218,10.293,0.4413,62.370,280.29,53.4618
2000,-30,0,8174,895.1064,1709.80,30.53,16.20,0,20.70,6.275,7.203,0.4989,165.384,353.86,82.4240
2000,-30,1,3,0.2275,3.49,1.15,30.76,0,25.90,8.977,5.576,1.0000,417.509,0.00,0.0029
2000,-20,0,7964,1148.2020,2246.82,118.00,25.01,0,27.54,10.262,5.468,0.6273,391.701,385.78,135.3994
2000,-20,1,254,93.6971,195.71,40.52,35.93,0,29.38,11.408,5.112,0.9650,641.150,20.98,13.0598
2000,-20,2,1,0.9988,1.95,3.17,19.66,0,27.32,10.192,5.643,1.0000,563.619,0.06,0.0437
2000,-10,0,7295,849.0779,1759.55,102.56,33.29,0,33.27,13.928,4.221,0.5783,620.019,298.34,86.1732
2000,-10,1,928,309.0558,671.78,148.06,34.01,0,33.33,14.021,4.288,0.8323,887.369,81.46,41.2420
2000,-10,2,1,0.2927,1.09,4.68,58.31,0,29.62,12.152,5.612,1.0000,712.333,0.00,0.0021
2000,0,0,7263,706.0487,1607.31,85.03,38.28,0,37.34,16.627,3.399,0.4844,783.780,307.28,70.2237
2000,0,1,1101,351.6993,850.92,199.96,32.22,0,35.59,15.709,4.019,0.6965,1003.897,135.18,54.3270
2000,0,2,3,2.9790,4.60,6.07,62.68,0,33.68,14.832,4.736,1.0000,1028.011,0.08,0.0476
2000,10,0,9032,904.6074,2342.77,98.13,40.49,0,38.58,17.511,3.218,0.3881,712.527,639.94,118.8657
2000,10,1,413,123.4003,307.30,57.90,38.14,0,33.78,15.058,4.893,0.6686,854.037,50.87,18.9590
2000,20,0,8445,671.0767,1702.96,37.12,42.44,0,37.62,16.851,3.431,0.2788,467.991,619.32,70.5552
2000,30,0,9274,708.8198,1603.52,25.32,42.32,0,35.61,15.221,3.617,0.2424,330.922,540.34,58.4489
2000,40,0,8170,684.8962,1274.63,19.22,40.83,0,31.61,12.292,4.209,0.2594,222.165,409.67,52.0104
2000,50,0,5716,448.2082,650.90,6.04,39.42,0,25.48,8.254,5.445,0.2040,91.973,214.43,24.1404
2000,60,0,3855,76.5559,85.99,0.37,34.55,0,18.77,3.947,6.703,0.0918,14.894,76.79,2.3511
2000,70,0,4656,29.0229,27.08,0.16,26.53,0,15.11,1.227,6.292,0.0639,2.573,29.88,0.8438
2000,80,0,3564,3.7302,3.63,0.05,26.15,0,15.33,0.201,3.831,0.0540,0.033,2.05,0.0930
3000,-60,0,7734,3.8339,1087.14,33.90,-16.55,0,-15.89,0.000,30.889,0.6698,5.426,293.34,0.2354
3000,-50,0,8698,313.4675,1428.27,19.87,-6.50,0,-5.29,0.000,20.688,0.4965,13.609,292.04,21.7857
3000,-40,0,8081,596.9462,1409.80,16.51,2.47,0,5.95,0.667,13.108,0.4653,39.068,296.23,45.6136
3000,-30,0,8174,873.0513,1796.33,29.45,7.44,0,15.64,3.979,8.988,0.5518,117.832,386.97,93.6615
3000,-30,1,3,0.9411,3.01,1.12,-8.41,0,20.45,6.113,7.136,1.0000,302.549,0.28,0.0243
3000,-20,0,7975,1151.1906,2377.66,115.45,13.14,0,23.47,8.014,6.585,0.6790,299.045,390.77,137.7265
3000,-20,1,243,87.0015,192.79,38.48,-6.64,0,24.84,8.855,6.217,0.9775,493.577,19.98,11.5332
3000,-20,2,1,0.3467,1.42,3.07,-6.15,0,22.67,7.867,7.041,1.0000,412.758,0.00,0.0107
3000,-10,0,7338,877.4619,1852.95,103.41,18.43,0,30.49,12.194,4.809,0.6220,538.353,336.06,101.9647
3000,-10,1,885,302.0941,663.88,140.53,0.38,0,29.90,11.966,5.030,0.8831,776.497,84.23,44.1659
3000,-10,2,1,0.2293,0.84,4.52,-1.34,0,26.04,9.937,6.389,1.0000,595.664,0.00,0.0016
3000,0,0,7294,727.2838,1633.69,85.16,25.93,0,36.17,15.829,3.580,0.4995,752.958,391.01,95.3316
3000,0,1,1070,346.8625,825.16,191.71,1.72,0,33.49,14.479,4.420,0.7220,972.426,146.03,60.6338
3000,0,2,3,2.5465,4.81,6.08,3.88,0,32.06,13.760,4.961,1.0000,1018.754,0.05,0.0418
3000,10,0,9047,800.2568,2145.10,96.10,28.49,0,39.04,17.827,3.089,0.3552,713.489,654.10,116.8178
3000,10,1,398,111.8816,282.94,54.76,-5.73,0,32.65,14.445,5.057,0.6499,893.630,53.67,19.7039
3000,20,0,8445,554.1985,1513.54,35.67,25.96,0,39.57,18.187,3.012,0.2298,505.832,594.15,60.5590
3000,30,0,9274,576.1841,1460.25,24.32,26.39,0,39.32,17.691,2.830,0.1820,385.689,479.58,47.8567
3000,40,0,8170,557.8003,1243.30,18.51,23.06,0,36.99,15.682,2.960,0.1892,290.058,339.17,43.7277
3000,50,0,5716,411.7082,735.70,5.84,14.93,0,32.45,12.203,3.494,0.1503,138.495,174.92,23.2593
3000,60,0,3855,75.0180,112.06,0.35,12.86,0,28.19,8.395,3.506,0.0602,24.181,42.83,1.6349
3000,70,0,4656,48.9460,54.40,0.15,24.33,0,29.38,6.019,1.140,0.0303,3.781,13.95,0.6723
3000,80,0,3564,23.2118,20.81,0.05,32.21,0,31.98,4.100,0.008,0.0216,0.008,5.17,0.2181
4000,-60,0,7734,2.9983,661.42,32.25,-8.25,0,-15.65,0.000,30.654,0.6711,4.780,179.04,0.1491
4000,-50,0,8698,317.7883,1136.07,18.99,5.42,0,-4.91,0.000,20.344,0.4992,12.258,250.71,16.9495
4000,-40,0,8081,615.9183,1381.14,15.87,20.00,0,6.44,0.708,12.800,0.4704,36.322,302.20,48.3760
4000,-30,0,8174,927.1823,1904.28,28.44,32.54,0,16.17,4.130,8.771,0.5718,115.177,398.59,105.4364
4000,-30,1,3,4.1488,5.25,1.16,60.42,0,21.34,6.500,6.936,1.0000,280.293,0.33,0.1766
4000,-20,0,7986,1177.3195,2483.52,113.09,41.93,0,24.04,8.271,6.433,0.6813,286.829,404.87,142.6272
4000,-20,1,232,91.4019,194.69,36.58,65.59,0,25.80,9.340,6.003,0.9722,461.115,20.04,11.5401
4000,-20,2,1,0.3990,1.23,3.00,59.93,0,24.18,8.441,6.522,1.0000,382.399,0.05,0.0073
4000,-10,0,7379,894.4870,1929.65,104.11,49.43,0,31.04,12.509,4.719,0.6208,520.488,357.32,112.9471
4000,-10,1,844,305.2766,664.68,133.65,69.32,0,31.22,12.724,4.769,0.8844,741.861,85.08,46.4404
4000,-10,2,1,0.3942,0.83,4.41,51.96,0,26.15,10.174,6.468,1.0000,570.268,0.00,0.0029
