step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom
75000,7711,3401,26381,60503,52539,33869,253,16428,1248,19,177122,2314522,23696.062,9242.023,0.3073,5840.520,0.068,0.705,0.130,0.098,0.508,0.350,565,0.1041,0.6924,0.105,16.0,33.5,63.0,29.60,1.20,9.58,0.84,17.97,7.00,1.287,0.283,0.057,0.070,10.055,0.468,0.0027,194,683,1962,12454,644,11,0.479,4108,41,1021,6649,436,1261,6014,7.50,30.56,6329,12.2973,67477,2318,84787,866.7,-0.0,1021333,14.423,2631002.543,1.01e-14,0.00028,12.11,21326,23.137,1.764,21.040,0.333,23.138,3066,2585,2060,0.4435,0.975,1.028,1.992,1.550,0.989,1.268,6774.818,3591.843,18517.747,6748.991,4269.843,1916.460,825.723,659.321,0.579,0.509,0.402,0.676,0.232,0.253,1566,8360,0.4526,1.0000,1.0000,0.0504,1.0000,1.0000,0.7375,1.0932,1.0265,0.0650,0.0172,0.0269,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267,123,1.0000,0.9384,0.8958,0.9988,0.0526,0.0502
76000,7376,3191,20559,33708,26987,12919,230,14582,997,26,130550,1970377,16785.474,5335.099,0.3337,2612.177,0.055,0.725,0.132,0.088,0.486,0.359,598,0.1056,0.7166,0.107,16.3,31.6,68.3,29.93,1.08,10.69,0.87,17.29,7.10,1.262,0.310,0.061,0.073,10.104,0.447,0.0028,203,761,1625,9427,590,8,0.517,3930,32,1308,6036,413,1281,5682,8.00,32.65,7581,11.2452,67456,2324,83872,453.0,-0.0,1022319,12.420,2631002.543,1.77e-15,0.00033,31.62,11358,16.818,1.778,14.762,0.278,16.818,2770,2638,1968,0.4563,0.974,1.020,1.994,1.508,0.990,1.281,6757.135,3427.667,8608.678,6717.970,4071.004,1379.591,732.575,610.756,0.522,0.506,0.419,0.499,0.244,0.269,1658,5193,0.4331,1.0000,1.0000,0.0651,1.0000,1.0000,0.7467,1.0893,1.0460,0.0567,0.0139,0.0321,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270,96,1.0000,0.9389,0.9223,0.9991,0.0497,0.0441
77000,7443,3099,21729,36233,29662,14290,214,14480,1165,14,147070,2044157,17446.840,5650.606,0.3307,2611.112,0.058,0.728,0.128,0.086,0.498,0.349,636,0.1050,0.7095,0.116,17.1,31.0,63.9,28.58,0.98,10.25,0.70,16.65,7.01,1.295,0.303,0.051,0.062,9.767,0.444,0.0027,193,735,1501,11283,547,8,0.505,3888,168,1124,6151,453,1408,5582,8.78,35.16,10623,14.9542,67494,2210,83326,688.4,-0.0,1020088,12.491,2631002.543,1.35e-14,0.00013,20.50,12475,17.370,1.763,15.316,0.290,17.370,2993,2510,1940,0.4372,0.989,1.032,1.996,1.551,0.988,1.297,6610.287,3333.665,9548.939,6583.484,3925.528,1610.182,729.964,699.348,0.559,0.509,0.407,0.512,0.219,0.245,1697,5935,0.4239,1.0000,0.9999,0.0622,1.0000,0.9999,0.8314,1.0855,1.0247,0.0482,0.0155,0.0378,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266,68,0.9998,0.9424,0.9041,0.9992,0.0498,0.0494
78000,8761,3485,27160,56112,49086,28619,333,14606,883,17,144900,2122826,22568.203,7951.825,0.3204,5049.871,0.065,0.701,0.132,0.102,0.498,0.353,507,0.0900,0.6908,0.111,17.8,34.0,70.7,31.08,1.44,9.60,0.63,19.40,7.11,1.271,0.282,0.076,0.091,9.805,0.441,0.0026,173,646,1752,9137,578,6,0.737,4640,604,963,7194,540,1507,6714,6.50,31.56,9153,16.7475,67390,2401,83487,1050.5,-0.0,1020961,13.032,2631002.543,2.55e-14,0.00012,11.73,18456,21.364,1.832,19.100,0.431,21.364,3940,2726,2095,0.4559,0.948,1.017,1.997,1.478,0.983,1.258,6197.332,3329.839,17641.549,6167.136,3809.389,1904.675,495.143,502.135,0.574,0.479,0.394,0.607,0.210,0.197,1884,10251,0.3846,0.9998,1.0000,0.0456,1.0000,0.9996,0.7214,1.0695,1.0133,0.0714,0.0152,0.0321,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266,85,1.0000,0.9294,0.9045,0.9990,0.0498,0.0483
79000,7047,2898,22090,38228,31483,15868,270,14841,929,12,145911,2078580,17611.313,6076.086,0.3221,3138.320,0.056,0.737,0.119,0.088,0.492,0.355,685,0.1134,0.6992,0.124,17.6,31.0,65.9,29.03,1.31,9.61,0.94,17.16,7.00,1.274,0.285,0.065,0.079,9.999,0.422,0.0028,192,730,1758,10462,617,5,0.586,3751,248,729,6070,797,1270,4980,8.81,37.04,11831,16.3249,67384,2202,83205,638.5,-0.0,1019777,12.812,2631002.543,1.03e-14,0.00002,31.48,13338,18.309,1.767,16.260,0.282,18.310,3179,2183,1685,0.4240,0.973,1.032,1.997,1.480,0.987,1.258,5802.444,3226.449,11213.337,5784.193,3752.102,1845.363,515.876,576.527,0.560,0.488,0.397,0.518,0.194,0.238,1579,7971,0.3699,1.0000,0.9994,0.0477,1.0000,0.9999,0.8202,1.0885,1.0641,0.0713,0.0182,0.0249,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263,51,0.9999,0.9440,0.9180,0.9989,0.0524,0.0422
80000,7048,2834,23771,49343,42983,25294,278,13119,835,16,128099,1829535,20157.229,6847.911,0.3017,4432.519,0.061,0.712,0.122,0.105,0.484,0.359,573,0.1058,0.6982,0.128,17.6,37.5,73.9,33.14,1.43,9.62,0.67,21.42,7.17,1.278,0.270,0.071,0.084,10.514,0.401,0.0026,165,649,1627,9544,513,5,0.519,3832,1150,631,5267,586,951,5511,8.62,38.55,11926,17.6619,67262,2166,84449,885.5,-0.0,1018221,11.422,2631002.543,1.24e-15,0.00112,7.81,16288,18.119,1.754,16.062,0.303,18.142,3389,2117,1542,0.4099,0.967,1.044,1.996,1.481,0.985,1.235,5749.572,2900.821,15497.034,5715.747,3376.967,1363.017,567.176,485.199,0.555,0.503,0.356,0.618,0.198,0.196,1593,9745,0.4077,1.0000,1.0000,0.0497,0.9999,0.9999,0.6684,1.0701,1.0393,0.0635,0.0116,0.0269,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264,55,0.9997,0.9276,0.9111,0.9990,0.0509,0.0464
81000,7863,3441,26334,56753,49010,30203,216,13766,1152,17,161976,2124021,22761.681,9153.890,0.3291,5822.681,0.062,0.722,0.121,0.094,0.498,0.349,640,0.1031,0.6741,0.137,18.4,39.7,83.9,33.48,1.53,9.42,0.73,21.80,7.08,1.334,0.265,0.068,0.085,10.542,0.412,0.0025,171,635,1784,10436,564,4,0.442,4213,25,743,7095,783,1917,5163,7.02,34.42,7967,14.8967,67190,2194,84724,916.1,-0.0,1021798,12.415,2631002.543,4.78e-15,0.00016,22.95,20714,21.148,1.771,18.957,0.421,21.148,4091,2110,1662,0.3813,0.984,1.076,1.998,1.544,0.989,1.255,5831.329,3033.165,19226.770,5801.055,3556.538,2105.253,708.559,517.396,0.597,0.479,0.349,0.625,0.216,0.231,1552,10522,0.3942,1.0000,1.0000,0.0433,1.0000,1.0000,0.6630,1.0809,1.0185,0.0642,0.0105,0.0317,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264,62,0.9999,0.9427,0.9110,0.9984,0.0466,0.0410
82000,7022,3212,20475,37894,31380,17245,174,13870,1026,19,143015,1965885,17753.552,6330.828,0.3333,3351.363,0.057,0.732,0.120,0.091,0.491,0.355,706,0.1088,0.6783,0.111,17.9,38.6,75.1,31.31,1.39,9.33,0.45,20.14,6.95,1.355,0.269,0.057,0.068,10.510,0.451,0.0027,207,806,1718,11319,522,4,0.509,3812,68,1227,5727,311,1584,5127,7.35,34.41,8360,13.6817,67295,2306,83638,558.5,-0.0,1023739,12.497,2631002.543,1.24e-15,0.00010,22.90,14189,18.958,1.744,16.869,0.345,18.959,3625,1951,1446,0.3593,0.989,1.130,1.998,1.594,0.988,1.254,5584.688,2890.826,12082.550,5557.973,3464.393,1775.015,694.100,510.349,0.581,0.467,0.382,0.564,0.229,0.239,1527,6313,0.4492,1.0000,0.9991,0.0478,0.9999,0.9999,0.6966,1.0897,1.0831,0.0626,0.0133,0.0286,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260,88,1.0000,0.9274,0.9137,0.9985,0.0495,0.0484
83000,7575,3478,23939,45328,38081,21107,282,15256,1061,27,143337,2058267,19470.465,6964.484,0.3409,3910.206,0.070,0.704,0.126,0.101,0.492,0.358,597,0.1031,0.6924,0.111,17.8,33.8,71.9,29.21,1.35,9.82,0.45,17.59,6.92,1.333,0.285,0.054,0.066,10.223,0.464,0.0027,195,715,1634,10280,446,5,0.546,4231,57,1095,6423,596,1638,5341,6.75,31.47,8880,15.1683,67323,2342,82799,677.1,-0.0,1024430,13.011,2631002.543,1.61e-14,0.00000,9.34,15901,19.925,1.753,17.782,0.391,19.926,3708,2127,1740,0.3834,0.984,1.060,1.999,1.589,0.988,1.211,6120.573,3148.884,13549.125,6089.414,3742.133,1842.863,680.258,531.157,0.572,0.477,0.384,0.580,0.228,0.209,1583,6966,0.4223,0.9998,1.0000,0.0407,1.0000,1.0000,0.7306,1.0881,1.1088,0.0700,0.0130,0.0246,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262,76,0.9999,0.9440,0.9345,0.9991,0.0498,0.0437
84000,8940,3466,26140,48715,41177,22269,306,15017,1070,16,153383,2221302,21120.508,7018.282,0.3278,3875.649,0.056,0.730,0.127,0.087,0.498,0.349,606,0.0943,0.6960,0.122,17.9,34.9,72.0,30.57,1.30,9.68,0.63,18.96,7.06,1.307,0.272,0.049,0.060,9.801,0.402,0.0026,181,705,1673,9640,480,9,0.539,4767,200,875,7865,1029,2248,5663,7.62,33.33,8805,16.5348,67452,2043,82094,1102.4,-0.0,1024201,12.809,2631002.543,1.42e-15,0.00012,36.11,17340,20.311,1.753,18.043,0.515,20.311,4911,2283,1746,0.3993,0.970,1.045,1.998,1.494,0.990,1.195,6167.278,3289.580,15047.660,6136.997,3811.499,2013.343,650.676,478.614,0.581,0.479,0.386,0.563,0.201,0.182,1440,8601,0.3396,0.9999,0.9998,0.0455,1.0000,1.0000,0.7477,1.0898,1.0942,0.0579,0.0106,0.0318,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261,71,1.0000,0.9424,0.9358,0.9985,0.0489,0.0405
85000,6441,2853,22353,37527,30491,14887,287,14701,1149,26,141872,1935617,17585.962,6457.997,0.3245,3580.364,0.059,0.715,0.132,0.094,0.479,0.361,699,0.1250,0.6964,0.130,17.5,32.2,71.7,29.80,1.31,10.40,0.80,17.29,7.08,1.268,0.309,0.050,0.062,10.334,0.451,0.0028,187,705,1822,10620,533,10,0.551,3507,319,881,5241,617,833,4991,8.25,36.21,9285,13.6158,67466,2113,81404,487.7,-0.0,1027161,12.603,2631002.543,4.25e-15,0.00006,16.98,13084,19.204,1.767,17.199,0.239,19.205,2600,2280,1561,0.4262,0.987,1.029,1.999,1.562,0.989,1.187,5875.479,2879.630,11940.723,5846.321,3379.282,1701.787,793.324,382.521,0.569,0.461,0.366,0.511,0.192,0.154,1443,8920,0.4201,0.9999,1.0000,0.0549,1.0000,1.0000,0.7413,1.0749,1.1026,0.0773,0.0116,0.0236,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266,56,1.0000,0.9523,0.9440,0.9978,0.0507,0.0486
86000,6646,2761,21949,36731,29896,14529,253,13579,1134,15,136431,1818388,16979.597,5547.667,0.3280,2751.013,0.062,0.708,0.131,0.099,0.484,0.356,557,0.1129,0.7095,0.118,15.7,30.8,65.9,28.96,1.54,9.75,0.60,17.07,7.10,1.246,0.293,0.054,0.065,9.736,0.454,0.0027,180,685,1675,9748,454,10,0.550,3630,133,1012,5501,570,986,5090,8.25,37.17,10580,14.4748,67378,2169,82111,611.6,-0.0,1025727,11.510,2631002.543,2.12e-15,0.00046,21.43,13236,17.602,1.764,15.569,0.269,17.602,2832,2229,1585,0.4571,0.967,1.010,1.999,1.493,0.987,1.168,6036.659,2822.610,10409.682,6013.399,3307.530,1488.889,914.554,393.211,0.575,0.471,0.372,0.514,0.204,0.163,1489,6978,0.4415,1.0000,1.0000,0.0517,0.9998,1.0000,0.7615,1.0693,1.1047,0.0982,0.0107,0.0240,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269,38,0.9999,0.9336,0.9319,0.9992,0.0486,0.0411
87000,8461,3244,26068,50566,43526,24228,270,14867,1222,20,145730,1999192,21410.858,7012.367,0.3167,4128.044,0.072,0.686,0.138,0.105,0.497,0.348,791,0.0922,0.7074,0.105,17.0,33.1,68.4,32.20,1.18,9.52,0.63,20.87,7.22,1.230,0.282,0.048,0.057,9.881,0.404,0.0027,173,624,1594,11362,475,11,0.487,4433,38,932,7491,616,1840,6005,6.50,32.35,7969,14.1553,67407,2360,82942,1131.3,-0.0,1026424,12.284,2631002.543,5.49e-15,0.00014,34.08,17231,19.988,1.746,17.811,0.432,19.989,3867,2644,1950,0.4548,0.951,1.016,1.999,1.419,0.986,1.185,6434.142,3304.328,15266.921,6409.338,3862.643,1536.404,924.105,423.814,0.581,0.479,0.402,0.595,0.228,0.163,1535,8057,0.3960,0.9998,0.9997,0.0525,1.0000,1.0000,0.7097,1.0605,1.1309,0.0525,0.0143,0.0247,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271,87,0.9998,0.9512,0.9522,0.9979,0.0533,0.0396
88000,7043,3087,23578,44033,37080,20198,257,16086,1190,13,141058,2221758,18417.555,7121.867,0.3289,4222.307,0.049,0.713,0.140,0.097,0.512,0.340,716,0.1140,0.7193,0.094,15.9,29.9,52.0,27.42,1.10,10.23,0.46,15.63,7.06,1.242,0.322,0.045,0.054,9.770,0.473,0.0028,189,668,1610,11290,462,11,0.586,3781,36,1070,5937,369,968,5706,7.81,34.45,7185,10.5775,67327,2267,81789,414.7,-0.0,1031020,13.346,2631002.543,1.63e-14,0.00015,10.34,14562,19.465,1.757,17.416,0.292,19.465,2485,2439,2119,0.4450,0.976,1.018,1.999,1.522,0.985,1.208,6836.658,3604.745,11555.351,6814.651,4269.860,1380.485,975.515,543.561,0.577,0.507,0.441,0.599,0.239,0.158,1366,7666,0.4573,1.0000,1.0000,0.0554,1.0000,1.0000,0.8467,1.0577,1.1223,0.0802,0.0142,0.0232,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273,41,0.9999,0.9606,0.9536,0.9981,0.0494,0.0431
89000,7759,2997,21070,34509,27996,13209,230,14357,1080,26,121848,1847745,16684.382,4952.261,0.3238,2486.008,0.056,0.700,0.146,0.099,0.487,0.355,677,0.0972,0.7285,0.110,16.3,31.0,56.0,29.87,0.88,9.62,0.96,18.40,7.15,1.198,0.293,0.044,0.052,9.609,0.440,0.0028,189,731,1837,10126,556,10,0.601,3952,69,748,6942,534,1558,5667,8.04,35.35,10606,14.7030,67340,2352,81432,545.8,-0.0,1027949,11.967,2631002.543,2.80e-14,0.00000,32.05,11876,16.842,1.758,14.775,0.308,16.842,3068,2637,2054,0.4427,0.974,1.020,1.998,1.380,0.985,1.202,6410.897,3425.269,8765.481,6384.325,4020.584,1082.659,863.999,519.595,0.550,0.487,0.421,0.529,0.200,0.158,1468,4802,0.3979,1.0000,1.0000,0.0629,1.0000,1.0000,0.7809,1.0352,1.0953,0.0442,0.0161,0.0215,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272,89,1.0000,0.9510,0.9490,0.9984,0.0516,0.0444
90000,7884,2965,24859,46240,39682,21120,261,14887,878,19,125437,1802839,20018.006,6313.391,0.3059,3915.053,0.058,0.678,0.149,0.115,0.469,0.368,638,0.0996,0.7105,0.142,16.8,33.9,67.8,32.47,1.07,9.64,0.82,20.94,7.28,1.207,0.289,0.038,0.045,9.492,0.418,0.0028,169,645,1881,10146,629,11,0.597,4106,706,1018,6160,800,1298,5786,7.38,34.87,11464,17.2260,67328,2106,81655,817.0,-0.0,1026322,12.690,2631002.543,8.85e-16,0.00000,15.85,16177,19.423,1.748,17.313,0.362,19.448,3771,2324,1789,0.4474,0.954,1.023,1.999,1.346,0.984,1.205,6016.668,3236.790,14144.222,5986.314,3802.523,1154.302,757.949,486.087,0.548,0.458,0.394,0.567,0.203,0.172,1354,8908,0.3725,1.0000,1.0000,0.0533,1.0000,1.0000,0.6983,1.0539,1.1382,0.0426,0.0194,0.0219,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268,42,1.0000,0.9581,0.9540,0.9986,0.0511,0.0383
91000,6899,2949,25331,56438,50114,30831,276,14568,911,12,126148,1841587,21369.295,7898.539,0.3101,5453.753,0.080,0.663,0.149,0.108,0.486,0.355,750,0.1096,0.6961,0.157,17.1,31.9,66.0,32.48,0.94,9.47,0.66,21.41,7.30,1.188,0.289,0.039,0.047,9.990,0.458,0.0027,165,641,1677,10154,544,14,0.651,3613,475,920,5504,300,1012,5587,7.21,36.00,8334,14.2041,67191,2279,81455,643.3,-0.0,1031242,13.004,2631002.543,1.59e-15,0.00001,12.95,18540,20.235,1.743,18.207,0.286,20.236,2812,2285,1802,0.4591,0.965,1.016,1.998,1.324,0.987,1.229,5524.016,3027.120,17849.360,5495.911,3477.777,1227.630,734.114,483.041,0.591,0.449,0.386,0.653,0.175,0.119,1440,10737,0.3569,1.0000,1.0000,0.0416,1.0000,0.9999,0.6825,1.0534,1.0859,0.0379,0.0198,0.0196,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271,88,0.9996,0.9364,0.9367,0.9987,0.0464,0.0372
92000,6975,2726,22363,42715,36492,20127,225,14274,900,19,123592,1795457,18190.623,5702.775,0.3065,3335.039,0.064,0.697,0.135,0.104,0.482,0.357,632,0.1092,0.7196,0.131,18.0,33.6,63.8,32.79,0.97,10.11,0.89,20.82,7.25,1.171,0.298,0.044,0.052,10.123,0.409,0.0028,183,678,1764,9938,438,10,0.419,3595,528,429,6018,1266,1244,4465,8.55,39.31,7996,13.9050,67183,1959,81289,971.6,-0.0,1031130,11.900,2631002.543,1.20e-14,0.00017,29.72,14577,17.901,1.754,15.869,0.279,17.902,3563,1870,1542,0.4872,0.934,1.003,1.999,1.239,0.990,1.233,5523.995,2913.337,12612.501,5505.711,3407.450,1248.609,648.408,470.719,0.576,0.470,0.372,0.581,0.204,0.185,1315,7046,0.3793,1.0000,1.0000,0.0489,1.0000,1.0000,0.7234,1.0796,1.0725,0.0410,0.0084,0.0183,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265,48,1.0000,0.9536,0.9264,0.9992,0.0446,0.0383
93000,6277,2393,21917,42399,36524,20254,228,12483,835,19,108539,1617391,17176.624,6209.361,0.3123,4091.105,0.072,0.683,0.136,0.108,0.480,0.354,522,0.1133,0.7126,0.131,17.6,32.0,53.8,30.41,0.82,9.81,0.65,19.13,7.11,1.186,0.298,0.030,0.040,9.802,0.418,0.0027,166,633,1721,8130,465,11,0.629,3159,25,863,5389,425,1477,4375,8.75,43.35,7041,12.1557,67109,2005,80706,659.8,-0.0,1034240,10.935,2631002.543,1.96e-14,0.00013,7.39,14123,16.646,1.750,14.680,0.216,16.646,3156,1795,1326,0.4571,0.964,1.014,1.999,1.288,0.990,1.211,5216.746,2503.720,13160.472,5194.460,2912.796,1203.817,589.055,325.384,0.581,0.459,0.358,0.580,0.192,0.153,1453,9228,0.4241,1.0000,1.0000,0.0477,1.0000,1.0000,0.7941,1.0838,1.0694,0.0357,0.0122,0.0209,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264,50,0.9999,0.9263,0.9192,0.9987,0.0459,0.0440
94000,6859,2694,21987,37682,31168,15490,205,12882,952,15,114298,1718935,16568.761,5490.284,0.3252,3167.248,0.053,0.721,0.135,0.091,0.477,0.359,501,0.1085,0.7186,0.122,17.0,30.6,57.3,29.40,0.86,9.89,0.75,17.90,7.10,1.209,0.310,0.037,0.047,9.711,0.426,0.0027,168,619,1605,7704,444,11,0.660,3499,18,975,5866,393,1425,5041,9.00,42.02,8118,12.9067,67149,2145,79771,517.2,-0.0,1034848,10.693,2631002.543,1.19e-14,0.00009,25.94,14025,16.210,1.753,14.199,0.257,16.210,2940,2249,1670,0.4553,0.977,1.016,1.999,1.368,0.991,1.224,5534.948,2828.402,10898.790,5506.262,3330.956,1349.833,567.884,405.319,0.577,0.457,0.347,0.529,0.163,0.179,1493,7285,0.4024,0.9999,1.0000,0.0506,1.0000,1.0000,0.7729,1.0929,1.0870,0.0444,0.0113,0.0199,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264,271,1.0000,0.9396,0.9372,0.9978,0.0465,0.0417
95000,7584,2728,23274,44576,37937,20974,328,13778,989,25,119984,1775926,18245.240,6150.970,0.3172,3772.247,0.061,0.694,0.145,0.100,0.472,0.357,586,0.1064,0.7215,0.126,18.0,33.0,57.6,31.29,0.89,9.23,1.11,20.06,7.12,1.184,0.280,0.036,0.042,9.584,0.402,0.0027,173,632,1843,8597,567,14,0.671,3730,211,1197,6176,811,2086,4687,8.88,41.57,9470,15.8379,67312,2074,79181,701.0,-0.0,1033254,11.656,2631002.543,4.25e-15,0.00001,22.75,15135,17.357,1.754,15.274,0.328,17.357,4135,2019,1430,0.4633,0.956,1.011,1.999,1.273,0.991,1.201,5517.529,2832.641,13197.719,5488.893,3330.875,1315.012,726.367,337.344,0.578,0.449,0.344,0.573,0.187,0.244,1416,7725,0.4171,1.0000,0.9996,0.0416,1.0000,1.0000,0.7651,1.0742,1.0679,0.0352,0.0127,0.0260,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259,32,0.9998,0.9387,0.9206,0.9989,0.0435,0.0435
96000,6273,2641,26506,53826,46158,26945,375,15086,1143,19,153555,1817661,20825.851,8231.959,0.3085,5271.324,0.076,0.667,0.138,0.119,0.457,0.372,622,0.1355,0.7005,0.150,16.0,30.0,62.0,28.79,0.86,10.40,0.64,16.89,7.11,1.253,0.316,0.040,0.046,9.881,0.436,0.0027,175,596,1606,10003,494,14,0.562,3365,139,756,5378,583,987,4703,9.71,44.08,6389,12.9527,67323,2158,77912,641.7,-0.0,1039162,13.110,2631002.543,8.50e-15,0.00004,11.79,18799,20.938,1.764,18.897,0.276,20.939,2750,2071,1452,0.4393,0.987,1.021,2.000,1.476,0.992,1.201,5666.698,2803.679,17272.173,5639.196,3185.806,1836.813,821.180,302.642,0.530,0.450,0.331,0.603,0.146,0.105,1417,11494,0.4070,1.0000,1.0000,0.0332,1.0000,0.9999,0.7928,1.0663,1.0875,0.0476,0.0090,0.0227,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265,75,0.9999,0.9245,0.9215,0.9990,0.0440,0.0441
97000,5714,2493,20869,31556,25005,10483,204,13375,923,21,113655,1580188,15684.220,4708.555,0.3141,2477.051,0.046,0.703,0.148,0.103,0.452,0.370,666,0.1386,0.7283,0.121,17.1,29.4,64.4,29.74,0.93,11.14,0.56,17.12,7.23,1.203,0.337,0.043,0.050,10.248,0.455,0.0028,167,656,1615,7847,506,13,0.644,2988,299,950,4465,536,810,4368,9.57,45.34,8621,12.8227,67399,2011,76969,437.1,-0.0,1038572,11.018,2631002.543,2.62e-14,0.00000,37.87,10793,16.130,1.770,14.169,0.191,16.130,2289,1976,1449,0.4547,0.987,1.014,1.999,1.392,0.990,1.194,5862.861,2934.386,8961.199,5835.712,3364.359,1071.615,783.700,376.188,0.510,0.481,0.336,0.455,0.156,0.131,1284,6987,0.4564,1.0000,0.9997,0.0588,1.0000,1.0000,0.7701,1.0685,1.0765,0.0422,0.0204,0.0233,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268,122,1.0000,0.9495,0.9367,0.9984,0.0400,0.0432
98000,6742,3069,22814,37435,30165,14326,295,13035,1157,17,145577,1774779,17831.435,5842.008,0.3215,2916.613,0.050,0.708,0.137,0.106,0.473,0.358,675,0.1181,0.7136,0.115,16.0,30.0,72.0,28.85,0.98,10.55,0.59,16.73,7.11,1.317,0.308,0.046,0.058,10.314,0.463,0.0026,169,613,1707,8984,517,10,0.517,3670,194,1008,5540,422,914,5406,8.25,37.30,8321,12.7589,67331,2166,77270,502.6,-0.0,1038664,11.090,2631002.543,1.08e-14,0.00009,16.14,13429,18.116,1.741,16.064,0.312,18.117,2757,2222,1763,0.3962,0.996,1.065,2.000,1.646,0.989,1.215,6058.584,2947.504,11278.163,6035.176,3434.709,1723.989,798.607,402.799,0.538,0.485,0.355,0.489,0.203,0.176,1357,7533,0.4686,1.0000,0.9995,0.0500,1.0000,1.0000,0.7369,1.0767,1.1142,0.0499,0.0201,0.0212,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270,44,1.0000,0.9560,0.9535,0.9990,0.0429,0.0453
99000,7275,3036,22679,36668,29722,13701,288,13725,1168,18,132922,1820437,17574.582,5463.849,0.3401,2638.020,0.041,0.714,0.145,0.100,0.471,0.361,836,0.1118,0.7211,0.096,15.8,28.9,62.0,28.29,0.94,10.27,0.40,16.68,7.20,1.252,0.312,0.044,0.053,10.077,0.440,0.0027,165,680,1811,8359,509,9,0.612,3966,39,1053,6183,377,1473,5425,8.55,39.32,9010,13.1137,67245,2227,77932,650.1,-0.0,1037602,11.542,2631002.543,1.58e-14,0.00010,23.57,12906,17.707,1.743,15.612,0.353,17.708,2786,2478,2011,0.4513,0.987,1.015,2.000,1.499,0.988,1.238,6329.636,3255.151,10110.847,6310.747,3791.008,1469.216,879.866,476.748,0.529,0.478,0.392,0.494,0.200,0.128,1326,7195,0.4473,1.0000,0.9999,0.0585,1.0000,1.0000,0.7796,1.0540,1.1067,0.0474,0.0238,0.0213,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272,40,0.9999,0.9654,0.9573,0.9988,0.0366,0.0397
