step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,medium,algae,detritus,water,drank,open_soft,breath,inhaled,cells
10000,1239211,883,4026,1328,121.12,64,10,0.977,100,160.19,64,14,0,22,5,60,4,0,0,1,3,13.45,0.033,0.000,28.135,167.546,13.975,12.835,1.140,11.00,11.00,2,0.363,4,7,42.6,0.431,639,0,0.000,0.000,0.660,0,5,1.000,0,1111111111111111111111111222111111200000111000000011100000001110000000110100000011111000111111111111
10000,1239974,71,4018,2022,59.17,44,7,1.233,49,65.33,4,0,0,45,0,4,0,0,40,0,0,1.00,0.000,0.000,167.743,195.157,112.501,17.544,94.957,0.00,0.00,5,0.520,11,11,33.2,0.000,-42,2,0.000,195.157,1.000,2022,41,1.000,0,4440444444444444404440441144404114440444444444444
10000,1240442,1,4014,1884,62.68,50,8,1.254,64,80.24,0,44,0,20,0,0,35,0,15,0,0,1.00,0.558,7.511,24.134,105.410,166.270,146.881,19.389,82.30,189.75,5,0.505,11,14,31.6,0.000,-83,2,0.000,105.410,1.000,1884,44,1.000,0,4440044044442220402222004422222042222220422222200202222042222220
10000,1240743,1,4011,2377,30.16,28,8,1.077,64,68.93,0,0,0,64,0,0,0,0,28,0,0,1.00,0.000,0.000,6.294,154.861,15.700,11.203,4.497,0.00,0.00,3,0.728,11,11,23.7,0.000,-189,2,0.000,154.861,1.000,2377,34,1.000,0,0000000000000440004444400044444000404440000440000044444000444440
10000,1243042,1,3987,2446,27.35,15,7,0.977,49,66.42,19,17,0,13,5,13,2,0,0,1,2,5.27,0.073,0.000,14.087,133.943,13.060,13.060,0.000,5.70,8.50,9,0.765,11,11,31.9,0.000,-60,1,133.943,0.000,1.000,2446,3,1.000,0,0111100111101001220111000000000000000000000000000
10000,1243141,1,3986,2167,37.58,29,7,1.044,49,59.50,8,5,0,36,0,7,4,0,18,1,1,1.71,0.106,1.369,136.286,323.529,49.092,0.000,49.092,3.75,5.75,4,0.653,11,11,33.5,0.000,-2,2,0.000,259.323,1.000,2167,24,1.000,0,0000000000000040100204111124441122444444444400444
10000,1244804,1,3969,3306,1.97,2,7,0.985,48,47.29,0,16,0,32,0,0,0,0,2,0,0,1.00,0.000,0.000,9.852,172.538,0.400,0.400,0.000,1.50,1.50,8,1.000,11,11,29.6,0.000,-27,1,172.538,0.000,1.000,3306,8,1.000,0,0000000000000000000000000000000000004000004000000
10000,1244890,1,3969,2462,20.89,24,8,0.870,64,55.70,0,12,0,52,0,0,10,0,14,0,0,1.00,0.479,0.000,38.423,267.562,0.000,0.000,0.000,5.55,29.75,6,0.875,11,11,32.2,0.000,-31,1,267.562,0.000,1.000,2462,36,1.000,0,0000000004400040044222000442220004422200040020000004000000444000
10000,1244898,835,3968,2242,46.38,33,6,1.496,36,50.86,0,9,4,23,0,0,9,4,20,0,0,1.00,0.194,5.512,49.812,145.736,60.237,22.137,38.100,13.04,20.50,3,0.587,10,10,12.4,0.000,-18,2,0.000,90.780,1.000,1281,34,1.000,0,332222334222444442440042404444444444
10000,1245002,987,3968,1468,107.38,73,10,1.193,100,139.59,17,64,0,19,7,17,45,0,11,7,7,4.24,0.419,0.000,102.673,111.798,217.113,195.535,21.578,10.96,29.00,1,0.386,6,3,15.2,0.149,1,0,0.000,108.149,1.000,1298,31,1.000,0,0001111100001111110001111114000222202440022222244002222224440222222244022222222402222222220220000022
10000,1245743,757,3959,2550,29.93,24,8,1.247,33,41.15,0,5,0,28,0,0,4,0,20,0,0,1.00,0.134,0.000,53.680,72.136,90.549,10.899,79.650,0.50,0.50,9,0.731,7,7,12.0,0.777,1,0,0.000,70.629,1.000,2550,50,1.000,0,4044444444040440400404444000000042000000400000000200000022000000
10000,1245815,1,3959,2262,45.99,39,7,1.122,49,59.45,4,17,0,28,0,2,13,0,24,0,0,1.00,0.283,2.073,176.509,228.236,6.085,0.000,6.085,0.00,0.00,2,0.590,6,8,11.6,0.144,15,0,0.000,227.115,1.000,2262,51,1.000,0,4444244442022244202224000002041122240404444444444
10000,1245947,1,3957,2293,39.99,40,7,1.000,49,48.99,0,25,0,24,0,0,23,0,17,0,0,1.00,0.575,0.147,30.200,236.026,22.289,21.681,0.608,36.77,334.50,9,0.633,14,14,35.8,0.000,-998,1,235.509,0.000,1.000,2293,42,1.000,0,4404440440044444024402222240222222022022242222224
10000,1245964,1,3957,2952,3.00,3,7,1.000,49,41.49,0,18,15,16,0,0,1,0,2,0,0,1.00,0.333,0.197,12.675,200.350,41.316,41.316,0.000,13.89,55.75,10,1.000,14,11,37.9,0.000,-587,1,200.350,0.000,1.000,2952,10,1.000,0,0000000000000000000000000040000020000004000000000
10000,1246238,998,3955,2667,26.42,18,8,1.468,28,41.10,0,16,0,12,0,0,7,0,11,0,0,1.00,0.265,0.000,1.891,80.584,334.853,286.526,48.327,120.19,161.50,6,0.778,12,11,-9.3,0.000,-381,2,0.000,45.655,1.000,2260,38,1.000,0,0000022000002020002244020000004400000044000000400000004400000044
10000,1246926,1,3947,2316,35.49,24,7,1.044,49,64.72,13,5,0,31,0,10,3,0,11,0,1,3.27,0.085,0.000,7.642,92.843,45.055,19.528,25.528,7.85,9.00,4,0.671,11,6,28.8,0.000,-147,2,0.000,92.843,1.000,2290,20,1.000,0,0000000400004440000244111124001112401101440000004
10000,1247524,1,3941,2702,26.99,27,7,1.000,49,48.99,0,24,0,25,0,0,15,0,12,0,0,1.00,0.556,0.000,21.571,186.273,0.847,0.711,0.136,97.21,252.75,8,0.770,13,11,18.4,0.000,-812,1,186.273,0.000,1.000,2700,36,1.000,0,0000444004440400224440020240002222400022200022220
10000,1247613,998,3940,2322,42.14,31,7,1.359,35,47.58,0,0,0,35,0,0,0,0,31,0,0,1.00,0.000,3.463,119.194,178.740,23.903,3.259,20.644,0.00,0.00,4,0.616,11,11,35.0,0.000,-50,2,0.000,178.740,1.000,2322,40,1.000,0,4444444444444440444440400044400044400004440000040
10000,1247736,132,3938,2145,48.07,38,8,1.172,45,57.45,4,0,0,41,0,3,0,0,35,0,0,1.16,0.000,0.000,198.373,320.590,104.524,0.000,104.524,0.00,0.00,7,0.577,11,11,30.2,0.000,-29,2,0.000,320.588,1.000,2145,59,1.000,0,4444444404040044444000004440000044400000040400114044401444444440
10000,1247813,1,3938,2517,28.57,29,7,0.985,48,47.29,0,16,0,32,0,0,11,0,18,0,0,1.00,0.385,0.000,88.078,253.699,9.814,9.814,0.000,1.60,3.25,6,0.748,11,11,30.2,0.000,-84,1,253.699,0.000,1.000,2517,44,1.000,0,0440000444000044220244020022042222044420444440000
10000,1248467,759,3930,2007,41.35,35,9,1.149,74,86.14,1,0,0,73,0,1,0,0,34,0,0,1.00,0.000,0.000,29.890,163.514,33.895,0.000,33.895,0.00,0.00,4,0.622,11,11,22.4,0.000,-41,2,0.000,163.514,1.000,2007,42,1.000,0,400000000444444400444404400444100400044000400044000400044444400044440000000000000
10000,1248489,998,3930,3088,12.33,10,8,1.233,23,28.36,0,7,0,16,0,0,1,0,9,0,0,1.00,0.081,2.161,46.745,141.087,31.086,1.157,29.929,3.00,3.00,11,1.000,11,11,30.4,0.000,-43,2,0.000,141.087,1.000,3088,26,1.000,0,0000020000000440000004000000004400000404000000040000000400000000
10000,1248557,908,3930,2184,49.07,34,10,1.443,37,53.39,0,0,0,37,0,0,0,0,34,0,0,1.00,0.000,0.057,48.626,106.173,69.754,38.421,31.333,0.00,0.00,0,0.571,11,11,28.3,0.000,-9,2,0.000,96.512,1.000,2184,26,1.000,0,0000000000000000000000000000000000444000000444400000044444000044444400004444440000444440000044444000
10000,1249111,1,3923,2540,19.26,19,8,1.014,64,64.88,0,32,0,32,0,0,9,0,10,0,0,1.00,0.467,0.000,31.198,154.135,63.306,19.882,43.423,18.22,87.25,8,0.911,11,11,30.8,0.000,-33,2,0.000,153.969,1.000,2509,32,1.000,0,4400000040420000442000004420200004220000042220000000000000000000
10000,1249277,998,3922,2388,39.81,32,7,1.244,35,43.55,0,0,0,35,0,0,0,0,32,0,0,1.00,0.000,0.000,35.830,123.444,19.751,8.174,11.578,0.00,0.00,3,0.634,11,11,27.5,0.000,-88,2,0.000,123.444,1.000,2388,30,1.000,0,4444444044444404444440444444004044400004400000040
10000,1249777,756,3915,3280,1.12,1,8,1.124,42,47.22,0,0,0,42,0,0,0,0,1,0,0,1.00,0.000,0.000,5.622,123.576,45.222,0.000,45.222,0.25,0.00,6,1.000,11,11,37.8,0.000,-18,2,0.000,123.576,1.000,3280,4,1.000,0,0000000000000000400000000000000000000000000000000000000000000000
10000,1250561,1,3906,2106,43.96,27,7,0.977,49,66.42,19,17,0,13,5,18,7,0,2,2,3,7.38,0.159,0.000,14.732,131.041,24.251,24.251,0.000,5.25,5.25,2,0.603,7,11,10.5,0.245,4,0,131.041,0.000,1.000,2106,11,1.000,0,1111111111111111222110422202040000000000000000000
10000,1252247,84,3885,1862,67.01,46,7,1.047,49,70.15,18,0,0,31,0,18,0,0,28,0,0,5.21,0.000,0.436,133.844,161.657,75.758,23.120,52.638,0.00,0.00,3,0.489,11,11,38.1,0.000,-2,2,0.000,161.657,1.000,1862,21,1.000,0,4440441444441144441114444111044411144441110444111
10000,1252461,962,3883,1786,74.20,48,7,1.546,49,75.75,0,14,0,35,0,0,14,0,34,0,0,1.00,0.189,0.000,53.206,102.461,57.953,39.831,18.122,8.33,13.25,1,0.464,7,11,68.7,0.363,19,0,0.000,102.458,0.576,1486,32,1.000,0,2222222222422244444424044444444444444444444444444
10000,1252462,998,3883,2385,38.67,26,8,1.487,29,43.13,0,6,0,23,0,0,6,0,20,0,0,1.00,0.155,0.000,76.524,163.550,60.441,44.166,16.275,3.25,3.25,3,0.643,8,11,42.8,1.000,0,0,0.000,163.544,0.995,2068,32,1.000,0,0040442200444222004444420000044400000004000000440000004400000004
10000,1253118,1,3874,2122,22.76,22,8,1.035,64,66.21,0,0,0,64,0,0,0,0,22,0,0,1.00,0.000,0.000,14.461,230.282,56.674,10.520,46.154,0.00,0.00,3,0.838,11,11,20.1,0.000,-9,2,0.000,230.264,1.000,2122,30,1.000,0,0000000000000000000000000000044400000044000004444400444444444444
10000,1253885,1,3864,2221,37.82,37,8,0.900,64,63.03,6,44,0,14,7,5,18,0,14,0,4,1.53,0.476,0.207,91.053,211.026,13.789,13.789,0.000,0.50,0.50,6,0.650,11,11,31.6,0.000,-38,1,211.026,0.000,1.000,2221,38,1.000,0,4440222044222200442222004022000041222220410000004410000044110000
10000,1254410,998,3858,2113,49.36,39,7,1.266,45,56.95,0,16,0,29,0,0,14,0,25,0,0,1.00,0.284,0.000,54.378,115.744,80.454,50.832,29.622,43.75,43.75,3,0.569,10,14,22.2,0.000,-11,2,0.000,115.744,1.000,2113,44,1.000,0,4422222040222244444204400422040044204444420444444
10000,1255159,908,3849,2256,37.52,26,10,1.443,37,53.39,0,0,0,37,0,0,0,0,26,0,0,1.00,0.000,2.721,84.458,154.376,19.282,1.048,18.234,0.00,0.00,2,0.653,11,11,27.9,0.000,-46,2,0.000,154.376,1.000,2256,30,1.000,0,0000000000000000000000000000000004444000004444400000444400000044444400004444040000400000000040000000
10000,1255671,1,3843,2002,48.84,32,7,0.977,49,66.42,19,17,0,13,5,18,8,0,6,4,4,6.38,0.164,0.000,79.168,171.375,10.440,4.872,5.569,2.85,5.00,2,0.572,11,11,31.4,0.000,-70,1,171.139,0.000,1.000,2002,12,1.000,0,1111111111111011220111422000442220044420000000000
10000,1255850,1,3841,2222,41.99,42,7,1.000,49,48.99,0,25,0,24,0,0,21,0,21,0,0,1.00,0.500,0.000,53.582,209.990,0.585,0.585,0.000,11.01,44.00,7,0.617,14,11,38.2,0.000,-202,1,209.990,0.000,1.000,2222,46,1.000,0,4404444444444444024442022244222222022202202222204
10000,1255898,1,3840,2289,34.11,25,7,1.034,49,58.91,8,15,0,26,5,8,0,0,17,0,0,2.73,0.000,0.000,45.135,130.735,59.160,27.271,31.889,3.75,12.75,1,0.685,11,11,37.9,0.000,-44,2,0.000,122.078,1.000,2064,19,1.000,0,0000000000000000000004444410440411044411114444441
10000,1255979,132,3839,1709,76.39,50,8,1.157,52,81.02,18,0,0,34,0,16,0,0,34,0,0,3.41,0.000,4.680,73.661,119.439,55.698,0.000,55.698,0.00,0.00,2,0.458,11,11,32.8,0.000,-74,2,0.000,119.439,1.000,1709,31,1.000,0,4444444444444444444400044440000044400001444111114411011144011111
10000,1255981,759,3839,1692,60.59,49,9,1.063,81,94.60,8,0,0,73,0,8,0,0,41,0,0,1.70,0.000,0.000,28.717,85.006,131.488,25.258,106.230,0.00,0.00,2,0.514,3,6,-8.6,0.453,15,0,0.000,85.006,1.000,1692,34,1.000,0,000000000000000000000000000000114444444111444444111044444444444444044444444444444
10000,1256566,539,3832,1732,77.58,48,7,1.175,49,78.75,18,9,0,22,3,18,9,0,21,3,3,5.89,0.116,7.863,68.475,201.747,89.583,23.166,66.418,1.03,6.25,1,0.454,11,11,37.9,0.000,-66,2,0.000,201.747,1.000,1732,18,1.000,0,1111111111111111222114422204442224444444444444444
10000,1256708,1,3831,2462,21.95,22,7,0.998,49,48.89,0,19,0,30,0,0,8,0,14,0,0,1.00,0.364,0.144,35.350,208.540,159.829,159.829,0.000,39.07,143.25,6,0.854,11,14,38.1,0.000,-29,1,208.540,0.000,1.000,2462,28,1.000,0,0440000444400044440004044000422200022200002020000
10000,1256736,883,3830,1287,131.81,82,10,0.999,100,153.78,54,20,0,26,7,50,15,0,17,3,7,11.12,0.114,0.000,23.144,140.637,12.966,12.209,0.757,21.25,21.25,3,0.348,4,7,21.0,0.585,1312,0,0.000,0.000,0.557,0,10,1.000,0,1111111111111111111111012222211112222222111244422011144444001114444400111144000011114400001111110000
10000,1256824,883,3829,1235,151.78,99,10,0.999,100,153.78,54,20,0,26,7,53,20,0,26,5,7,11.12,0.132,0.000,64.418,161.760,31.196,27.208,3.988,31.75,31.75,1,0.325,8,7,55.7,0.769,796,0,0.000,0.000,0.643,0,8,1.000,0,1111111111111111101111112222211112222222111244422211144444221114444442111144444211114444411111114411
10000,1257443,998,3822,1838,18.75,17,9,1.103,80,88.24,0,3,0,77,0,0,3,0,14,0,0,1.00,0.160,0.000,44.489,239.872,83.247,2.828,80.419,1.25,1.25,2,0.924,11,11,28.6,0.000,-53,2,0.000,239.872,1.000,1838,22,1.000,0,000000040000000022000000042000000044000000044000000044000000044000000044000000044
10000,1257950,928,3815,1491,88.58,56,10,1.080,100,143.67,33,36,0,31,9,26,15,0,15,3,5,6.28,0.169,0.000,83.785,202.617,32.677,30.870,1.807,0.35,4.50,3,0.425,8,8,19.9,0.739,799,0,0.000,0.000,0.716,799,26,1.000,0,1111110000111111100011111400001111444440111424444001222224400000000240000000224000000022200000000222
10000,1258237,1,3811,2233,40.29,41,7,0.959,49,47.96,1,20,0,28,0,1,20,0,20,0,0,1.00,0.496,0.000,74.337,202.835,38.051,34.961,3.090,9.72,46.25,4,0.630,10,2,21.4,0.000,-94,1,202.835,0.000,1.000,2233,39,1.000,0,4404000404444444422444012222002222244222224442222
10000,1259553,1,3793,1995,48.40,34,7,1.100,44,60.51,11,0,0,33,0,10,0,0,24,0,0,2.42,0.000,0.000,60.282,123.455,42.570,0.000,42.570,0.00,0.00,3,0.575,11,11,32.2,0.000,-46,2,0.000,123.455,1.000,1995,35,1.000,0,4411114411111104404404440044444004444444040000000
10000,1260271,999,3783,2584,24.35,21,6,1.160,36,42.90,1,10,0,25,1,0,7,0,14,0,0,1.00,0.287,1.039,101.566,185.662,54.128,31.406,22.721,14.25,105.00,7,0.811,7,14,41.1,0.513,10,0,0.000,185.223,0.903,2397,36,1.000,0,004044004444000440040444222024200022
10000,1260331,951,3782,3227,2.02,2,9,1.008,26,26.20,0,0,0,26,0,0,0,0,2,0,0,1.00,0.000,0.416,10.076,138.470,89.480,0.000,89.480,0.00,0.00,17,1.000,11,11,38.1,0.000,-53,2,0.000,138.470,1.000,3227,8,1.000,0,000000000000000000000000000000000000000000000000400000000040000000000000000000000
10000,1260777,1,3777,1983,30.80,18,7,1.100,44,60.51,11,0,0,33,0,10,0,0,8,0,0,3.35,0.000,1.665,63.383,165.962,25.380,1.116,24.264,0.00,0.00,3,0.721,11,11,32.2,0.000,-67,2,0.000,165.962,1.000,1983,13,1.000,0,4411110411110144404410000000000000000000000000000
10000,1260969,998,3774,2940,8.81,6,8,1.468,28,41.10,0,16,0,12,0,0,3,0,3,0,0,1.00,0.341,0.032,1.238,79.396,43.146,19.447,23.699,72.25,72.25,8,1.000,11,14,30.1,0.000,-143,2,0.000,79.395,1.000,2940,14,1.000,0,0000000000000000000244220000004000000000000000000000000000000000
10000,1261140,928,3772,1423,109.77,89,11,1.036,121,143.94,18,52,0,51,6,17,49,0,23,6,6,3.09,0.446,4.692,79.355,154.571,108.947,92.588,16.359,5.35,70.00,1,0.382,8,11,17.3,0.861,802,0,0.000,0.000,1.000,699,46,1.000,0,1111100000411111000004111040000041114400000414444000004442220000044222222244422222222244222222222242222222222402222222222
10000,1262162,998,3758,1439,103.67,75,9,1.165,81,111.82,15,0,0,66,0,14,0,0,61,0,0,2.89,0.000,0.325,139.656,142.005,64.635,21.873,42.762,0.00,0.00,4,0.393,11,11,30.0,0.000,-11,2,0.000,142.005,1.000,1439,40,1.000,0,444444444444444444114444400114444444014444044114444444114044444110444444111444444
10000,1262249,1,3757,1937,56.11,41,7,1.100,44,60.51,11,0,0,33,0,10,0,0,31,0,0,2.75,0.000,4.524,217.028,269.711,29.902,0.000,29.902,0.00,0.00,3,0.534,11,11,32.5,0.000,-52,2,0.000,269.711,1.000,1937,31,1.000,0,4411100411111144404414440044444004444440444444444
10000,1262436,1,3754,1933,35.16,20,7,0.977,49,66.42,19,17,0,13,5,16,3,0,1,3,3,6.64,0.085,1.858,15.565,106.856,47.477,46.648,0.829,7.75,7.75,3,0.675,11,7,32.5,0.000,-58,1,99.074,0.000,1.000,1828,9,1.000,0,1111110111111011000110000002000000200000020000004
10000,1262591,1,3752,1929,60.51,44,7,1.100,44,60.51,11,0,0,33,0,11,0,0,33,0,0,2.39,0.000,3.711,132.422,145.421,52.411,0.000,52.411,0.00,0.00,0,0.514,11,11,32.5,0.000,-48,2,0.000,145.421,1.000,1929,31,1.000,0,4411114411111144404414440044444004444444444444444
10000,1263296,1,3742,1947,55.68,39,7,0.977,49,66.42,19,17,0,13,5,18,13,0,8,4,4,6.18,0.233,4.312,112.559,168.957,54.085,51.835,2.250,7.27,17.75,2,0.536,6,11,10.8,0.155,5,0,168.927,0.000,1.000,1947,23,1.000,0,1111111111111111222110420220040222000422220044444
10000,1263811,1,3736,2045,8.09,9,8,1.155,64,61.22,0,0,22,42,0,0,0,4,5,0,0,1.00,0.000,0.000,4.430,138.882,45.769,7.941,37.828,0.00,0.00,3,1.000,11,11,26.1,0.000,-18,2,0.000,138.882,1.000,2045,16,1.000,0,0000003300004330000044440000000000000000000000000000000000000000
10000,1264287,1,3729,2158,43.99,44,7,1.000,49,48.99,0,25,0,24,0,0,22,0,22,0,0,1.00,0.500,0.000,29.763,199.404,57.405,57.405,0.000,212.69,259.00,5,0.603,11,11,24.2,0.000,-58,1,199.404,0.000,1.000,2158,40,1.000,0,4444444044444404224442022244220222422222242220224
10000,1264331,1,3728,2197,8.18,7,7,1.168,49,57.25,0,2,0,47,0,0,0,0,7,0,0,1.00,0.000,0.000,31.224,208.574,28.010,3.448,24.562,1.82,4.75,1,1.000,11,11,31.7,0.000,-78,2,0.000,208.574,1.000,2197,16,1.000,0,0000004000000400000040000004000000400000040000004
10000,1265465,759,3713,1721,63.91,56,9,1.141,73,83.31,0,2,0,71,0,0,1,0,55,0,0,1.00,0.016,0.000,45.994,155.657,63.766,2.989,60.777,0.00,0.00,1,0.500,11,11,24.4,0.000,-2,2,0.000,155.657,1.000,1721,52,1.000,0,000000000400000200444444444444400444444000444444000444444444444444404444444444444
10000,1265967,1,3705,1856,58.61,42,7,0.977,49,66.42,19,17,0,13,5,18,14,0,10,4,4,5.39,0.239,0.000,112.239,175.853,6.161,5.923,0.237,3.40,12.25,1,0.522,11,11,31.4,0.000,-34,1,175.847,0.000,1.000,1833,14,1.000,0,1111111111011111222111422220442222004422200444440
10000,1266498,1,3697,2005,51.15,41,7,1.044,49,59.50,8,5,0,36,0,8,5,0,28,0,0,1.00,0.098,3.579,216.912,272.102,78.105,0.000,78.105,1.50,1.50,2,0.559,11,11,33.4,0.000,-5,2,0.000,270.542,1.000,2005,34,1.000,0,4440004444444444112244111120441122444444440440004
10000,1266624,1,3695,1854,54.70,39,7,0.977,49,66.42,19,17,0,13,5,17,14,0,8,4,4,5.21,0.256,0.000,66.377,159.167,2.165,2.165,0.000,2.00,2.00,2,0.541,11,11,33.6,0.000,-7,1,159.167,0.000,1.000,1854,17,1.000,0,1110111111111111220110422220042222000422220044444
10000,1267336,998,3684,1647,72.13,42,8,0.995,64,94.01,32,9,3,20,5,32,1,3,6,0,1,11.11,0.014,0.000,70.248,139.134,105.057,105.057,0.000,3.51,3.75,0,0.471,7,11,64.0,0.784,23,0,138.130,0.000,0.989,1557,8,1.000,0,1100000011120000111444001113340011113400111114001111110011111100
10000,1267694,1,3679,1398,93.18,50,9,1.083,81,126.76,36,0,0,45,0,36,0,0,14,0,0,10.44,0.000,0.000,87.910,112.449,73.800,25.407,48.393,0.00,0.00,0,0.414,11,11,23.5,0.000,-54,2,0.000,112.449,1.000,1398,14,1.000,0,000000440000000440000000444000000444110000444111101114111111111111111111111111111
10000,1267731,1,3678,1881,59.58,43,7,0.977,49,66.42,19,17,0,13,5,18,16,0,9,4,4,6.18,0.269,2.361,5.486,112.456,43.305,42.974,0.331,3.13,18.25,1,0.518,11,11,32.3,0.000,-30,1,109.791,0.000,1.000,1864,18,1.000,0,1111111111111111222110420222042222204422220044444
10000,1267880,990,3675,2145,45.19,41,8,1.102,43,47.40,0,0,0,43,0,0,0,0,41,0,0,1.00,0.000,0.048,210.539,192.020,107.126,8.583,98.542,0.00,0.00,2,0.595,11,11,36.6,0.000,-15,2,0.000,192.020,1.000,2145,48,1.000,0,4404444444444444444444444400044040000444400000444000004444000044
10000,1268990,1,3658,2234,39.99,40,7,1.000,49,48.99,0,25,0,24,0,0,22,0,18,0,0,1.00,0.550,0.000,36.997,211.339,1.415,1.415,0.000,7.60,90.25,1,0.633,11,11,38.2,0.000,-77,1,211.339,0.000,1.000,2234,32,1.000,0,0000004444444444224442202244222222422222240022224
10000,1269016,1,3657,1936,44.93,29,7,0.977,49,66.42,19,17,0,13,5,17,7,0,5,4,4,5.86,0.156,0.000,32.662,110.666,54.366,54.366,0.000,7.85,43.50,1,0.597,11,11,35.7,0.000,-41,1,110.666,0.000,1.000,1936,12,1.000,0,1111111101111111220110422000042200004420000400000
10000,1269685,1,3646,1838,59.58,44,7,0.977,49,66.42,19,17,0,13,5,17,17,0,10,4,5,5.32,0.285,0.000,86.945,162.536,2.744,2.744,0.000,2.02,2.25,2,0.518,11,11,33.1,0.000,-0,1,162.536,0.000,1.000,1838,14,1.000,0,0111111111111011222111422222442222244422224444000
10000,1270132,999,3639,2299,33.04,29,6,1.139,36,41.02,0,14,0,22,0,0,11,0,18,0,0,1.00,0.333,4.386,73.795,235.032,12.309,2.147,10.162,8.28,177.75,7,0.696,14,14,29.8,0.000,-614,2,0.000,235.032,1.000,2299,42,1.000,0,444444444004444404044024220222222220
10000,1270215,312,3637,1741,67.23,61,8,1.102,64,70.54,0,0,0,64,0,0,0,0,61,0,0,1.00,0.000,1.436,231.365,223.879,37.282,6.948,30.334,0.00,0.00,3,0.488,11,11,35.5,0.000,-32,2,0.000,223.864,1.000,1741,40,1.000,0,4444444444444444444444440444444444444444440444444444444444404444
10000,1270692,1,3629,2460,7.27,6,9,1.212,81,98.17,0,0,0,81,0,0,0,0,6,0,0,1.00,0.000,0.000,25.629,207.390,123.715,3.059,120.655,0.00,0.00,1,1.000,11,11,36.5,0.000,-50,2,0.000,207.390,1.000,2460,14,1.000,0,000000000000000000000000000000040000000040000000040000000040000000040000000040000
10000,1271339,781,3618,1367,109.93,79,9,1.391,81,112.71,0,0,0,81,0,0,0,0,79,0,0,1.00,0.000,9.255,153.648,197.825,80.674,0.000,80.674,0.00,0.00,2,0.382,11,11,32.0,0.000,-95,2,0.000,197.825,1.000,1367,42,1.000,0,444444404444444444444444444444444444444444444444444444404444444444444444444444444
10000,1271361,754,3618,3074,1.16,1,6,1.161,24,30.19,2,0,0,22,0,0,0,0,1,0,0,1.00,0.000,0.000,4.706,133.860,66.510,22.975,43.535,0.25,0.00,6,1.000,11,11,36.6,0.000,-20,2,0.000,133.860,1.000,3074,4,1.000,0,040000000000000000000000000000000000
10000,1271807,1,3610,2270,31.99,32,7,1.000,49,48.99,0,25,0,24,0,0,16,0,16,0,0,1.00,0.500,0.000,32.655,187.094,9.547,9.493,0.054,82.87,126.00,2,0.707,14,11,37.5,0.000,-1023,1,187.094,0.000,1.000,2270,40,1.000,0,4000044400044440004442000244200022422222242222024
10000,1271820,1,3609,1994,48.21,41,8,1.096,64,74.51,4,19,0,41,4,3,9,0,29,0,0,1.38,0.187,0.242,53.594,124.580,55.891,23.462,32.429,8.50,25.00,5,0.576,11,11,31.5,0.000,-197,2,0.000,124.580,1.000,1994,42,1.000,0,4444444444040111444202004442220044422200444402004400000044400000
10000,1271937,132,3607,2384,33.72,31,7,1.088,35,38.07,0,0,0,35,0,0,0,0,31,0,0,1.00,0.000,4.478,56.856,74.902,116.247,15.293,100.954,0.00,0.00,3,0.689,7,8,35.6,0.128,4,0,0.000,74.670,1.000,2384,38,1.000,0,4444444444444444404444000004440000444400004440000
10000,1272169,776,3603,1739,49.47,35,7,1.413,49,69.26,0,23,0,26,0,0,20,0,15,0,0,1.00,0.404,5.317,26.730,144.430,93.968,76.514,17.454,42.21,87.75,3,0.569,11,14,33.1,0.000,-110,2,0.000,144.430,1.000,1739,34,1.000,0,4444000444400044440002444000222220222202222222222
10000,1272361,998,3599,1872,51.72,42,8,1.231,58,71.42,0,31,0,27,0,0,22,0,20,0,0,1.00,0.425,1.313,66.783,145.681,45.310,33.026,12.284,8.00,8.00,1,0.556,11,14,27.9,0.000,-32,2,0.000,145.681,1.000,1872,52,1.000,0,2002000220022202202444222240044422400444224004002244440022444000
10000,1272634,757,3594,2911,15.88,13,7,1.222,21,25.65,0,0,0,21,0,0,0,0,13,0,0,1.00,0.000,0.052,30.610,86.226,99.998,0.000,99.998,0.00,0.00,7,1.000,11,11,38.1,0.000,-73,2,0.000,86.226,1.000,2911,32,1.000,0,4440444404440404000004000000000000000000000000000
10000,1273666,1,3577,2776,6.00,6,7,1.000,49,48.99,0,21,0,28,0,0,0,0,6,0,0,1.00,0.000,0.000,1.171,171.978,8.096,8.096,0.000,74.30,87.75,8,1.000,14,11,27.6,0.000,-501,1,171.978,0.000,1.000,2776,14,1.000,0,0000000400000040000004000000400000040000004000000
10000,1274078,781,3569,1305,116.70,78,9,1.496,81,121.18,0,0,0,81,0,0,0,0,78,0,0,1.00,0.000,0.446,104.193,123.402,86.462,0.000,86.462,0.00,0.00,3,0.370,11,11,31.4,0.000,-66,2,0.000,123.402,1.000,1305,48,1.000,0,444444444444444444444044444444444404444444444444444044444444444444444444444444444
10000,1274144,1,3568,1864,47.86,35,7,0.977,49,66.42,19,17,0,13,5,14,16,0,5,4,4,3.75,0.334,0.000,54.318,140.835,11.123,11.123,0.000,5.96,12.25,4,0.578,11,11,31.1,0.000,-48,1,140.835,0.000,1.000,1864,19,1.000,0,1001011111101111222110422022042222200422220000044
