step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
110000,2877,1.336,0.023,7.44,461852,437705,1758,39,22407,4923,1608875.2,316.9,0.887,0.028,0.027,0.030,0.027,525,8.81,7.50,0.46,2.91,0.52,3.01,0.11,1.01,7.72,5.78,0.02,0.30,0.031,0.133,447,0.226,0.647,0.013,0.000,0.340,457004,447402,10,0.233,0.418,0.020,662723,0.073,0.205,0.001,163.25,145984,198,0.064,0.692,0.000,1851868,1.16,18.31,0.003,0.022,0.005,4,6,15,64,1077,11,0.02,0.0072
120000,3048,1.280,0.016,7.06,467642,443273,1760,37,22401,4681,1611963.4,309.9,0.886,0.025,0.024,0.034,0.030,538,8.24,7.34,0.53,3.20,0.58,3.61,0.14,1.47,6.98,4.92,0.01,0.23,0.027,0.125,393,0.250,0.650,0.012,0.000,0.338,462807,452672,12,0.449,0.016,0.023,812561,0.069,0.107,0.000,163.27,142778,299,0.066,0.595,0.000,1942972,1.20,19.07,0.003,0.019,0.005,4,6,13,64,1084,10,0.01,0.0076
130000,3086,1.296,0.013,6.86,473002,448300,1858,24,22782,4339,1601966.8,205.0,0.887,0.024,0.022,0.036,0.032,553,7.87,6.97,0.31,2.51,0.46,3.48,0.12,1.17,6.98,5.00,0.01,0.25,0.019,0.118,396,0.251,0.648,0.002,0.000,0.350,468296,458564,8,0.455,0.437,0.018,748549,0.083,0.081,0.000,163.27,140459,355,0.047,0.708,0.000,1549578,1.12,19.31,0.003,0.022,0.005,3,6,13,64,1118,10,0.00,0.0074
140000,2993,1.310,0.018,6.98,476819,451034,1829,20,24029,3659,1611478.8,128.9,0.880,0.027,0.025,0.037,0.031,541,8.77,7.52,0.37,2.54,0.26,2.37,0.36,2.35,7.79,5.87,0.02,0.27,0.011,0.084,439,0.215,0.641,0.004,0.000,0.354,472242,462674,8,0.713,0.187,0.039,649783,0.110,0.135,0.000,163.27,138879,350,0.035,0.500,0.000,1602920,1.14,18.57,0.002,0.017,0.005,3,6,16,64,1091,12,0.00,0.0069
150000,2965,1.355,0.015,6.95,471773,445179,1837,29,24756,4349,1609929.0,188.7,0.877,0.024,0.024,0.042,0.033,559,8.56,7.02,0.31,2.39,0.19,1.80,0.56,2.54,7.49,5.40,0.01,0.18,0.010,0.081,463,0.128,0.652,0.004,0.001,0.343,466912,456490,5,0.475,0.416,0.071,1313240,0.056,0.098,0.000,163.27,135168,247,0.043,0.793,0.001,1646523,1.12,18.68,0.002,0.031,0.002,3,6,16,64,1080,12,0.01,0.0072
160000,3012,1.313,0.014,6.83,473354,448045,1738,37,23487,5648,1604754.4,280.6,0.873,0.023,0.021,0.046,0.038,541,8.16,6.28,0.35,2.67,0.27,2.29,0.15,1.21,7.39,5.00,0.01,0.26,0.013,0.093,413,0.124,0.640,0.003,0.000,0.357,468818,458183,6,0.875,0.016,0.029,731380,0.087,0.094,0.000,163.27,141170,394,0.050,0.595,0.000,1701057,1.15,19.03,0.000,0.034,0.003,3,6,13,64,1088,12,0.00,0.0072
170000,2964,1.328,0.012,6.77,478268,454755,1819,76,21666,10477,1590004.8,692.2,0.880,0.022,0.018,0.043,0.036,586,8.74,6.34,0.44,2.56,0.24,2.08,0.25,1.83,7.81,5.25,0.02,0.25,0.014,0.092,452,0.135,0.639,0.013,0.000,0.348,474221,464759,6,0.860,0.033,0.031,610592,0.099,0.127,0.000,163.26,138642,379,0.066,0.539,0.000,1658258,1.18,18.42,0.001,0.048,0.005,3,7,14,64,1090,12,0.01,0.0069
180000,2935,1.326,0.011,7.54,468496,445502,1641,222,21160,11588,1609392.8,1022.5,0.866,0.026,0.022,0.047,0.040,559,9.28,6.84,0.57,3.10,0.34,1.97,0.23,1.87,8.14,5.67,0.04,0.41,0.026,0.123,563,0.079,0.626,0.005,0.000,0.368,464476,453446,7,0.491,0.356,0.029,741243,0.102,0.066,0.000,163.27,138189,565,0.088,0.455,0.000,1779337,1.23,17.86,0.001,0.034,0.010,4,7,16,64,1100,11,0.01,0.0067
190000,3050,1.301,0.012,6.21,473875,447774,1791,41,24154,7366,1572473.2,470.9,0.884,0.026,0.021,0.038,0.032,574,8.07,5.93,0.29,2.29,0.20,2.00,0.17,1.86,7.41,4.83,0.01,0.14,0.013,0.099,386,0.147,0.627,0.006,0.000,0.368,469921,460562,9,0.881,0.007,0.013,612409,0.119,0.084,0.000,163.27,132535,584,0.064,0.488,0.000,1393941,1.13,18.37,0.001,0.030,0.002,3,7,13,64,1118,12,0.00,0.0070
200000,3068,1.321,0.014,6.53,478093,452439,1672,38,23926,5286,1577213.6,355.2,0.883,0.026,0.022,0.037,0.032,596,8.07,6.28,0.23,1.80,0.19,1.68,0.23,1.90,7.42,5.32,0.01,0.16,0.013,0.095,452,0.085,0.637,0.004,0.001,0.358,474099,465400,9,0.695,0.202,0.025,632959,0.117,0.110,0.000,163.27,122447,368,0.067,0.605,0.001,1380768,1.09,18.38,0.002,0.017,0.002,3,7,13,64,1099,13,0.01,0.0069
210000,2916,1.342,0.012,6.38,471719,446471,1598,32,23770,4763,1594239.2,274.4,0.876,0.027,0.021,0.040,0.036,655,9.13,7.36,0.24,1.61,0.30,2.40,0.39,2.89,8.20,5.74,0.01,0.22,0.015,0.089,478,0.080,0.638,0.002,0.000,0.360,467104,457492,10,0.822,0.000,0.034,782881,0.094,0.072,0.000,163.27,119843,350,0.058,0.562,0.000,1475064,1.08,17.53,0.002,0.045,0.007,4,8,16,64,1104,11,0.00,0.0067
220000,2941,1.328,0.012,6.19,464294,440954,1327,50,21938,5884,1608075.8,297.1,0.873,0.029,0.025,0.039,0.034,642,8.66,6.19,0.37,2.71,0.09,0.99,0.15,1.81,8.05,5.18,0.01,0.17,0.006,0.066,474,0.105,0.636,0.004,0.000,0.360,459145,448634,7,0.836,0.038,0.015,861667,0.096,0.068,0.000,163.26,122614,702,0.050,0.200,0.000,1870189,1.14,17.75,0.001,0.035,0.005,4,8,15,64,1095,11,0.01,0.0068
230000,2871,1.343,0.014,6.05,471913,451072,1423,178,19310,15308,1608147.4,540.5,0.876,0.026,0.023,0.040,0.035,659,9.24,7.16,0.51,3.28,0.14,1.56,0.16,1.55,8.43,5.88,0.01,0.11,0.007,0.066,516,0.074,0.631,0.005,0.000,0.364,467135,456940,7,0.876,0.001,0.034,574033,0.119,0.110,0.000,163.27,118691,574,0.035,0.393,0.000,1731145,1.18,17.29,0.002,0.070,0.002,4,8,16,64,1092,10,0.01,0.0066
240000,2995,1.318,0.016,6.11,474928,452759,1736,99,20210,10739,1600427.2,430.6,0.882,0.023,0.019,0.040,0.035,648,8.02,5.74,0.36,2.48,0.26,1.91,0.10,1.30,7.31,4.37,0.02,0.24,0.016,0.106,450,0.169,0.637,0.005,0.000,0.358,469779,461399,6,0.893,0.000,0.011,517141,0.118,0.105,0.000,163.27,124887,624,0.040,0.434,0.000,1358514,1.14,18.43,0.000,0.046,0.006,4,7,13,64,1086,11,0.01,0.0073
250000,2965,1.316,0.015,6.13,468663,445000,1701,46,21946,9869,1582768.6,532.8,0.879,0.022,0.019,0.044,0.036,593,8.77,6.88,0.59,3.63,0.24,1.90,0.17,1.46,7.76,5.50,0.02,0.25,0.013,0.094,507,0.166,0.651,0.006,0.000,0.342,462976,454261,7,0.881,0.006,0.024,495266,0.149,0.093,0.000,163.27,125465,368,0.054,0.478,0.000,1402487,1.21,18.33,0.001,0.050,0.007,3,7,17,64,1095,13,0.01,0.0069
260000,2880,1.338,0.013,6.15,457784,435163,1689,226,20791,13988,1598364.2,1932.4,0.857,0.027,0.025,0.051,0.041,625,9.17,6.81,0.38,2.54,0.24,1.92,0.11,1.31,8.44,5.74,0.01,0.21,0.017,0.112,494,0.155,0.614,0.005,0.001,0.380,452138,441501,7,0.857,0.021,0.015,678756,0.125,0.080,0.000,163.26,127328,475,0.138,0.416,0.002,1854139,1.14,17.86,0.001,0.043,0.003,5,7,16,64,1141,11,0.01,0.0066
270000,2976,1.311,0.018,5.96,475800,451879,1700,50,22075,6224,1624937.5,537.7,0.872,0.024,0.022,0.045,0.037,635,8.48,6.78,0.42,2.67,0.25,1.82,0.15,1.72,7.66,5.40,0.03,0.32,0.018,0.107,502,0.094,0.632,0.004,0.000,0.363,470651,462095,4,0.890,0.012,0.020,576224,0.095,0.125,0.000,163.27,120933,293,0.086,0.500,0.001,1532655,1.15,18.53,0.001,0.038,0.010,4,7,15,64,1071,12,0.00,0.0071
280000,2974,1.316,0.014,5.59,475368,453237,1799,38,20296,7047,1603659.0,394.2,0.876,0.023,0.021,0.045,0.034,715,8.48,7.09,0.32,2.29,0.37,2.88,0.12,1.38,7.68,5.89,0.01,0.23,0.020,0.117,468,0.085,0.645,0.005,0.000,0.350,470463,462996,4,0.886,0.002,0.017,555203,0.089,0.087,0.000,163.27,114473,544,0.056,0.447,0.001,1779131,1.11,18.77,0.002,0.048,0.005,4,6,14,64,1118,13,0.01,0.0070
290000,2919,1.322,0.013,5.40,477996,456813,1798,48,19392,9043,1604243.9,484.7,0.881,0.021,0.019,0.044,0.034,740,8.68,6.32,0.35,2.55,0.40,2.58,0.29,2.42,7.63,4.77,0.01,0.23,0.026,0.131,469,0.071,0.618,0.003,0.000,0.379,472878,465283,3,0.891,0.000,0.036,459871,0.117,0.084,0.000,163.27,110243,563,0.054,0.542,0.000,1688688,1.12,18.65,0.001,0.070,0.004,4,8,13,64,1081,10,0.00,0.0072
300000,2863,1.383,0.018,5.91,486844,465336,1969,76,19519,11089,1588269.0,388.4,0.892,0.020,0.017,0.039,0.032,662,9.34,7.56,0.36,2.77,0.42,2.75,0.15,1.64,8.41,6.17,0.02,0.24,0.023,0.123,502,0.071,0.655,0.003,0.000,0.341,482189,475929,3,0.851,0.006,0.023,485378,0.100,0.159,0.000,163.27,122304,280,0.035,0.579,0.001,1602955,1.12,17.93,0.002,0.064,0.006,4,7,17,64,1088,12,0.01,0.0066
310000,3151,1.289,0.013,5.59,464583,442934,1922,99,19340,8905,1638119.0,313.3,0.876,0.024,0.021,0.045,0.034,663,7.62,5.85,0.19,1.62,0.26,2.08,0.14,1.76,7.03,4.94,0.01,0.24,0.016,0.107,418,0.162,0.659,0.002,0.000,0.339,458916,450840,3,0.876,0.004,0.011,510150,0.092,0.082,0.000,163.27,122978,630,0.035,0.545,0.000,2363433,1.08,19.13,0.000,0.042,0.003,4,6,12,64,1128,12,0.00,0.0074
320000,2998,1.315,0.010,5.56,477706,454439,1986,26,21408,5994,1635630.8,270.8,0.879,0.021,0.018,0.046,0.036,714,8.60,6.59,0.30,2.45,0.34,2.24,0.11,1.29,7.85,5.70,0.01,0.23,0.022,0.122,465,0.146,0.644,0.002,0.000,0.354,472635,465121,4,0.866,0.000,0.018,488657,0.093,0.074,0.000,163.27,119305,88,0.045,0.846,0.000,2072493,1.11,18.18,0.000,0.054,0.004,4,7,14,63,1054,11,0.00,0.0069
330000,3007,1.316,0.012,5.37,475588,454802,1701,63,19013,8974,1627032.6,398.8,0.877,0.020,0.019,0.047,0.037,768,8.38,6.71,0.16,1.61,0.44,2.60,0.17,1.79,7.62,5.73,0.01,0.20,0.029,0.146,447,0.141,0.638,0.002,0.000,0.359,471010,462391,4,0.877,0.020,0.015,689534,0.102,0.078,0.000,163.27,107841,444,0.044,0.587,0.000,2043993,1.06,18.64,0.001,0.059,0.004,4,7,13,64,1060,11,0.00,0.0071
340000,2955,1.317,0.012,4.97,479946,457702,1777,174,20345,13251,1634074.4,1024.0,0.888,0.020,0.018,0.041,0.032,799,8.66,7.14,0.27,2.61,0.50,3.10,0.12,1.37,7.77,5.74,0.02,0.31,0.031,0.145,476,0.125,0.628,0.003,0.000,0.369,475168,467683,5,0.899,0.005,0.020,519931,0.072,0.086,0.000,163.27,107870,646,0.077,0.408,0.000,1699197,1.09,18.53,0.003,0.111,0.007,4,7,14,64,1035,12,0.01,0.0071
350000,3047,1.301,0.012,5.41,472159,451084,1760,100,19123,14325,1606429.4,553.1,0.875,0.023,0.020,0.046,0.036,785,8.04,6.31,0.20,2.03,0.37,2.70,0.14,1.92,7.33,5.07,0.01,0.18,0.021,0.125,423,0.121,0.667,0.003,0.000,0.330,467164,458253,6,0.855,0.000,0.023,440152,0.086,0.077,0.000,163.26,96886,956,0.039,0.260,0.000,1922622,1.08,19.12,0.001,0.086,0.005,4,7,12,64,1107,11,0.01,0.0072
360000,3147,1.285,0.013,5.37,471854,450284,1811,82,19577,10699,1610413.4,359.1,0.871,0.025,0.022,0.046,0.036,804,7.87,6.67,0.27,2.28,0.26,2.38,0.14,1.76,7.20,5.45,0.01,0.22,0.017,0.114,402,0.106,0.657,0.002,0.000,0.341,467081,457585,7,0.874,0.000,0.014,486087,0.099,0.102,0.000,163.27,100060,552,0.034,0.463,0.000,2466853,1.10,19.38,0.001,0.064,0.004,4,7,12,64,1098,12,0.00,0.0071
370000,3042,1.310,0.014,5.30,484979,462743,2087,60,20194,7666,1614562.8,325.3,0.884,0.023,0.020,0.041,0.032,793,7.73,6.46,0.27,2.35,0.24,2.15,0.15,1.46,7.07,5.47,0.01,0.22,0.015,0.107,358,0.161,0.667,0.003,0.000,0.330,480073,471428,6,0.876,0.003,0.017,505567,0.087,0.108,0.000,163.27,96654,505,0.042,0.500,0.000,2082481,1.11,19.35,0.001,0.042,0.003,4,6,11,64,1135,12,0.00,0.0075
380000,3115,1.307,0.013,5.51,472580,449524,1975,147,20861,9821,1595077.5,603.3,0.883,0.022,0.019,0.044,0.033,740,7.82,6.19,0.23,2.37,0.28,2.40,0.17,1.67,7.14,5.10,0.00,0.14,0.019,0.125,389,0.107,0.655,0.001,0.000,0.344,467398,458217,7,0.885,0.022,0.030,573092,0.095,0.114,0.000,163.27,100470,683,0.061,0.381,0.000,1736371,1.09,19.44,0.001,0.048,0.001,3,7,12,64,1119,13,0.00,0.0072
390000,3024,1.300,0.012,5.86,481260,460354,1932,129,18936,16767,1593023.8,1463.6,0.886,0.022,0.019,0.041,0.032,659,8.40,6.42,0.34,2.61,0.24,1.72,0.18,1.66,7.65,5.37,0.01,0.22,0.019,0.112,569,0.089,0.615,0.011,0.000,0.374,476593,468291,6,0.895,0.031,0.024,1073033,0.044,0.074,0.000,163.27,120157,683,0.087,0.426,0.001,2035028,1.12,18.61,0.001,0.134,0.003,3,7,15,64,991,12,0.00,0.0069
400000,2901,1.342,0.013,6.03,471509,449129,1671,68,20764,9960,1597766.0,337.4,0.873,0.025,0.021,0.046,0.036,621,9.21,7.42,0.42,2.95,0.39,3.00,0.17,1.97,8.23,5.74,0.02,0.32,0.026,0.145,522,0.078,0.635,0.005,0.000,0.360,466309,457702,6,0.844,0.021,0.021,667605,0.109,0.078,0.000,163.27,124705,547,0.034,0.485,0.001,1817152,1.14,17.94,0.002,0.042,0.004,4,7,16,64,1122,12,0.01,0.0067
410000,3054,1.310,0.012,5.98,460422,437345,1541,84,21299,10394,1574061.2,364.9,0.863,0.027,0.023,0.050,0.038,691,8.26,6.72,0.25,2.29,0.38,2.58,0.09,1.28,7.53,5.51,0.02,0.28,0.024,0.136,463,0.078,0.648,0.003,0.000,0.349,454477,445476,7,0.662,0.244,0.011,597799,0.108,0.066,0.000,163.27,123120,493,0.035,0.524,0.000,1886507,1.09,18.75,0.002,0.073,0.006,3,7,14,64,1126,11,0.00,0.0068
420000,3144,1.300,0.013,6.00,464491,440737,1733,113,21818,12449,1607774.2,492.6,0.867,0.027,0.023,0.046,0.037,660,7.91,6.69,0.29,2.50,0.35,2.55,0.19,2.07,7.08,4.99,0.01,0.21,0.023,0.124,477,0.090,0.668,0.003,0.000,0.329,458828,449732,8,0.666,0.208,0.015,548923,0.120,0.087,0.000,163.27,119809,592,0.040,0.398,0.000,1956181,1.10,19.12,0.003,0.062,0.004,3,6,13,64,1148,15,0.00,0.0072
430000,3031,1.310,0.015,6.03,462200,438583,1906,85,21739,8920,1590502.6,418.1,0.874,0.022,0.018,0.048,0.038,640,8.24,6.19,0.21,2.00,0.23,1.98,0.10,1.24,7.70,5.37,0.01,0.18,0.017,0.111,515,0.102,0.649,0.001,0.000,0.350,456692,448670,8,0.658,0.038,0.013,608629,0.114,0.074,0.000,163.27,121381,645,0.047,0.565,0.000,1635065,1.08,18.52,0.001,0.071,0.004,3,7,13,64,1126,11,0.00,0.0068
440000,2998,1.327,0.014,6.08,464886,440565,1790,81,22483,8762,1618741.5,411.2,0.868,0.023,0.019,0.051,0.038,674,8.56,7.06,0.32,2.57,0.32,3.05,0.09,1.05,7.82,5.80,0.01,0.20,0.016,0.111,463,0.101,0.632,0.007,0.000,0.361,459212,450911,7,0.646,0.220,0.019,532164,0.130,0.087,0.000,163.27,118428,690,0.047,0.420,0.000,1796520,1.12,18.42,0.002,0.058,0.003,3,6,15,64,1126,12,0.00,0.0069
450000,2953,1.321,0.012,6.56,460854,437900,1911,133,20955,9808,1615363.9,784.7,0.863,0.022,0.018,0.054,0.043,588,9.26,7.20,0.30,2.47,0.40,3.18,0.12,1.62,8.43,5.91,0.01,0.22,0.019,0.120,544,0.104,0.633,0.004,0.000,0.363,455741,446594,7,0.860,0.001,0.015,423866,0.103,0.073,0.000,163.27,124579,787,0.080,0.398,0.000,2039340,1.11,17.92,0.001,0.079,0.004,4,7,17,64,1126,13,0.00,0.0065
460000,3016,1.312,0.010,6.63,466865,442275,1879,51,22597,7277,1592282.8,373.3,0.869,0.021,0.017,0.052,0.042,637,8.46,6.26,0.27,2.22,0.25,2.20,0.21,2.31,7.73,5.00,0.01,0.19,0.017,0.118,437,0.105,0.650,0.001,0.000,0.349,461906,452529,7,0.613,0.222,0.018,550658,0.099,0.081,0.000,163.27,121958,746,0.051,0.392,0.000,1781993,1.10,18.27,0.000,0.040,0.003,3,7,13,64,1134,11,0.00,0.0068
470000,2989,1.319,0.015,5.98,469406,447493,1652,72,20216,7768,1595916.5,212.1,0.863,0.024,0.019,0.052,0.042,646,8.77,6.80,0.35,2.67,0.31,2.23,0.19,2.14,7.91,5.39,0.01,0.17,0.023,0.118,421,0.115,0.651,0.002,0.000,0.347,464036,455955,5,0.853,0.006,0.017,558291,0.097,0.115,0.000,163.27,117635,415,0.027,0.375,0.000,1874791,1.13,18.14,0.001,0.077,0.003,4,7,16,64,1098,18,0.00,0.0068
480000,3061,1.315,0.013,5.64,466340,443305,1962,143,20858,9379,1605502.2,222.3,0.868,0.022,0.018,0.050,0.041,682,8.06,6.66,0.66,3.36,0.26,2.27,0.21,2.10,6.92,4.72,0.02,0.24,0.018,0.118,447,0.110,0.647,0.013,0.000,0.340,461176,453634,5,0.875,0.026,0.025,523677,0.085,0.089,0.000,163.27,116152,963,0.024,0.224,0.000,1895012,1.25,18.83,0.001,0.054,0.005,3,7,14,64,1135,12,0.00,0.0076
490000,3046,1.329,0.014,5.77,449624,428790,1891,86,18872,7366,1576280.9,335.2,0.855,0.027,0.022,0.050,0.045,705,8.09,6.31,0.47,2.27,0.44,3.11,0.12,1.07,7.06,4.88,0.02,0.27,0.026,0.132,413,0.126,0.667,0.011,0.001,0.321,444596,435741,5,0.836,0.029,0.021,578179,0.117,0.133,0.000,163.27,104915,504,0.046,0.372,0.001,2833619,1.19,18.16,0.001,0.033,0.006,3,6,14,64,1123,12,0.00,0.0073
500000,3128,1.306,0.012,5.77,445977,426355,1740,149,17651,9474,1562472.2,530.3,0.858,0.025,0.020,0.053,0.045,686,7.79,6.12,0.68,3.28,0.29,2.49,0.10,1.19,6.73,4.31,0.01,0.22,0.018,0.117,426,0.145,0.660,0.013,0.000,0.326,441161,432061,3,0.860,0.008,0.014,550511,0.094,0.080,0.000,163.27,103672,684,0.056,0.336,0.000,2147842,1.26,18.52,0.001,0.041,0.006,3,7,13,64,1118,13,0.00,0.0074
510000,3016,1.317,0.014,5.59,462438,439800,2442,118,20190,10172,1550317.9,407.9,0.882,0.022,0.018,0.043,0.035,757,8.37,7.21,0.62,3.11,0.43,3.17,0.21,2.12,7.10,5.26,0.03,0.34,0.023,0.126,438,0.159,0.650,0.011,0.000,0.340,458224,450742,3,0.878,0.017,0.025,469641,0.089,0.122,0.000,163.27,104400,636,0.040,0.398,0.000,1860844,1.24,18.31,0.003,0.050,0.009,3,7,15,64,963,13,0.00,0.0072
520000,3062,1.293,0.008,5.16,490899,466485,2697,92,21579,12736,1581133.1,586.3,0.915,0.014,0.010,0.034,0.027,750,8.09,6.11,0.35,2.43,0.45,3.13,0.14,1.81,7.14,4.68,0.01,0.22,0.027,0.148,430,0.148,0.613,0.006,0.000,0.380,487820,482687,4,0.701,0.230,0.012,414013,0.076,0.069,0.000,163.27,110787,847,0.046,0.359,0.000,1311766,1.14,18.53,0.001,0.094,0.005,3,7,13,64,932,13,0.00,0.0072
530000,3066,1.329,0.008,5.62,463209,440484,2262,60,20399,10436,1589046.1,638.7,0.874,0.022,0.015,0.050,0.040,727,7.90,6.23,0.41,2.52,0.35,2.32,0.23,1.91,6.91,4.80,0.01,0.13,0.030,0.129,475,0.092,0.655,0.009,0.000,0.336,459510,448444,3,0.882,0.000,0.053,934511,0.029,0.069,0.000,163.27,113440,891,0.061,0.367,0.000,1901946,1.16,18.53,0.002,0.068,0.003,4,7,13,64,1119,11,0.00,0.0075
