step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
110000,2402,1.363,0.055,4.91,478555,464662,290,27,13451,19454,1621266.4,1392.6,0.983,0.003,0.006,0.003,0.004,814,14.17,10.97,0.73,3.04,0.33,2.74,0.24,2.35,12.87,9.53,0.01,0.24,0.014,0.092,585,0.080,0.463,0.009,0.000,0.527,477896,477501,1,0.992,0.008,0.017,624367,0.029,0.431,0.003,163.22,118352,216,0.072,0.593,0.000,789212,1.21,14.60,0.013,0.046,0.005,6,11,26,64,423,27,0.29,0.0052
120000,2288,1.409,0.059,4.62,478655,463721,259,26,14763,17211,1632017.6,1401.3,0.986,0.003,0.004,0.003,0.004,793,14.44,11.04,0.37,2.34,0.55,3.07,0.19,1.78,13.32,9.74,0.01,0.26,0.020,0.111,521,0.099,0.469,0.005,0.000,0.525,478093,477780,1,1.000,0.000,0.026,519901,0.030,0.384,0.002,163.17,120608,253,0.081,0.577,0.000,544093,1.10,14.85,0.010,0.023,0.003,6,11,25,64,414,22,0.33,0.0054
130000,2395,1.357,0.059,4.31,500670,485869,313,292,14089,24605,1637409.6,2446.7,0.987,0.003,0.005,0.002,0.003,823,13.84,9.19,0.26,1.97,0.42,2.81,0.08,1.23,13.08,8.14,0.01,0.20,0.019,0.098,503,0.084,0.456,0.003,0.000,0.542,500122,499733,1,1.000,0.000,0.008,548563,0.029,0.389,0.003,163.26,106815,176,0.099,0.452,0.000,730537,1.08,14.96,0.008,0.056,0.004,7,11,23,64,436,31,0.25,0.0052
140000,2410,1.345,0.058,4.24,509833,495953,270,25,13570,10069,1643640.5,648.0,0.986,0.002,0.006,0.002,0.004,896,14.16,9.59,0.26,2.21,0.38,2.88,0.35,2.75,13.16,8.45,0.01,0.21,0.013,0.086,493,0.071,0.441,0.004,0.000,0.555,509224,508827,1,1.000,0.000,0.038,661561,0.029,0.384,0.002,163.28,102344,169,0.064,0.560,0.000,564963,1.09,15.24,0.009,0.020,0.002,7,11,22,64,442,24,0.23,0.0052
150000,2291,1.396,0.052,5.56,483194,470293,213,169,12638,22711,1641055.6,1880.8,0.986,0.003,0.005,0.002,0.004,768,15.42,8.78,0.38,2.40,0.50,3.43,0.12,1.58,14.42,6.93,0.03,0.34,0.016,0.091,577,0.074,0.441,0.004,0.000,0.554,482605,481925,1,1.000,0.000,0.012,581958,0.032,0.371,0.002,163.23,115024,277,0.083,0.420,0.001,521195,1.12,14.29,0.007,0.046,0.007,7,14,22,64,426,24,0.28,0.0050
160000,2197,1.429,0.065,5.96,479480,467453,235,31,11855,12180,1639339.0,915.0,0.985,0.004,0.004,0.003,0.004,598,16.40,10.24,0.16,1.58,0.22,2.47,0.35,2.33,15.68,9.49,0.01,0.20,0.009,0.077,534,0.051,0.448,0.000,0.001,0.551,478962,478193,1,0.733,0.267,0.031,480360,0.033,0.455,0.003,163.26,136316,276,0.075,0.516,0.001,646665,1.04,14.03,0.011,0.031,0.002,6,14,27,64,429,23,0.24,0.0048
170000,2274,1.389,0.047,5.20,481081,469287,230,33,11454,18477,1638559.9,1381.5,0.982,0.004,0.005,0.004,0.004,658,15.74,11.67,0.32,2.48,0.31,2.16,0.10,1.56,15.01,10.66,0.01,0.15,0.010,0.064,450,0.136,0.465,0.004,0.000,0.531,480484,479884,1,1.000,0.000,0.007,578197,0.025,0.373,0.002,163.22,131491,126,0.075,0.788,0.000,831846,1.11,14.88,0.015,0.022,0.002,6,11,30,64,440,28,0.29,0.0048
180000,2113,1.476,0.040,5.86,490543,475893,316,60,14435,12470,1637783.9,913.5,0.983,0.004,0.005,0.003,0.004,645,17.06,12.67,0.40,2.97,0.75,4.36,0.66,3.87,15.24,11.01,0.01,0.17,0.022,0.116,618,0.077,0.456,0.000,0.000,0.543,489942,489275,2,0.671,0.008,0.048,376472,0.032,0.306,0.002,163.26,133856,321,0.073,0.517,0.000,571244,1.14,13.43,0.018,0.018,0.003,6,14,33,64,424,27,0.25,0.0051
190000,2003,1.546,0.036,4.75,469848,455203,127,87,14541,22723,1642116.1,1936.6,0.977,0.004,0.006,0.006,0.007,733,19.98,12.75,0.35,2.38,1.27,5.55,0.44,2.72,17.93,12.20,0.02,0.27,0.046,0.166,514,0.073,0.421,0.002,0.000,0.577,469247,468134,1,0.790,0.210,0.037,633430,0.029,0.353,0.002,163.18,117420,176,0.085,0.609,0.000,1189892,1.09,11.60,0.020,0.035,0.009,8,17,38,64,417,22,0.32,0.0046
200000,2172,1.391,0.042,4.02,481405,463357,318,17,17544,11218,1654316.1,699.8,0.985,0.003,0.004,0.003,0.005,931,16.25,11.00,0.40,2.93,0.66,3.31,0.20,2.59,14.99,9.88,0.04,0.43,0.032,0.133,435,0.107,0.454,0.002,0.000,0.544,480936,480545,1,1.000,0.000,0.012,272536,0.032,0.362,0.003,163.30,106055,83,0.062,0.765,0.000,599956,1.12,13.81,0.014,0.045,0.011,6,14,28,64,378,25,0.20,0.0051
210000,2288,1.389,0.054,4.18,489216,469501,437,16,19146,9711,1645493.4,438.6,0.985,0.004,0.004,0.003,0.004,886,15.06,10.64,0.21,1.92,0.43,3.35,0.05,0.90,14.38,9.81,0.01,0.14,0.014,0.098,465,0.139,0.455,0.001,0.000,0.544,488722,488299,1,1.000,0.000,0.005,301164,0.032,0.426,0.003,163.30,112334,272,0.045,0.562,0.000,688182,1.07,14.24,0.006,0.018,0.002,6,12,30,64,443,26,0.21,0.0050
220000,2202,1.442,0.073,4.20,498038,480625,318,463,16718,54137,1634749.5,4994.9,0.986,0.005,0.005,0.002,0.003,898,16.41,11.75,0.28,2.01,0.69,3.81,0.17,1.79,15.26,10.25,0.01,0.16,0.022,0.111,439,0.074,0.440,0.002,0.001,0.557,497547,497217,1,1.000,0.000,0.015,736546,0.023,0.487,0.004,163.22,109429,286,0.092,0.514,0.001,932822,1.07,13.41,0.021,0.016,0.002,8,13,33,64,440,32,0.29,0.0049
230000,2243,1.368,0.092,4.40,494535,476836,236,51,17371,12225,1638393.1,867.7,0.988,0.004,0.003,0.002,0.003,915,14.84,10.42,0.43,2.73,0.62,3.79,0.12,1.51,13.67,8.90,0.05,0.43,0.022,0.113,503,0.086,0.452,0.006,0.000,0.542,494023,493682,1,1.000,0.000,0.008,487976,0.026,0.573,0.006,163.12,102742,165,0.071,0.608,0.000,645604,1.11,14.08,0.012,0.084,0.015,6,12,26,64,355,42,0.38,0.0053
240000,2305,1.370,0.096,4.18,512512,491160,356,20,20914,7599,1621210.4,555.9,0.989,0.003,0.003,0.001,0.003,832,14.79,9.61,0.11,1.36,0.49,2.81,0.10,1.15,14.09,8.90,0.01,0.21,0.025,0.128,422,0.102,0.447,0.001,0.000,0.552,512081,511721,1,1.000,0.000,0.010,337475,0.035,0.626,0.007,163.11,110813,189,0.073,0.600,0.000,716957,1.03,13.69,0.005,0.019,0.002,7,13,24,64,421,25,0.39,0.0050
250000,2176,1.442,0.060,5.11,475367,459276,234,13,15973,7648,1611557.1,577.6,0.984,0.006,0.005,0.002,0.003,758,17.40,13.32,0.44,2.43,0.60,3.00,0.32,1.93,16.03,12.24,0.02,0.28,0.025,0.111,612,0.091,0.449,0.005,0.000,0.545,474790,474444,1,1.000,0.000,0.045,1191268,0.029,0.451,0.003,163.09,119492,158,0.076,0.692,0.000,961224,1.12,13.01,0.024,0.015,0.006,5,14,36,64,424,25,0.41,0.0046
260000,2352,1.416,0.027,6.67,488645,473702,293,169,14305,11762,1642960.2,1085.0,0.976,0.006,0.010,0.004,0.003,612,14.94,10.53,0.23,1.84,0.89,3.66,0.11,0.88,13.71,9.71,0.01,0.19,0.044,0.149,657,0.074,0.481,0.002,0.000,0.517,488105,487270,1,0.752,0.248,0.029,952418,0.022,0.268,0.001,163.29,143750,154,0.092,0.621,0.000,954134,1.07,13.83,0.004,0.014,0.003,6,11,29,64,450,27,0.22,0.0051
270000,2421,1.365,0.013,6.07,499316,487823,256,10,11158,5147,1626915.1,424.5,0.963,0.010,0.016,0.007,0.003,510,13.90,8.77,0.08,1.15,0.37,2.12,0.19,1.36,13.27,8.38,0.01,0.18,0.025,0.131,561,0.056,0.454,0.000,0.000,0.546,498965,497513,3,0.661,0.000,0.040,636553,0.023,0.169,0.000,163.40,161410,32,0.082,0.800,0.000,1528295,1.02,15.12,0.006,0.010,0.002,6,13,24,64,447,28,0.10,0.0051
280000,2308,1.400,0.015,6.58,509057,493835,278,368,14689,27236,1639658.1,2895.2,0.967,0.010,0.014,0.006,0.003,484,15.67,12.22,1.06,4.85,0.62,3.52,0.27,2.20,13.74,10.14,0.08,0.53,0.021,0.095,733,0.079,0.470,0.030,0.001,0.499,508665,506921,2,0.836,0.009,0.031,568372,0.030,0.172,0.000,163.42,166088,269,0.106,0.505,0.008,1359665,1.29,14.91,0.014,0.116,0.027,5,12,29,64,446,30,0.09,0.0052
290000,1842,1.757,0.024,8.67,335727,323300,119,7855,4919,2690006,1608949.1,191725.8,0.883,0.041,0.046,0.018,0.013,523,21.80,19.46,3.87,10.10,1.29,4.31,0.18,1.69,16.47,15.08,0.29,1.04,0.034,0.102,953,0.046,0.599,0.097,0.011,0.293,335150,329204,5,0.325,0.419,0.027,669950,0.049,0.293,0.001,162.70,130273,168,0.071,0.448,0.063,15395363,1.92,11.63,0.072,0.650,0.082,3,14,58,64,409,32,0.81,0.0053
300000,1311,2.295,0.024,7.45,254116,236607,48,15327,2665,3913603,1612550.9,297677.3,0.751,0.114,0.116,0.011,0.008,563,33.53,22.34,12.33,16.46,2.46,5.42,0.57,3.04,18.17,16.11,0.88,1.58,0.051,0.107,996,0.026,0.501,0.304,0.012,0.182,253571,246252,5,0.474,0.426,0.062,652465,0.055,0.276,0.001,161.61,105552,149,0.076,0.389,0.126,30260535,4.00,7.18,0.159,0.734,0.262,5,32,64,64,390,17,1.89,0.0068
310000,1255,2.418,0.025,7.73,206444,190965,48,14209,1278,3487465,1619436.2,268140.9,0.718,0.127,0.131,0.012,0.011,753,34.47,23.08,12.80,16.95,2.26,4.64,1.13,4.74,18.29,15.57,0.90,1.60,0.046,0.098,902,0.025,0.519,0.310,0.024,0.147,205874,198438,6,0.080,0.700,0.109,1037782,0.043,0.253,0.001,161.94,79640,128,0.077,0.379,0.131,26031702,4.17,7.36,0.186,0.761,0.262,4,35,64,64,375,21,1.57,0.0071
320000,1660,1.986,0.032,7.09,223374,209023,46,12270,1630,3690159,1616291.1,273447.2,0.732,0.124,0.125,0.011,0.009,783,23.77,21.36,8.92,15.51,1.59,4.05,0.20,1.33,13.06,12.10,0.57,1.33,0.040,0.111,899,0.033,0.516,0.228,0.008,0.248,222854,216632,8,0.734,0.028,0.042,1069456,0.035,0.302,0.001,161.74,79653,136,0.074,0.352,0.052,27031493,3.27,11.58,0.096,0.643,0.169,4,13,62,64,375,26,1.76,0.0075
330000,1624,1.928,0.035,5.71,265945,253363,132,8303,4183,2668771,1637963.4,200064.8,0.819,0.082,0.081,0.011,0.007,813,25.40,21.50,8.53,15.92,1.23,3.71,0.21,1.64,15.43,14.03,0.42,1.18,0.031,0.100,759,0.033,0.536,0.179,0.016,0.268,265458,260240,5,0.743,0.161,0.028,574215,0.032,0.312,0.002,162.72,88973,147,0.075,0.322,0.063,20911889,3.17,9.99,0.114,0.600,0.119,4,16,64,64,389,22,0.78,0.0065
340000,1509,2.078,0.040,6.77,286432,273238,156,7655,5498,2432734,1638290.0,180516.9,0.826,0.077,0.076,0.011,0.010,782,29.01,21.61,9.17,16.07,1.00,2.98,0.68,3.90,18.16,15.68,0.45,1.24,0.021,0.073,845,0.065,0.445,0.202,0.014,0.339,285794,280606,6,0.575,0.156,0.057,564256,0.036,0.330,0.002,162.86,89553,161,0.074,0.323,0.062,19095496,3.39,8.61,0.125,0.435,0.129,6,23,64,64,391,24,0.64,0.0060
350000,1612,1.888,0.056,6.40,281255,265058,83,8913,7098,2772728,1641745.8,203275.0,0.795,0.095,0.096,0.007,0.007,779,24.48,20.39,7.09,14.41,1.52,4.05,0.21,1.40,15.66,12.96,0.57,1.35,0.033,0.091,821,0.099,0.520,0.181,0.007,0.292,280700,275738,8,0.652,0.064,0.047,819267,0.038,0.409,0.003,162.65,87232,138,0.073,0.367,0.056,22791100,2.81,10.82,0.098,0.503,0.156,5,15,63,64,391,27,0.86,0.0065
360000,1497,2.036,0.039,5.76,266023,254391,136,5226,6385,2588440,1631935.4,179852.4,0.823,0.082,0.082,0.006,0.007,834,27.57,22.33,8.15,14.61,1.26,3.27,0.39,2.12,17.77,15.93,0.56,1.32,0.026,0.072,910,0.029,0.553,0.212,0.019,0.215,265350,260161,5,0.759,0.041,0.054,894769,0.028,0.355,0.002,162.76,85133,169,0.069,0.306,0.069,19527277,2.97,9.75,0.119,0.706,0.171,4,20,64,64,369,22,0.74,0.0061
370000,1271,2.388,0.108,5.88,217435,209376,66,6363,1856,2888738,1636701.0,205983.6,0.777,0.099,0.100,0.011,0.013,962,35.81,23.48,14.52,16.15,1.18,3.21,0.81,4.07,19.31,16.03,0.50,1.23,0.024,0.069,774,0.053,0.464,0.323,0.013,0.200,216824,212434,4,0.567,0.297,0.068,908529,0.027,0.766,0.011,162.19,72378,194,0.071,0.325,0.095,23404384,4.79,7.41,0.253,0.659,0.161,4,33,64,64,350,23,1.31,0.0067
380000,1397,2.236,0.056,5.44,218904,211492,115,6034,1137,2742475,1628389.5,195410.0,0.808,0.083,0.082,0.013,0.015,1011,30.19,23.65,11.04,14.66,1.45,3.68,0.47,2.49,17.22,16.13,0.60,1.33,0.029,0.076,795,0.034,0.558,0.263,0.013,0.166,218177,214283,4,0.817,0.000,0.079,1063500,0.041,0.489,0.005,161.78,66844,226,0.071,0.216,0.066,26364259,3.89,9.57,0.162,0.715,0.192,3,24,64,64,367,21,1.72,0.0068
390000,1430,2.179,0.067,5.72,216352,209306,76,5875,1062,2789077,1613490.6,205629.3,0.798,0.086,0.086,0.015,0.014,988,30.13,23.73,9.96,15.45,1.26,3.72,0.54,2.54,18.37,16.90,0.46,1.22,0.029,0.083,774,0.024,0.599,0.189,0.006,0.206,215694,212007,4,0.686,0.217,0.080,1822794,0.067,0.492,0.004,161.88,67272,192,0.074,0.318,0.048,25446107,3.51,9.73,0.184,0.652,0.137,3,27,64,64,365,23,1.63,0.0061
400000,1641,1.974,0.048,5.31,234648,228707,41,3708,1981,2481627,1616240.1,179798.1,0.818,0.079,0.080,0.012,0.011,865,24.83,22.06,9.10,13.84,1.10,3.03,0.06,0.80,14.57,14.35,0.51,1.26,0.023,0.067,902,0.082,0.563,0.225,0.012,0.199,234013,229873,5,0.831,0.032,0.012,641800,0.047,0.417,0.003,162.61,77206,271,0.072,0.258,0.043,23900381,3.24,11.40,0.091,0.673,0.159,3,15,63,64,368,27,0.89,0.0068
410000,1659,1.909,0.031,5.78,286430,277320,138,3924,5030,2653493,1622729.0,189344.7,0.843,0.067,0.067,0.011,0.012,874,24.02,19.50,6.90,13.44,1.09,3.11,0.14,1.50,15.88,13.54,0.42,1.16,0.026,0.079,1047,0.022,0.567,0.193,0.010,0.230,285826,281643,5,0.836,0.034,0.019,452846,0.046,0.317,0.002,162.55,88704,250,0.071,0.285,0.066,23867634,2.79,10.97,0.050,0.741,0.132,4,17,58,64,402,24,0.96,0.0062
420000,1589,1.969,0.042,5.88,312484,302968,224,3317,6045,2271055,1630603.6,165050.6,0.863,0.055,0.056,0.011,0.014,801,26.11,21.84,7.25,15.56,1.45,5.17,0.55,3.40,16.86,15.32,0.30,1.03,0.036,0.120,903,0.035,0.549,0.132,0.006,0.313,311821,308095,4,0.791,0.135,0.076,776350,0.039,0.397,0.003,162.58,100922,174,0.073,0.333,0.035,20411019,2.94,10.13,0.124,0.609,0.094,5,16,64,64,377,26,0.92,0.0061
430000,2115,1.540,0.053,5.05,361279,351432,248,2005,7068,2679423,1626200.8,178669.1,0.896,0.038,0.039,0.013,0.015,724,17.21,18.09,3.15,10.76,0.80,3.33,0.32,2.26,12.95,13.05,0.23,0.88,0.020,0.082,859,0.051,0.620,0.064,0.008,0.308,360727,357346,4,0.923,0.017,0.051,1138242,0.028,0.419,0.003,162.98,108267,186,0.067,0.322,0.041,19908712,1.85,14.25,0.057,0.629,0.067,3,10,55,64,426,29,0.52,0.0059
440000,2017,1.634,0.040,4.86,370737,356881,207,3104,10643,2462040,1619355.9,182545.1,0.909,0.030,0.032,0.013,0.016,708,17.26,18.54,3.72,11.32,0.97,3.95,0.24,2.68,12.33,12.87,0.26,0.92,0.021,0.085,841,0.057,0.640,0.097,0.002,0.261,370284,366741,6,0.903,0.004,0.022,845257,0.025,0.320,0.002,163.00,106469,290,0.074,0.246,0.050,21649214,1.99,14.99,0.053,0.660,0.081,3,9,54,64,413,33,0.50,0.0065
450000,2135,1.555,0.030,4.52,376092,360785,175,4146,10868,2347728,1615866.2,180633.0,0.916,0.027,0.029,0.012,0.015,757,15.49,16.77,4.15,11.54,0.90,3.28,0.15,1.37,10.29,9.39,0.30,1.02,0.020,0.072,832,0.155,0.629,0.110,0.007,0.254,375654,372744,6,0.908,0.006,0.024,597714,0.024,0.272,0.001,163.03,102420,246,0.077,0.226,0.052,21395144,2.11,15.64,0.039,0.652,0.087,3,9,47,64,431,24,0.47,0.0074
460000,2275,1.485,0.044,4.78,387472,372005,141,3757,11429,2349716,1609975.1,185999.0,0.918,0.024,0.025,0.015,0.018,769,14.58,15.17,2.31,9.32,0.62,2.79,0.21,2.17,11.44,10.62,0.17,0.77,0.019,0.093,921,0.052,0.647,0.055,0.007,0.291,387074,384040,5,0.947,0.003,0.018,451969,0.028,0.354,0.002,162.69,93142,274,0.079,0.271,0.034,22047602,1.61,15.06,0.037,0.651,0.048,3,10,34,64,421,30,0.82,0.0062
470000,2318,1.499,0.042,4.80,374869,360991,187,3043,10605,2216259,1599671.1,183272.1,0.918,0.022,0.024,0.017,0.019,745,13.72,16.61,3.44,10.79,0.52,2.09,0.20,2.13,9.57,10.25,0.20,0.81,0.013,0.064,792,0.063,0.671,0.084,0.003,0.241,374495,371460,6,0.922,0.000,0.020,377968,0.039,0.371,0.002,162.89,102122,355,0.083,0.191,0.041,23673993,1.87,16.57,0.042,0.714,0.064,2,7,43,64,407,27,0.62,0.0072
480000,2231,1.540,0.046,4.08,317943,305913,149,4013,7955,2537262,1609274.8,204369.0,0.894,0.032,0.033,0.020,0.021,910,15.19,17.57,3.74,11.45,0.64,2.44,0.49,3.72,10.32,10.28,0.24,0.90,0.013,0.055,758,0.053,0.664,0.078,0.007,0.251,317548,314541,5,0.910,0.033,0.035,702927,0.024,0.365,0.002,162.57,74258,346,0.081,0.193,0.034,26687226,1.98,15.57,0.055,0.694,0.076,2,8,48,64,407,34,0.94,0.0070
490000,2346,1.518,0.033,3.98,314432,301104,151,4799,8263,2303334,1595563.4,197637.8,0.879,0.039,0.040,0.021,0.021,929,13.74,17.16,3.68,11.70,0.74,2.92,0.12,1.59,9.21,9.02,0.24,0.90,0.017,0.076,695,0.075,0.706,0.075,0.005,0.214,314033,310336,8,0.912,0.007,0.011,637701,0.036,0.278,0.001,162.61,68390,298,0.086,0.194,0.026,27669634,1.96,17.07,0.057,0.714,0.071,2,7,48,64,429,30,0.89,0.0074
500000,2091,1.615,0.031,4.01,327370,312518,142,4478,10487,2189344,1613080.6,184856.8,0.886,0.036,0.039,0.020,0.020,919,16.56,19.98,4.70,12.87,0.82,2.96,0.11,1.55,10.93,12.32,0.29,0.98,0.018,0.078,657,0.105,0.679,0.097,0.005,0.220,326884,323663,8,0.889,0.000,0.012,276251,0.042,0.287,0.001,162.75,65283,299,0.084,0.227,0.032,26965860,2.22,16.26,0.093,0.642,0.091,2,8,61,64,431,27,0.75,0.0071
510000,2370,1.488,0.046,3.62,319665,307271,101,2608,9406,2326769,1608969.8,187120.5,0.890,0.033,0.035,0.021,0.022,957,13.97,16.05,3.03,10.66,0.56,2.36,0.17,1.72,10.21,10.14,0.21,0.84,0.013,0.064,736,0.078,0.678,0.065,0.008,0.248,319247,316295,6,0.935,0.000,0.019,291550,0.031,0.336,0.002,162.73,65224,333,0.080,0.181,0.038,26148387,1.82,16.56,0.040,0.686,0.060,2,8,40,64,420,32,0.77,0.0066
520000,2386,1.483,0.041,3.73,377287,362511,135,2717,11908,2265022,1611247.4,174547.6,0.930,0.019,0.019,0.016,0.016,926,13.19,14.98,2.97,10.60,0.87,3.69,0.14,1.79,9.21,8.28,0.21,0.86,0.025,0.112,780,0.055,0.657,0.061,0.005,0.277,376785,374157,7,0.939,0.000,0.016,347614,0.032,0.374,0.002,162.64,69837,468,0.077,0.199,0.038,22583995,1.79,16.74,0.038,0.700,0.056,3,8,32,64,424,28,0.86,0.0073
530000,2173,1.516,0.057,4.09,393077,378481,197,2258,12354,2340732,1615921.0,179257.9,0.931,0.019,0.020,0.014,0.016,873,15.59,17.50,3.22,11.03,0.78,3.26,0.13,1.61,11.46,12.53,0.23,0.88,0.018,0.079,876,0.025,0.682,0.072,0.005,0.241,392604,390253,6,0.928,0.005,0.013,406442,0.034,0.421,0.004,162.85,73556,381,0.077,0.201,0.052,21571091,1.86,15.64,0.057,0.739,0.069,2,8,46,64,411,26,0.66,0.0065
