step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,689,33.1,2.3,1.7,5.0,24.0,0.2,1.58,7.6,289,194,74.89,0.00
5000,2,326,12.4,0.2,0.1,1.1,10.9,0.0,1.09,15.4,96,173,25.04,0.00
5000,3,104,63.6,0.3,4.1,8.6,50.6,0.0,1.08,0.0,43,198,112.39,0.00
6000,2,929,18.8,1.0,0.2,1.0,16.5,0.0,1.26,12.6,335,211,55.37,0.00
6000,1,705,30.7,1.1,0.1,4.3,25.2,0.0,1.29,8.2,301,183,66.76,0.00
6000,3,19,64.0,0.0,2.1,0.6,61.3,0.0,1.00,0.0,4,325,172.73,0.00
6000,12,17,54.9,13.5,1.1,7.8,32.5,0.6,3.32,0.0,12,73,19.44,0.37
6000,11,10,15.0,5.2,0.0,0.0,9.8,0.0,2.57,7.8,9,147,17.77,0.00
7000,2,903,20.4,1.6,0.1,0.9,17.8,0.0,1.29,11.5,312,311,82.49,0.00
7000,1,780,28.5,1.0,0.4,5.1,22.0,0.0,1.24,8.1,319,228,77.80,0.00
7000,3,27,62.9,0.0,14.1,7.1,41.7,0.0,1.00,0.2,15,662,400.30,0.00
7000,11,23,15.7,4.1,0.4,0.0,11.2,0.1,2.05,7.7,17,150,21.29,0.00
8000,1,917,23.0,0.8,0.2,4.7,17.2,0.0,1.21,8.8,390,249,67.69,0.00
8000,2,644,11.5,0.0,0.1,0.9,10.5,0.0,1.02,16.3,144,222,29.08,0.00
8000,11,38,20.6,4.7,0.0,0.0,16.0,0.0,2.13,4.4,21,355,76.39,0.00
9000,1,798,27.3,1.6,0.3,5.2,20.2,0.0,1.49,7.5,335,234,63.40,0.00
9000,2,638,10.9,0.3,0.4,0.7,9.5,0.0,1.12,16.3,156,355,49.95,0.00
9000,11,412,27.8,3.3,0.1,1.2,23.2,0.0,1.70,7.1,220,162,56.79,0.00
10000,1,1425,20.9,1.1,0.3,2.6,16.8,0.0,1.28,10.7,484,195,47.98,0.00
10000,11,409,24.7,3.0,0.1,0.7,20.9,0.0,1.64,7.8,202,182,67.03,0.00
11000,1,769,28.9,2.3,0.2,5.1,21.2,0.0,1.54,6.5,317,269,85.92,0.00
11000,11,180,30.8,9.2,0.1,1.0,20.5,0.0,2.89,5.8,105,203,65.14,0.00
12000,1,933,21.2,1.5,0.4,3.1,16.2,0.0,1.39,9.7,392,238,60.78,0.01
12000,11,242,24.2,5.6,0.0,0.5,18.1,0.0,2.30,7.0,148,220,61.74,0.00
13000,1,510,18.7,1.0,0.6,3.2,13.9,0.0,1.30,10.3,210,244,59.27,0.00
13000,11,419,19.7,2.7,0.1,0.5,16.4,0.0,1.65,10.1,203,144,34.92,0.00
14000,1,547,14.0,0.9,0.6,1.4,11.0,0.0,1.30,12.9,197,214,41.11,0.00
14000,11,365,20.7,2.7,0.0,0.4,17.5,0.0,1.73,9.7,186,222,63.17,0.00
14000,27,112,25.5,7.5,0.9,0.5,16.5,0.0,2.93,8.8,58,401,123.64,0.01
15000,30,522,18.7,0.1,0.0,4.0,14.6,0.0,1.03,10.8,193,256,54.47,0.00
15000,1,467,17.2,2.2,0.4,2.4,12.2,0.0,1.64,11.1,184,394,74.95,0.00
15000,11,372,20.4,2.5,0.0,0.7,17.2,0.0,1.62,10.1,204,236,66.04,0.00
15000,27,85,25.9,6.6,0.8,1.0,17.7,0.0,2.84,8.0,55,302,74.40,0.00
16000,30,517,17.2,0.1,0.1,3.7,13.3,0.0,1.03,12.0,192,206,43.75,0.00
16000,1,453,19.7,1.4,0.3,0.3,17.8,0.0,1.39,9.2,172,146,30.97,0.00
16000,11,381,26.1,3.1,0.0,0.9,22.1,0.0,1.68,7.3,208,221,67.52,0.00
16000,27,40,28.2,2.7,0.2,0.6,24.6,0.0,1.69,8.5,24,103,39.06,0.00
17000,1,613,14.4,0.5,0.9,0.1,12.9,0.0,1.15,12.5,181,219,42.32,0.00
17000,30,535,14.9,0.0,0.1,2.9,11.9,0.0,1.02,13.4,170,247,48.13,0.00
17000,32,501,20.5,2.2,0.3,3.7,14.3,0.0,1.58,10.2,175,216,44.24,0.00
17000,11,406,25.8,5.4,0.0,0.6,19.7,0.0,2.21,8.6,210,126,38.35,0.00
18000,30,582,14.8,0.1,0.1,3.2,11.5,0.0,1.03,13.5,188,276,52.69,0.00
18000,1,514,18.7,0.5,0.4,0.9,16.9,0.0,1.14,9.9,191,241,48.58,0.00
18000,32,508,18.7,1.2,0.7,3.6,13.2,0.1,1.33,9.7,144,275,65.57,0.00
18000,11,437,24.2,3.3,0.0,1.0,19.9,0.0,1.77,8.2,218,180,50.69,0.00
19000,30,598,13.6,0.4,0.3,2.3,10.6,0.0,1.14,14.9,183,223,39.68,0.00
19000,1,563,15.0,0.4,0.4,0.7,13.5,0.0,1.09,11.9,169,194,35.54,0.00
19000,32,529,17.7,1.2,1.1,1.8,13.7,0.1,1.34,12.9,161,259,55.22,0.01
19000,11,431,25.1,3.6,0.0,1.2,20.3,0.0,1.75,8.1,220,229,65.35,0.00
20000,1,1119,15.2,1.0,1.1,0.7,12.3,0.0,1.34,13.0,366,218,41.37,0.01
20000,30,551,16.8,0.3,0.3,3.6,12.6,0.0,1.13,12.5,213,309,55.39,0.00
20000,11,465,20.9,2.0,0.0,1.1,17.8,0.0,1.50,10.0,234,231,65.46,0.00
21000,1,595,13.3,0.9,0.3,0.8,11.2,0.0,1.22,13.5,156,276,43.81,0.00
21000,30,521,15.7,0.1,0.8,2.2,12.6,0.0,1.03,13.9,185,240,40.39,0.00
21000,11,467,21.4,3.5,0.1,1.6,16.2,0.0,1.91,9.2,269,220,51.07,0.02
22000,1,1017,15.2,0.6,0.6,1.8,12.1,0.0,1.14,12.5,312,284,47.76,0.00
22000,11,439,22.2,1.9,0.0,1.4,18.8,0.0,1.43,9.3,247,310,77.60,0.01
23000,1,530,18.1,0.0,0.4,4.0,13.6,0.0,1.01,12.4,158,259,51.51,0.00
23000,11,448,22.2,2.1,0.0,1.2,18.9,0.0,1.53,10.6,206,214,54.68,0.00
23000,40,206,16.9,2.1,0.0,0.6,14.2,0.0,1.91,12.5,85,183,39.05,0.00
24000,11,528,18.2,1.9,0.1,0.7,15.5,0.0,1.50,12.2,237,265,68.02,0.00
24000,1,518,19.5,0.1,0.5,4.7,14.2,0.0,1.03,11.4,186,277,57.08,0.00
24000,40,166,13.2,0.8,0.0,1.4,11.1,0.0,1.29,14.3,63,177,28.79,0.00
25000,40,642,13.0,0.4,0.1,1.4,11.1,0.0,1.16,14.2,189,200,37.67,0.00
25000,44,465,22.0,2.2,0.4,2.1,17.3,0.1,1.55,10.7,194,145,34.39,0.01
25000,1,402,20.0,0.0,0.4,1.8,17.7,0.0,1.01,11.2,102,255,60.11,0.00
25000,11,383,27.8,2.6,0.3,1.2,23.6,0.0,1.57,8.6,169,152,47.91,0.00
26000,40,948,18.1,1.1,0.3,1.0,15.6,0.0,1.30,10.8,342,226,51.54,0.01
26000,1,456,21.5,0.4,2.0,2.0,17.0,0.0,1.12,10.1,132,151,36.14,0.00
26000,11,418,25.1,2.5,0.0,0.8,21.8,0.0,1.62,9.1,201,226,72.23,0.00
27000,40,1080,17.1,0.8,0.4,0.9,15.0,0.0,1.23,11.6,382,195,45.59,0.00
27000,1,469,20.9,0.3,1.6,2.2,16.8,0.0,1.08,11.4,134,191,49.67,0.00
27000,11,427,24.7,0.9,0.0,0.6,23.2,0.0,1.21,9.0,229,241,87.75,0.00
28000,40,502,20.6,0.7,0.2,0.4,19.3,0.0,1.18,8.3,216,148,33.16,0.00
28000,1,479,18.0,0.0,1.1,1.3,15.6,0.0,1.00,12.6,131,270,68.37,0.00
28000,11,423,24.5,1.1,0.1,0.3,23.0,0.0,1.29,9.5,206,151,50.02,0.00
29000,1,546,17.1,0.0,2.0,1.7,13.3,0.0,1.01,13.6,170,213,45.38,0.00
