step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,8,8,0,0,0,8,0,1.00,16,0.000,2658,1.83,415.13,0.00,84
100000,19,19,0,0,0,19,0,1.00,10,0.000,2639,3.10,970.38,0.00,84
100000,7,7,0,0,0,7,0,1.00,18,0.000,2581,2.06,273.39,0.00,84
100000,5,5,0,0,0,5,0,1.00,22,0.000,2571,0.56,225.38,0.00,89
100000,21,21,0,0,0,21,0,1.00,8,0.000,2565,3.79,907.73,0.00,90
100000,2,2,0,0,0,2,0,1.00,26,0.000,2555,1.68,98.17,0.00,89
100000,7,10,0,0,0,7,0,1.00,20,0.000,2552,1.31,368.18,0.00,90
100000,8,8,0,0,0,8,0,1.00,18,0.000,2473,2.74,379.34,0.00,90
100000,11,11,0,0,0,11,0,1.00,16,0.000,2462,1.88,428.89,0.00,84
100000,20,21,0,0,0,20,0,1.00,8,0.000,2441,3.60,921.62,0.00,90
100000,11,11,0,0,0,11,0,1.00,10,0.000,2440,1.71,430.63,0.00,84
100000,8,8,0,0,0,8,0,1.00,16,0.000,2438,1.48,371.26,0.00,84
100000,8,8,0,0,0,8,0,1.00,18,0.000,2428,1.38,380.72,0.00,90
100000,8,8,0,0,0,8,0,1.00,16,0.000,2348,1.28,338.70,0.00,84
100000,6,6,0,0,0,6,0,1.00,18,0.000,2280,0.90,247.98,0.00,84
100000,8,8,0,0,0,8,0,1.00,16,0.000,2250,2.72,352.22,0.00,84
100000,8,8,0,0,0,8,0,1.00,16,0.000,2175,2.05,265.92,0.00,84
100000,8,8,0,0,0,8,0,1.00,16,0.000,2134,1.47,254.46,0.00,84
100000,8,8,0,0,0,8,0,1.00,18,0.000,2121,2.44,315.41,0.00,90
100000,24,24,0,1,0,23,0,1.00,6,0.042,2088,3.66,774.59,0.00,90
100000,4,4,0,0,0,4,0,1.00,22,0.000,2063,1.64,142.40,0.00,84
100000,7,7,0,0,0,7,0,1.00,18,0.000,2049,2.01,261.90,0.00,90
100000,12,12,0,0,0,12,0,1.00,16,0.000,1967,2.22,399.71,0.00,89
100000,2,2,0,0,0,2,0,1.00,26,0.000,1902,1.78,72.49,0.00,89
100000,6,6,0,0,0,6,0,1.00,22,0.000,1854,1.23,199.78,0.00,89
100000,10,10,0,0,0,10,0,1.00,16,0.000,1839,1.25,291.85,0.00,90
100000,22,22,0,0,0,22,0,1.00,12,0.000,1737,0.10,553.19,0.00,89
100000,13,13,0,0,0,13,0,1.00,10,0.000,1649,2.48,394.43,0.00,93
100000,12,12,0,0,0,12,0,1.00,10,0.000,1634,1.80,338.28,0.00,93
100000,13,13,0,0,0,13,0,1.00,10,0.000,1524,2.40,287.64,0.00,90
100000,10,10,0,1,0,9,0,1.00,16,0.100,1489,1.84,265.89,0.00,89
100000,24,24,0,0,0,24,0,1.00,8,0.000,1481,4.15,614.32,0.00,89
100000,10,10,0,1,0,9,0,1.00,16,0.100,1478,2.76,240.79,0.00,89
100000,6,6,0,0,0,6,0,1.00,20,0.000,1469,1.95,175.41,0.00,90
100000,18,18,0,0,0,18,0,1.00,10,0.000,1468,2.08,433.05,0.00,89
100000,6,6,0,0,0,6,0,1.00,20,0.000,1438,0.56,157.66,0.00,90
100000,6,6,0,0,0,6,0,1.00,20,0.000,1438,1.88,152.06,0.00,90
100000,28,28,0,21,0,7,0,1.00,10,0.750,1427,3.56,199.71,0.00,89
