step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,819,50.5,0.5,1.2,4.1,44.6,0.0,1.09,2.9,326,163,82.63,0.00
5000,3,500,15.1,0.7,0.2,1.6,12.6,0.0,1.20,13.7,184,235,41.73,0.04
6000,1,1167,32.1,0.2,1.1,1.5,29.2,0.1,1.05,8.6,379,136,54.69,0.00
6000,3,517,14.8,1.4,0.8,1.8,10.9,0.1,1.35,13.7,163,204,37.69,0.01
7000,1,988,38.9,0.4,1.7,2.8,33.9,0.0,1.10,6.8,342,154,77.33,0.00
7000,3,222,14.3,1.6,0.7,1.5,10.5,0.0,1.36,15.0,76,297,57.39,0.04
8000,1,1149,34.6,0.6,1.1,0.7,32.2,0.0,1.16,7.9,406,209,106.81,0.00
8000,3,200,10.0,0.2,0.9,1.0,7.9,0.0,1.06,17.8,69,307,41.00,0.00
9000,1,1082,26.0,0.5,0.4,0.7,24.4,0.0,1.12,11.0,350,193,74.36,0.00
9000,3,505,9.6,0.7,0.3,0.7,7.9,0.0,1.22,17.7,149,332,43.99,0.00
10000,1,1007,22.5,0.9,0.8,0.3,20.4,0.0,1.29,11.8,323,169,49.07,0.00
10000,3,732,10.9,0.6,0.4,1.0,8.9,0.0,1.16,16.6,222,347,47.07,0.00
11000,1,1068,19.6,0.4,0.9,0.4,17.9,0.0,1.12,13.0,310,192,56.12,0.00
11000,3,784,10.9,0.5,0.4,0.7,9.2,0.0,1.16,16.7,252,330,47.41,0.01
11000,8,309,17.0,0.0,0.0,0.6,16.4,0.0,1.01,11.3,161,231,44.25,0.00
12000,3,1055,12.9,0.6,0.6,1.0,10.7,0.1,1.16,15.2,345,248,37.94,0.00
12000,1,943,21.2,0.8,0.8,0.2,19.3,0.1,1.22,12.0,323,199,53.91,0.02
12000,8,159,15.2,0.1,0.0,0.1,15.0,0.0,1.03,11.9,88,362,75.67,0.00
13000,3,1117,13.3,0.5,0.5,1.2,11.1,0.0,1.16,14.8,361,250,40.67,0.00
13000,1,1037,18.6,0.7,0.7,0.3,16.9,0.0,1.27,13.0,385,168,38.78,0.01
13000,8,99,9.4,0.1,0.0,0.2,9.1,0.0,1.03,17.1,36,206,24.98,0.00
14000,3,1124,14.3,0.9,0.5,1.5,11.4,0.0,1.25,13.8,371,293,47.81,0.00
