step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,22,22,0,0,0,22,0,1.00,6,0.000,2999,3.35,1089.74,0.00,3
100000,6,6,0,0,0,6,0,1.00,20,0.000,2996,1.62,353.57,0.00,3
100000,9,9,0,0,0,9,0,1.00,14,0.000,2964,2.26,516.46,0.00,3
100000,9,9,0,0,0,9,0,1.00,20,0.000,2838,0.52,465.31,0.00,3
100000,16,16,0,0,0,16,0,1.00,16,0.000,2801,2.46,720.44,0.00,3
100000,9,11,0,0,0,9,0,1.00,16,0.000,2717,1.51,483.32,0.00,3
100000,36,38,0,1,0,35,0,1.00,6,0.028,2681,3.73,1628.43,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,2677,1.35,439.09,0.00,3
100000,23,23,0,0,0,23,0,1.00,12,0.000,2677,2.02,1149.18,0.00,3
100000,39,39,0,1,0,38,0,1.00,4,0.026,2674,0.89,1628.88,0.00,3
100000,7,15,0,0,0,7,0,1.00,20,0.000,2670,2.69,541.70,0.00,3
100000,11,12,0,0,0,11,0,1.00,14,0.000,2663,2.92,519.14,0.00,3
100000,29,29,0,0,0,29,0,1.00,10,0.000,2655,3.94,1296.12,0.00,3
100000,17,17,0,0,0,17,0,1.00,14,0.000,2652,2.71,866.54,0.00,3
100000,9,9,0,0,0,9,0,1.00,20,0.000,2649,1.49,455.49,0.00,3
100000,17,17,0,0,0,17,0,1.00,14,0.000,2633,2.47,879.13,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,2625,1.53,505.10,0.00,3
100000,7,7,0,4,0,3,0,1.00,20,0.571,2616,2.18,150.87,0.00,3
100000,17,19,0,0,0,17,0,1.00,14,0.000,2597,3.10,850.73,0.00,3
100000,12,12,0,0,0,12,0,1.00,12,0.000,2523,2.62,536.38,0.00,3
100000,15,15,0,0,0,15,0,1.00,16,0.000,2522,2.73,714.02,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,2499,2.29,290.99,0.00,3
100000,10,10,0,0,0,10,0,1.00,14,0.000,2479,1.90,417.96,0.00,3
100000,9,10,0,0,0,9,0,1.00,16,0.000,2478,0.89,437.15,0.00,3
100000,15,15,0,0,0,15,0,1.00,16,0.000,2395,3.03,634.68,0.00,3
100000,27,32,0,1,6,20,0,1.00,8,0.037,2386,3.72,883.20,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,2272,1.63,266.62,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,2251,2.16,251.94,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,2239,1.75,261.42,0.00,3
100000,32,32,0,1,6,25,0,1.00,6,0.031,2229,2.34,983.54,0.00,3
100000,64,64,0,0,0,64,0,1.00,0,0.000,2186,0.74,1647.25,0.00,3
100000,32,32,0,1,6,25,0,1.00,6,0.031,2128,2.41,779.39,0.00,3
100000,19,19,0,0,0,19,0,1.00,12,0.000,2119,2.19,717.58,0.00,3
100000,5,7,0,0,0,5,0,1.00,22,0.000,2106,1.33,223.05,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,2036,1.56,214.44,0.00,3
100000,28,28,0,0,0,28,0,1.00,10,0.000,2020,2.33,965.88,0.00,3
100000,9,9,0,0,0,9,0,1.00,20,0.000,1977,1.39,344.67,0.00,3
100000,16,18,0,0,0,16,0,1.00,14,0.000,1974,3.37,624.63,0.00,3
100000,17,19,0,0,0,17,0,1.00,14,0.000,1963,2.99,687.89,0.00,3
100000,17,17,0,0,0,17,0,1.00,14,0.000,1950,1.68,640.44,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1936,2.00,371.15,0.00,3
100000,5,7,0,0,0,5,0,1.00,22,0.000,1929,0.92,201.24,0.00,3
100000,19,19,0,0,0,19,0,1.00,12,0.000,1924,1.78,708.30,0.00,3
100000,13,15,0,0,0,13,0,1.00,16,0.000,1916,1.66,492.75,0.00,3
100000,18,18,0,0,0,18,0,1.00,14,0.000,1913,2.83,671.77,0.00,3
100000,7,11,0,0,0,7,0,1.00,16,0.000,1893,2.46,336.16,0.00,3
100000,16,16,0,0,0,16,0,1.00,14,0.000,1893,2.79,593.24,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1877,1.14,345.79,0.00,3
100000,15,15,0,0,0,15,0,1.00,14,0.000,1872,0.31,528.97,0.00,3
100000,15,15,0,0,0,15,0,1.00,16,0.000,1871,2.69,456.94,0.00,3
100000,13,19,0,2,0,11,0,1.00,14,0.154,1870,1.44,426.68,0.00,3
100000,15,15,0,0,0,15,0,1.00,16,0.000,1862,3.05,505.25,0.00,3
100000,29,29,0,0,0,29,0,1.00,8,0.000,1851,3.54,1005.33,0.00,3
100000,28,28,0,0,0,28,0,1.00,8,0.000,1841,3.32,958.51,0.00,3
100000,7,10,0,0,0,7,0,1.00,18,0.000,1836,2.22,321.78,0.00,3
100000,18,18,0,0,0,18,0,1.00,14,0.000,1833,2.61,588.54,0.00,3
100000,17,17,0,0,0,17,0,1.00,14,0.000,1829,2.69,498.94,0.00,3
100000,10,10,0,0,0,10,0,1.00,16,0.000,1815,1.41,337.06,0.00,3
100000,29,29,0,0,0,29,0,1.00,8,0.000,1795,0.70,839.37,0.00,3
100000,29,29,0,0,0,29,0,1.00,8,0.000,1790,3.81,699.97,0.00,3
100000,9,9,0,0,0,9,0,1.00,20,0.000,1784,2.18,268.59,0.00,3
100000,18,18,0,0,0,18,0,1.00,14,0.000,1761,2.55,378.93,0.00,3
100000,15,15,0,0,0,15,0,1.00,16,0.000,1702,1.99,357.20,0.00,3
100000,5,5,0,0,0,5,0,1.00,22,0.000,1683,2.15,165.10,0.00,3
100000,6,10,0,0,0,6,0,1.00,20,0.000,1577,2.50,216.06,0.00,3
100000,13,13,0,0,0,13,0,1.00,16,0.000,1574,1.65,343.11,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1570,2.66,288.30,0.00,3
100000,12,12,0,0,0,12,0,1.00,18,0.000,1547,2.97,266.10,0.00,3
100000,20,20,0,1,0,19,0,1.00,6,0.050,1541,1.88,358.96,0.00,3
100000,17,17,0,0,0,17,0,1.00,6,0.000,1539,1.95,285.68,0.00,3
100000,7,9,0,0,0,7,0,1.00,18,0.000,1536,2.37,216.28,0.00,3
100000,15,17,0,1,0,14,0,1.00,14,0.067,1530,0.02,389.60,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1518,2.42,289.80,0.00,3
100000,19,19,0,0,0,19,0,1.00,12,0.000,1515,1.44,544.14,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1494,1.63,306.62,0.00,3
100000,64,64,0,5,32,27,0,1.00,0,0.078,1489,5.77,519.10,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1489,2.37,290.30,0.00,3
100000,8,9,0,0,0,8,0,1.00,20,0.000,1487,1.00,194.26,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1485,2.21,317.78,0.00,3
100000,13,13,0,0,0,13,0,1.00,16,0.000,1476,2.66,344.34,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1474,2.51,222.85,0.00,3
100000,29,29,0,0,0,29,0,1.00,10,0.000,1470,4.75,569.36,0.00,3
100000,25,25,0,0,0,25,0,1.00,12,0.000,1467,2.02,500.22,0.00,3
100000,29,29,0,0,0,29,0,1.00,10,0.000,1465,4.17,560.40,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1458,2.03,278.92,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1452,1.48,247.86,0.00,3
100000,32,32,0,1,6,25,0,1.00,6,0.031,1450,3.84,404.79,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1442,2.64,278.44,0.00,3
100000,20,20,0,0,0,20,0,1.00,12,0.000,1441,2.29,339.63,0.00,3
100000,32,32,0,1,6,25,0,1.00,6,0.031,1438,4.70,473.00,0.00,3
100000,64,64,0,0,0,64,0,1.00,0,0.000,1431,6.44,503.03,0.00,3
100000,28,28,0,0,0,28,0,1.00,10,0.000,1431,2.11,367.61,0.00,3
100000,25,25,0,13,0,12,0,1.00,0,0.520,1427,3.22,283.36,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1415,1.34,298.89,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1410,1.75,280.48,0.00,3
100000,10,10,0,0,0,10,0,1.00,12,0.000,1410,1.53,216.30,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,1409,1.29,165.76,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1402,0.68,244.40,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1401,2.82,288.28,0.00,3
100000,10,10,0,0,0,10,0,1.00,12,0.000,1392,2.59,237.09,0.00,3
100000,2,2,0,0,0,2,0,1.00,26,0.000,1389,2.00,54.04,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1380,2.11,287.07,0.00,3
100000,9,9,0,0,0,9,0,1.00,14,0.000,1378,2.75,234.18,0.00,3
100000,15,15,0,0,0,15,0,1.00,12,0.000,1363,1.98,212.36,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,1348,2.27,136.45,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1342,2.08,203.14,0.00,3
100000,25,28,0,0,0,25,0,1.00,10,0.000,1342,3.18,605.57,0.00,3
100000,29,29,0,0,0,29,0,1.00,10,0.000,1298,0.65,368.84,0.00,3
100000,7,11,0,0,0,7,0,1.00,16,0.000,1281,1.14,209.12,0.00,3
100000,15,15,0,0,0,15,0,1.00,16,0.000,1281,2.32,327.68,0.00,3
100000,12,12,0,0,0,12,0,1.00,12,0.000,1264,1.50,208.83,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1253,1.55,275.00,0.00,3
100000,6,6,0,0,0,6,0,1.00,22,0.000,1252,2.57,108.03,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1227,2.34,252.31,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,1190,0.55,92.09,0.00,3
100000,19,19,0,0,0,19,0,1.00,12,0.000,1181,1.75,420.89,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1178,2.99,253.15,0.00,3
100000,17,17,0,0,0,17,0,1.00,10,0.000,1177,2.16,342.20,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1177,2.36,252.65,0.00,3
100000,11,11,0,0,0,11,0,1.00,16,0.000,1174,1.23,247.27,0.00,3
100000,14,14,0,0,0,14,0,1.00,14,0.000,1171,1.87,242.59,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1169,3.01,255.92,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1164,1.30,195.71,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1162,1.38,237.37,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1160,2.05,255.20,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,1150,1.08,92.00,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1149,2.14,245.44,0.00,3
100000,28,28,0,0,0,28,0,1.00,8,0.000,1148,3.66,555.92,0.00,3
100000,10,10,0,3,0,7,0,1.00,14,0.300,1144,2.35,155.75,0.00,3
100000,15,15,0,0,0,15,0,1.00,8,0.000,1141,2.48,320.71,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1134,2.40,226.67,0.00,3
100000,10,10,0,0,0,10,0,1.00,16,0.000,1128,2.52,222.14,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1124,2.51,244.21,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1124,2.04,208.88,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1119,1.66,236.36,0.00,3
100000,10,10,0,0,0,10,0,1.00,16,0.000,1118,2.19,215.24,0.00,3
100000,28,28,0,0,0,28,0,1.00,10,0.000,1114,4.33,500.22,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1114,2.68,203.46,0.00,3
100000,38,38,0,0,0,38,0,1.00,6,0.000,1112,3.36,762.68,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1112,1.40,220.00,0.00,3
100000,10,10,0,0,0,10,0,1.00,18,0.000,1111,1.33,201.53,0.00,3
100000,15,19,0,0,0,15,0,1.00,12,0.000,1109,1.54,344.99,0.00,3
100000,11,11,0,0,0,11,0,1.00,18,0.000,1108,1.85,229.13,0.00,3
100000,14,14,0,0,0,14,0,1.00,16,0.000,1106,1.35,308.97,0.00,3
100000,2,2,0,0,0,2,0,1.00,26,0.000,1105,0.49,41.55,0.00,3
100000,64,64,0,0,0,64,0,1.00,0,0.000,1103,7.64,601.92,0.00,3
