step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,7,253,20.0,1.0,0.8,0.4,17.8,0.0,1.24,14.6,118,83,16.95,0.01
5000,1,218,30.7,7.5,1.6,0.6,21.1,0.3,3.20,7.1,153,71,20.65,0.13
5000,2,136,36.5,21.5,7.3,0.2,7.4,3.1,5.99,4.8,84,166,18.11,16.77
6000,1,669,35.7,3.8,0.2,0.7,31.0,0.0,2.02,7.0,282,101,31.33,0.11
6000,2,158,28.9,17.3,5.2,0.3,6.2,2.5,5.18,7.2,120,223,23.81,16.09
6000,7,96,26.6,0.0,0.6,0.1,26.0,0.0,1.00,11.4,56,89,22.02,0.00
7000,1,904,33.9,5.4,0.4,2.3,25.7,0.1,2.33,7.7,491,109,29.71,0.14
7000,2,146,27.6,15.3,6.2,0.1,6.0,2.5,4.67,8.5,107,326,36.26,15.82
7000,11,70,39.9,25.5,7.7,0.3,6.4,2.8,7.34,3.2,49,125,8.16,22.28
8000,1,934,34.4,5.8,0.5,1.2,26.9,0.1,2.53,7.5,444,105,25.55,0.11
8000,11,126,31.5,19.4,5.2,0.1,6.9,2.5,6.02,6.0,77,161,14.53,22.82
8000,2,90,31.9,17.1,7.1,0.2,7.6,2.3,4.63,6.2,61,181,19.62,17.78
9000,1,965,31.1,4.2,0.4,0.8,25.8,0.1,2.03,8.8,413,105,27.82,0.08
9000,11,129,38.6,22.4,8.4,0.2,7.5,3.2,6.40,3.5,56,92,8.14,17.93
9000,17,75,60.7,47.5,9.3,0.2,3.7,3.6,13.98,0.1,22,124,5.40,33.73
9000,18,29,57.9,43.1,2.9,0.0,11.9,2.4,12.52,0.5,25,372,91.56,17.30
9000,2,23,24.3,17.7,1.7,0.0,5.0,1.4,6.00,8.7,17,100,7.44,10.83
10000,1,795,32.2,1.7,0.6,0.8,29.2,0.0,1.46,9.4,316,74,24.17,0.05
10000,11,157,29.8,18.5,5.2,0.1,6.1,2.3,5.94,6.7,135,145,12.87,12.78
10000,18,90,53.1,37.9,3.8,0.0,11.4,2.9,10.92,2.0,58,261,58.90,13.34
10000,17,53,62.1,48.9,8.2,0.2,4.7,3.1,14.96,0.5,22,122,6.63,31.04
