step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,1194,35.6,0.8,0.4,0.9,33.5,0.0,1.19,6.6,465,86,30.32,0.02
5000,2,59,50.2,37.1,6.2,0.0,6.9,2.5,10.89,1.1,38,67,7.58,12.37
6000,1,1352,27.8,1.3,0.4,1.0,25.0,0.0,1.33,8.1,518,77,22.61,0.02
6000,2,93,51.5,38.0,7.6,0.0,6.0,3.0,10.36,0.9,36,116,9.38,27.35
7000,1,1322,27.0,1.5,0.4,0.5,24.6,0.0,1.42,9.8,469,98,27.66,0.02
7000,2,125,56.2,45.5,6.5,0.0,4.2,3.0,13.44,0.6,69,192,14.26,46.14
8000,1,1110,36.9,3.4,0.7,0.8,32.0,0.0,1.82,8.0,453,98,30.15,0.03
8000,2,105,59.1,46.7,6.9,0.0,5.5,3.0,13.63,0.3,57,218,22.30,38.84
9000,1,1285,27.6,1.7,0.6,2.1,23.2,0.0,1.47,9.2,538,85,20.98,0.00
9000,2,82,57.6,43.4,7.6,0.0,6.6,3.2,12.70,0.4,45,255,25.40,48.06
10000,1,1245,27.4,3.1,1.6,1.3,21.4,0.1,1.77,9.1,534,85,19.73,0.01
10000,2,108,57.1,43.2,5.9,0.0,8.1,2.7,12.41,0.2,63,158,25.75,17.27
11000,1,1332,22.1,1.3,0.7,0.4,19.6,0.0,1.36,11.2,537,97,21.23,0.07
11000,2,94,59.5,45.9,7.5,0.0,6.1,3.5,13.67,0.2,27,271,32.02,51.15
12000,1,1212,26.6,2.2,0.5,1.3,22.6,0.0,1.56,10.3,579,124,24.65,0.03
12000,2,74,52.9,41.3,6.1,0.0,5.5,3.0,11.88,1.1,46,298,36.54,54.42
13000,1,1151,25.9,1.8,1.2,0.8,22.2,0.0,1.45,10.7,680,113,27.45,0.03
13000,2,125,55.4,42.4,6.7,0.0,6.3,3.0,12.60,1.2,65,251,26.45,46.28
13000,6,63,56.6,44.0,6.4,0.1,6.1,2.7,13.24,1.0,32,230,28.46,33.58
14000,1,1186,22.6,2.3,0.5,0.8,19.0,0.0,1.65,11.8,688,119,23.67,0.05
14000,2,119,59.0,46.3,7.0,0.0,5.7,3.4,14.08,0.5,45,309,32.80,63.51
14000,6,31,57.1,44.0,10.8,0.3,2.0,3.5,13.72,1.5,12,173,5.75,47.45
15000,1,1177,19.8,1.1,0.3,0.2,18.2,0.0,1.28,12.5,648,102,21.23,0.01
15000,2,182,54.2,41.3,6.5,0.0,6.4,2.9,12.13,0.7,96,230,23.35,46.52
15000,6,59,59.9,45.1,5.7,0.0,9.1,3.1,13.17,0.2,28,349,50.59,43.01
16000,1,1246,20.9,1.9,0.8,0.4,17.9,0.0,1.48,12.1,662,112,23.50,0.02
16000,2,166,53.2,41.4,6.7,0.0,5.0,3.0,12.31,1.2,88,198,17.94,40.31
16000,6,46,57.3,43.8,4.4,0.0,9.1,1.8,13.17,0.7,21,347,60.39,30.51
17000,1,1148,22.5,2.0,0.3,0.2,20.0,0.0,1.50,11.6,597,113,24.96,0.03
17000,2,162,52.3,38.5,6.3,0.0,7.5,2.7,11.39,1.9,95,209,21.39,39.60
17000,6,56,60.6,45.7,5.8,0.0,9.1,2.4,13.31,0.4,31,386,77.40,22.81
