step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,4,86,48.6,0.0,1.8,0.2,46.7,0.0,1.00,2.7,56,81,42.96,0.00
5000,5,43,45.3,16.5,0.0,0.0,28.8,0.0,4.80,3.4,41,489,184.54,5.20
5000,7,29,39.1,22.8,3.2,0.9,12.1,2.0,6.99,3.7,24,184,29.15,22.37
6000,11,769,39.1,11.3,3.0,0.6,24.1,0.9,3.78,4.9,440,101,27.25,3.46
6000,7,39,39.5,15.0,5.5,2.8,16.2,2.0,4.46,2.2,38,111,23.39,11.75
6000,5,36,40.5,15.6,0.0,0.0,25.0,0.0,4.46,4.6,31,985,321.23,10.53
6000,4,25,44.4,0.0,4.2,0.0,40.1,0.0,1.00,3.8,20,343,160.10,0.00
7000,11,342,31.1,1.1,0.7,0.8,28.5,0.2,1.34,7.6,133,97,35.44,0.01
7000,5,41,48.3,15.6,0.0,0.0,32.8,0.0,4.63,2.3,37,470,151.23,7.42
7000,7,40,36.7,14.5,5.7,0.6,15.9,2.1,3.96,2.1,37,114,18.99,11.72
7000,4,11,41.1,0.2,14.5,0.0,26.4,0.2,1.02,4.7,11,393,130.07,0.03
8000,11,378,28.8,3.2,1.3,0.3,24.0,0.3,1.82,9.0,229,54,16.13,0.65
8000,7,58,35.2,17.4,5.3,0.3,12.1,1.9,5.22,3.3,53,311,55.73,25.41
8000,5,26,33.3,16.8,0.0,0.0,16.5,0.0,5.43,5.9,25,994,295.09,15.52
8000,4,7,39.0,0.0,15.9,0.0,23.1,0.0,1.00,5.7,7,515,143.17,0.00
9000,11,417,32.9,0.8,0.4,1.8,30.0,0.1,1.22,7.4,252,59,19.20,0.00
9000,20,98,22.2,0.0,3.6,3.1,15.5,0.0,1.00,11.6,76,50,6.90,0.00
9000,22,92,24.0,11.6,0.3,0.8,11.3,0.1,4.94,10.1,69,60,10.12,0.34
9000,5,85,28.8,5.3,0.0,0.0,23.6,0.0,2.38,7.9,74,321,92.81,2.90
9000,7,46,32.0,19.7,4.0,0.1,8.2,2.2,6.46,4.3,42,150,9.27,23.57
9000,4,44,30.5,1.2,7.1,0.0,22.1,0.0,1.16,7.6,40,194,65.66,0.16
10000,11,535,22.6,2.0,0.3,0.6,19.7,0.0,1.70,11.0,248,77,20.02,0.00
10000,20,167,21.8,0.0,0.8,1.3,19.7,0.0,1.00,11.7,98,58,10.41,0.00
10000,4,76,54.3,2.7,13.5,0.1,38.0,0.1,1.05,1.5,67,66,31.30,0.03
10000,5,29,29.0,14.9,0.0,0.0,14.0,0.0,5.71,6.1,28,628,137.93,6.47
10000,7,17,31.6,19.5,6.2,0.0,5.9,2.2,6.20,2.7,16,140,8.89,19.62
11000,11,740,35.9,11.1,0.8,1.5,22.4,0.3,3.80,5.6,353,142,35.61,1.84
11000,20,389,9.5,0.3,0.2,0.0,9.0,0.0,1.14,16.9,163,132,20.49,0.04
11000,7,72,42.8,33.2,4.3,0.1,5.2,2.4,9.38,1.8,44,114,9.11,23.17
11000,5,39,16.0,7.9,0.2,0.0,7.9,0.1,3.72,8.6,30,657,110.43,5.22
11000,25,10,52.7,17.8,0.0,0.0,34.9,0.0,6.35,2.4,7,85,24.35,0.13
12000,11,876,31.3,9.9,1.0,0.6,19.8,0.4,3.39,7.7,368,138,35.57,2.74
12000,5,110,27.5,7.2,0.6,0.0,19.6,0.3,2.90,7.7,94,318,54.25,1.93
12000,20,107,10.4,0.6,0.1,0.0,9.8,0.0,1.21,15.0,50,165,21.38,0.11
12000,7,52,45.4,33.9,6.6,0.2,4.7,2.7,9.87,2.2,35,153,10.84,27.37
12000,25,50,60.3,32.9,1.5,0.0,25.9,0.6,9.81,0.2,37,57,17.94,0.08
12000,32,40,42.5,27.5,0.4,1.2,13.4,0.3,7.62,3.5,26,342,63.43,0.39
13000,11,827,33.8,12.2,1.1,0.9,19.6,0.4,3.93,6.6,393,185,45.94,4.06
13000,20,57,12.1,0.1,0.3,0.0,11.7,0.0,1.04,15.6,36,299,34.51,0.00
13000,7,54,47.1,33.5,7.5,0.4,5.7,3.3,9.37,1.6,32,250,21.13,46.79
13000,5,43,28.7,7.7,1.1,0.0,19.9,0.5,3.25,6.7,42,461,73.75,3.57
13000,32,11,48.4,33.8,0.0,0.0,14.5,0.0,9.53,2.4,9,711,119.35,0.53
13000,25,6,25.2,14.2,0.0,0.0,11.0,0.0,5.37,9.0,6,205,45.96,0.17
14000,11,394,28.9,1.0,1.1,1.3,25.5,0.1,1.26,7.9,114,79,22.89,0.00
14000,7,57,42.0,31.4,6.3,0.2,4.1,3.0,9.00,2.4,39,217,16.02,35.48
14000,20,21,9.4,0.0,0.0,0.0,9.4,0.0,1.00,15.3,17,291,28.85,0.00
14000,25,21,30.0,2.8,1.5,0.0,25.7,0.2,1.96,8.6,19,70,23.49,0.02
14000,5,17,31.9,8.1,1.7,0.0,22.1,0.9,3.13,6.5,17,199,28.27,2.42
15000,11,487,24.4,0.9,1.1,0.0,22.4,0.0,1.24,9.5,152,85,23.89,0.01
15000,25,71,43.0,17.8,0.1,0.0,25.1,0.1,5.50,4.5,60,83,24.39,0.11
15000,7,53,52.6,39.0,10.1,0.1,3.4,3.5,11.18,0.8,26,284,15.30,62.43
15000,5,22,18.1,4.0,0.9,0.0,13.3,0.4,2.30,10.5,20,324,45.01,2.95
15000,20,19,13.5,3.2,2.0,0.0,8.3,0.0,2.01,12.7,17,171,25.54,0.11
16000,11,1318,27.3,7.8,1.5,0.2,17.8,0.6,3.04,9.6,574,111,24.57,2.42
16000,25,97,35.6,13.4,0.5,0.0,21.7,0.3,4.62,4.3,83,72,21.74,0.16
16000,7,43,47.3,32.6,5.4,4.9,4.4,2.3,9.08,1.4,26,54,2.41,21.96
17000,11,1020,33.7,9.7,1.9,0.4,21.8,0.7,3.47,6.4,460,135,34.81,2.74
17000,7,60,54.6,39.7,5.8,2.0,7.1,2.6,11.78,1.1,31,296,36.47,53.62
17000,25,38,40.0,15.1,1.6,0.3,23.0,0.7,5.15,3.7,38,87,21.13,0.27
18000,11,1075,34.4,10.1,1.0,0.5,22.7,0.5,3.60,6.7,486,130,31.69,3.15
18000,7,55,55.5,38.7,4.9,1.1,10.9,2.4,11.33,0.8,33,158,20.24,35.74
18000,25,30,32.1,11.8,0.3,0.3,19.8,0.1,3.99,3.8,27,112,26.16,0.09
19000,11,1206,30.8,9.6,1.5,0.5,19.1,0.6,3.47,7.6,604,110,26.12,2.02
19000,7,97,45.2,30.4,3.7,1.0,10.1,1.9,9.17,2.7,66,135,19.91,17.21
20000,11,1287,27.3,8.7,1.1,0.5,17.0,0.5,3.35,8.4,461,158,31.61,3.47
20000,7,112,46.3,32.2,3.5,0.7,9.8,2.2,9.61,2.6,66,325,50.97,35.06
21000,11,1024,35.3,10.4,1.2,0.5,23.2,0.5,3.61,6.0,482,108,24.62,2.58
21000,7,93,37.2,24.8,3.4,0.2,8.9,1.8,7.68,4.3,81,103,13.65,14.65
22000,11,1196,29.7,8.1,1.0,0.2,20.3,0.4,3.16,7.7,469,127,29.90,2.22
22000,7,120,49.3,34.5,4.9,0.5,9.5,2.4,9.97,1.7,74,173,25.08,21.06
23000,11,1053,25.0,4.5,1.1,0.4,19.0,0.3,2.27,8.9,377,109,21.56,1.21
23000,7,97,51.6,34.6,4.4,1.2,11.4,2.2,10.10,1.4,73,310,50.70,32.43
24000,11,1327,26.4,5.7,1.0,0.2,19.6,0.3,2.51,8.4,543,115,26.27,2.44
24000,7,107,50.6,32.4,6.2,1.0,10.9,2.8,9.56,1.8,64,117,18.55,18.60
25000,11,1076,26.0,4.2,1.2,0.2,20.4,0.3,2.07,8.5,409,94,20.95,1.75
25000,7,119,49.5,32.7,4.8,1.1,10.8,2.3,9.66,1.9,63,177,34.21,19.26
26000,11,1015,27.5,5.9,0.8,0.2,20.6,0.2,2.54,8.2,405,96,24.21,1.27
26000,7,145,49.8,31.8,3.2,1.2,13.5,1.7,9.47,2.2,101,202,40.40,20.98
27000,11,1500,26.4,6.9,1.3,0.5,17.7,0.4,2.83,8.3,530,124,27.91,3.14
27000,7,19,63.2,39.7,4.1,2.3,17.2,1.8,11.54,0.0,11,337,74.53,36.87
28000,11,1343,26.7,6.2,2.1,0.2,18.2,0.5,2.65,8.3,555,120,25.49,3.44
28000,7,61,54.8,36.7,6.4,0.8,11.0,3.1,10.60,0.6,35,226,42.17,28.53
29000,11,1541,25.6,6.0,1.3,0.4,18.0,0.4,2.56,8.8,640,138,30.80,2.72
29000,7,38,53.7,31.7,6.0,1.3,14.7,2.8,9.03,1.4,28,414,87.06,46.61
30000,11,1300,25.2,3.6,1.1,0.7,19.9,0.3,1.92,9.0,598,92,20.86,1.72
