step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,1424,13.8,0.5,0.9,0.2,12.1,0.0,1.17,15.6,393,362,54.35,0.01
5000,2,557,11.4,0.9,0.5,0.0,9.9,0.0,1.33,15.5,128,422,53.41,0.01
5000,4,60,18.2,0.2,0.2,0.5,17.4,0.0,1.04,10.9,35,163,17.60,0.00
5000,6,37,37.7,0.6,3.6,7.9,25.5,0.3,1.12,4.5,20,525,150.93,0.01
5000,15,7,19.7,0.0,1.1,0.0,18.6,0.0,1.00,8.6,3,148,21.37,0.00
5000,9,6,20.5,0.0,0.0,0.0,20.5,0.0,1.00,9.0,3,229,37.21,0.00
6000,1,1402,14.1,0.4,0.8,0.2,12.7,0.0,1.13,15.6,402,404,63.97,0.00
6000,2,508,12.2,1.4,0.8,0.2,9.8,0.0,1.47,15.1,145,630,83.65,0.02
6000,17,126,17.1,0.2,0.3,1.0,15.6,0.0,1.06,13.0,55,270,46.17,0.00
6000,4,45,13.1,0.1,0.0,0.3,12.7,0.0,1.05,13.9,23,201,20.25,0.04
6000,9,8,25.8,0.0,0.0,0.0,25.8,0.0,1.00,7.8,6,490,108.75,0.00
6000,6,7,17.7,0.0,0.0,0.0,17.7,0.0,1.00,12.0,2,229,21.77,0.00
7000,1,1484,13.6,0.2,1.0,0.1,12.4,0.0,1.06,15.8,428,506,83.65,0.00
7000,2,515,12.4,1.0,0.7,0.2,10.5,0.0,1.30,15.1,147,429,54.04,0.00
7000,17,90,16.3,0.5,1.1,2.3,12.5,0.0,1.18,12.9,44,648,112.38,0.00
7000,18,86,8.5,0.0,0.0,0.3,8.2,0.0,1.00,18.2,21,104,7.69,0.00
7000,19,75,17.1,0.0,0.1,0.0,17.0,0.0,1.00,13.0,34,107,10.30,0.00
7000,6,17,9.2,0.0,0.0,0.0,9.2,0.0,1.00,14.7,4,211,15.70,0.00
7000,4,13,8.0,0.2,0.0,0.0,7.8,0.0,1.08,16.0,10,360,32.15,0.00
7000,9,10,24.1,0.0,0.0,0.0,24.1,0.0,1.00,7.2,7,696,159.18,0.00
8000,1,1563,12.5,0.2,0.7,0.1,11.6,0.0,1.06,16.6,430,447,68.36,0.00
8000,2,494,11.9,1.6,0.5,0.1,9.6,0.0,1.54,14.9,136,426,55.02,0.01
8000,19,147,11.5,0.0,0.1,0.1,11.3,0.0,1.00,16.9,40,142,11.97,0.00
8000,18,106,10.2,0.0,0.0,0.1,10.1,0.0,1.00,15.8,37,92,7.64,0.00
8000,17,62,11.7,0.6,0.5,3.1,7.5,0.0,1.32,15.8,21,310,34.94,0.00
8000,9,14,16.4,0.4,0.1,0.5,15.4,0.0,1.12,12.6,6,415,57.49,0.00
9000,1,1700,11.1,0.1,0.6,0.1,10.1,0.0,1.06,17.4,449,441,62.65,0.00
9000,2,578,10.7,0.7,0.8,0.1,9.1,0.1,1.19,16.1,142,438,55.35,0.01
9000,19,51,16.1,0.0,0.2,0.0,15.9,0.0,1.00,13.6,20,116,10.97,0.00
9000,18,43,7.3,0.0,0.0,0.0,7.3,0.0,1.00,18.3,11,177,12.36,0.00
9000,17,34,10.0,0.0,0.5,2.8,6.7,0.0,1.00,17.1,13,690,67.87,0.00
9000,9,26,23.0,1.9,0.0,3.2,18.0,0.0,1.63,9.1,19,402,80.90,0.01
9000,26,26,7.6,0.0,0.0,0.0,7.6,0.0,1.00,20.5,6,93,6.54,0.00
9000,6,5,11.8,0.0,0.4,0.8,10.6,0.0,1.00,14.0,3,438,28.29,0.00
10000,1,1708,10.8,0.1,0.7,0.1,9.9,0.0,1.03,17.8,364,460,63.07,0.00
10000,2,533,12.3,1.7,0.7,0.2,9.8,0.0,1.52,15.7,139,484,65.52,0.01
10000,26,55,13.9,0.0,0.0,1.0,12.9,0.0,1.00,16.0,19,141,12.97,0.00
10000,9,35,19.0,0.9,0.0,1.9,16.2,0.0,1.40,11.3,16,593,122.15,0.00
10000,18,28,10.5,0.0,0.4,0.0,10.1,0.0,1.00,15.3,7,137,10.49,0.00
10000,19,13,21.0,0.8,0.0,0.0,20.2,0.0,1.28,8.6,5,133,17.53,0.00
11000,1,1804,10.2,0.2,0.7,0.1,9.1,0.0,1.07,18.1,420,491,61.12,0.01
11000,2,553,11.8,1.5,0.7,0.1,9.5,0.1,1.54,16.1,132,525,66.22,0.01
11000,18,51,7.0,0.0,0.0,0.0,7.0,0.0,1.00,18.6,14,155,10.40,0.00
11000,19,40,16.4,0.0,0.2,0.0,16.2,0.0,1.00,13.0,19,127,15.27,0.00
11000,9,22,16.8,2.0,0.0,3.0,11.8,0.0,1.61,12.0,13,667,137.00,0.02
11000,26,12,9.8,0.0,0.0,0.0,9.8,0.0,1.00,18.0,6,411,39.03,0.00
12000,1,1786,9.4,0.2,0.4,0.1,8.8,0.0,1.07,18.7,378,475,55.16,0.00
12000,2,578,10.4,0.4,0.6,0.1,9.2,0.0,1.15,16.7,114,574,70.06,0.00
12000,34,72,8.1,0.0,0.0,0.0,8.1,0.0,1.00,17.6,13,240,17.77,0.00
12000,18,48,7.2,0.0,0.3,0.0,7.0,0.0,1.00,18.3,17,123,9.34,0.00
12000,9,15,24.3,0.2,0.1,5.7,18.2,0.0,1.01,6.9,11,958,176.68,0.00
12000,19,15,23.1,0.0,0.7,0.0,22.4,0.0,1.00,6.3,5,82,11.40,0.00
12000,26,9,6.7,0.0,0.0,0.0,6.7,0.0,1.00,20.9,5,643,71.85,0.00
13000,1,1695,10.0,0.1,0.5,0.1,9.2,0.0,1.04,18.1,396,491,59.05,0.00
13000,2,591,10.6,1.1,0.5,0.2,8.7,0.0,1.38,16.8,129,574,68.93,0.00
13000,34,137,8.2,0.0,0.0,0.2,8.0,0.0,1.00,18.3,29,142,9.72,0.00
13000,36,78,9.6,0.0,0.1,0.0,9.5,0.0,1.00,17.5,19,209,15.26,0.00
13000,9,53,22.9,3.8,0.2,5.8,13.1,0.1,2.33,7.4,32,387,85.38,0.00
13000,37,35,12.5,0.0,0.0,0.0,12.5,0.0,1.00,14.3,13,299,29.40,0.00
13000,18,22,7.4,0.0,0.0,0.0,7.4,0.0,1.00,17.5,10,210,14.63,0.00
14000,1,1785,9.5,0.1,0.6,0.1,8.7,0.0,1.03,18.6,364,577,69.93,0.00
14000,2,581,9.9,0.6,0.4,0.2,8.7,0.0,1.19,17.0,117,528,64.10,0.00
14000,34,75,9.9,0.5,0.1,0.3,9.0,0.0,1.19,17.3,20,120,9.02,0.00
14000,9,54,17.7,0.8,0.0,5.4,11.5,0.0,1.22,9.9,28,508,121.86,0.00
14000,36,45,13.9,0.0,0.2,0.0,13.8,0.0,1.00,14.4,19,279,20.73,0.00
14000,18,14,7.9,0.0,0.0,0.0,7.9,0.0,1.00,17.3,3,213,15.46,0.00
14000,37,11,13.9,0.0,0.0,0.0,13.9,0.0,1.00,12.0,4,242,19.87,0.00
15000,1,1767,9.2,0.1,0.4,0.1,8.6,0.0,1.05,18.8,358,549,64.78,0.00
15000,2,611,9.8,0.6,0.3,0.1,8.8,0.0,1.20,17.1,119,618,74.42,0.00
15000,42,182,9.9,0.1,0.2,0.4,9.2,0.0,1.03,17.3,45,207,16.20,0.00
15000,36,56,10.1,0.0,0.0,0.0,10.1,0.0,1.00,15.7,20,192,14.43,0.00
15000,9,44,21.7,0.2,0.2,6.9,14.4,0.0,1.02,8.7,27,666,146.20,0.00
15000,18,33,6.2,0.0,0.0,0.0,6.2,0.0,1.00,21.2,5,164,9.83,0.00
15000,34,29,9.0,0.0,0.0,0.0,9.0,0.0,1.00,17.8,5,149,11.23,0.00
15000,37,15,9.9,0.0,0.0,0.0,9.9,0.0,1.00,13.1,4,421,33.49,0.00
16000,1,1838,9.3,0.2,0.4,0.1,8.6,0.0,1.07,18.7,406,471,51.97,0.00
16000,2,471,13.7,1.8,0.4,0.2,11.4,0.1,1.48,14.7,113,293,41.15,0.00
16000,42,272,11.7,0.3,0.7,0.5,10.2,0.0,1.11,16.3,90,220,17.74,0.16
16000,36,31,9.6,0.0,0.0,0.0,9.5,0.0,1.00,17.7,12,208,16.46,0.00
16000,18,18,6.9,0.0,0.0,0.0,6.9,0.0,1.00,20.9,8,186,13.14,0.00
16000,34,15,8.5,0.0,0.0,0.0,8.5,0.0,1.00,18.0,3,256,17.35,0.00
16000,37,9,11.6,0.0,0.1,0.0,11.4,0.0,1.00,15.1,7,408,33.15,0.00
16000,9,7,5.1,2.6,0.0,0.0,2.6,0.0,2.14,21.7,2,804,46.27,0.00
17000,1,1936,8.7,0.1,0.5,0.1,7.9,0.0,1.04,19.1,360,493,52.96,0.01
17000,2,498,12.2,1.3,0.3,0.1,10.4,0.0,1.42,15.6,115,417,65.08,0.00
17000,42,126,7.3,0.2,0.1,0.2,6.8,0.0,1.08,19.6,32,308,19.88,0.00
17000,18,42,8.3,0.0,0.2,0.0,8.1,0.0,1.00,19.2,14,205,13.38,0.00
17000,45,42,8.3,0.0,0.0,0.1,8.1,0.0,1.02,17.3,12,210,16.38,0.00
17000,37,41,15.0,0.0,0.0,0.3,14.7,0.0,1.00,11.4,14,136,12.32,0.00
17000,36,31,14.6,0.0,0.7,0.0,13.8,0.0,1.00,13.5,12,176,15.11,0.00
17000,34,15,9.9,0.0,0.0,0.0,9.9,0.0,1.00,17.5,3,318,21.65,0.00
18000,1,1895,8.4,0.1,0.4,0.1,7.8,0.0,1.03,19.3,352,567,61.20,0.00
18000,2,526,12.7,1.0,0.4,0.1,11.2,0.0,1.28,14.8,123,487,77.80,0.00
18000,42,172,10.4,0.3,0.2,0.4,9.5,0.0,1.10,17.2,42,311,22.10,0.00
18000,37,36,10.7,0.0,0.2,0.0,10.5,0.0,1.00,14.7,15,198,14.63,0.00
18000,18,35,6.0,0.0,0.1,0.0,5.9,0.0,1.01,21.5,8,252,15.81,0.00
18000,45,27,10.1,0.2,0.0,0.9,9.0,0.0,1.07,14.9,11,91,7.49,0.00
18000,34,21,11.9,0.0,0.0,0.0,11.9,0.0,1.00,14.9,7,123,10.96,0.00
18000,36,11,7.8,0.0,0.0,0.0,7.8,0.0,1.00,15.8,5,356,25.90,0.00
19000,1,1861,8.8,0.2,0.7,0.2,7.8,0.0,1.06,19.0,383,575,63.27,0.00
19000,2,517,11.7,0.8,0.5,0.1,10.2,0.0,1.25,15.9,116,405,58.48,0.00
19000,42,134,8.7,0.2,0.0,0.0,8.5,0.0,1.05,18.8,31,288,21.07,0.00
19000,37,44,8.7,0.6,0.0,0.0,8.2,0.0,1.36,18.5,12,110,8.92,0.00
19000,18,31,9.4,0.0,0.0,0.0,9.4,0.0,1.00,17.7,16,114,7.91,0.00
19000,45,12,7.4,2.2,0.0,0.0,5.2,0.0,1.89,17.2,3,254,16.61,0.01
