step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
10000,1426,2.025,0.005,4.91,308988,306018,8,569,2495,1842736,1720553.9,115014.9,0.844,0.043,0.044,0.034,0.036,890,30.85,21.94,8.04,14.97,2.18,6.58,1.14,5.34,19.48,17.69,0.42,1.13,0.045,0.124,644,0.055,0.535,0.145,0.015,0.304,306828,302271,2,0.873,0.051,0.103,1878321,0.055,0.100,0.000,160.92,99096,191,0.062,0.220,0.083,28937660,3.07,8.05,0.144,0.462,0.144,3,30,64,64,160,78,2.83,0.0062
20000,1674,1.778,0.006,6.38,298029,293550,29,1610,2592,5531799,1602617.9,344374.7,0.830,0.056,0.057,0.028,0.028,681,23.96,21.98,8.20,16.60,1.61,3.89,0.97,5.48,13.17,14.13,0.55,1.30,0.042,0.111,890,0.017,0.593,0.183,0.020,0.204,297991,296892,4,0.599,0.278,0.076,716182,0.027,0.116,0.000,160.99,89391,194,0.062,0.219,0.118,69439793,3.17,12.02,0.099,0.800,0.168,4,13,63,64,163,71,2.77,0.0073
30000,1338,2.025,0.011,6.80,294538,290354,62,2650,1808,5891559,1602208.5,377920.2,0.823,0.054,0.053,0.036,0.034,597,29.00,22.90,10.63,18.00,1.87,4.20,0.45,3.72,16.05,16.72,0.70,1.44,0.039,0.086,754,0.048,0.537,0.254,0.019,0.190,294508,292960,6,0.587,0.253,0.053,692582,0.027,0.187,0.001,160.81,97013,191,0.064,0.272,0.155,80726056,3.87,9.61,0.176,0.747,0.219,5,20,64,64,173,56,2.94,0.0075
40000,1418,1.960,0.007,6.59,289155,283743,121,2939,2272,5297848,1593837.1,340094.0,0.773,0.081,0.079,0.036,0.032,590,28.38,21.54,8.98,17.20,1.51,3.79,0.65,4.21,17.23,16.33,0.58,1.39,0.029,0.070,772,0.038,0.560,0.193,0.015,0.233,289118,287469,9,0.800,0.004,0.067,675596,0.032,0.120,0.000,159.47,96678,118,0.064,0.429,0.135,87584264,3.48,9.59,0.160,0.731,0.164,5,22,64,64,157,58,4.28,0.0065
50000,1451,1.980,0.006,6.62,314736,309375,137,2476,2715,5335538,1602869.5,343035.5,0.814,0.065,0.062,0.030,0.028,574,27.53,21.56,9.35,16.80,1.68,4.14,0.50,2.35,16.00,14.62,0.55,1.33,0.042,0.099,885,0.019,0.539,0.229,0.011,0.221,314711,313298,8,0.672,0.214,0.100,848338,0.027,0.126,0.000,160.73,104228,130,0.064,0.454,0.103,83435552,3.53,9.58,0.136,0.735,0.174,5,20,64,64,177,64,3.03,0.0069
60000,1343,2.021,0.009,6.28,265964,261499,200,2695,1678,4767636,1563943.0,312167.4,0.736,0.100,0.100,0.032,0.031,722,27.12,20.92,10.49,17.65,1.56,3.76,0.60,3.58,14.47,12.63,0.67,1.40,0.031,0.077,767,0.017,0.521,0.251,0.018,0.210,265900,264611,10,0.679,0.017,0.061,657848,0.038,0.179,0.001,156.79,85227,113,0.065,0.478,0.127,89211635,3.78,9.48,0.124,0.792,0.216,5,19,64,64,157,82,6.96,0.0080
70000,1372,2.023,0.005,6.24,265694,262243,191,1742,1489,4775450,1581954.8,311887.9,0.683,0.124,0.125,0.035,0.033,689,30.56,21.20,9.60,17.01,1.48,3.37,0.51,3.67,18.96,15.48,0.59,1.33,0.031,0.075,754,0.026,0.470,0.243,0.023,0.263,265616,264197,11,0.683,0.012,0.052,769641,0.047,0.099,0.000,158.91,79784,168,0.065,0.289,0.101,109353867,3.53,8.10,0.155,0.701,0.177,7,25,64,64,158,63,4.84,0.0061
80000,1453,1.918,0.007,5.79,286167,283360,210,1083,1433,5154004,1611485.6,320464.3,0.772,0.082,0.078,0.034,0.034,707,28.18,21.38,8.79,17.01,1.18,2.86,0.49,3.04,17.72,15.73,0.52,1.26,0.026,0.072,797,0.038,0.549,0.182,0.010,0.259,286132,284999,8,0.817,0.008,0.066,624918,0.033,0.119,0.000,162.33,88188,171,0.062,0.324,0.098,86661256,3.35,9.48,0.140,0.706,0.162,6,20,64,64,171,65,1.42,0.0063
90000,1503,1.986,0.006,6.03,306631,303851,233,680,1817,5380955,1618100.6,331095.9,0.806,0.063,0.061,0.036,0.035,695,25.30,22.54,9.79,18.86,1.50,3.66,0.72,4.41,13.29,12.83,0.59,1.30,0.031,0.081,709,0.033,0.598,0.200,0.015,0.187,306586,305356,10,0.788,0.013,0.063,730219,0.031,0.116,0.000,162.47,88920,243,0.062,0.238,0.118,87564206,3.73,11.85,0.159,0.786,0.191,4,15,64,64,160,65,1.28,0.0081
100000,1574,1.883,0.004,7.23,325140,321368,267,569,2865,6001286,1619046.1,355739.9,0.804,0.061,0.061,0.038,0.035,586,24.60,20.49,8.42,17.53,1.26,3.37,0.25,2.05,14.67,12.30,0.47,1.19,0.026,0.077,823,0.029,0.586,0.184,0.009,0.220,325118,323771,11,0.586,0.226,0.055,781311,0.037,0.080,0.000,162.50,103726,271,0.059,0.257,0.107,92021545,3.35,10.96,0.119,0.729,0.149,4,16,64,64,189,67,1.25,0.0070
110000,1611,1.842,0.004,7.00,307144,304105,290,697,2015,5776363,1610766.8,358433.3,0.798,0.061,0.058,0.043,0.040,570,24.57,20.86,8.67,17.80,1.45,3.80,0.26,1.99,14.19,12.56,0.56,1.31,0.027,0.076,804,0.038,0.565,0.206,0.013,0.216,307125,305619,10,0.608,0.204,0.050,744383,0.034,0.085,0.000,162.07,102882,283,0.062,0.222,0.118,98734070,3.48,11.21,0.133,0.763,0.169,5,16,64,64,172,67,1.68,0.0070
120000,1916,1.612,0.003,5.56,333817,328710,234,1475,3093,5883487,1627134.5,365531.0,0.826,0.051,0.051,0.038,0.033,570,18.86,19.65,7.70,15.90,1.10,3.45,0.16,1.46,9.90,10.35,0.34,1.05,0.027,0.106,795,0.058,0.627,0.141,0.010,0.222,333797,332402,10,0.835,0.028,0.025,630229,0.032,0.066,0.000,161.96,101366,217,0.062,0.260,0.073,90231966,3.05,14.14,0.081,0.713,0.104,3,10,59,64,178,80,1.80,0.0086
130000,1725,1.857,0.004,5.79,287001,279966,202,3704,3320,3976801,1564506.0,294974.8,0.828,0.047,0.046,0.041,0.037,657,22.29,21.24,8.98,17.99,0.97,3.35,0.45,2.45,11.90,9.29,0.31,0.99,0.020,0.072,762,0.047,0.621,0.170,0.008,0.201,286984,285251,7,0.823,0.003,0.059,563024,0.031,0.098,0.000,156.72,84953,194,0.074,0.215,0.077,95908141,3.46,12.69,0.143,0.724,0.103,4,12,64,64,169,60,7.03,0.0076
140000,1612,1.967,0.004,6.51,276002,271845,234,1292,2744,3384420,1583782.1,253189.6,0.839,0.043,0.042,0.039,0.036,682,25.25,21.79,11.02,19.11,1.01,3.43,0.09,1.08,13.13,9.55,0.32,0.98,0.024,0.081,677,0.175,0.524,0.166,0.007,0.303,275982,274377,6,0.730,0.025,0.017,582622,0.034,0.082,0.000,158.28,83704,206,0.075,0.265,0.063,76078374,3.91,11.59,0.151,0.568,0.112,4,14,64,64,159,74,5.47,0.0075
150000,1597,1.989,0.005,6.90,281179,277839,214,486,2655,3556126,1578967.6,255629.9,0.821,0.047,0.046,0.043,0.042,621,24.79,22.23,10.75,18.65,1.51,3.67,0.13,1.50,12.40,10.33,0.40,1.10,0.044,0.107,765,0.103,0.529,0.228,0.018,0.225,281156,279572,11,0.673,0.018,0.025,385196,0.036,0.097,0.000,157.50,90531,209,0.072,0.278,0.093,74719621,3.81,11.84,0.154,0.665,0.137,5,13,64,64,155,87,6.25,0.0080
160000,1619,1.924,0.006,6.64,289958,286660,281,217,2778,3920531,1614614.9,272134.7,0.812,0.053,0.053,0.042,0.040,612,24.91,22.97,11.35,18.71,1.19,3.67,0.06,0.70,12.30,11.51,0.38,1.12,0.025,0.080,713,0.030,0.551,0.213,0.010,0.226,289935,288451,11,0.666,0.017,0.019,357658,0.033,0.126,0.000,161.29,85892,190,0.069,0.521,0.098,89816349,3.91,12.01,0.163,0.770,0.114,4,14,64,64,162,86,2.46,0.0081
170000,1821,1.862,0.005,6.09,302298,297881,214,588,3413,3276500,1597219.0,244897.6,0.847,0.040,0.040,0.037,0.035,642,21.23,21.90,9.43,17.20,1.05,3.49,0.38,2.70,10.36,9.54,0.31,0.96,0.026,0.096,801,0.056,0.598,0.187,0.008,0.206,302257,300950,9,0.809,0.029,0.063,833691,0.029,0.116,0.000,159.25,85880,224,0.075,0.330,0.064,73981407,3.41,13.64,0.134,0.728,0.106,3,11,64,64,168,113,4.50,0.0085
180000,1760,1.890,0.004,6.67,296166,291789,236,1025,3177,3289750,1607767.0,247954.9,0.818,0.050,0.050,0.041,0.040,581,22.67,21.02,9.70,17.26,0.90,3.00,0.17,1.21,11.90,8.41,0.26,0.90,0.023,0.077,826,0.105,0.499,0.188,0.018,0.295,296143,294753,8,0.795,0.013,0.036,744756,0.031,0.079,0.000,161.17,90155,188,0.075,0.310,0.066,93241464,3.49,12.11,0.123,0.647,0.094,5,12,64,64,167,69,2.58,0.0077
190000,1816,1.770,0.004,6.93,284677,280941,248,825,2607,3322006,1606945.9,240582.7,0.754,0.069,0.069,0.054,0.054,542,22.84,21.08,9.64,16.25,0.98,3.18,0.11,1.02,12.12,10.05,0.31,1.00,0.022,0.068,798,0.112,0.524,0.216,0.009,0.251,284656,282862,10,0.737,0.047,0.028,677451,0.028,0.071,0.000,160.83,91295,173,0.072,0.424,0.073,146012834,3.43,11.98,0.128,0.640,0.105,4,12,64,64,156,86,2.92,0.0073
200000,1902,1.705,0.004,7.82,288496,284166,265,809,3170,3817745,1593198.0,276012.8,0.726,0.077,0.078,0.060,0.060,448,19.58,20.40,8.22,16.97,0.83,2.91,0.28,2.30,10.25,8.54,0.28,0.95,0.018,0.072,712,0.180,0.572,0.154,0.009,0.266,288481,286051,9,0.470,0.109,0.034,740032,0.033,0.095,0.000,158.93,100247,389,0.072,0.221,0.075,188058373,3.15,14.12,0.099,0.615,0.090,3,12,63,64,169,71,4.82,0.0082
210000,1575,2.036,0.006,6.36,282354,276983,273,1815,3610,3592134,1600243.2,266924.3,0.786,0.053,0.055,0.053,0.052,511,25.22,23.97,12.98,19.99,0.92,3.00,0.07,0.68,11.25,11.07,0.34,0.99,0.020,0.069,722,0.085,0.592,0.270,0.006,0.132,282338,279642,5,0.443,0.333,0.018,374548,0.045,0.145,0.000,159.47,95738,295,0.074,0.174,0.095,108531907,4.52,12.37,0.182,0.755,0.124,2,13,64,64,168,69,4.28,0.0090
220000,1369,2.488,0.008,6.62,209408,205514,402,1464,2234,2963882,1572124.4,232895.7,0.800,0.052,0.054,0.049,0.046,733,33.32,25.27,18.44,22.16,1.41,4.62,0.42,2.35,13.05,10.39,0.31,0.94,0.035,0.114,556,0.136,0.500,0.297,0.006,0.196,209385,207955,7,0.516,0.124,0.063,480933,0.045,0.148,0.000,157.14,71102,180,0.079,0.272,0.057,69251280,6.11,9.02,0.319,0.478,0.111,4,23,64,64,156,63,6.61,0.0088
230000,1174,2.642,0.007,7.86,197433,195125,365,1131,1007,2923354,1591080.2,204338.3,0.797,0.055,0.054,0.048,0.047,781,37.66,24.73,20.50,22.32,1.45,3.60,0.11,1.15,15.60,15.00,0.56,1.21,0.030,0.076,605,0.095,0.494,0.382,0.012,0.112,197404,195947,5,0.458,0.474,0.020,611152,0.030,0.130,0.000,159.22,70484,166,0.070,0.286,0.117,59744456,6.59,7.59,0.302,0.635,0.211,3,44,64,64,178,53,4.53,0.0087
240000,1054,3.061,0.008,8.12,170117,169155,366,487,229,2933813,1590041.4,193860.5,0.756,0.065,0.062,0.058,0.058,813,47.33,21.46,27.46,21.02,1.54,3.82,0.29,1.84,18.04,12.89,0.50,1.18,0.029,0.070,528,0.103,0.483,0.350,0.013,0.154,170075,168640,4,0.498,0.388,0.051,553800,0.039,0.131,0.000,158.46,67218,205,0.066,0.263,0.083,58152799,8.30,4.21,0.470,0.486,0.176,10,60,64,64,151,46,5.29,0.0084
250000,1035,3.129,0.010,7.73,164324,163632,306,184,221,2336624,1600391.5,155284.2,0.767,0.069,0.065,0.050,0.049,862,48.13,19.93,28.73,18.53,1.12,3.32,0.44,2.57,17.84,12.01,0.44,1.17,0.020,0.059,544,0.060,0.504,0.330,0.006,0.159,164280,162893,3,0.877,0.024,0.054,576359,0.037,0.164,0.000,159.91,66182,159,0.066,0.505,0.076,50850611,8.44,3.62,0.420,0.539,0.148,10,58,64,64,136,48,3.84,0.0087
260000,981,3.240,0.011,8.62,155219,154481,311,324,157,2127276,1606786.9,143723.0,0.769,0.063,0.060,0.056,0.052,905,51.71,17.09,28.61,18.87,1.28,3.31,0.39,2.58,21.43,13.78,0.48,1.10,0.024,0.062,528,0.034,0.398,0.389,0.014,0.199,155164,153867,7,0.344,0.325,0.061,392430,0.032,0.172,0.000,160.24,61002,189,0.068,0.469,0.064,51280010,8.26,2.41,0.462,0.497,0.200,24,60,64,64,137,41,3.52,0.0076
270000,1019,3.255,0.007,8.38,158618,157349,269,576,386,1979451,1590059.2,138707.8,0.764,0.064,0.060,0.059,0.054,862,49.24,19.20,29.06,18.72,1.56,3.56,0.18,1.19,18.43,13.52,0.52,1.15,0.029,0.066,575,0.042,0.484,0.352,0.005,0.159,158568,157138,3,0.370,0.542,0.036,457353,0.032,0.118,0.000,158.57,64904,184,0.070,0.345,0.067,52619416,8.45,3.18,0.401,0.545,0.207,12,57,64,64,139,48,5.19,0.0085
280000,1040,3.091,0.007,9.18,152773,151856,267,530,99,2062661,1583202.9,151701.9,0.768,0.064,0.062,0.055,0.051,821,46.12,21.08,27.28,18.94,1.28,3.45,0.11,0.79,17.44,11.73,0.44,1.12,0.025,0.070,595,0.033,0.474,0.353,0.019,0.154,152722,151465,7,0.351,0.164,0.033,397840,0.039,0.139,0.000,158.52,64645,202,0.074,0.287,0.074,54591839,7.97,4.09,0.371,0.568,0.161,7,56,64,64,139,64,5.23,0.0087
290000,1188,2.684,0.006,7.57,162943,161648,285,513,349,2481490,1584336.9,177186.3,0.770,0.061,0.060,0.056,0.052,788,38.75,24.21,20.88,21.29,1.60,4.03,0.12,1.42,16.14,12.40,0.55,1.28,0.028,0.069,598,0.043,0.508,0.312,0.017,0.162,162905,161382,7,0.477,0.047,0.014,339768,0.046,0.113,0.000,159.00,69313,184,0.071,0.263,0.093,61694385,6.54,6.79,0.354,0.570,0.181,5,44,64,64,140,55,4.75,0.0083
300000,1210,2.599,0.006,8.18,193044,191066,407,579,970,2856813,1609363.0,192277.8,0.759,0.058,0.055,0.066,0.062,741,38.37,24.23,21.59,21.64,1.28,3.47,0.09,1.23,15.41,11.18,0.48,1.16,0.024,0.069,575,0.034,0.520,0.300,0.012,0.169,193005,191281,9,0.474,0.108,0.014,502957,0.035,0.120,0.000,161.51,76382,250,0.067,0.269,0.085,68226405,6.71,7.15,0.345,0.584,0.168,6,43,64,64,158,54,2.24,0.0086
310000,1123,2.758,0.005,8.77,202349,201215,377,330,514,4173371,1613350.5,252285.2,0.778,0.055,0.052,0.058,0.056,669,42.80,22.08,22.55,21.11,1.89,4.52,0.35,2.22,18.02,15.68,0.72,1.42,0.036,0.087,662,0.057,0.433,0.403,0.007,0.157,202306,200378,9,0.328,0.322,0.056,365863,0.040,0.090,0.000,161.37,81985,221,0.060,0.245,0.101,63791624,7.08,5.21,0.329,0.640,0.239,10,52,64,64,160,45,2.38,0.0080
320000,1323,2.538,0.005,9.16,167644,166012,410,576,446,2887104,1589984.4,196339.2,0.771,0.057,0.055,0.062,0.056,720,35.14,25.38,20.42,21.31,1.10,2.85,0.32,1.90,13.29,9.78,0.40,1.04,0.027,0.092,744,0.023,0.544,0.301,0.012,0.143,167591,165918,9,0.311,0.231,0.070,606213,0.030,0.104,0.000,159.72,71560,243,0.068,0.247,0.088,61326220,6.37,8.37,0.304,0.630,0.150,4,35,64,64,145,81,4.04,0.0090
330000,1103,2.996,0.007,9.01,166189,164497,443,764,705,2458227,1596164.9,174673.1,0.797,0.050,0.050,0.053,0.050,656,45.15,23.15,27.90,21.50,1.48,3.66,0.13,0.91,15.63,11.22,0.56,1.26,0.026,0.067,599,0.043,0.465,0.382,0.021,0.132,166152,164320,9,0.190,0.419,0.031,636697,0.035,0.123,0.000,159.72,76280,251,0.071,0.232,0.102,53028105,8.62,4.84,0.477,0.495,0.195,8,61,64,64,149,50,4.03,0.0093
340000,1093,3.029,0.007,8.50,148639,147556,436,323,334,2508737,1602027.6,167534.9,0.748,0.067,0.064,0.063,0.058,854,44.98,23.21,26.89,20.60,1.49,3.44,0.18,1.32,16.42,12.43,0.53,1.14,0.026,0.060,580,0.046,0.470,0.397,0.020,0.113,148592,146973,8,0.638,0.081,0.042,320532,0.054,0.125,0.000,160.46,59085,232,0.067,0.353,0.101,54889214,8.17,5.05,0.446,0.525,0.215,6,58,64,64,147,64,3.29,0.0089
350000,1157,2.847,0.006,7.48,150511,149021,414,455,557,2469564,1607738.9,176381.7,0.763,0.060,0.058,0.061,0.058,874,41.17,24.87,24.60,21.19,1.29,3.32,0.33,2.23,14.95,11.84,0.51,1.15,0.024,0.061,602,0.051,0.518,0.335,0.028,0.119,150468,149148,9,0.392,0.223,0.042,529247,0.041,0.117,0.000,160.56,59513,213,0.071,0.259,0.088,55873796,7.54,6.53,0.382,0.578,0.194,4,54,64,64,143,63,3.19,0.0093
360000,1088,2.912,0.005,7.83,153161,151809,502,255,664,2598542,1609677.1,180765.7,0.749,0.062,0.063,0.065,0.061,864,45.34,22.89,26.89,22.05,1.46,3.59,0.33,2.35,16.66,12.05,0.50,1.16,0.027,0.073,548,0.096,0.491,0.347,0.011,0.151,153116,151790,8,0.376,0.343,0.041,347349,0.049,0.101,0.000,160.32,59863,162,0.070,0.416,0.097,57878765,8.33,4.90,0.482,0.494,0.185,8,61,64,64,140,44,3.43,0.0089
370000,1068,3.139,0.006,8.18,164154,162767,530,232,645,2771331,1616021.0,182974.8,0.775,0.056,0.054,0.059,0.056,926,47.93,21.04,29.07,20.59,2.00,4.48,0.04,0.65,16.82,11.90,0.63,1.31,0.038,0.086,568,0.096,0.462,0.391,0.016,0.131,164112,162921,5,0.196,0.502,0.011,372410,0.052,0.118,0.000,161.05,61042,163,0.066,0.483,0.086,49243458,8.85,3.83,0.492,0.477,0.225,11,62,64,64,145,53,2.70,0.0090
380000,962,3.538,0.009,9.20,127661,127020,465,198,84,2095784,1603955.9,144345.7,0.738,0.067,0.063,0.068,0.064,973,52.64,18.65,34.99,18.26,1.95,4.07,0.21,1.29,15.49,8.93,0.68,1.20,0.040,0.093,468,0.097,0.432,0.477,0.008,0.082,127620,126465,9,0.208,0.163,0.057,427401,0.045,0.164,0.000,159.64,53016,159,0.069,0.409,0.058,48513568,10.47,2.67,0.585,0.395,0.307,15,64,64,64,141,47,4.11,0.0108
390000,1027,3.251,0.008,9.47,126071,125083,481,354,88,1785306,1603097.0,123291.1,0.724,0.069,0.068,0.072,0.066,921,48.92,19.69,32.29,17.85,1.24,3.08,0.23,1.17,15.16,9.20,0.46,1.06,0.021,0.053,594,0.060,0.413,0.441,0.019,0.127,126020,124635,7,0.260,0.147,0.060,471363,0.050,0.143,0.000,159.97,51941,117,0.069,0.556,0.072,48375245,9.50,3.30,0.382,0.524,0.192,12,58,64,64,139,38,3.78,0.0103
400000,1067,3.152,0.006,9.30,134495,133177,518,504,256,1829021,1611244.1,131205.6,0.729,0.067,0.068,0.071,0.066,849,46.76,21.34,28.99,18.95,1.28,3.54,0.16,1.31,16.33,10.08,0.47,1.07,0.025,0.070,653,0.039,0.439,0.387,0.017,0.157,134435,132963,9,0.294,0.140,0.031,393018,0.045,0.127,0.000,160.06,54629,121,0.072,0.571,0.063,51095408,8.62,3.93,0.401,0.498,0.202,9,58,64,64,146,48,3.69,0.0092
410000,1073,3.186,0.006,9.23,131901,130731,429,599,136,1699432,1612394.6,128355.9,0.750,0.061,0.059,0.067,0.063,895,47.35,21.41,30.05,19.02,1.09,2.81,0.12,0.91,16.09,8.57,0.44,1.00,0.020,0.055,568,0.046,0.500,0.349,0.013,0.138,131853,130291,8,0.243,0.338,0.031,367488,0.047,0.105,0.000,160.02,54969,182,0.076,0.431,0.055,48221125,8.89,3.91,0.407,0.482,0.197,9,58,64,64,147,55,3.73,0.0093
420000,1169,2.901,0.005,9.56,135959,134365,470,536,492,1743650,1609826.5,135246.5,0.757,0.059,0.057,0.065,0.062,899,42.98,23.34,25.88,20.74,1.13,3.05,0.15,1.29,15.82,13.07,0.50,1.16,0.020,0.053,590,0.077,0.476,0.376,0.010,0.139,135906,134187,10,0.298,0.335,0.032,407718,0.046,0.100,0.000,160.23,55945,202,0.078,0.285,0.092,48439819,7.95,5.72,0.333,0.571,0.185,5,55,64,64,148,52,3.52,0.0087
430000,1030,3.367,0.007,9.59,132925,131409,534,657,464,1915538,1602654.8,150630.0,0.741,0.062,0.060,0.071,0.066,901,49.14,20.55,32.21,19.16,1.24,3.38,0.35,2.48,15.33,10.53,0.59,1.21,0.021,0.057,569,0.062,0.443,0.441,0.011,0.106,132889,131283,12,0.242,0.046,0.039,573018,0.031,0.134,0.000,159.89,56112,163,0.079,0.362,0.050,54627079,9.73,3.37,0.417,0.454,0.233,9,60,64,64,145,41,3.86,0.0101
440000,1095,3.015,0.007,9.15,135857,134209,524,564,495,1961583,1601744.4,145096.0,0.739,0.063,0.063,0.070,0.064,873,45.02,22.64,27.82,21.14,1.44,3.50,0.12,1.02,15.63,12.14,0.60,1.27,0.027,0.070,579,0.079,0.434,0.445,0.015,0.107,135803,134068,17,0.194,0.150,0.026,531934,0.047,0.131,0.000,159.40,57077,163,0.074,0.351,0.083,51755495,8.55,4.82,0.358,0.517,0.211,6,57,64,64,156,54,4.35,0.0094
450000,1084,3.168,0.006,9.61,129028,127448,584,552,455,1666272,1609163.8,129185.8,0.725,0.067,0.066,0.074,0.068,882,46.64,19.74,29.64,18.68,1.33,3.68,0.19,1.39,15.48,9.53,0.53,1.19,0.025,0.069,639,0.055,0.414,0.437,0.029,0.120,128980,127292,14,0.208,0.127,0.034,399163,0.050,0.117,0.000,160.15,54013,190,0.078,0.344,0.084,52033064,8.86,3.57,0.304,0.565,0.199,10,55,64,64,156,49,3.60,0.0096
460000,1061,3.206,0.007,9.42,127002,125435,479,819,292,1828376,1607855.1,142953.3,0.718,0.072,0.071,0.074,0.066,840,46.47,21.69,30.08,19.86,1.57,3.55,0.51,3.12,14.31,9.14,0.66,1.28,0.031,0.073,547,0.045,0.430,0.473,0.016,0.081,126957,125007,14,0.172,0.075,0.077,451418,0.070,0.124,0.000,160.39,55491,147,0.078,0.264,0.085,52581570,9.09,4.24,0.402,0.514,0.239,8,57,64,64,143,41,3.36,0.0106
470000,1014,3.335,0.005,9.64,115742,114484,531,619,155,1520626,1610165.9,117327.8,0.706,0.078,0.075,0.074,0.067,918,51.92,17.97,33.64,17.78,1.21,3.04,0.11,1.03,16.96,11.11,0.55,1.20,0.022,0.056,506,0.096,0.393,0.446,0.023,0.138,115666,113709,13,0.257,0.085,0.025,499766,0.064,0.106,0.000,160.33,51007,141,0.077,0.341,0.080,49019316,9.99,2.75,0.469,0.468,0.213,18,61,64,64,140,42,3.42,0.0094
480000,1035,3.272,0.006,10.68,120262,119274,509,372,86,1695310,1611871.6,124274.8,0.722,0.068,0.066,0.075,0.068,854,48.75,19.14,31.45,19.01,1.66,3.72,0.21,1.75,15.43,10.65,0.58,1.20,0.036,0.085,539,0.093,0.427,0.461,0.009,0.103,120200,118143,12,0.266,0.160,0.040,330173,0.064,0.141,0.000,160.61,54338,156,0.073,0.347,0.084,47456838,9.40,3.24,0.376,0.556,0.226,14,58,64,64,140,48,3.14,0.0101
490000,1062,3.122,0.005,9.72,120829,119738,560,491,13,2029812,1598528.6,148295.9,0.706,0.076,0.073,0.076,0.069,872,47.00,20.99,29.42,20.11,1.35,2.99,0.28,1.95,15.95,12.18,0.58,1.20,0.029,0.067,592,0.105,0.442,0.444,0.019,0.095,120779,118538,15,0.183,0.126,0.050,617282,0.041,0.098,0.000,159.57,53546,163,0.073,0.212,0.089,52176271,8.93,3.99,0.406,0.536,0.223,10,58,64,64,144,42,4.18,0.0094
500000,1019,3.306,0.006,9.64,141446,140430,544,429,86,2595858,1617264.4,174962.8,0.739,0.066,0.066,0.069,0.060,812,48.92,20.70,31.73,20.02,1.29,3.74,0.35,1.79,15.55,10.90,0.50,1.15,0.024,0.068,541,0.095,0.496,0.404,0.004,0.096,141405,139520,17,0.258,0.097,0.074,791895,0.034,0.124,0.000,160.89,61708,162,0.067,0.387,0.066,49276370,9.60,3.65,0.433,0.492,0.189,9,60,64,64,155,46,2.86,0.0102
