step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
220000,2034,1.527,0.023,6.86,456188,449723,183,172,6306,34334,1632662.5,2176.6,0.970,0.009,0.009,0.005,0.007,516,19.41,10.98,1.35,4.84,0.99,4.65,0.90,3.29,16.16,8.89,0.03,0.39,0.034,0.139,640,0.038,0.441,0.008,0.003,0.547,455441,453905,2,0.783,0.168,0.126,2069496,0.028,0.259,0.001,163.35,152717,120,0.063,0.576,0.003,959064,1.41,11.22,0.014,0.050,0.010,9,17,32,64,420,26,0.15,0.0050
230000,2255,1.414,0.026,7.80,469338,459521,138,36,9422,23330,1631983.5,1181.8,0.970,0.011,0.009,0.003,0.007,443,16.17,9.58,0.68,3.48,0.71,3.41,0.40,2.34,14.38,8.00,0.01,0.26,0.033,0.129,572,0.097,0.445,0.005,0.000,0.550,468689,467363,4,0.260,0.056,0.063,2418897,0.023,0.271,0.001,163.37,163120,390,0.051,0.444,0.000,947469,1.22,12.87,0.009,0.036,0.004,7,13,27,64,449,25,0.14,0.0050
240000,1971,1.547,0.028,7.48,479023,465966,283,44,13014,22847,1659646.5,1356.3,0.970,0.011,0.010,0.003,0.006,488,19.88,12.59,2.44,6.58,1.45,6.19,0.40,2.59,15.59,9.28,0.07,0.54,0.047,0.169,640,0.223,0.462,0.022,0.002,0.513,478444,477142,3,0.546,0.107,0.044,936365,0.032,0.283,0.001,163.36,142583,117,0.059,0.659,0.003,989512,1.69,11.35,0.022,0.056,0.021,9,16,37,64,436,24,0.15,0.0054
250000,2198,1.441,0.028,6.83,467500,454409,178,68,12618,33364,1626501.8,1704.2,0.965,0.013,0.011,0.004,0.007,554,16.69,12.21,0.99,4.92,1.27,4.85,0.44,2.88,13.99,9.50,0.04,0.45,0.044,0.147,573,0.109,0.475,0.009,0.000,0.515,466893,466094,2,0.563,0.000,0.045,1072471,0.041,0.288,0.001,163.29,134015,240,0.051,0.456,0.000,1265608,1.27,13.32,0.016,0.024,0.012,6,14,31,64,423,28,0.22,0.0053
260000,2170,1.442,0.035,6.56,473906,459815,233,198,13688,28238,1631844.6,1605.4,0.972,0.009,0.011,0.003,0.005,582,17.19,10.74,1.65,5.00,0.69,3.88,0.34,2.14,14.51,7.91,0.05,0.39,0.023,0.113,582,0.088,0.443,0.017,0.001,0.539,473393,472672,1,0.450,0.550,0.052,1590657,0.033,0.308,0.001,163.36,145898,238,0.057,0.551,0.001,986826,1.43,12.08,0.008,0.041,0.017,8,15,32,64,440,26,0.14,0.0052
270000,2253,1.410,0.016,6.98,481154,467047,221,62,13741,23781,1631989.5,1383.6,0.969,0.010,0.010,0.005,0.006,551,16.26,9.95,1.49,5.12,0.93,4.32,0.22,1.76,13.63,7.10,0.03,0.35,0.035,0.137,645,0.071,0.435,0.019,0.004,0.542,480386,479142,1,0.765,0.235,0.028,1107453,0.033,0.187,0.000,163.38,143333,204,0.058,0.645,0.004,1042062,1.43,12.65,0.012,0.055,0.010,8,14,26,64,446,27,0.12,0.0053
280000,2103,1.473,0.010,6.59,482685,469891,221,5,12718,16002,1642430.4,842.8,0.966,0.010,0.010,0.007,0.008,576,17.98,9.97,1.23,4.50,0.30,2.13,0.54,2.69,15.91,8.78,0.01,0.23,0.012,0.086,604,0.089,0.426,0.009,0.000,0.565,482035,480429,1,0.767,0.233,0.087,1088512,0.035,0.128,0.000,163.44,139441,121,0.053,0.600,0.000,1204706,1.34,11.21,0.003,0.018,0.003,8,15,32,64,416,22,0.06,0.0049
290000,2226,1.428,0.011,7.17,487107,474657,207,22,12098,17934,1618135.4,1725.4,0.974,0.007,0.007,0.004,0.008,520,16.43,11.60,0.78,3.70,0.33,2.75,0.44,2.04,14.89,10.34,0.00,0.12,0.014,0.103,576,0.082,0.462,0.007,0.000,0.531,486409,485200,3,0.426,0.000,0.080,1925398,0.026,0.136,0.000,163.46,152517,84,0.096,0.727,0.000,896476,1.22,13.11,0.008,0.007,0.002,7,13,35,64,437,31,0.04,0.0049
300000,2300,1.380,0.015,6.41,492086,477786,250,7,13969,8396,1619056.9,543.9,0.977,0.006,0.006,0.005,0.006,499,15.60,9.63,1.39,4.60,0.61,3.62,0.88,3.81,12.72,7.11,0.02,0.30,0.024,0.126,619,0.080,0.442,0.012,0.006,0.540,491598,489940,2,0.697,0.000,0.101,3097178,0.022,0.176,0.000,163.44,146864,80,0.065,0.571,0.006,908337,1.39,13.00,0.003,0.023,0.009,7,14,27,64,424,30,0.06,0.0055
310000,2268,1.446,0.017,7.33,487051,474579,279,9,12216,14538,1628410.2,1103.7,0.974,0.007,0.007,0.005,0.007,558,15.41,8.60,1.05,3.58,0.21,1.68,0.85,2.93,13.30,7.43,0.00,0.12,0.010,0.073,634,0.059,0.452,0.010,0.000,0.538,486343,484830,3,0.506,0.008,0.158,2135194,0.028,0.199,0.000,163.38,141132,349,0.076,0.444,0.001,811153,1.31,13.01,0.003,0.030,0.002,7,14,26,64,425,25,0.13,0.0054
320000,2216,1.459,0.021,7.26,509813,496431,273,35,13126,13195,1638227.2,1143.0,0.978,0.006,0.006,0.005,0.005,422,16.61,9.39,1.24,3.67,0.06,0.89,0.88,3.82,14.42,8.08,0.01,0.14,0.003,0.036,645,0.056,0.459,0.010,0.002,0.529,509145,507473,3,0.539,0.000,0.119,2570488,0.023,0.223,0.001,163.39,168172,273,0.087,0.600,0.002,916732,1.39,12.67,0.005,0.012,0.003,7,15,29,64,443,22,0.12,0.0051
330000,2422,1.344,0.017,7.41,494604,481367,172,7,12852,8302,1638537.2,589.0,0.964,0.008,0.007,0.011,0.010,452,14.60,8.25,0.94,3.35,0.23,2.02,0.58,3.17,12.85,6.46,0.01,0.23,0.008,0.062,636,0.073,0.459,0.012,0.002,0.528,494001,492610,3,0.511,0.005,0.078,2223291,0.030,0.206,0.001,163.42,161616,166,0.071,0.714,0.002,1019780,1.30,14.29,0.002,0.010,0.006,7,12,24,64,450,32,0.08,0.0053
340000,2528,1.341,0.028,7.03,515581,500895,228,1,14351,8572,1614937.4,499.1,0.970,0.006,0.006,0.009,0.009,497,13.20,7.36,0.77,3.35,0.25,1.88,0.46,2.53,11.74,6.22,0.01,0.17,0.012,0.083,590,0.115,0.449,0.007,0.001,0.543,515076,514039,2,0.722,0.002,0.068,1886181,0.031,0.332,0.002,163.43,162631,406,0.058,0.000,0.001,1063304,1.28,14.98,0.001,0.009,0.004,7,11,22,64,455,27,0.07,0.0054
350000,2336,1.413,0.015,7.91,496963,485163,221,3,11768,6649,1631949.9,416.2,0.974,0.005,0.006,0.009,0.006,425,14.88,8.60,0.55,2.73,0.45,2.54,0.85,3.34,13.02,7.69,0.01,0.17,0.023,0.111,620,0.075,0.458,0.002,0.000,0.540,496398,494195,4,0.489,0.035,0.136,3233836,0.024,0.176,0.000,163.41,170474,103,0.063,0.667,0.001,1326741,1.16,12.78,0.002,0.025,0.003,7,13,25,64,428,32,0.10,0.0054
360000,2482,1.347,0.024,8.23,503444,491890,236,14,11158,14662,1631111.6,1050.5,0.977,0.005,0.006,0.007,0.004,432,13.58,8.01,0.90,3.23,0.42,2.77,0.61,3.13,11.64,6.18,0.02,0.25,0.017,0.094,728,0.049,0.452,0.015,0.000,0.533,502881,501150,3,0.436,0.128,0.106,3303241,0.025,0.273,0.001,163.47,174153,223,0.072,0.714,0.001,619809,1.28,13.83,0.002,0.066,0.010,6,12,23,64,438,29,0.04,0.0056
370000,2321,1.391,0.018,7.70,517146,501617,353,174,15163,23194,1628073.8,2121.9,0.979,0.006,0.006,0.005,0.004,404,14.98,9.55,0.68,3.42,0.24,1.32,0.40,2.42,13.65,8.59,0.00,0.09,0.014,0.074,622,0.064,0.469,0.005,0.000,0.526,516707,514773,2,0.308,0.464,0.076,2233128,0.028,0.196,0.000,163.47,182003,207,0.091,0.575,0.000,715530,1.20,13.15,0.002,0.024,0.001,6,13,27,64,452,28,0.04,0.0051
380000,2413,1.370,0.017,6.97,494448,480004,267,6,14079,13386,1627437.0,853.4,0.975,0.007,0.008,0.004,0.006,510,13.80,9.53,0.94,3.82,0.49,3.31,0.27,2.01,12.10,7.56,0.01,0.24,0.019,0.111,609,0.172,0.473,0.023,0.003,0.501,493944,492738,2,0.569,0.000,0.056,1420595,0.035,0.177,0.000,163.43,152072,125,0.064,0.500,0.003,767485,1.27,13.43,0.007,0.067,0.005,6,11,24,64,436,27,0.07,0.0056
390000,2462,1.357,0.010,6.53,514097,497899,308,34,15807,25231,1620044.4,1405.2,0.974,0.008,0.010,0.003,0.005,530,12.79,8.21,1.06,3.93,0.39,2.75,0.12,1.14,11.23,6.32,0.01,0.20,0.013,0.083,519,0.102,0.472,0.019,0.000,0.509,513642,512612,2,0.667,0.089,0.019,1468302,0.028,0.131,0.000,163.43,148183,263,0.056,0.618,0.000,996506,1.34,15.25,0.001,0.041,0.004,6,10,23,64,439,30,0.08,0.0059
400000,2527,1.321,0.015,6.51,512564,496748,216,18,15517,25918,1634299.9,1592.3,0.966,0.008,0.012,0.005,0.008,522,12.67,8.87,1.15,3.93,0.27,2.31,0.20,1.70,11.06,7.29,0.02,0.22,0.009,0.072,578,0.065,0.503,0.014,0.000,0.482,512175,511079,1,0.744,0.256,0.025,634491,0.039,0.182,0.000,163.46,144838,114,0.061,0.833,0.000,1397905,1.36,14.47,0.002,0.041,0.007,6,11,23,64,472,30,0.04,0.0058
410000,2596,1.302,0.014,6.94,519169,502328,235,11,16526,16520,1642361.0,878.3,0.971,0.007,0.007,0.006,0.008,516,12.06,7.95,0.77,3.85,0.33,2.66,0.18,1.37,10.78,6.58,0.02,0.35,0.016,0.104,498,0.077,0.479,0.006,0.002,0.514,518625,517499,2,0.738,0.021,0.039,919571,0.025,0.149,0.000,163.45,153089,184,0.053,0.727,0.002,1160912,1.28,15.26,0.002,0.024,0.006,5,10,20,64,446,28,0.05,0.0059
420000,2489,1.349,0.013,6.33,510706,495840,282,65,14626,18765,1660682.0,1004.3,0.972,0.007,0.007,0.005,0.010,574,13.50,8.74,0.49,2.64,0.45,2.66,0.38,2.30,12.17,7.45,0.01,0.24,0.023,0.111,519,0.112,0.474,0.012,0.001,0.513,510063,509184,1,0.745,0.255,0.058,1335768,0.017,0.150,0.000,163.46,141323,483,0.054,0.431,0.001,1046535,1.15,14.27,0.001,0.027,0.003,6,11,24,64,462,33,0.04,0.0055
430000,2384,1.366,0.015,5.82,514160,501541,321,324,12079,42779,1653812.1,2776.8,0.968,0.009,0.007,0.006,0.010,580,14.37,9.50,0.51,2.76,0.57,3.75,0.91,3.54,12.38,7.89,0.02,0.31,0.023,0.120,646,0.062,0.482,0.006,0.001,0.510,513665,512448,1,0.897,0.103,0.143,3033998,0.021,0.191,0.001,163.42,139504,385,0.065,0.466,0.001,1738637,1.15,13.49,0.004,0.093,0.006,6,12,24,64,426,26,0.09,0.0056
440000,2492,1.330,0.032,6.51,506654,495616,207,194,10529,40475,1629342.5,1622.2,0.975,0.007,0.009,0.005,0.005,588,13.66,9.46,0.55,2.71,1.11,4.94,0.57,3.18,11.43,6.98,0.02,0.28,0.048,0.180,642,0.060,0.461,0.015,0.000,0.523,506142,505190,2,0.270,0.504,0.063,2361717,0.028,0.276,0.001,163.40,137718,481,0.040,0.376,0.001,1318810,1.17,13.57,0.004,0.063,0.008,6,11,23,64,439,27,0.10,0.0057
450000,2258,1.444,0.033,5.64,505881,493826,256,155,11878,60795,1634207.6,4831.7,0.978,0.006,0.007,0.005,0.004,543,15.41,10.76,0.80,3.84,0.38,2.39,0.46,2.78,13.77,9.59,0.03,0.31,0.015,0.090,628,0.085,0.493,0.021,0.002,0.484,505320,504226,2,0.726,0.008,0.074,1354834,0.033,0.297,0.002,163.38,146287,331,0.079,0.490,0.008,1754395,1.22,13.87,0.005,0.189,0.013,5,11,33,64,434,30,0.12,0.0053
460000,2014,1.575,0.033,7.10,469800,456866,223,197,12758,116320,1624674.8,9870.4,0.975,0.007,0.006,0.006,0.006,595,19.48,12.76,0.98,3.65,0.67,3.62,0.53,2.48,17.30,11.46,0.03,0.34,0.024,0.111,740,0.028,0.468,0.017,0.002,0.512,469162,467744,3,0.487,0.000,0.070,1327948,0.031,0.287,0.001,163.37,147043,349,0.085,0.462,0.006,2900674,1.26,11.80,0.015,0.109,0.013,7,17,38,64,438,31,0.13,0.0047
470000,2194,1.488,0.049,6.78,471999,458725,208,117,12769,27562,1635907.2,2054.3,0.980,0.006,0.005,0.005,0.005,509,17.03,11.35,1.07,3.70,1.03,4.65,1.36,4.19,13.57,9.37,0.03,0.36,0.042,0.161,753,0.053,0.471,0.018,0.001,0.510,471365,470234,2,0.774,0.002,0.231,2954139,0.019,0.408,0.003,163.34,154174,368,0.075,0.402,0.002,1046663,1.31,12.48,0.010,0.074,0.008,6,14,30,64,439,25,0.17,0.0055
480000,2104,1.523,0.050,6.14,453672,444237,298,36,9191,22664,1650058.9,1227.5,0.980,0.007,0.006,0.004,0.003,594,17.76,11.27,0.90,4.21,1.49,5.00,1.02,3.87,14.34,8.47,0.06,0.49,0.060,0.176,664,0.078,0.467,0.013,0.002,0.518,452941,451985,1,0.997,0.003,0.131,4758629,0.016,0.401,0.003,163.32,132237,228,0.054,0.583,0.002,767176,1.25,11.87,0.006,0.079,0.019,7,15,32,64,436,26,0.18,0.0055
490000,2382,1.362,0.028,7.36,489661,479048,235,39,10061,25385,1651880.8,1346.6,0.970,0.011,0.009,0.006,0.005,526,14.47,9.17,0.67,3.96,0.96,4.21,0.23,2.13,12.61,7.23,0.04,0.45,0.042,0.159,628,0.094,0.463,0.008,0.001,0.528,488875,487362,2,0.562,0.303,0.022,1408759,0.032,0.277,0.001,163.39,143125,275,0.053,0.667,0.002,916096,1.21,13.26,0.003,0.052,0.008,6,12,24,64,450,29,0.11,0.0055
500000,2244,1.438,0.016,6.93,491154,478821,185,17,12269,18373,1644938.5,998.8,0.971,0.008,0.010,0.006,0.005,515,16.00,10.22,0.50,3.10,0.61,3.90,0.75,3.12,14.14,8.46,0.02,0.26,0.021,0.117,486,0.089,0.447,0.004,0.000,0.549,490409,489091,2,0.736,0.000,0.084,1215102,0.035,0.190,0.001,163.27,145760,89,0.054,0.765,0.000,984366,1.16,13.44,0.008,0.038,0.005,7,13,28,64,438,25,0.23,0.0052
510000,2364,1.390,0.016,6.07,504474,489389,327,10,14628,8370,1637592.4,543.3,0.978,0.006,0.008,0.004,0.003,499,14.36,10.00,1.17,5.19,0.27,2.21,0.51,2.64,12.41,8.48,0.03,0.40,0.014,0.092,485,0.142,0.440,0.012,0.000,0.548,503887,502531,1,1.000,0.000,0.075,1710528,0.026,0.199,0.001,163.43,152091,23,0.065,0.800,0.000,582784,1.35,14.80,0.005,0.019,0.007,7,11,25,64,405,26,0.08,0.0056
520000,2474,1.386,0.013,6.85,511386,497135,421,204,13516,25218,1631018.4,2043.4,0.978,0.009,0.006,0.004,0.003,509,13.57,9.35,1.04,3.22,0.56,2.98,0.70,2.86,11.26,7.80,0.02,0.21,0.030,0.118,656,0.048,0.469,0.015,0.001,0.515,510934,509257,2,0.245,0.619,0.129,2317439,0.018,0.174,0.000,163.45,148077,316,0.081,0.495,0.001,824727,1.34,14.60,0.006,0.047,0.009,6,11,24,64,412,32,0.06,0.0059
530000,2500,1.338,0.021,6.15,512131,499242,408,24,12431,11829,1618264.0,620.7,0.981,0.007,0.005,0.004,0.003,507,13.46,8.91,0.90,4.38,0.37,2.58,0.52,2.53,11.67,7.42,0.02,0.27,0.017,0.109,556,0.098,0.458,0.005,0.000,0.536,511561,510165,3,0.962,0.000,0.081,1961066,0.017,0.244,0.001,163.37,154969,256,0.052,0.500,0.000,612586,1.29,14.28,0.005,0.022,0.008,6,11,23,64,442,28,0.13,0.0055
