step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,64,64,48,0,0,16,0,15.00,0,0.000,2926,5.76,861.45,4.16,94
100000,64,64,44,10,0,10,4,13.50,0,0.156,2696,5.42,499.31,361.67,94
100000,64,64,50,0,0,14,0,15.38,0,0.000,2658,4.44,691.58,2.65,94
100000,50,64,40,0,0,10,0,12.38,0,0.000,2646,4.15,692.04,3.74,94
100000,64,64,50,0,0,14,0,15.38,0,0.000,2627,2.50,682.73,2.31,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,2524,6.77,713.61,2.64,94
100000,52,64,42,4,0,6,2,12.56,0,0.077,2382,5.42,437.68,207.75,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,2311,4.31,719.94,0.91,173
100000,62,62,44,0,0,18,0,13.12,0,0.000,2190,4.85,744.32,1.21,80
100000,46,60,36,0,0,10,0,10.00,2,0.000,2142,4.27,538.98,1.83,80
100000,62,62,44,0,0,18,0,13.12,0,0.000,2105,4.76,678.86,1.47,80
100000,64,64,48,0,0,16,0,15.00,0,0.000,2098,8.10,626.60,1.04,173
100000,54,64,40,0,0,14,0,9.67,2,0.000,2096,5.52,554.61,0.42,173
100000,64,64,48,0,0,16,0,15.00,0,0.000,1902,6.58,563.24,1.80,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1749,8.03,509.24,0.75,173
100000,64,64,49,0,0,15,0,15.19,0,0.000,1734,5.21,493.37,0.49,173
100000,48,64,38,0,0,10,0,10.71,4,0.000,1668,5.84,418.97,0.99,94
100000,64,64,48,8,0,8,4,15.00,0,0.125,1637,4.85,251.42,236.38,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1617,8.31,514.74,0.14,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1611,6.41,505.69,0.67,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1604,4.18,484.68,0.93,94
100000,64,64,48,4,0,12,4,15.00,0,0.062,1571,5.25,355.20,46.60,94
100000,42,64,36,2,0,4,2,8.31,6,0.048,1491,2.00,318.27,56.36,173
100000,54,64,40,0,0,14,0,9.67,2,0.000,1472,3.73,430.40,0.51,173
100000,64,64,48,0,0,16,0,15.00,0,0.000,1449,6.78,403.98,0.08,173
100000,46,58,38,4,0,4,2,10.88,0,0.087,1231,4.32,188.55,178.15,80
100000,64,64,48,0,0,16,0,15.00,0,0.000,1203,3.21,372.26,0.63,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1203,5.93,346.86,0.24,94
100000,64,64,46,8,0,10,4,13.88,0,0.125,1187,7.04,208.94,222.71,94
100000,28,28,0,6,0,22,0,1.00,2,0.214,1182,3.86,482.61,0.00,149
100000,42,64,36,2,0,4,2,8.31,6,0.048,1170,1.51,217.44,33.12,173
100000,64,64,48,0,0,16,0,15.00,0,0.000,1164,3.16,356.02,0.33,94
100000,64,64,48,8,0,8,4,15.00,0,0.125,1145,7.61,172.35,152.57,94
100000,43,45,0,0,0,43,0,1.00,4,0.000,1139,4.47,846.09,0.00,149
100000,24,24,0,0,0,24,0,1.00,8,0.000,1116,1.75,466.04,0.00,149
100000,64,64,50,0,0,14,0,15.38,0,0.000,1100,8.24,282.81,0.44,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1092,5.25,322.37,0.24,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,1087,3.23,314.40,0.00,173
100000,28,28,0,6,0,22,0,1.00,2,0.214,1047,3.01,440.74,0.00,149
100000,46,60,36,0,0,10,0,10.00,2,0.000,1046,1.95,245.75,0.42,80
100000,48,64,36,4,0,8,2,9.43,4,0.083,1022,2.32,210.05,52.08,94
100000,54,64,40,0,0,14,0,9.67,2,0.000,986,5.97,241.09,0.17,173
100000,64,64,0,22,0,42,0,1.00,0,0.344,944,7.87,670.74,0.00,149
100000,64,64,46,8,0,10,4,13.88,0,0.125,927,6.34,165.86,156.50,94
100000,64,64,52,0,0,12,0,15.75,0,0.000,914,5.54,204.49,0.39,94
100000,52,64,44,0,0,8,0,13.12,0,0.000,913,1.48,260.84,7.76,173
100000,46,58,38,4,0,4,2,10.88,0,0.087,900,4.82,135.53,119.54,80
100000,58,58,40,0,0,18,0,11.81,0,0.000,890,3.82,269.00,0.55,80
100000,54,64,38,6,0,10,4,8.47,2,0.111,884,6.81,225.14,21.79,173
100000,30,64,24,0,0,6,0,6.00,10,0.000,871,4.84,175.09,0.50,149
100000,30,64,24,0,0,6,0,6.00,10,0.000,859,1.13,159.02,0.50,149
100000,64,64,48,4,0,12,2,15.00,0,0.062,823,7.78,171.92,62.02,94
100000,64,64,51,0,0,13,0,15.56,0,0.000,822,6.25,184.29,0.25,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,789,6.58,233.24,0.69,94
100000,64,64,46,6,0,12,4,13.88,0,0.094,781,4.43,163.53,82.15,94
100000,9,11,0,6,0,3,0,1.00,14,0.667,779,2.45,52.86,0.00,149
100000,52,58,39,6,0,7,3,10.88,0,0.115,776,4.06,107.57,103.98,80
100000,64,64,46,8,0,10,4,13.88,0,0.125,773,5.45,128.34,135.29,94
100000,53,55,0,4,0,49,0,1.00,0,0.075,770,5.38,595.59,0.00,149
100000,56,64,42,0,0,14,0,10.80,2,0.000,763,2.80,241.29,0.25,173
100000,64,64,48,0,0,16,0,15.00,0,0.000,744,6.10,217.45,0.59,94
100000,46,58,38,4,0,4,2,10.88,0,0.087,721,2.44,93.16,96.70,80
100000,64,64,48,8,0,8,4,15.00,0,0.125,714,7.22,103.08,99.43,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,683,5.93,187.57,0.12,94
100000,43,47,0,0,0,43,0,1.00,4,0.000,666,2.34,455.38,0.00,149
100000,58,58,40,0,0,18,0,11.81,0,0.000,619,0.88,157.44,2.42,80
100000,64,64,50,0,0,14,0,15.38,0,0.000,613,6.54,150.32,0.17,94
100000,55,55,0,4,0,51,0,1.00,0,0.073,601,6.19,408.68,0.00,149
100000,7,64,0,0,0,7,0,1.00,20,0.000,595,1.20,162.26,0.00,149
100000,64,64,48,5,0,11,3,15.00,0,0.078,581,3.12,116.78,42.70,94
100000,56,64,42,8,0,6,4,10.80,2,0.143,559,5.55,71.25,105.76,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,535,3.03,150.24,0.98,94
100000,64,64,50,0,0,14,0,15.38,0,0.000,533,5.08,136.29,0.64,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,530,3.61,155.88,0.00,173
100000,64,64,48,4,0,12,2,15.00,0,0.062,524,6.40,114.10,35.61,94
100000,48,64,36,0,0,12,0,9.43,4,0.000,523,3.25,132.27,0.00,149
100000,64,64,48,8,0,8,4,15.00,0,0.125,520,3.83,73.79,51.64,94
100000,64,64,48,4,0,12,2,15.00,0,0.062,517,7.44,114.17,37.87,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,508,4.12,135.73,0.00,173
100000,47,64,37,0,2,8,0,8.91,0,0.000,507,2.84,84.04,0.00,149
100000,46,58,38,4,0,4,2,10.88,0,0.087,505,3.55,64.04,82.44,80
100000,46,58,38,4,0,4,2,10.88,0,0.087,505,4.48,57.55,66.63,80
100000,30,64,24,0,0,6,0,6.00,10,0.000,501,2.06,108.55,0.00,149
100000,34,64,28,0,0,6,0,7.62,6,0.000,496,5.11,89.46,0.00,149
100000,46,64,34,0,0,12,0,7.90,2,0.000,495,4.56,110.00,0.00,94
100000,16,64,14,0,0,2,0,5.25,16,0.000,486,1.20,112.82,0.00,149
100000,31,64,25,0,0,6,0,5.88,8,0.000,484,3.00,61.66,0.10,149
100000,64,64,48,8,0,8,4,15.00,0,0.125,482,2.68,68.22,48.06,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,480,6.41,131.84,0.30,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,480,5.55,136.73,0.00,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,479,5.22,130.15,0.17,94
100000,46,58,38,4,0,4,2,10.88,0,0.087,471,1.49,59.05,60.70,80
100000,64,64,48,0,0,16,0,15.00,0,0.000,471,3.62,120.90,0.51,94
100000,2,64,0,0,0,2,0,1.00,26,0.000,470,0.43,52.06,0.00,149
100000,64,64,48,0,0,16,0,15.00,0,0.000,466,4.36,120.41,0.59,94
100000,2,35,0,0,0,2,0,1.00,26,0.000,463,1.90,36.56,0.00,149
100000,56,64,42,0,0,14,0,10.80,2,0.000,462,4.78,120.88,0.20,173
100000,64,64,48,0,0,16,0,15.00,0,0.000,456,3.91,117.34,0.99,94
100000,46,58,38,4,0,4,2,10.88,0,0.087,454,5.11,56.15,66.00,80
100000,48,64,38,0,0,10,0,10.71,4,0.000,448,6.09,96.97,0.20,94
100000,4,64,0,0,0,4,0,1.00,24,0.000,441,1.41,107.77,0.00,149
100000,58,58,40,8,0,10,4,11.62,0,0.138,440,5.46,60.45,80.87,80
100000,46,58,38,4,0,4,2,10.88,0,0.087,436,1.71,48.06,56.24,80
100000,64,64,48,0,0,16,0,15.00,0,0.000,435,7.46,116.70,0.08,94
100000,58,58,40,8,0,10,4,11.62,0,0.138,434,4.21,56.07,68.26,80
100000,46,58,38,4,0,4,2,10.88,0,0.087,431,0.80,40.68,44.11,80
100000,58,58,40,8,0,10,4,11.62,0,0.138,430,4.95,52.86,65.50,80
100000,64,64,48,0,0,16,0,15.00,0,0.000,430,6.56,97.89,0.77,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,429,8.14,114.98,0.28,94
100000,64,64,48,0,0,16,0,15.00,0,0.000,427,2.62,104.09,0.46,94
100000,16,64,0,0,0,16,0,1.00,12,0.000,426,3.08,151.23,0.00,149
100000,4,52,0,0,0,4,0,1.00,24,0.000,424,1.68,31.61,0.00,149
100000,58,58,40,8,0,10,4,11.62,0,0.138,420,4.25,57.97,69.00,80
100000,64,64,49,0,0,15,0,15.19,0,0.000,419,6.75,112.92,0.00,173
100000,38,64,34,0,0,4,0,8.36,4,0.000,419,3.15,86.63,0.00,149
100000,16,64,14,0,0,2,0,5.25,16,0.000,417,0.82,44.52,0.00,149
100000,38,64,34,0,0,4,0,8.36,4,0.000,414,2.68,77.70,0.00,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,413,1.74,78.70,0.00,149
100000,56,64,40,0,0,16,0,10.40,2,0.000,410,3.95,120.46,1.09,94
100000,38,64,30,2,0,6,1,9.33,2,0.053,407,5.56,49.75,0.00,149
100000,64,64,52,0,0,12,0,16.50,0,0.000,406,3.72,92.11,0.24,149
100000,64,64,48,12,0,4,4,15.00,0,0.188,405,7.66,27.00,106.12,94
100000,23,64,19,0,0,4,0,4.75,8,0.000,405,2.33,149.41,0.61,149
100000,39,64,30,3,0,6,1,8.87,2,0.077,402,4.19,62.25,0.18,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,398,0.23,29.72,0.00,149
100000,30,64,24,0,0,6,0,6.00,10,0.000,397,1.25,48.64,0.00,149
100000,8,8,0,0,0,8,0,1.00,14,0.000,397,0.81,53.49,0.00,149
100000,64,64,49,0,0,15,0,15.19,0,0.000,386,6.81,100.16,0.27,173
100000,38,64,34,0,0,4,0,8.36,4,0.000,382,2.26,67.48,0.31,149
100000,49,64,39,0,0,10,0,10.30,2,0.000,378,2.76,71.29,1.10,94
100000,8,64,0,0,0,8,0,1.00,20,0.000,376,0.25,143.13,0.00,149
100000,32,64,26,0,0,6,0,5.77,6,0.000,367,1.44,36.71,0.10,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,367,1.08,46.63,0.00,149
100000,30,64,24,0,0,6,0,6.00,10,0.000,363,3.22,64.79,0.17,149
100000,16,64,14,0,0,2,0,5.25,16,0.000,362,1.34,54.68,0.04,149
100000,14,64,0,0,0,14,0,1.00,14,0.000,361,0.80,75.66,0.00,149
100000,24,64,20,0,0,4,0,5.40,12,0.000,360,2.80,95.74,0.99,149
100000,64,64,46,6,0,12,4,13.88,0,0.094,359,7.01,65.09,37.06,94
100000,62,62,44,0,0,18,0,13.12,0,0.000,358,4.67,99.49,0.48,80
100000,16,64,14,0,0,2,0,5.25,16,0.000,357,0.07,54.10,0.04,149
100000,58,58,40,0,0,18,0,11.81,0,0.000,355,0.52,88.62,1.49,80
100000,64,64,46,8,0,10,4,13.88,0,0.125,352,3.50,55.74,51.45,94
100000,64,64,46,8,0,10,4,13.88,0,0.125,350,3.43,53.50,38.45,94
100000,8,64,0,0,0,8,0,1.00,20,0.000,348,1.91,93.86,0.00,149
100000,64,64,46,8,0,10,4,13.88,0,0.125,347,4.45,48.65,44.30,94
100000,58,58,40,0,0,18,0,11.81,0,0.000,346,0.68,78.08,0.19,80
100000,2,64,0,0,0,2,0,1.00,26,0.000,346,0.94,94.04,0.00,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,344,1.22,55.81,0.00,149
100000,24,24,0,0,0,24,0,1.00,2,0.000,343,1.73,143.24,0.00,149
100000,17,17,0,0,0,17,0,1.00,8,0.000,342,1.15,94.39,0.00,149
100000,8,64,4,0,1,3,0,3.08,20,0.000,342,1.53,22.91,0.00,94
100000,2,64,0,0,0,2,0,1.00,26,0.000,339,1.41,23.01,0.00,149
100000,28,64,24,0,0,4,0,6.55,10,0.000,335,1.98,96.38,0.44,149
100000,64,64,46,8,0,10,4,13.88,0,0.125,332,6.17,45.45,39.08,94
100000,15,64,11,0,0,4,0,3.71,8,0.000,331,0.71,60.90,0.00,149
100000,58,58,40,8,0,10,4,11.62,0,0.138,330,7.42,39.73,55.08,80
100000,4,64,0,0,0,4,0,1.00,24,0.000,325,1.65,143.70,0.00,149
100000,3,64,0,0,0,3,0,1.00,24,0.000,325,0.34,94.02,0.00,149
100000,64,64,44,10,0,10,4,13.50,0,0.156,322,2.91,41.36,43.79,94
100000,3,60,0,0,0,3,0,1.00,24,0.000,322,0.66,45.16,0.00,149
100000,18,64,16,0,0,2,0,4.80,12,0.000,320,0.66,55.37,0.10,149
100000,28,28,0,6,0,22,0,1.00,2,0.214,319,3.38,129.75,0.00,149
100000,64,64,48,12,0,4,4,15.00,0,0.188,317,3.66,18.84,83.28,94
100000,2,64,0,0,0,2,0,1.00,26,0.000,317,0.80,50.82,0.00,149
100000,50,50,0,0,0,50,0,1.00,0,0.000,316,3.26,262.71,0.00,149
100000,17,17,0,0,0,17,0,1.00,8,0.000,310,2.03,63.17,0.00,149
100000,3,64,0,0,0,3,0,1.00,24,0.000,308,0.34,58.14,0.00,149
100000,38,64,24,0,0,14,0,6.31,6,0.000,308,5.04,82.29,0.32,149
100000,64,64,46,8,0,10,4,13.88,0,0.125,303,2.88,47.94,48.53,94
100000,23,64,0,0,0,23,0,1.00,6,0.000,303,2.76,134.02,0.00,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,294,0.31,23.61,0.00,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,291,0.41,14.52,0.00,149
100000,41,64,31,8,0,2,4,8.36,4,0.195,289,2.68,27.93,59.12,94
100000,6,64,0,0,0,6,0,1.00,20,0.000,288,1.08,80.83,0.00,149
100000,48,48,0,0,0,48,0,1.00,0,0.000,288,4.16,243.59,0.00,149
100000,4,64,0,2,0,2,0,1.00,22,0.500,287,0.17,32.78,0.00,149
100000,30,30,4,4,0,22,2,1.58,6,0.133,281,4.65,88.00,0.21,149
100000,28,28,0,6,0,22,0,1.00,2,0.214,280,2.21,111.41,0.00,149
100000,26,64,20,0,0,6,0,4.50,8,0.000,278,2.42,31.48,0.00,149
100000,26,64,20,0,0,6,0,4.50,8,0.000,275,2.25,31.12,0.00,149
100000,2,64,0,0,0,2,0,1.00,26,0.000,275,0.97,16.25,0.00,149
100000,8,8,0,0,0,8,0,1.00,14,0.000,266,1.65,40.16,0.00,149
100000,26,64,20,0,0,6,0,4.50,8,0.000,266,3.20,30.71,0.00,149
100000,8,39,0,5,0,3,0,1.00,12,0.625,265,0.70,40.41,0.00,149
100000,62,64,14,0,0,48,0,3.34,0,0.000,263,5.49,153.79,0.00,149
100000,64,64,52,0,0,12,0,16.50,0,0.000,262,6.46,60.48,0.18,149
100000,47,47,0,0,0,47,0,1.00,4,0.000,260,2.95,172.80,0.00,149
100000,41,41,0,0,0,41,0,1.00,4,0.000,258,4.52,114.44,0.00,149
100000,50,50,0,0,0,50,0,1.00,0,0.000,257,2.62,234.82,0.00,149
100000,6,64,0,0,0,6,0,1.00,20,0.000,256,2.33,31.68,0.00,149
100000,4,64,0,0,0,4,0,1.00,24,0.000,254,2.12,147.64,0.00,149
100000,40,64,0,0,0,40,0,1.00,6,0.000,254,1.93,90.25,0.00,149
100000,6,64,0,0,0,6,0,1.00,20,0.000,254,2.40,39.58,0.00,149
100000,38,64,34,0,0,4,0,8.36,4,0.000,249,3.43,66.63,0.00,149
100000,64,64,50,0,0,14,0,15.38,0,0.000,244,5.42,59.86,1.39,94
100000,4,64,0,0,0,4,0,1.00,24,0.000,242,2.12,33.71,0.00,149
100000,3,64,0,0,0,3,0,1.00,24,0.000,236,1.26,46.40,0.00,149
100000,8,64,0,0,0,8,0,1.00,20,0.000,236,2.35,29.58,0.00,149
100000,50,64,38,0,0,12,0,9.56,0,0.000,236,2.98,96.60,0.00,149
100000,10,42,6,0,0,4,0,3.00,18,0.000,233,1.75,18.79,0.00,149
100000,3,64,0,0,0,3,0,1.00,24,0.000,233,1.24,33.71,0.00,149
100000,30,38,26,0,0,4,0,7.83,8,0.000,232,2.06,29.96,0.18,149
100000,8,64,0,0,0,8,0,1.00,20,0.000,230,0.55,27.87,0.00,149
100000,46,58,38,4,0,4,2,10.88,0,0.087,229,2.17,18.14,30.70,80
