step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,3,588,14.5,0.0,0.3,1.6,12.6,0.0,1.01,13.6,190,266,46.73,0.00
5000,2,306,40.9,1.7,5.6,6.5,27.1,0.1,1.41,5.0,189,147,56.42,0.02
5000,1,214,62.9,11.6,0.4,1.3,49.6,0.1,3.52,0.1,77,157,86.89,0.00
5000,4,167,39.3,3.3,8.1,3.1,24.8,0.6,1.75,6.7,109,151,54.38,1.51
5000,5,32,42.9,0.0,0.4,8.6,33.8,0.0,1.00,4.7,26,225,105.81,0.00
6000,3,451,13.7,0.3,0.0,0.3,13.0,0.0,1.09,14.3,111,194,31.71,0.00
6000,2,304,43.1,1.2,6.0,9.0,26.8,0.1,1.25,4.0,185,242,101.62,0.01
6000,1,205,63.9,9.4,0.1,1.0,53.4,0.0,3.02,0.0,67,157,94.74,0.00
6000,4,49,61.2,3.6,6.3,3.2,48.0,0.0,1.48,0.2,19,178,107.05,0.03
6000,5,18,55.4,0.0,0.3,12.4,42.8,0.0,1.00,1.1,15,493,244.66,0.00
7000,3,548,15.9,0.5,0.0,0.1,15.2,0.0,1.14,13.2,172,225,42.17,0.00
7000,2,351,32.6,0.6,4.2,4.3,23.5,0.2,1.12,7.7,198,226,80.78,0.00
7000,1,204,63.8,4.9,0.1,0.8,57.9,0.1,2.16,0.0,54,181,109.79,0.02
7000,4,40,59.8,3.0,1.9,3.8,51.0,0.1,1.46,0.1,20,362,225.63,0.05
7000,5,11,53.3,0.0,0.1,13.4,39.8,0.0,1.00,0.9,10,756,408.38,0.00
8000,3,1174,14.5,0.3,0.1,0.9,13.3,0.0,1.07,12.6,383,217,40.99,0.00
8000,2,397,19.3,0.2,1.4,2.9,14.7,0.0,1.07,11.9,188,226,49.89,0.00
8000,1,24,63.6,7.0,0.0,0.1,56.6,0.0,2.65,0.1,10,723,529.66,0.01
8000,4,13,61.2,0.0,0.0,2.9,58.3,0.0,1.00,0.0,8,904,546.98,0.00
8000,5,8,63.0,0.0,0.0,22.5,40.5,0.0,1.00,0.0,4,157,64.60,0.00
9000,3,1274,13.2,0.4,0.4,0.2,12.1,0.0,1.12,14.0,411,186,30.44,0.00
9000,2,501,18.7,0.2,1.3,2.5,14.6,0.0,1.09,12.3,264,267,60.63,0.00
9000,16,486,17.0,0.5,0.1,0.0,16.4,0.0,1.17,11.2,137,159,32.46,0.00
9000,5,8,45.9,0.0,0.0,7.9,38.0,0.0,1.00,4.8,4,270,171.00,0.00
10000,3,597,13.5,0.4,0.5,0.2,12.3,0.0,1.12,13.1,225,254,39.39,0.00
10000,2,508,21.2,0.1,1.3,2.3,17.4,0.0,1.04,11.0,252,201,43.82,0.00
10000,16,494,15.4,0.8,0.0,0.1,14.6,0.0,1.21,11.8,166,213,40.68,0.00
10000,5,6,48.0,0.0,0.0,7.5,40.5,0.0,1.00,3.7,5,690,458.33,0.00
11000,3,676,11.6,0.5,0.3,0.2,10.6,0.0,1.17,14.7,208,212,35.87,0.00
11000,16,545,15.2,1.1,0.0,0.0,14.1,0.0,1.38,12.4,157,199,45.27,0.00
11000,2,414,26.8,0.6,1.6,3.0,21.6,0.0,1.18,7.2,214,170,48.70,0.00
