step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
450000,3009,1.316,0.009,8.88,460971,440455,1534,122,18912,8524,1603490.9,1001.9,0.864,0.041,0.038,0.024,0.033,343,8.36,5.79,0.14,1.42,0.45,2.33,0.25,1.70,7.53,4.95,0.00,0.15,0.033,0.139,599,0.089,0.667,0.002,0.000,0.331,458617,445628,9,0.460,0.086,0.054,975796,0.029,0.058,0.000,163.27,177387,602,0.118,0.418,0.000,1623305,1.08,19.67,0.000,0.044,0.001,4,7,13,56,1153,10,0.00,0.0071
460000,3016,1.325,0.011,8.21,463809,440983,1499,673,20647,18947,1595419.6,2760.2,0.865,0.040,0.034,0.025,0.036,434,8.40,5.97,0.15,1.30,0.38,3.11,0.10,1.12,7.78,4.64,0.00,0.11,0.019,0.110,524,0.076,0.653,0.003,0.000,0.344,461599,448546,6,0.542,0.005,0.017,752186,0.033,0.065,0.000,163.27,156634,375,0.146,0.468,0.000,1643882,1.07,19.54,0.002,0.034,0.002,4,7,13,64,1165,10,0.00,0.0068
470000,3103,1.274,0.009,8.03,466942,444782,1564,59,20450,9896,1603557.4,1060.8,0.872,0.041,0.036,0.021,0.029,467,8.10,5.88,0.21,1.37,0.24,1.83,0.24,2.09,7.41,4.58,0.01,0.19,0.013,0.087,490,0.052,0.645,0.012,0.000,0.343,464747,451653,6,0.489,0.014,0.038,840422,0.033,0.053,0.000,163.27,151105,474,0.107,0.475,0.000,1533856,1.08,19.46,0.001,0.044,0.004,4,7,13,64,1164,11,0.00,0.0070
480000,3138,1.290,0.012,8.30,476866,454810,1897,45,20079,6343,1611312.9,559.1,0.884,0.039,0.035,0.018,0.024,399,7.43,5.11,0.13,1.16,0.37,2.59,0.06,1.06,6.87,3.94,0.01,0.13,0.022,0.116,461,0.109,0.671,0.006,0.000,0.322,474248,464110,8,0.222,0.213,0.008,936750,0.033,0.069,0.000,163.27,174510,407,0.088,0.556,0.000,1458636,1.06,20.12,0.000,0.061,0.005,4,6,12,60,1176,11,0.00,0.0075
490000,3165,1.267,0.011,8.20,466264,443783,1766,78,20610,7030,1596219.0,904.6,0.878,0.039,0.035,0.020,0.028,398,7.58,5.81,0.10,1.32,0.21,2.34,0.27,2.39,7.00,4.40,0.00,0.06,0.010,0.080,420,0.144,0.682,0.001,0.000,0.317,463864,453972,6,0.625,0.019,0.041,965106,0.032,0.060,0.000,163.27,168523,639,0.129,0.372,0.000,1691487,1.04,19.98,0.002,0.014,0.002,4,6,11,64,1198,13,0.01,0.0072
500000,3191,1.280,0.012,8.22,477705,455352,1626,8,20693,3881,1614101.8,379.9,0.882,0.035,0.034,0.021,0.028,410,7.33,5.70,0.10,1.22,0.29,2.62,0.16,1.49,6.79,4.48,0.00,0.06,0.013,0.094,403,0.144,0.667,0.001,0.000,0.332,475616,467420,5,0.325,0.251,0.018,694309,0.052,0.074,0.000,163.27,167844,108,0.098,0.750,0.000,1825359,1.03,20.15,0.001,0.007,0.002,4,6,10,64,1168,13,0.00,0.0074
510000,3127,1.296,0.012,7.79,474601,452097,1503,15,21050,2441,1619806.9,117.7,0.885,0.033,0.032,0.019,0.031,454,7.78,6.05,0.19,1.79,0.16,1.85,0.16,1.76,7.26,4.94,0.00,0.05,0.010,0.077,375,0.146,0.653,0.002,0.000,0.346,472085,461947,3,0.398,0.260,0.014,629293,0.045,0.072,0.000,163.27,160477,544,0.048,0.667,0.000,1589392,1.07,19.81,0.001,0.016,0.001,4,6,13,64,1213,14,0.00,0.0071
520000,3022,1.315,0.010,8.16,469151,447534,1667,28,20027,2968,1615287.0,208.5,0.897,0.029,0.028,0.018,0.028,462,8.26,6.71,0.21,2.17,0.43,3.27,0.18,1.99,7.43,4.92,0.00,0.10,0.020,0.110,470,0.165,0.676,0.002,0.000,0.322,466591,457548,6,0.346,0.145,0.022,430012,0.057,0.059,0.000,163.27,160517,378,0.070,0.643,0.000,1452873,1.09,19.77,0.002,0.016,0.001,4,6,14,64,1195,15,0.00,0.0072
530000,3204,1.273,0.011,7.82,470068,447230,1730,29,20897,3057,1630088.9,168.0,0.894,0.030,0.030,0.017,0.028,453,7.74,5.98,0.21,2.06,0.25,2.07,0.18,1.79,7.09,4.56,0.00,0.07,0.015,0.096,458,0.142,0.652,0.002,0.000,0.346,467393,457135,9,0.274,0.022,0.021,606887,0.042,0.063,0.000,163.27,157216,677,0.055,0.483,0.000,1476891,1.08,19.86,0.000,0.025,0.001,4,6,12,64,1176,12,0.00,0.0072
540000,3081,1.307,0.010,7.79,474061,450641,1786,22,21735,2695,1619666.9,177.5,0.896,0.030,0.030,0.018,0.028,476,7.88,5.84,0.18,1.80,0.27,1.95,0.12,1.44,7.31,4.72,0.00,0.10,0.018,0.109,466,0.187,0.653,0.002,0.000,0.345,471271,461672,9,0.282,0.109,0.016,643807,0.039,0.071,0.000,163.27,149722,278,0.066,0.273,0.000,1351326,1.07,19.69,0.001,0.009,0.001,4,6,12,64,1159,11,0.00,0.0072
550000,3007,1.329,0.012,7.84,472709,450989,1927,18,19849,3166,1615819.2,195.8,0.894,0.028,0.028,0.019,0.030,451,8.50,6.96,0.25,1.88,0.31,2.46,0.20,1.82,7.74,5.63,0.00,0.15,0.017,0.105,511,0.142,0.653,0.002,0.001,0.344,469752,461300,9,0.265,0.057,0.028,632707,0.043,0.069,0.000,163.27,155346,683,0.062,0.444,0.001,1287434,1.09,19.12,0.002,0.021,0.001,4,7,14,64,1170,11,0.00,0.0069
560000,3124,1.293,0.011,7.88,476020,453565,1660,23,20655,3701,1625430.4,236.9,0.891,0.030,0.030,0.020,0.029,493,7.95,6.69,0.30,2.79,0.21,1.84,0.32,2.55,7.12,4.74,0.01,0.18,0.011,0.082,455,0.119,0.662,0.003,0.000,0.335,473065,464306,9,0.385,0.001,0.028,614085,0.048,0.074,0.000,163.27,152873,587,0.064,0.522,0.000,1421158,1.10,19.47,0.003,0.022,0.003,4,6,13,64,1209,13,0.00,0.0073
570000,3100,1.292,0.011,7.75,478448,457489,1569,30,19384,4270,1608244.6,244.4,0.893,0.027,0.027,0.025,0.028,474,7.74,5.56,0.24,2.02,0.24,2.39,0.16,1.55,7.10,3.98,0.01,0.20,0.011,0.085,402,0.162,0.651,0.006,0.000,0.344,475562,466668,8,0.559,0.000,0.021,727681,0.054,0.066,0.000,163.27,155798,858,0.057,0.267,0.000,1582233,1.10,19.62,0.001,0.028,0.004,4,7,11,64,1215,12,0.00,0.0073
580000,3160,1.292,0.012,7.67,480077,458553,1827,32,19605,5053,1621652.0,337.7,0.899,0.026,0.026,0.022,0.027,473,7.34,5.28,0.14,1.26,0.22,2.14,0.16,1.78,6.82,4.14,0.01,0.15,0.012,0.083,432,0.161,0.666,0.004,0.000,0.329,477394,468615,6,0.546,0.005,0.016,528551,0.054,0.064,0.000,163.27,152128,852,0.067,0.344,0.000,1528296,1.06,19.99,0.002,0.038,0.003,4,6,12,64,1233,12,0.00,0.0075
590000,3298,1.263,0.009,7.91,478420,457661,1770,67,18784,8084,1625371.1,773.7,0.897,0.025,0.027,0.024,0.026,470,6.81,4.84,0.22,1.56,0.19,1.97,0.16,1.55,6.23,3.52,0.00,0.11,0.012,0.093,405,0.256,0.658,0.005,0.000,0.337,476150,467215,5,0.670,0.021,0.020,666747,0.054,0.057,0.000,163.27,153102,619,0.096,0.418,0.000,1730686,1.12,20.74,0.001,0.034,0.001,4,6,10,64,1198,12,0.00,0.0079
600000,3192,1.280,0.014,7.99,482541,463227,1917,96,17407,9189,1619540.6,659.0,0.895,0.027,0.026,0.026,0.026,441,6.96,4.37,0.17,1.10,0.14,1.47,0.18,1.77,6.47,3.40,0.01,0.15,0.010,0.081,375,0.149,0.669,0.002,0.000,0.329,480114,471592,9,0.678,0.003,0.020,581872,0.059,0.086,0.000,163.27,151433,502,0.072,0.448,0.000,1835341,1.09,20.26,0.000,0.048,0.002,4,6,10,52,1170,11,0.00,0.0078
610000,3169,1.276,0.013,8.54,487053,466690,1667,83,18636,8607,1616563.5,505.0,0.896,0.025,0.023,0.029,0.027,417,7.52,4.89,0.15,1.12,0.22,2.14,0.16,1.69,6.99,3.77,0.01,0.12,0.013,0.092,405,0.163,0.652,0.003,0.000,0.345,484394,476566,6,0.480,0.211,0.020,509673,0.060,0.080,0.000,163.27,160402,779,0.059,0.337,0.000,1855771,1.07,20.28,0.000,0.047,0.004,4,6,12,64,1210,11,0.00,0.0073
620000,3181,1.257,0.012,9.40,483218,463792,1681,74,17659,8228,1601689.8,508.6,0.892,0.027,0.025,0.030,0.027,436,7.57,4.87,0.23,1.82,0.15,1.28,0.27,2.36,6.92,3.42,0.00,0.08,0.010,0.075,384,0.202,0.636,0.005,0.000,0.360,480804,471284,5,0.638,0.321,0.036,533417,0.065,0.086,0.000,163.27,165258,530,0.062,0.419,0.000,2078374,1.11,20.11,0.001,0.036,0.001,4,7,11,64,1207,12,0.00,0.0073
630000,3121,1.287,0.008,8.97,489582,469982,1623,147,17890,15356,1601162.1,777.8,0.906,0.024,0.019,0.029,0.021,443,7.86,4.47,0.29,1.55,0.10,1.22,0.09,1.20,7.38,3.93,0.01,0.11,0.008,0.068,444,0.120,0.620,0.020,0.001,0.360,487533,478047,6,0.500,0.219,0.010,654504,0.059,0.053,0.000,163.27,172063,739,0.051,0.306,0.001,2412154,1.16,19.79,0.000,0.090,0.003,4,7,12,64,1170,12,0.00,0.0070
640000,3180,1.249,0.009,8.41,490757,469813,1851,150,18884,15491,1607147.2,1213.9,0.892,0.026,0.022,0.034,0.027,515,7.64,4.95,0.26,1.96,0.13,1.43,0.21,2.47,7.05,3.57,0.00,0.09,0.009,0.074,389,0.134,0.655,0.003,0.001,0.341,488292,479390,6,0.729,0.004,0.015,445304,0.088,0.062,0.000,163.27,157197,892,0.078,0.347,0.001,1952274,1.13,20.14,0.001,0.075,0.002,4,7,11,64,1184,11,0.00,0.0072
650000,3272,1.256,0.009,8.51,488117,464914,1967,449,20695,16844,1610139.0,1964.4,0.894,0.024,0.023,0.033,0.025,484,7.05,4.90,0.22,1.51,0.14,2.09,0.14,1.23,6.55,3.78,0.01,0.16,0.005,0.056,374,0.166,0.657,0.006,0.000,0.336,485756,478256,6,0.610,0.000,0.024,546766,0.081,0.061,0.000,163.27,154206,634,0.117,0.372,0.000,1907528,1.12,20.73,0.000,0.055,0.003,3,6,11,64,1191,12,0.00,0.0075
660000,3283,1.269,0.009,8.42,484224,459551,2030,71,22561,8519,1618985.6,581.4,0.890,0.024,0.024,0.033,0.028,523,6.66,4.41,0.12,0.98,0.14,1.68,0.21,2.27,6.18,2.99,0.00,0.08,0.010,0.079,298,0.207,0.671,0.002,0.001,0.327,481489,472851,6,0.733,0.001,0.017,685747,0.069,0.050,0.000,163.27,154837,605,0.068,0.408,0.001,2031527,1.07,21.05,0.001,0.065,0.002,4,6,9,64,1205,12,0.00,0.0080
670000,3291,1.258,0.010,8.51,491660,467910,2075,70,21597,8285,1615026.6,412.7,0.891,0.025,0.023,0.033,0.029,495,6.81,3.98,0.16,1.26,0.07,0.93,0.17,1.80,6.41,2.99,0.00,0.06,0.006,0.060,287,0.187,0.664,0.003,0.000,0.333,488814,481621,6,0.775,0.003,0.022,604491,0.079,0.063,0.000,163.27,164385,499,0.050,0.414,0.001,2022473,1.08,20.77,0.000,0.066,0.001,4,6,9,55,1199,13,0.00,0.0077
680000,3248,1.257,0.009,8.27,487981,464774,1852,191,21207,11933,1627175.4,764.3,0.879,0.027,0.026,0.037,0.032,501,6.88,4.02,0.16,1.17,0.11,1.21,0.17,1.68,6.45,3.03,0.00,0.11,0.009,0.082,285,0.245,0.678,0.002,0.000,0.320,485456,478851,4,0.948,0.003,0.019,699716,0.075,0.059,0.000,163.27,165387,742,0.064,0.288,0.000,2184138,1.07,20.80,0.000,0.059,0.002,4,6,10,64,1217,12,0.00,0.0078
690000,3272,1.259,0.009,8.37,493612,470526,1698,74,21290,8599,1632117.6,378.4,0.884,0.025,0.025,0.036,0.031,540,7.10,4.77,0.12,1.18,0.12,1.28,0.36,2.70,6.50,3.29,0.00,0.08,0.007,0.064,287,0.210,0.681,0.002,0.000,0.317,491079,485115,5,0.942,0.000,0.041,729791,0.070,0.065,0.000,163.27,163597,717,0.044,0.419,0.000,2208373,1.05,20.56,0.001,0.029,0.001,4,6,10,64,1234,11,0.00,0.0077
700000,3393,1.242,0.009,8.42,490139,465414,1450,75,23079,8767,1635025.0,377.3,0.876,0.027,0.026,0.038,0.033,523,6.24,3.87,0.09,0.76,0.07,0.74,0.20,2.22,5.88,2.89,0.01,0.11,0.008,0.077,241,0.213,0.676,0.002,0.001,0.321,487425,481166,4,0.954,0.008,0.017,728470,0.075,0.051,0.000,163.27,161353,712,0.043,0.387,0.001,2257745,1.05,21.39,0.000,0.066,0.003,4,6,9,62,1224,13,0.00,0.0082
710000,3310,1.238,0.010,8.58,488668,463955,1938,130,22728,8304,1627966.0,366.6,0.878,0.025,0.024,0.039,0.034,541,6.65,4.28,0.12,1.15,0.18,2.18,0.14,1.89,6.22,2.70,0.00,0.11,0.008,0.073,243,0.200,0.671,0.001,0.000,0.327,486007,479475,5,0.948,0.017,0.014,611241,0.079,0.062,0.000,163.27,162628,767,0.044,0.277,0.000,2181782,1.05,21.04,0.001,0.044,0.002,4,6,9,64,1179,11,0.00,0.0079
720000,3365,1.232,0.011,8.60,487472,462362,1969,87,22999,7190,1626836.1,411.4,0.884,0.024,0.024,0.036,0.032,528,6.49,4.08,0.13,1.58,0.12,1.35,0.16,1.70,6.08,2.99,0.01,0.09,0.009,0.074,293,0.177,0.683,0.003,0.000,0.314,484525,477848,4,0.963,0.015,0.017,585236,0.080,0.067,0.000,163.27,168837,572,0.057,0.448,0.001,2027518,1.06,21.17,0.000,0.046,0.004,4,6,10,54,1210,11,0.00,0.0080
730000,3385,1.250,0.011,8.34,482284,456844,1903,152,23365,9511,1630794.8,673.7,0.881,0.025,0.024,0.038,0.032,561,6.18,3.66,0.11,1.22,0.08,1.16,0.14,1.45,5.85,2.83,0.00,0.07,0.005,0.060,282,0.224,0.684,0.003,0.000,0.312,479275,471390,2,0.957,0.000,0.017,617217,0.081,0.077,0.000,163.27,164723,783,0.071,0.263,0.000,2137499,1.06,21.26,0.000,0.087,0.001,4,6,9,64,1188,12,0.00,0.0082
740000,3314,1.251,0.008,8.37,484924,460241,1936,110,22708,10053,1618801.1,404.9,0.883,0.025,0.025,0.036,0.031,589,6.77,4.49,0.12,1.06,0.11,1.76,0.27,2.44,6.26,2.91,0.00,0.07,0.005,0.061,308,0.236,0.666,0.005,0.000,0.329,482227,474422,2,0.956,0.008,0.027,709037,0.080,0.052,0.000,163.27,160291,582,0.040,0.500,0.001,2032594,1.07,20.78,0.001,0.092,0.002,4,6,9,64,1230,12,0.00,0.0078
750000,3270,1.249,0.008,8.71,489129,464205,1991,99,22878,9711,1628270.2,316.4,0.885,0.025,0.024,0.035,0.031,555,6.74,4.23,0.14,1.42,0.09,1.27,0.16,1.76,6.34,3.18,0.01,0.13,0.006,0.063,306,0.292,0.667,0.001,0.000,0.332,486359,478008,3,0.951,0.008,0.014,687899,0.081,0.045,0.000,163.27,159858,732,0.033,0.465,0.000,1932526,1.06,20.91,0.000,0.072,0.004,4,6,10,64,1207,13,0.00,0.0079
760000,3268,1.243,0.007,8.54,489272,464068,1847,145,23214,11362,1627089.0,829.5,0.881,0.026,0.025,0.036,0.032,560,6.65,4.06,0.10,1.26,0.15,1.55,0.17,1.99,6.23,2.92,0.00,0.07,0.012,0.092,320,0.237,0.675,0.001,0.000,0.325,486686,477692,2,0.956,0.001,0.014,580737,0.085,0.056,0.000,163.27,167655,607,0.073,0.407,0.000,1967706,1.05,20.99,0.000,0.122,0.002,4,6,9,64,1138,13,0.00,0.0080
770000,3336,1.239,0.009,8.70,487837,461295,1890,117,24467,9708,1623438.8,766.5,0.882,0.026,0.023,0.038,0.031,583,6.74,4.70,0.17,1.30,0.18,1.81,0.20,1.95,6.19,3.25,0.01,0.16,0.011,0.088,383,0.114,0.686,0.003,0.000,0.311,485576,474846,3,0.958,0.012,0.022,547022,0.085,0.056,0.000,163.27,165335,329,0.079,0.513,0.000,2013386,1.08,20.85,0.000,0.076,0.003,4,6,10,64,1240,11,0.00,0.0079
780000,3404,1.240,0.007,8.78,480120,455125,1850,137,22940,11409,1617758.0,883.0,0.878,0.030,0.024,0.037,0.031,589,6.33,4.56,0.12,0.99,0.24,2.18,0.19,1.98,5.79,2.96,0.02,0.21,0.013,0.087,419,0.146,0.695,0.008,0.000,0.296,477761,465170,3,0.796,0.169,0.016,636482,0.076,0.059,0.000,163.27,168120,419,0.077,0.438,0.003,2459915,1.05,21.10,0.000,0.126,0.008,3,6,9,59,1240,11,0.00,0.0082
790000,3191,1.229,0.005,8.34,491146,467277,2170,331,21581,18442,1624239.1,2060.3,0.898,0.029,0.018,0.032,0.023,573,7.28,4.49,0.11,1.24,0.26,1.93,0.18,1.53,6.73,3.23,0.00,0.10,0.017,0.104,352,0.164,0.614,0.004,0.000,0.382,489657,474721,3,0.963,0.004,0.026,741188,0.065,0.053,0.000,163.27,173213,620,0.112,0.344,0.001,2992573,1.05,20.16,0.000,0.044,0.002,4,6,10,64,996,14,0.00,0.0076
800000,3285,1.239,0.006,8.21,468872,446395,1869,2409,18105,82626,1629083.1,11691.6,0.900,0.029,0.020,0.030,0.022,651,6.73,4.43,0.10,0.93,0.17,1.38,0.14,1.57,6.32,3.60,0.00,0.10,0.012,0.079,396,0.215,0.684,0.003,0.000,0.312,467394,453241,2,0.478,0.497,0.013,759381,0.058,0.050,0.000,163.21,150155,360,0.142,0.363,0.001,2516212,1.05,20.70,0.000,0.085,0.001,3,6,12,56,1053,12,0.07,0.0078
810000,3323,1.243,0.005,8.20,496737,471956,2193,421,22129,16546,1621851.1,2168.0,0.910,0.024,0.014,0.033,0.019,640,6.65,4.04,0.13,0.93,0.13,1.18,0.13,1.44,6.27,3.26,0.00,0.05,0.009,0.067,379,0.153,0.670,0.002,0.000,0.327,495315,483588,4,0.587,0.257,0.014,564703,0.066,0.045,0.000,163.27,157997,647,0.131,0.371,0.000,3144343,1.07,20.88,0.000,0.088,0.002,3,6,10,51,1098,14,0.00,0.0078
820000,3239,1.250,0.009,8.19,509030,484886,2350,696,21182,20021,1637908.0,2392.8,0.907,0.023,0.014,0.034,0.022,623,6.87,4.29,0.22,1.61,0.09,1.10,0.23,1.98,6.33,3.11,0.00,0.10,0.005,0.055,375,0.178,0.655,0.004,0.000,0.341,507428,497647,4,0.877,0.000,0.028,646981,0.065,0.082,0.000,163.27,165524,604,0.120,0.343,0.000,2641175,1.11,20.76,0.000,0.066,0.002,4,6,10,64,1065,15,0.00,0.0080
830000,3369,1.245,0.009,8.19,506289,482241,2204,102,21612,9036,1646250.8,726.7,0.898,0.026,0.016,0.035,0.025,639,6.47,3.94,0.18,1.45,0.12,1.11,0.18,1.66,6.00,2.91,0.01,0.11,0.009,0.073,344,0.327,0.681,0.004,0.000,0.315,504725,494332,2,0.950,0.000,0.024,759982,0.058,0.063,0.000,163.27,161072,758,0.080,0.422,0.000,2397294,1.09,21.19,0.000,0.052,0.003,4,6,9,64,1225,11,0.00,0.0081
840000,3278,1.221,0.008,8.16,494580,470048,2230,232,22161,11500,1638691.1,1074.8,0.884,0.029,0.018,0.038,0.030,640,6.86,4.45,0.22,1.71,0.13,1.35,0.19,1.90,6.32,3.28,0.00,0.08,0.009,0.074,382,0.230,0.662,0.003,0.000,0.335,492482,481842,3,0.959,0.000,0.019,595187,0.072,0.080,0.000,163.27,160871,659,0.093,0.405,0.001,2248211,1.12,20.89,0.000,0.081,0.002,4,6,10,53,1100,12,0.00,0.0079
850000,3243,1.249,0.008,8.11,489052,466364,1908,159,20656,11181,1623914.9,1073.9,0.881,0.031,0.020,0.036,0.032,622,6.93,4.44,0.18,1.39,0.15,1.95,0.14,1.62,6.46,3.30,0.01,0.17,0.007,0.071,339,0.141,0.677,0.002,0.001,0.320,486544,476556,2,0.923,0.037,0.015,611177,0.080,0.065,0.000,163.27,158067,576,0.096,0.384,0.001,2069611,1.10,20.72,0.000,0.050,0.005,4,6,10,64,1224,11,0.00,0.0078
860000,3286,1.246,0.010,8.25,497381,473577,1926,36,21799,6956,1620778.2,451.8,0.883,0.031,0.019,0.038,0.029,645,6.86,4.58,0.21,1.50,0.14,1.46,0.24,1.88,6.27,3.36,0.01,0.12,0.010,0.081,363,0.144,0.648,0.004,0.000,0.348,494780,486273,5,0.770,0.030,0.027,665285,0.080,0.072,0.000,163.27,161608,932,0.065,0.389,0.000,2320730,1.11,20.81,0.000,0.023,0.003,4,6,10,58,1114,12,0.00,0.0079
870000,3233,1.261,0.008,8.18,490949,466776,1610,31,22585,5908,1617828.8,450.8,0.876,0.030,0.020,0.041,0.034,658,6.79,4.17,0.15,1.07,0.09,1.44,0.13,1.41,6.42,3.39,0.00,0.09,0.004,0.049,383,0.109,0.670,0.002,0.000,0.328,487983,480391,3,0.735,0.007,0.019,710053,0.082,0.050,0.000,163.27,158958,523,0.076,0.516,0.000,1987748,1.08,20.77,0.000,0.039,0.003,4,6,10,58,1182,12,0.00,0.0078
880000,3055,1.287,0.010,8.26,471587,447445,1791,1262,21267,44718,1594406.0,7451.6,0.866,0.032,0.022,0.046,0.035,671,7.96,5.24,0.24,2.17,0.06,0.97,0.13,1.18,7.52,4.42,0.00,0.08,0.005,0.063,462,0.087,0.648,0.005,0.000,0.347,468621,458437,4,0.736,0.000,0.019,822020,0.068,0.072,0.000,163.27,153216,477,0.167,0.333,0.001,2188087,1.10,19.78,0.001,0.044,0.002,4,7,12,64,1192,13,0.00,0.0069
890000,3237,1.256,0.008,8.21,487879,464966,1684,185,20862,7162,1601088.0,891.4,0.866,0.030,0.022,0.049,0.033,656,6.92,4.67,0.19,1.50,0.10,1.57,0.19,1.69,6.43,3.52,0.01,0.10,0.005,0.053,412,0.099,0.680,0.002,0.000,0.318,485023,475861,3,0.632,0.214,0.022,692917,0.080,0.061,0.000,163.27,159208,452,0.124,0.378,0.000,2257188,1.08,20.59,0.000,0.040,0.004,4,6,10,64,1212,12,0.00,0.0077
900000,3364,1.233,0.008,7.99,496804,472847,2042,181,21607,9072,1634658.1,1013.5,0.881,0.029,0.021,0.044,0.026,606,6.64,4.80,0.18,1.72,0.13,1.53,0.18,1.54,6.15,3.52,0.01,0.11,0.008,0.066,437,0.171,0.680,0.002,0.001,0.318,494458,485534,5,0.946,0.005,0.026,915255,0.068,0.050,0.000,163.27,166548,539,0.112,0.442,0.001,2361214,1.07,20.83,0.000,0.041,0.003,4,6,10,64,1205,12,0.00,0.0079
910000,3306,1.260,0.010,8.03,488837,462197,2157,493,24048,11070,1631930.2,1511.3,0.885,0.026,0.017,0.044,0.027,640,6.30,4.14,0.14,1.20,0.10,1.60,0.12,1.20,5.94,3.16,0.00,0.13,0.005,0.056,429,0.148,0.700,0.004,0.000,0.296,486750,478990,4,0.917,0.000,0.021,645892,0.077,0.066,0.000,163.27,164209,583,0.137,0.377,0.000,2309225,1.06,21.05,0.001,0.063,0.002,4,6,9,64,1219,13,0.00,0.0083
920000,3272,1.230,0.009,7.88,491408,466689,2002,80,22671,5740,1626485.4,614.9,0.880,0.026,0.017,0.047,0.030,648,7.15,5.11,0.31,2.43,0.12,1.49,0.30,2.30,6.42,3.37,0.01,0.13,0.007,0.071,396,0.191,0.668,0.005,0.000,0.327,489440,481797,4,0.893,0.047,0.033,817046,0.075,0.061,0.000,163.27,162810,815,0.107,0.438,0.000,2545023,1.13,20.55,0.001,0.030,0.003,4,6,11,64,1231,12,0.00,0.0077
930000,3345,1.236,0.006,7.85,488165,464145,1938,117,21892,8272,1631029.5,939.3,0.881,0.025,0.017,0.049,0.027,686,6.47,4.93,0.27,2.55,0.08,1.01,0.20,1.89,5.93,3.31,0.00,0.10,0.004,0.045,385,0.194,0.685,0.003,0.000,0.311,486263,478556,3,0.966,0.000,0.019,844325,0.079,0.050,0.000,163.27,150891,855,0.114,0.282,0.000,2845566,1.12,21.42,0.001,0.074,0.002,4,6,9,64,1166,13,0.00,0.0082
940000,3306,1.239,0.006,8.00,482164,456874,2124,133,23072,11195,1634819.8,1313.5,0.889,0.029,0.018,0.041,0.023,685,6.57,4.82,0.24,1.84,0.10,1.23,0.17,1.72,6.06,3.43,0.01,0.16,0.006,0.060,463,0.212,0.694,0.004,0.000,0.302,480239,473632,4,0.943,0.018,0.018,628430,0.082,0.039,0.000,163.27,152556,717,0.117,0.398,0.001,2391008,1.11,21.11,0.000,0.092,0.002,4,6,10,62,1191,12,0.00,0.0082
950000,3273,1.246,0.006,8.18,480717,455126,1906,328,23390,15184,1637121.1,1710.2,0.886,0.033,0.019,0.040,0.023,664,6.46,4.88,0.32,2.69,0.14,1.38,0.17,1.45,5.83,3.15,0.01,0.12,0.007,0.067,419,0.215,0.702,0.001,0.000,0.297,478906,471831,3,0.943,0.000,0.024,656342,0.082,0.043,0.000,163.27,151216,588,0.113,0.293,0.000,2600629,1.12,21.12,0.001,0.050,0.004,4,6,10,64,1135,12,0.00,0.0086
960000,3317,1.243,0.013,8.33,481667,456137,1881,110,23495,8137,1639641.0,864.3,0.876,0.036,0.021,0.042,0.025,658,6.47,4.25,0.15,1.52,0.12,1.71,0.14,1.41,6.05,3.20,0.00,0.11,0.006,0.065,390,0.234,0.681,0.002,0.000,0.317,479275,472350,3,0.897,0.048,0.021,593805,0.076,0.109,0.000,163.27,157969,434,0.106,0.455,0.000,2575116,1.07,21.11,0.000,0.035,0.002,4,6,10,64,1204,12,0.00,0.0082
970000,3357,1.229,0.010,8.55,486290,461359,2015,43,22833,4739,1655198.5,513.2,0.873,0.036,0.020,0.044,0.027,608,6.33,4.00,0.13,1.32,0.11,1.58,0.17,1.47,5.92,2.91,0.00,0.02,0.007,0.072,312,0.277,0.679,0.004,0.000,0.317,483813,474948,3,0.924,0.030,0.022,601917,0.078,0.061,0.000,163.27,166554,303,0.108,0.488,0.000,2678057,1.05,21.28,0.000,0.023,0.000,4,6,10,64,1211,13,0.00,0.0083
980000,3287,1.235,0.012,8.42,486667,463354,1983,37,21363,5094,1635348.0,609.6,0.873,0.032,0.019,0.044,0.031,584,6.89,4.66,0.20,1.93,0.09,1.09,0.18,1.77,6.42,3.22,0.00,0.10,0.006,0.052,358,0.211,0.666,0.004,0.000,0.331,484065,475408,2,0.937,0.022,0.016,686009,0.069,0.095,0.000,163.27,173593,348,0.120,0.568,0.000,2390835,1.09,20.70,0.001,0.029,0.003,4,6,10,64,1229,12,0.00,0.0077
990000,3283,1.258,0.009,8.16,479628,458149,1572,95,19816,6579,1619838.1,805.2,0.872,0.034,0.022,0.041,0.031,634,6.91,5.07,0.16,1.26,0.16,1.40,0.29,2.51,6.30,3.68,0.00,0.09,0.013,0.096,419,0.275,0.673,0.004,0.000,0.323,477084,467014,3,0.915,0.038,0.035,763110,0.072,0.060,0.000,163.27,164609,513,0.122,0.474,0.000,2253401,1.08,20.84,0.001,0.033,0.004,4,6,11,64,1225,13,0.00,0.0078
