step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
110000,2874,1.351,0.010,11.24,469351,452503,1562,20,15385,1699,1599140.1,141.0,0.898,0.021,0.015,0.037,0.029,267,10.05,6.82,0.11,0.98,0.20,1.44,0.58,2.28,9.16,5.68,0.01,0.15,0.013,0.083,684,0.072,0.601,0.001,0.000,0.397,464108,449963,10,0.250,0.165,0.134,2919562,0.038,0.080,0.000,163.26,202856,746,0.083,0.400,0.000,867235,1.04,17.52,0.000,0.008,0.002,5,8,18,64,1167,11,0.01,0.0061
120000,2827,1.371,0.012,11.08,465389,448069,1757,0,15610,1078,1606258.8,105.8,0.907,0.025,0.019,0.027,0.022,276,9.98,6.79,0.15,1.24,0.18,1.47,0.71,2.98,8.94,5.47,0.01,0.24,0.011,0.073,750,0.057,0.615,0.002,0.000,0.382,461361,448230,10,0.258,0.072,0.148,4084484,0.016,0.076,0.000,163.26,198360,0,0.098,0.000,0.000,691708,1.05,17.69,0.000,0.010,0.003,4,8,17,64,1117,13,0.01,0.0064
130000,2951,1.334,0.014,12.74,474545,454738,1619,416,17648,14157,1613675.1,1996.1,0.911,0.023,0.017,0.027,0.023,232,8.77,5.88,0.08,0.98,0.16,1.20,0.46,2.47,8.05,4.74,0.00,0.04,0.010,0.069,625,0.097,0.632,0.000,0.000,0.368,470890,457812,11,0.489,0.010,0.076,3394383,0.020,0.111,0.000,163.26,217333,556,0.141,0.442,0.000,791724,1.03,18.54,0.000,0.003,0.000,4,7,15,57,1154,12,0.01,0.0068
140000,2951,1.342,0.013,12.15,478665,455047,1648,0,21970,506,1601682.2,59.5,0.911,0.022,0.015,0.028,0.024,203,9.20,6.84,0.09,0.97,0.36,2.34,0.26,1.71,8.49,5.87,0.01,0.17,0.022,0.110,691,0.056,0.626,0.001,0.000,0.373,474734,458479,9,0.289,0.166,0.051,2059441,0.043,0.085,0.000,163.25,236338,0,0.118,0.000,0.000,724333,1.03,18.30,0.000,0.004,0.002,4,7,17,64,1088,11,0.02,0.0064
150000,2890,1.373,0.014,12.17,466965,444362,1632,2,21030,505,1603398.4,70.8,0.900,0.022,0.017,0.032,0.029,230,9.23,6.26,0.04,0.53,0.18,1.48,0.48,2.26,8.53,5.47,0.00,0.14,0.015,0.091,763,0.037,0.639,0.000,0.000,0.361,462876,447374,12,0.207,0.040,0.096,2098599,0.035,0.135,0.000,163.26,219197,32,0.140,1.000,0.000,820331,1.01,17.85,0.000,0.005,0.001,4,8,17,52,1119,12,0.01,0.0065
160000,3028,1.348,0.011,11.74,469163,447070,1790,2,20163,394,1598287.1,53.4,0.907,0.020,0.014,0.032,0.028,243,9.12,6.55,0.05,0.82,0.12,0.99,0.88,2.86,8.07,5.12,0.00,0.12,0.009,0.072,789,0.056,0.636,0.000,0.000,0.364,464588,452730,11,0.209,0.103,0.172,4163279,0.024,0.063,0.000,163.24,215331,132,0.136,0.500,0.000,745001,1.01,17.96,0.000,0.011,0.001,4,8,16,64,1172,12,0.04,0.0065
170000,2990,1.349,0.012,11.96,455416,434569,2032,1,18852,402,1597574.8,34.8,0.899,0.029,0.023,0.028,0.022,233,8.86,6.03,0.05,0.56,0.18,1.21,0.68,2.57,7.95,5.03,0.00,0.09,0.012,0.070,714,0.053,0.635,0.000,0.000,0.364,450757,435041,16,0.217,0.054,0.135,4595982,0.020,0.072,0.000,163.26,217887,35,0.087,1.000,0.000,895362,1.02,18.10,0.000,0.002,0.001,4,7,15,64,1161,14,0.01,0.0067
180000,2888,1.363,0.011,11.63,467491,446016,1653,12,19912,1009,1600349.4,132.0,0.898,0.027,0.020,0.030,0.025,244,9.83,6.72,0.07,0.72,0.15,1.37,0.49,2.70,9.12,5.70,0.00,0.07,0.008,0.063,665,0.064,0.632,0.002,0.000,0.366,462732,447584,11,0.217,0.106,0.069,2289612,0.036,0.069,0.000,163.27,217109,439,0.131,0.417,0.000,714345,1.03,17.55,0.000,0.015,0.000,4,8,18,64,1172,11,0.00,0.0061
190000,2918,1.358,0.011,11.42,457560,437295,1504,36,18695,2085,1587941.2,320.0,0.893,0.028,0.022,0.032,0.026,264,9.23,7.03,0.02,0.34,0.21,1.38,0.63,3.47,8.37,5.71,0.00,0.07,0.014,0.091,600,0.059,0.631,0.000,0.000,0.369,452562,436490,11,0.231,0.036,0.066,1753598,0.036,0.067,0.000,163.26,206015,550,0.153,0.278,0.000,725712,1.01,18.60,0.000,0.007,0.001,4,8,17,63,1142,13,0.01,0.0065
200000,3054,1.326,0.007,11.70,467815,443804,1844,29,22002,1972,1603627.2,243.1,0.904,0.022,0.019,0.030,0.024,251,8.54,6.41,0.06,0.98,0.18,1.41,0.34,2.32,7.96,5.52,0.01,0.12,0.014,0.090,644,0.110,0.636,0.001,0.000,0.363,463585,447294,13,0.187,0.162,0.060,1680545,0.030,0.054,0.000,163.26,208857,322,0.123,0.483,0.000,978443,1.02,19.20,0.000,0.009,0.002,4,7,14,64,1108,11,0.02,0.0066
210000,2973,1.309,0.009,11.32,494007,467977,2051,5,24055,829,1593349.5,99.9,0.923,0.017,0.014,0.026,0.020,236,9.18,6.51,0.03,0.48,0.23,1.71,0.35,2.03,8.57,5.59,0.00,0.00,0.014,0.084,646,0.051,0.605,0.000,0.000,0.395,490332,479457,11,0.241,0.038,0.062,1582648,0.027,0.088,0.000,163.26,230650,397,0.120,0.800,0.000,915729,1.01,18.86,0.000,0.002,0.000,4,8,16,64,1012,12,0.02,0.0063
220000,2934,1.325,0.010,11.76,478762,454915,1914,8,21964,972,1607717.9,131.7,0.913,0.020,0.015,0.028,0.024,249,9.13,7.29,0.05,0.64,0.28,2.06,0.61,3.18,8.20,5.84,0.00,0.05,0.016,0.098,602,0.091,0.618,0.001,0.000,0.381,474901,460028,7,0.399,0.088,0.076,2296113,0.023,0.062,0.000,163.23,219759,224,0.136,0.625,0.000,993246,1.02,19.05,0.001,0.002,0.001,4,7,16,64,1011,12,0.04,0.0067
230000,2923,1.354,0.009,11.97,468350,445743,1651,2,20965,901,1609047.2,122.5,0.900,0.024,0.017,0.031,0.029,240,9.06,6.63,0.05,0.68,0.19,1.44,0.41,2.52,8.41,5.60,0.00,0.14,0.012,0.082,575,0.073,0.635,0.001,0.000,0.364,464018,444285,10,0.369,0.193,0.055,1973210,0.035,0.059,0.000,163.27,220438,132,0.136,0.500,0.000,944059,1.02,19.02,0.001,0.008,0.001,4,8,15,64,1130,12,0.00,0.0065
240000,2912,1.344,0.010,11.85,457697,436052,1450,44,20162,1748,1598496.9,301.4,0.890,0.028,0.022,0.031,0.029,248,9.25,6.73,0.02,0.51,0.45,2.33,0.46,2.94,8.32,5.35,0.00,0.07,0.030,0.120,619,0.050,0.654,0.000,0.000,0.346,453468,433966,8,0.469,0.108,0.057,2024725,0.034,0.052,0.000,163.27,212056,453,0.172,0.523,0.000,1059091,1.01,18.88,0.001,0.001,0.001,4,8,16,64,1164,11,0.00,0.0066
250000,2891,1.354,0.012,11.24,440370,422240,1342,21,16788,2207,1610489.9,313.9,0.880,0.030,0.026,0.035,0.029,269,9.63,7.14,0.05,0.68,0.28,1.74,0.65,3.16,8.66,5.88,0.00,0.06,0.020,0.108,627,0.079,0.636,0.000,0.000,0.363,435574,414802,9,0.517,0.195,0.088,2407786,0.036,0.072,0.000,163.27,195266,343,0.142,0.333,0.000,1302098,1.02,18.50,0.000,0.013,0.001,4,8,17,61,1140,11,0.00,0.0064
260000,2914,1.345,0.011,10.88,458274,438633,1458,3,18157,910,1599604.8,137.7,0.889,0.027,0.023,0.033,0.028,290,9.51,6.73,0.02,0.38,0.17,1.07,0.38,2.19,8.94,6.03,0.00,0.00,0.012,0.073,647,0.093,0.630,0.000,0.000,0.370,452757,434850,9,0.406,0.028,0.068,2226742,0.039,0.059,0.000,163.27,199348,682,0.151,0.333,0.000,1081299,1.01,18.45,0.000,0.004,0.000,4,8,16,64,1180,10,0.00,0.0061
270000,2907,1.373,0.013,10.18,463896,443569,1415,3,18916,655,1626649.8,96.3,0.888,0.024,0.021,0.036,0.030,311,9.21,7.06,0.13,1.40,0.12,1.20,0.53,2.85,8.44,5.97,0.00,0.00,0.008,0.067,620,0.166,0.675,0.001,0.000,0.324,458674,441850,11,0.386,0.074,0.076,1984433,0.043,0.136,0.000,163.27,191109,35,0.147,0.667,0.000,1122709,1.05,18.55,0.001,0.005,0.000,4,7,17,64,1146,13,0.00,0.0066
280000,3009,1.328,0.009,10.51,452196,431627,1452,2,19013,1063,1617145.4,138.4,0.875,0.032,0.027,0.035,0.030,311,8.83,6.48,0.09,0.67,0.10,0.98,0.72,3.69,7.91,4.96,0.00,0.05,0.007,0.056,609,0.132,0.641,0.003,0.000,0.356,447580,428778,9,0.342,0.068,0.102,2873684,0.033,0.048,0.000,163.27,189702,178,0.130,0.500,0.000,1246323,1.05,19.15,0.000,0.007,0.000,4,7,15,64,1156,12,0.00,0.0068
290000,2743,1.372,0.011,10.78,452589,432568,1523,18,18746,1838,1577911.6,240.2,0.879,0.028,0.023,0.037,0.033,317,10.41,8.30,0.06,0.94,0.30,2.05,0.86,3.70,9.20,6.51,0.00,0.08,0.015,0.083,666,0.090,0.654,0.001,0.000,0.345,447107,427909,9,0.249,0.314,0.112,3006898,0.030,0.063,0.000,163.27,188335,273,0.131,0.556,0.000,1056415,1.02,18.08,0.001,0.027,0.001,4,8,18,64,1156,11,0.00,0.0063
300000,2903,1.321,0.011,10.60,456001,435689,1388,43,18721,2777,1584513.8,427.6,0.885,0.025,0.022,0.037,0.030,312,9.55,7.43,0.01,0.25,0.13,1.36,0.90,4.74,8.50,5.74,0.00,0.00,0.010,0.081,593,0.050,0.656,0.000,0.000,0.344,450905,434791,11,0.197,0.100,0.084,2875503,0.027,0.071,0.000,163.27,182305,456,0.154,0.535,0.000,1036541,1.00,18.87,0.001,0.003,0.000,4,8,16,64,1170,11,0.01,0.0064
310000,2912,1.361,0.011,10.57,450397,428683,1329,3,20373,618,1605955.9,81.2,0.877,0.028,0.024,0.039,0.033,312,9.88,7.31,0.08,0.85,0.08,0.89,1.20,4.31,8.51,5.69,0.00,0.05,0.007,0.065,748,0.049,0.660,0.001,0.000,0.340,446249,429112,10,0.212,0.037,0.160,3116824,0.025,0.054,0.000,163.27,182981,57,0.131,0.667,0.000,1184011,1.04,18.55,0.000,0.001,0.001,4,8,18,60,1174,11,0.00,0.0065
320000,2882,1.352,0.014,10.28,448354,426279,1476,18,20611,833,1608182.0,124.4,0.887,0.025,0.023,0.035,0.030,327,9.33,6.95,0.03,0.47,0.08,1.00,0.68,3.20,8.54,5.95,0.00,0.07,0.006,0.058,718,0.058,0.645,0.000,0.000,0.355,443332,426241,13,0.231,0.062,0.105,3619611,0.023,0.079,0.000,163.27,186847,640,0.149,0.500,0.000,892989,1.02,18.90,0.001,0.005,0.001,4,8,16,64,1149,12,0.00,0.0065
330000,2826,1.380,0.011,10.52,456032,433589,1602,0,20897,246,1608436.4,30.9,0.890,0.025,0.020,0.035,0.030,305,10.04,7.59,0.02,0.39,0.11,1.03,0.87,3.65,9.04,6.35,0.00,0.04,0.007,0.062,701,0.067,0.630,0.000,0.000,0.370,451000,435114,10,0.272,0.011,0.116,3313051,0.024,0.059,0.000,163.27,188037,0,0.126,0.000,0.000,839092,1.01,18.39,0.001,0.001,0.000,4,8,18,64,1134,11,0.00,0.0063
340000,2750,1.389,0.012,10.48,453996,432513,1500,14,20045,763,1593675.9,131.8,0.880,0.027,0.022,0.039,0.033,301,10.23,7.49,0.06,0.72,0.19,1.40,0.97,3.95,9.01,5.90,0.00,0.06,0.011,0.066,703,0.071,0.647,0.001,0.000,0.352,448627,432162,13,0.270,0.213,0.150,3881555,0.026,0.073,0.000,163.27,188604,208,0.173,0.571,0.000,942537,1.03,18.19,0.001,0.012,0.001,4,8,18,64,1149,10,0.00,0.0064
350000,2803,1.368,0.012,10.64,450306,427995,1314,35,20909,1662,1600566.4,299.4,0.877,0.027,0.021,0.042,0.034,304,10.11,7.27,0.01,0.25,0.14,1.24,1.04,3.73,8.92,5.84,0.00,0.06,0.010,0.069,659,0.093,0.621,0.000,0.000,0.379,444796,429854,12,0.481,0.078,0.143,4366121,0.031,0.077,0.000,163.27,182733,474,0.180,0.629,0.000,993926,1.00,18.24,0.001,0.005,0.000,5,8,18,64,1135,10,0.00,0.0064
360000,2855,1.371,0.009,10.83,449217,427185,1116,8,20856,920,1613269.0,92.7,0.872,0.027,0.023,0.044,0.035,314,9.84,7.41,0.10,0.94,0.23,1.99,0.88,3.78,8.64,6.09,0.01,0.18,0.014,0.095,693,0.084,0.657,0.001,0.000,0.342,444028,428768,7,0.277,0.157,0.150,4175027,0.027,0.049,0.000,163.26,179162,42,0.101,0.625,0.000,1079112,1.04,18.67,0.000,0.005,0.002,4,8,17,64,1180,11,0.01,0.0065
370000,2815,1.383,0.010,10.68,443416,422052,1290,3,20111,1219,1593889.4,143.2,0.875,0.028,0.024,0.041,0.032,320,10.16,7.81,0.21,1.36,0.14,1.41,1.03,4.28,8.78,6.05,0.01,0.13,0.008,0.070,674,0.049,0.660,0.001,0.000,0.339,438047,421704,6,0.348,0.034,0.147,3675185,0.028,0.058,0.000,163.27,176590,20,0.117,1.000,0.000,1124918,1.08,18.31,0.001,0.008,0.004,4,8,18,64,1168,14,0.00,0.0064
380000,2771,1.391,0.013,11.19,447005,428151,1296,3,17599,1170,1594037.5,143.6,0.872,0.028,0.025,0.042,0.033,289,10.43,7.22,0.07,0.66,0.12,1.05,0.89,3.56,9.35,6.12,0.00,0.04,0.009,0.075,673,0.066,0.634,0.001,0.000,0.364,441686,424145,9,0.260,0.115,0.164,3953168,0.030,0.074,0.000,163.27,184583,42,0.123,0.667,0.000,1331263,1.03,18.19,0.001,0.003,0.001,5,9,17,64,1127,11,0.00,0.0062
390000,2822,1.361,0.012,11.40,457374,436300,1488,3,19532,773,1595752.4,88.2,0.880,0.023,0.020,0.043,0.035,285,9.74,7.59,0.09,1.08,0.15,1.36,0.83,3.77,8.67,6.10,0.00,0.00,0.012,0.085,621,0.075,0.652,0.000,0.000,0.347,451512,434366,7,0.243,0.141,0.100,3794390,0.027,0.070,0.000,163.27,192025,85,0.114,0.667,0.000,1261491,1.03,18.75,0.000,0.009,0.000,4,8,17,64,1133,11,0.00,0.0065
400000,2814,1.365,0.010,11.10,436939,419819,1111,100,15917,2701,1601156.4,418.1,0.866,0.030,0.024,0.044,0.035,328,10.40,7.08,0.03,0.66,0.26,1.85,0.75,3.44,9.36,5.92,0.00,0.08,0.018,0.100,683,0.065,0.633,0.000,0.000,0.367,430895,412318,9,0.421,0.125,0.119,4337553,0.025,0.051,0.000,163.27,187195,313,0.155,0.440,0.000,1152703,1.01,18.10,0.000,0.027,0.001,4,9,17,60,1162,10,0.00,0.0061
410000,2793,1.386,0.011,11.15,454842,439660,1301,25,13877,1690,1589441.9,183.6,0.880,0.024,0.018,0.044,0.035,332,10.60,6.70,0.02,0.42,0.31,2.09,0.63,2.73,9.64,5.67,0.00,0.13,0.022,0.115,710,0.036,0.608,0.000,0.000,0.392,449247,432724,8,0.214,0.199,0.120,3307240,0.029,0.055,0.000,163.27,198852,278,0.109,0.680,0.000,1013190,1.01,17.99,0.001,0.015,0.000,4,9,18,64,1140,12,0.00,0.0059
420000,2911,1.370,0.013,11.39,450578,435196,1306,15,13943,1268,1608324.6,166.3,0.879,0.020,0.016,0.048,0.037,334,9.53,7.02,0.06,0.63,0.32,2.13,0.72,2.68,8.44,5.95,0.00,0.05,0.018,0.099,760,0.038,0.637,0.001,0.000,0.362,444693,428636,12,0.217,0.125,0.157,4348462,0.020,0.068,0.000,163.27,195078,256,0.131,0.267,0.000,1086114,1.03,18.81,0.001,0.008,0.001,4,8,17,64,1129,11,0.00,0.0065
430000,2825,1.389,0.011,11.84,453817,436066,1501,24,16312,2178,1604563.2,312.1,0.873,0.025,0.020,0.047,0.035,316,9.97,6.98,0.04,0.70,0.24,1.45,0.48,2.59,9.21,6.15,0.00,0.04,0.023,0.115,717,0.036,0.640,0.000,0.000,0.360,447754,430073,11,0.207,0.227,0.092,3148164,0.024,0.066,0.000,163.27,204652,439,0.143,0.292,0.000,1112693,1.01,18.44,0.001,0.004,0.001,4,8,17,64,1156,12,0.00,0.0062
440000,2877,1.362,0.012,11.57,449086,431175,1288,0,16571,596,1609432.5,76.3,0.878,0.021,0.017,0.047,0.038,340,9.81,6.90,0.07,0.88,0.25,2.04,0.78,2.89,8.71,5.54,0.00,0.07,0.012,0.072,727,0.041,0.644,0.000,0.000,0.356,443336,427921,12,0.172,0.293,0.143,4004275,0.023,0.069,0.000,163.27,200621,0,0.128,0.000,0.000,1033621,1.02,18.50,0.001,0.001,0.000,4,8,18,64,1162,11,0.00,0.0064
450000,2856,1.372,0.011,11.65,450914,432528,1553,3,16851,575,1608294.9,51.1,0.880,0.020,0.015,0.046,0.038,338,10.28,6.59,0.03,0.55,0.22,1.61,0.83,3.01,9.20,5.60,0.00,0.06,0.015,0.092,782,0.060,0.613,0.000,0.000,0.387,445098,427877,11,0.147,0.315,0.176,3857251,0.026,0.058,0.000,163.27,204911,506,0.089,0.667,0.000,925190,1.01,18.23,0.000,0.001,0.000,5,9,17,58,1150,11,0.00,0.0061
460000,2863,1.337,0.010,11.92,447844,433275,1008,3,13551,997,1595745.6,127.2,0.872,0.023,0.017,0.049,0.039,357,9.92,5.81,0.02,0.35,0.11,1.12,0.58,2.56,9.21,5.17,0.00,0.02,0.006,0.053,656,0.096,0.624,0.000,0.000,0.376,442373,425545,5,0.343,0.344,0.121,4146768,0.027,0.050,0.000,163.27,201528,234,0.128,0.667,0.000,1066022,1.01,18.49,0.000,0.016,0.000,5,9,16,56,1153,11,0.00,0.0061
470000,2897,1.352,0.009,12.26,458440,441633,1157,4,15612,782,1604745.9,99.4,0.883,0.021,0.015,0.045,0.036,344,9.52,6.24,0.03,0.56,0.15,1.35,0.67,3.11,8.67,5.01,0.00,0.00,0.008,0.059,621,0.123,0.632,0.001,0.000,0.367,453141,433333,5,0.264,0.435,0.129,3502914,0.032,0.052,0.000,163.27,207221,255,0.127,0.500,0.000,1092975,1.01,18.63,0.000,0.004,0.000,5,8,16,61,1182,11,0.00,0.0064
480000,3064,1.324,0.011,12.73,481775,461574,1486,15,18533,1201,1601968.6,149.8,0.901,0.018,0.013,0.039,0.029,289,8.32,5.50,0.02,0.42,0.05,0.49,0.43,2.35,7.82,4.77,0.00,0.04,0.007,0.070,536,0.089,0.628,0.001,0.000,0.371,477101,458980,12,0.166,0.037,0.097,3524465,0.022,0.066,0.000,163.27,226746,116,0.125,0.467,0.000,1033728,1.01,19.60,0.001,0.011,0.001,4,7,14,64,1168,13,0.00,0.0067
490000,3028,1.315,0.011,12.58,472300,452989,1728,8,17611,1075,1603218.9,150.1,0.897,0.019,0.014,0.039,0.030,313,8.85,5.74,0.00,0.15,0.18,1.41,0.53,2.38,8.15,4.77,0.00,0.02,0.014,0.096,667,0.047,0.627,0.000,0.000,0.373,466510,447902,12,0.193,0.068,0.117,3189609,0.026,0.068,0.000,163.27,225000,16,0.140,1.000,0.000,1036152,1.00,19.22,0.000,0.007,0.000,4,8,15,58,1158,13,0.01,0.0065
500000,2870,1.340,0.008,11.79,465938,448068,1415,19,16594,2074,1607350.1,294.7,0.881,0.025,0.015,0.044,0.035,376,9.60,6.19,0.03,0.57,0.21,1.43,0.61,2.66,8.75,5.32,0.00,0.04,0.015,0.087,675,0.056,0.640,0.001,0.000,0.359,460357,439182,10,0.382,0.062,0.123,3997952,0.022,0.046,0.000,163.27,205941,233,0.142,0.579,0.000,1070638,1.01,18.60,0.000,0.007,0.000,4,8,15,61,1161,10,0.00,0.0064
510000,2823,1.351,0.009,12.28,456645,436942,1400,53,18297,2246,1594539.0,315.8,0.881,0.025,0.015,0.043,0.035,392,10.14,6.93,0.03,0.70,0.23,1.59,0.51,2.49,9.37,5.98,0.00,0.03,0.013,0.082,730,0.070,0.634,0.000,0.000,0.366,452083,431555,12,0.275,0.078,0.104,3609438,0.023,0.055,0.000,163.27,198868,700,0.141,0.434,0.000,1144688,1.01,18.24,0.000,0.010,0.001,4,8,17,62,1168,11,0.00,0.0060
520000,2573,1.464,0.009,11.80,452912,433831,1288,25,18018,3199,1592158.4,349.4,0.878,0.027,0.020,0.042,0.033,383,11.92,8.00,0.10,0.90,0.23,1.62,1.17,4.42,10.42,6.61,0.01,0.12,0.013,0.079,887,0.052,0.637,0.002,0.000,0.361,448132,430490,8,0.341,0.125,0.190,3838312,0.025,0.048,0.000,163.27,201785,111,0.109,0.680,0.000,1078643,1.04,17.07,0.001,0.045,0.002,5,9,23,64,1102,11,0.00,0.0059
530000,2639,1.427,0.007,11.97,462402,439549,1608,12,21167,1856,1598093.4,187.6,0.886,0.027,0.022,0.037,0.028,372,11.23,7.84,0.03,0.58,0.23,1.48,0.61,3.27,10.36,6.83,0.01,0.21,0.014,0.089,750,0.109,0.651,0.000,0.000,0.349,457467,441685,7,0.349,0.034,0.083,3109869,0.023,0.041,0.000,163.27,207087,244,0.101,0.583,0.000,894177,1.01,17.44,0.001,0.017,0.002,5,9,20,64,1141,11,0.00,0.0058
