step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,4,407,25.3,0.0,0.8,0.7,23.8,0.0,1.01,4.3,139,78,24.87,0.00
5000,2,335,36.4,1.3,0.2,1.3,33.6,0.0,1.21,1.6,168,59,23.27,0.00
5000,7,53,44.3,30.5,4.9,0.1,8.9,2.4,8.81,1.1,48,123,15.85,16.94
6000,4,352,32.9,0.3,0.2,0.2,32.1,0.0,1.08,2.9,132,68,29.32,0.01
6000,2,309,37.7,2.4,1.2,0.6,33.6,0.1,1.38,0.8,161,61,29.22,0.00
6000,7,22,51.1,31.7,7.7,0.5,11.2,3.4,8.35,0.2,17,107,8.76,24.25
7000,4,341,34.2,2.3,1.7,0.8,29.4,0.1,1.45,3.8,188,109,46.32,0.03
7000,2,302,41.1,3.2,0.5,0.4,37.0,0.0,1.59,0.8,156,72,35.27,0.00
7000,7,33,48.1,35.9,4.8,1.1,6.3,2.5,10.60,0.6,32,190,28.51,25.92
8000,4,612,40.2,0.8,1.5,0.9,36.9,0.0,1.19,3.3,215,76,32.89,0.02
8000,2,326,36.9,5.9,0.7,0.7,29.6,0.1,2.28,1.5,131,87,38.59,0.00
8000,7,44,44.7,31.4,5.4,0.0,7.9,2.7,8.90,2.6,38,159,22.66,22.75
9000,4,450,44.3,4.5,3.3,1.1,35.3,0.0,2.34,3.7,272,68,27.25,0.07
9000,2,326,36.5,4.9,0.4,0.1,31.0,0.1,1.96,2.2,155,85,34.04,0.01
9000,7,59,44.7,33.4,7.9,0.0,3.4,3.1,9.14,1.3,36,43,2.61,13.72
10000,2,355,33.3,1.1,0.5,0.0,31.7,0.0,1.27,2.5,124,90,38.23,0.00
10000,4,292,47.2,0.7,11.3,3.8,31.4,0.1,1.15,1.9,139,77,29.49,0.02
10000,7,37,41.1,28.6,7.5,0.1,4.7,3.0,7.83,1.4,30,117,6.60,22.69
11000,2,341,32.1,1.3,0.3,0.0,30.5,0.0,1.37,4.2,147,76,32.91,0.00
11000,4,297,43.7,0.1,6.9,2.0,34.7,0.0,1.03,2.6,143,87,43.16,0.00
11000,7,71,45.2,33.6,5.8,0.0,5.8,2.6,9.42,1.7,46,104,10.98,18.77
