step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,2,441,23.6,0.4,0.8,1.2,21.2,0.0,1.13,10.6,221,195,63.10,0.00
5000,3,405,44.5,4.4,2.8,1.4,35.9,0.1,1.62,2.7,222,143,57.37,0.03
5000,1,402,28.1,0.9,0.6,0.3,26.3,0.0,1.25,9.2,201,160,57.36,0.00
5000,7,174,28.4,4.5,3.0,0.8,20.2,0.5,2.12,4.9,106,115,39.02,0.06
5000,15,13,17.8,0.2,0.0,0.0,17.6,0.0,1.02,14.5,5,237,32.36,0.00
6000,2,476,20.7,0.1,0.4,0.7,19.6,0.0,1.02,11.7,200,242,68.64,0.00
6000,3,415,40.8,1.6,1.7,0.3,37.2,0.0,1.23,3.8,192,206,87.31,0.02
6000,1,413,26.2,0.9,0.4,0.2,24.6,0.0,1.27,10.0,232,275,93.95,0.00
6000,7,228,21.8,2.7,0.9,0.2,18.0,0.2,1.68,7.9,94,213,54.56,0.03
6000,16,60,11.6,1.5,0.1,0.0,10.0,0.0,1.63,15.3,20,164,38.26,0.01
7000,3,720,30.3,2.6,1.5,1.0,25.1,0.2,1.56,4.8,323,203,67.93,0.00
7000,2,491,19.3,0.1,0.1,0.1,18.9,0.0,1.03,12.2,203,240,61.00,0.00
7000,1,482,19.4,0.4,0.3,0.8,17.9,0.0,1.13,12.7,254,178,42.78,0.00
7000,17,14,11.6,5.9,0.0,0.0,5.6,0.0,3.88,12.6,5,326,41.49,0.06
7000,16,13,12.8,1.0,4.1,0.0,7.7,1.3,1.51,10.0,7,273,51.59,0.07
8000,3,508,16.9,1.6,0.9,0.0,14.4,0.2,1.47,9.6,229,127,23.64,0.01
8000,2,464,22.0,0.3,0.1,0.1,21.4,0.0,1.07,10.6,220,303,76.15,0.00
8000,1,431,24.7,0.2,0.2,0.1,24.1,0.0,1.06,10.7,205,217,62.62,0.00
9000,2,698,25.7,0.5,0.2,2.5,22.5,0.0,1.11,6.4,303,177,50.99,0.00
9000,3,512,19.0,0.6,0.6,0.0,17.9,0.0,1.18,9.2,207,158,30.70,0.00
9000,1,398,26.4,0.4,0.1,0.4,25.5,0.0,1.13,9.7,179,159,49.61,0.00
10000,2,664,20.4,1.5,0.1,0.9,17.8,0.0,1.41,7.8,281,180,50.67,0.00
10000,3,559,15.7,0.5,0.6,0.2,14.4,0.0,1.15,10.1,227,188,39.06,0.00
10000,1,400,20.8,0.4,0.3,0.3,19.9,0.0,1.09,10.9,194,170,42.63,0.00
11000,3,581,14.9,0.7,0.4,0.1,13.8,0.1,1.16,11.1,210,227,50.08,0.01
11000,2,499,19.4,1.6,0.0,1.8,16.0,0.0,1.43,7.7,188,284,74.83,0.00
11000,1,185,16.5,0.7,0.8,0.5,14.5,0.1,1.19,13.4,76,271,63.64,0.00
12000,3,509,17.1,0.5,0.4,0.1,16.1,0.0,1.14,9.2,197,335,84.12,0.01
12000,2,482,21.4,1.7,0.0,1.3,18.3,0.0,1.49,6.3,209,307,94.50,0.00
12000,1,24,16.2,0.0,0.2,0.1,15.9,0.0,1.00,13.8,12,306,67.55,0.00
13000,3,559,17.1,0.9,0.5,0.1,15.7,0.0,1.21,9.8,239,250,57.04,0.00
13000,2,531,17.0,1.2,0.0,1.6,14.1,0.0,1.36,8.6,201,216,48.25,0.00
13000,24,48,10.1,0.0,2.6,0.0,7.5,0.0,1.00,16.4,22,409,66.62,0.00
14000,3,542,16.9,0.5,0.4,0.0,16.0,0.0,1.09,10.2,260,235,52.18,0.00
14000,2,502,19.2,1.0,0.1,1.2,17.0,0.0,1.21,9.3,203,222,47.65,0.00
14000,24,44,11.9,0.1,2.5,0.0,9.3,0.0,1.02,15.2,31,542,93.68,0.00
15000,2,525,18.8,1.0,0.1,1.5,16.2,0.0,1.21,10.5,187,201,46.70,0.00
15000,3,500,12.9,0.4,0.3,0.0,12.1,0.0,1.13,13.4,177,224,44.14,0.00
15000,30,461,13.4,0.9,0.2,0.5,11.9,0.0,1.30,14.8,161,310,59.20,0.00
15000,31,68,17.7,0.8,0.2,0.1,16.6,0.0,1.32,14.3,39,230,51.14,0.00
15000,24,24,12.4,0.0,2.6,0.0,9.8,0.0,1.02,14.3,17,584,101.66,0.00
16000,2,527,17.6,1.0,0.0,1.5,15.1,0.0,1.24,10.3,184,233,56.94,0.00
16000,30,526,16.3,0.9,0.1,1.1,14.1,0.0,1.23,12.9,175,123,25.34,0.00
16000,3,457,15.5,0.8,0.2,0.0,14.5,0.0,1.21,10.4,213,262,55.95,0.01
16000,31,6,22.0,0.0,0.0,0.0,22.0,0.0,1.00,13.3,5,1315,303.85,0.00
