step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
110000,2266,1.454,0.039,7.38,495236,481527,176,4,13810,6325,1638687.0,570.3,0.982,0.004,0.005,0.005,0.004,458,15.69,9.62,0.64,3.13,0.14,1.38,0.73,2.31,14.18,9.20,0.01,0.20,0.007,0.061,559,0.059,0.467,0.002,0.000,0.531,494641,493112,3,0.451,0.261,0.126,1256858,0.018,0.320,0.002,163.15,154254,42,0.090,0.750,0.000,879589,1.19,11.08,0.002,0.006,0.003,6,14,28,64,440,24,0.35,0.0051
120000,2344,1.403,0.048,6.65,505706,488256,304,10,17058,4685,1624276.9,448.9,0.980,0.005,0.005,0.006,0.005,463,15.23,10.90,0.36,2.28,0.39,2.60,0.12,1.44,14.35,10.20,0.00,0.10,0.018,0.095,592,0.102,0.452,0.002,0.002,0.545,505166,503289,3,0.722,0.093,0.015,859130,0.018,0.374,0.002,163.27,156322,228,0.096,0.600,0.002,1114811,1.09,11.63,0.004,0.007,0.001,4,12,29,64,435,27,0.24,0.0048
130000,2428,1.353,0.043,6.62,509726,495188,332,5,14117,3174,1632606.8,203.5,0.987,0.004,0.003,0.004,0.002,519,13.47,9.10,0.25,2.07,0.09,1.11,0.21,2.14,12.92,8.64,0.00,0.12,0.006,0.064,564,0.060,0.439,0.001,0.000,0.560,509236,508381,2,0.767,0.000,0.019,325711,0.030,0.359,0.002,163.21,148845,54,0.064,0.800,0.000,1039008,1.08,12.02,0.002,0.007,0.001,5,12,24,64,401,27,0.29,0.0052
140000,2392,1.418,0.058,6.36,515926,498515,210,27,17210,7914,1637528.8,683.5,0.987,0.004,0.004,0.004,0.001,580,14.45,10.96,0.12,1.19,0.12,1.16,0.80,3.08,13.42,10.21,0.00,0.00,0.005,0.047,548,0.056,0.476,0.002,0.000,0.523,515430,514566,1,1.000,0.000,0.096,880604,0.026,0.403,0.002,163.30,144176,226,0.086,0.556,0.000,890086,1.04,12.03,0.008,0.020,0.000,4,11,29,64,447,23,0.20,0.0051
150000,2382,1.405,0.054,6.06,475545,460853,226,1,14475,3675,1642872.1,253.2,0.986,0.004,0.003,0.004,0.003,570,14.19,9.90,0.31,2.20,0.11,1.03,0.34,2.38,13.43,9.27,0.00,0.10,0.007,0.064,544,0.102,0.464,0.003,0.000,0.533,474870,473990,1,0.950,0.050,0.060,2247565,0.020,0.393,0.003,162.94,137266,62,0.069,0.000,0.000,760505,1.08,12.47,0.003,0.006,0.002,5,11,28,64,425,31,0.56,0.0051
160000,2443,1.329,0.040,6.00,510597,495721,254,20,14541,5476,1647621.9,353.6,0.985,0.003,0.004,0.005,0.003,570,13.75,8.72,0.24,1.85,0.28,2.37,0.19,1.61,13.04,7.93,0.01,0.20,0.011,0.079,549,0.105,0.448,0.005,0.000,0.547,510036,509336,2,0.752,0.002,0.027,1360417,0.022,0.321,0.001,163.22,140237,137,0.065,0.700,0.000,796868,1.07,11.87,0.002,0.013,0.002,6,11,23,64,421,29,0.28,0.0052
170000,2439,1.376,0.047,5.80,512411,497347,348,7,14713,3348,1661529.8,130.0,0.988,0.003,0.002,0.005,0.002,637,13.63,9.65,0.31,2.33,0.23,1.74,0.12,1.57,12.97,9.05,0.01,0.20,0.011,0.082,535,0.064,0.457,0.002,0.000,0.541,511872,511256,1,0.750,0.250,0.015,424197,0.024,0.359,0.002,163.34,125728,121,0.039,0.429,0.000,766039,1.09,13.04,0.004,0.011,0.003,4,11,25,64,457,26,0.17,0.0053
180000,2450,1.354,0.042,6.40,507970,492469,238,36,15216,5109,1637148.8,399.2,0.987,0.003,0.003,0.004,0.002,615,13.36,8.87,0.23,2.20,0.35,2.90,0.06,1.01,12.73,8.16,0.01,0.21,0.017,0.104,513,0.089,0.455,0.001,0.000,0.544,507427,506781,2,0.775,0.009,0.009,256710,0.039,0.311,0.002,163.36,129289,74,0.078,0.778,0.000,721320,1.07,12.15,0.002,0.018,0.001,6,11,24,64,422,37,0.15,0.0053
190000,2348,1.381,0.052,6.58,511138,496163,260,32,14785,7552,1630042.5,447.2,0.985,0.003,0.004,0.004,0.004,517,15.31,10.07,0.31,2.35,0.12,1.15,0.06,0.81,14.82,9.86,0.00,0.10,0.010,0.079,536,0.130,0.443,0.003,0.001,0.553,510603,509792,2,0.499,0.263,0.007,520791,0.027,0.395,0.003,163.32,146013,61,0.059,0.781,0.001,701444,1.11,11.03,0.004,0.029,0.001,5,12,27,64,429,26,0.18,0.0047
200000,2522,1.335,0.034,6.11,504023,489942,195,14,13698,7572,1649780.5,492.5,0.981,0.004,0.006,0.004,0.004,511,13.51,10.00,0.20,1.76,0.18,1.83,0.09,1.58,13.04,9.49,0.01,0.20,0.010,0.075,538,0.104,0.473,0.002,0.000,0.525,503511,502429,2,0.508,0.249,0.009,424071,0.034,0.285,0.001,163.36,140996,32,0.065,0.643,0.000,1072484,1.06,11.47,0.005,0.011,0.002,4,11,25,64,480,29,0.14,0.0050
210000,2363,1.389,0.055,6.57,497197,484941,311,20,12084,10020,1631962.2,821.6,0.982,0.005,0.008,0.002,0.002,504,14.42,9.72,0.20,1.72,0.51,2.81,0.17,1.74,13.54,8.82,0.02,0.31,0.025,0.107,567,0.047,0.461,0.002,0.000,0.537,496666,495865,2,0.740,0.019,0.033,473270,0.039,0.408,0.003,163.19,137731,456,0.082,0.750,0.000,999531,1.05,10.62,0.008,0.051,0.004,6,13,25,64,437,28,0.32,0.0051
220000,2360,1.369,0.047,7.30,496580,486489,294,17,9783,18128,1632520.6,1405.3,0.979,0.007,0.009,0.003,0.002,474,14.64,10.17,0.29,1.92,0.25,1.68,0.48,2.25,13.62,9.14,0.01,0.19,0.013,0.084,568,0.084,0.471,0.003,0.000,0.527,496021,494426,3,0.699,0.000,0.083,1493758,0.020,0.371,0.002,163.27,141585,65,0.078,0.706,0.000,1403419,1.07,10.65,0.007,0.019,0.007,5,12,27,64,426,31,0.24,0.0051
230000,2370,1.388,0.079,6.48,501948,491927,319,20,9672,9260,1639213.0,617.5,0.987,0.004,0.005,0.002,0.002,506,14.42,8.73,0.25,1.97,0.32,1.76,0.50,2.78,13.35,7.87,0.01,0.24,0.022,0.100,570,0.064,0.440,0.002,0.001,0.557,501461,500756,2,0.739,0.001,0.066,1430214,0.019,0.525,0.005,163.19,148015,53,0.067,0.650,0.001,788930,1.07,10.49,0.005,0.019,0.003,6,13,25,64,443,26,0.31,0.0052
240000,2569,1.322,0.063,5.58,512491,500071,258,13,11950,6331,1612212.9,458.4,0.988,0.004,0.004,0.002,0.002,561,13.09,9.07,0.09,1.09,0.38,2.83,0.26,1.83,12.36,8.01,0.00,0.06,0.015,0.100,493,0.108,0.471,0.000,0.000,0.529,512029,511342,1,0.921,0.079,0.054,919516,0.023,0.429,0.003,163.33,149575,309,0.072,0.615,0.000,875584,1.03,11.92,0.005,0.018,0.001,6,11,22,64,461,31,0.18,0.0051
250000,2364,1.339,0.054,5.90,527751,514722,296,5,12933,3904,1630415.8,204.6,0.988,0.005,0.003,0.002,0.001,513,14.29,9.20,0.23,2.03,0.28,2.58,0.07,0.75,13.71,8.51,0.01,0.18,0.011,0.076,449,0.056,0.449,0.002,0.000,0.549,527379,526759,1,0.745,0.255,0.016,830317,0.028,0.368,0.002,163.34,155508,34,0.052,0.800,0.000,1090966,1.08,11.06,0.005,0.005,0.002,7,12,25,64,386,29,0.16,0.0050
260000,2718,1.257,0.053,6.50,552398,540178,474,0,11392,5151,1609706.6,353.7,0.989,0.003,0.004,0.002,0.002,499,11.33,6.05,0.24,2.11,0.13,1.27,0.14,1.61,10.83,5.25,0.00,0.16,0.011,0.088,392,0.178,0.452,0.001,0.000,0.547,552090,551468,2,0.762,0.000,0.019,616952,0.023,0.400,0.003,163.40,154500,0,0.069,0.000,0.000,1311331,1.07,12.75,0.003,0.022,0.001,6,10,17,64,401,29,0.11,0.0055
270000,2770,1.255,0.044,6.20,561881,548736,441,16,12636,5504,1625409.5,408.6,0.990,0.003,0.003,0.002,0.002,505,10.84,5.70,0.22,1.78,0.26,2.44,0.06,0.80,10.31,4.44,0.01,0.20,0.010,0.075,356,0.100,0.460,0.000,0.000,0.539,561582,560969,1,0.779,0.221,0.008,385814,0.025,0.359,0.002,163.39,150776,625,0.074,0.500,0.000,947091,1.06,13.69,0.001,0.003,0.003,6,10,16,64,448,29,0.11,0.0057
280000,2614,1.298,0.048,7.39,562758,547566,440,9,14899,4553,1625216.0,273.3,0.991,0.003,0.003,0.002,0.002,433,11.88,6.63,0.35,2.48,0.40,2.31,0.04,0.69,11.10,5.76,0.01,0.20,0.024,0.111,469,0.064,0.474,0.002,0.000,0.524,562462,561780,2,0.497,0.272,0.008,257486,0.031,0.359,0.002,163.40,169449,339,0.060,0.778,0.000,970832,1.10,13.04,0.001,0.022,0.005,5,11,19,64,442,27,0.10,0.0056
290000,2426,1.343,0.058,6.91,533664,519795,340,0,13717,11383,1631155.0,1107.7,0.988,0.003,0.003,0.003,0.003,441,14.24,8.82,0.31,2.20,0.59,3.72,0.05,0.86,13.30,7.80,0.01,0.17,0.021,0.119,455,0.103,0.441,0.003,0.000,0.555,533266,532157,2,0.727,0.000,0.005,182430,0.039,0.425,0.003,163.31,166216,0,0.097,0.000,0.000,924584,1.09,12.05,0.002,0.031,0.005,6,12,23,64,443,23,0.20,0.0051
300000,2487,1.337,0.043,6.88,530075,513086,327,17,16584,10169,1653372.5,932.5,0.988,0.005,0.003,0.002,0.002,474,13.58,8.25,0.57,3.16,0.48,3.16,0.21,1.31,12.33,6.70,0.03,0.32,0.020,0.105,502,0.065,0.468,0.002,0.000,0.530,529652,528938,1,0.998,0.002,0.043,208665,0.032,0.362,0.002,163.38,159388,84,0.092,0.765,0.000,935810,1.17,12.88,0.003,0.042,0.009,6,11,21,64,444,32,0.13,0.0054
310000,2473,1.347,0.060,7.08,503275,489178,261,11,13839,10898,1632892.6,868.7,0.988,0.005,0.003,0.001,0.002,492,13.37,8.49,0.28,1.93,0.31,2.53,0.36,2.25,12.42,7.22,0.01,0.20,0.015,0.095,504,0.145,0.460,0.001,0.000,0.539,502793,501899,2,0.757,0.000,0.039,1232529,0.014,0.462,0.004,163.01,157904,108,0.080,0.727,0.000,798916,1.08,12.43,0.005,0.025,0.006,6,11,21,64,437,27,0.50,0.0053
320000,2424,1.361,0.068,7.84,524290,511486,302,6,12545,5516,1612833.6,395.6,0.987,0.004,0.004,0.002,0.003,455,13.87,7.58,0.05,0.51,0.49,2.84,0.18,1.42,13.15,6.92,0.00,0.09,0.027,0.127,463,0.086,0.441,0.002,0.000,0.557,523814,522710,3,0.271,0.262,0.038,761727,0.028,0.490,0.004,163.11,167668,470,0.072,0.667,0.000,743061,1.02,10.83,0.001,0.032,0.001,6,13,22,64,444,27,0.40,0.0051
330000,2287,1.423,0.086,9.35,503119,490391,304,5,12556,5592,1637495.1,514.5,0.986,0.005,0.005,0.003,0.002,372,15.89,9.66,0.07,0.81,0.57,3.06,0.28,1.84,14.97,8.47,0.00,0.13,0.020,0.097,522,0.044,0.443,0.000,0.000,0.556,502686,500713,3,0.505,0.069,0.048,760340,0.023,0.564,0.006,162.99,182553,93,0.092,0.600,0.000,1213526,1.02,10.42,0.004,0.008,0.000,6,14,26,64,423,28,0.52,0.0048
340000,2281,1.430,0.102,7.97,500693,485635,300,4,14760,2488,1626855.4,98.8,0.962,0.015,0.018,0.002,0.003,382,16.45,10.48,0.19,2.02,0.53,3.00,0.13,1.37,15.59,9.74,0.00,0.11,0.021,0.106,515,0.053,0.454,0.000,0.000,0.546,500198,497330,4,0.415,0.093,0.019,522300,0.022,0.606,0.007,163.30,182151,14,0.040,1.000,0.000,4977466,1.06,12.27,0.011,0.012,0.001,6,14,29,64,450,32,0.21,0.0046
350000,2034,1.534,0.087,7.46,483740,472715,165,8,11099,8114,1634243.4,594.6,0.979,0.006,0.008,0.004,0.003,460,19.32,10.30,0.42,2.05,0.66,3.17,0.24,2.09,18.00,9.93,0.05,0.44,0.026,0.112,670,0.047,0.426,0.008,0.001,0.565,483032,481275,3,0.511,0.000,0.027,526221,0.044,0.568,0.006,163.04,161408,54,0.073,0.625,0.001,1001970,1.12,8.48,0.003,0.033,0.015,7,19,30,64,425,28,0.47,0.0045
360000,2315,1.410,0.050,7.67,479515,466935,302,26,11971,11354,1637305.8,879.7,0.984,0.005,0.005,0.004,0.003,473,15.51,10.19,0.15,1.04,0.80,3.67,0.26,1.91,14.30,8.75,0.01,0.21,0.030,0.118,631,0.087,0.439,0.004,0.000,0.557,478842,477401,2,0.711,0.006,0.029,488210,0.038,0.404,0.003,163.00,154070,172,0.077,0.615,0.000,814263,1.05,10.76,0.003,0.010,0.003,6,13,28,64,435,27,0.50,0.0049
370000,2420,1.361,0.045,6.47,506251,493346,305,33,12462,7692,1626617.0,607.2,0.984,0.004,0.004,0.005,0.003,488,14.20,9.26,0.15,1.75,0.70,3.74,0.26,2.01,13.09,8.18,0.00,0.10,0.032,0.141,499,0.079,0.445,0.001,0.001,0.552,505731,504612,2,0.807,0.000,0.029,706269,0.030,0.380,0.002,163.18,152433,383,0.079,0.515,0.001,1074262,1.04,11.98,0.002,0.009,0.001,6,13,25,64,421,33,0.32,0.0051
380000,2363,1.376,0.058,7.21,499591,488701,308,15,10624,5654,1637973.4,396.1,0.988,0.002,0.003,0.004,0.003,547,14.54,8.76,0.24,2.10,0.62,3.25,0.25,2.07,13.43,7.90,0.01,0.22,0.030,0.123,597,0.057,0.453,0.003,0.000,0.544,499126,498085,3,0.466,0.272,0.028,573649,0.030,0.427,0.003,163.09,139518,65,0.070,0.600,0.000,846848,1.07,11.49,0.002,0.025,0.001,6,13,26,64,414,27,0.41,0.0052
390000,2661,1.331,0.070,6.50,520670,509997,291,17,10067,5621,1641426.0,486.5,0.992,0.002,0.002,0.002,0.002,514,12.20,7.92,0.58,2.28,0.65,3.49,0.10,1.13,10.87,6.64,0.01,0.18,0.037,0.144,597,0.047,0.473,0.005,0.000,0.522,520282,519585,1,0.776,0.224,0.017,510146,0.025,0.452,0.003,163.17,150709,174,0.087,0.706,0.000,741528,1.15,13.00,0.001,0.014,0.004,4,10,22,64,427,27,0.33,0.0057
400000,2466,1.347,0.065,6.21,520552,509000,394,11,11342,5371,1648092.2,374.1,0.990,0.003,0.002,0.002,0.001,517,13.44,8.51,0.20,1.74,0.47,2.86,0.10,1.58,12.67,7.43,0.01,0.26,0.021,0.109,463,0.063,0.454,0.002,0.000,0.544,520222,519649,1,0.476,0.524,0.014,1089972,0.019,0.424,0.003,163.29,145769,705,0.070,0.636,0.000,1000639,1.05,12.83,0.000,0.012,0.004,5,12,22,64,426,27,0.22,0.0053
410000,2504,1.333,0.074,6.65,526132,513915,327,8,11844,3405,1638960.1,287.8,0.989,0.004,0.002,0.003,0.002,571,13.51,10.02,0.16,1.48,0.89,4.35,0.51,3.33,11.95,7.78,0.01,0.16,0.037,0.153,517,0.079,0.472,0.001,0.000,0.528,525804,525252,2,0.484,0.270,0.038,458373,0.027,0.476,0.004,163.27,137198,41,0.085,0.750,0.000,1197506,1.06,12.96,0.004,0.014,0.004,6,11,24,64,445,32,0.24,0.0055
420000,2279,1.441,0.090,6.69,514868,502024,215,14,12840,5855,1635097.4,376.1,0.986,0.004,0.004,0.005,0.001,554,15.73,9.23,0.46,2.71,0.59,2.83,0.04,0.69,14.64,8.67,0.01,0.25,0.031,0.130,532,0.090,0.436,0.004,0.000,0.560,514491,513908,1,1.000,0.000,0.008,1117177,0.014,0.537,0.005,163.27,139602,129,0.064,0.643,0.000,1249097,1.16,11.26,0.004,0.022,0.005,6,14,28,64,434,27,0.24,0.0049
430000,2307,1.430,0.114,6.94,495677,482534,288,18,12809,9130,1634143.2,635.3,0.989,0.003,0.004,0.003,0.001,549,15.62,10.37,0.39,2.25,0.52,2.68,0.18,1.76,14.54,9.60,0.00,0.05,0.025,0.105,579,0.053,0.453,0.003,0.000,0.543,495347,494701,2,0.476,0.277,0.019,135650,0.044,0.589,0.007,163.25,139924,203,0.070,0.611,0.000,972715,1.12,10.61,0.006,0.025,0.001,6,12,30,64,431,27,0.25,0.0049
440000,2146,1.479,0.108,6.05,484124,470619,203,22,13441,8918,1635854.9,850.7,0.990,0.002,0.003,0.003,0.002,553,16.98,11.58,0.39,2.86,0.38,2.24,0.13,1.15,16.08,11.17,0.01,0.16,0.020,0.094,556,0.053,0.460,0.000,0.001,0.539,483813,482846,2,0.769,0.000,0.022,342000,0.026,0.585,0.006,163.28,138442,340,0.095,0.318,0.001,881231,1.11,10.44,0.016,0.040,0.005,5,15,30,64,452,24,0.23,0.0047
450000,2138,1.461,0.083,6.50,478728,466071,245,417,12003,54274,1619065.0,4828.6,0.988,0.004,0.003,0.004,0.002,577,16.90,12.22,0.78,3.60,0.57,2.58,0.37,2.82,15.17,11.32,0.04,0.41,0.029,0.109,715,0.071,0.488,0.022,0.000,0.490,478370,477647,2,0.490,0.311,0.036,578806,0.021,0.487,0.004,163.27,136471,268,0.089,0.388,0.003,1084666,1.24,11.48,0.008,0.105,0.014,6,12,33,64,437,28,0.24,0.0050
460000,2204,1.463,0.099,6.49,477498,466214,232,360,10626,67677,1629563.6,5724.6,0.984,0.005,0.005,0.004,0.002,567,16.92,11.96,1.01,3.92,0.54,2.52,0.48,2.74,14.89,10.80,0.01,0.17,0.032,0.104,611,0.103,0.476,0.016,0.000,0.508,477069,475744,1,0.871,0.129,0.078,1305656,0.019,0.534,0.004,163.22,135840,328,0.085,0.369,0.000,1773428,1.29,11.32,0.015,0.028,0.007,6,14,31,64,434,31,0.28,0.0050
470000,2236,1.408,0.102,5.68,493539,477520,280,8,15699,6447,1643437.4,417.9,0.990,0.002,0.003,0.003,0.002,626,15.97,9.14,0.26,2.43,0.29,2.12,0.14,1.28,15.28,8.70,0.01,0.19,0.015,0.101,430,0.096,0.436,0.001,0.000,0.563,493109,492501,2,0.998,0.000,0.017,652873,0.020,0.526,0.005,163.29,127596,29,0.065,0.875,0.000,767253,1.06,10.61,0.009,0.007,0.003,7,16,24,64,415,29,0.21,0.0048
480000,2314,1.391,0.088,6.21,497310,481417,299,16,15500,6635,1632238.8,378.3,0.985,0.003,0.004,0.004,0.003,621,15.23,9.43,0.44,2.65,0.40,2.82,0.14,1.80,14.25,9.04,0.02,0.16,0.019,0.111,453,0.071,0.453,0.001,0.000,0.545,496889,496292,1,0.728,0.272,0.013,631795,0.024,0.476,0.003,163.34,131373,102,0.057,0.562,0.000,994971,1.15,9.80,0.009,0.014,0.011,6,13,24,64,440,34,0.17,0.0049
490000,2406,1.370,0.090,6.10,496902,481422,236,15,15137,5508,1651767.1,207.1,0.984,0.004,0.005,0.004,0.003,656,14.40,9.04,0.30,2.50,0.37,2.87,0.04,0.72,13.68,8.44,0.01,0.19,0.017,0.110,448,0.140,0.432,0.002,0.000,0.566,496435,495698,1,1.000,0.000,0.005,324287,0.031,0.499,0.004,163.34,128293,69,0.038,0.800,0.000,1008193,1.09,11.20,0.003,0.022,0.003,4,13,25,64,445,26,0.16,0.0050
500000,2350,1.388,0.065,6.21,505957,490998,315,28,14672,7170,1645381.2,573.0,0.989,0.003,0.003,0.003,0.002,577,15.36,8.38,0.60,2.54,0.55,1.77,0.15,1.66,14.06,8.14,0.02,0.20,0.037,0.108,676,0.076,0.425,0.010,0.001,0.564,505542,504798,1,0.514,0.486,0.017,363422,0.031,0.370,0.002,163.37,140199,200,0.080,0.536,0.001,643118,1.19,10.07,0.002,0.050,0.012,6,15,25,64,409,27,0.14,0.0050
510000,2191,1.432,0.065,5.99,497458,484144,268,8,13197,5408,1635703.1,460.6,0.989,0.002,0.003,0.003,0.002,605,16.69,9.40,0.38,2.66,0.19,1.14,0.22,1.90,15.90,8.99,0.02,0.36,0.014,0.085,472,0.088,0.431,0.001,0.000,0.567,497015,496581,1,1.000,0.000,0.024,487799,0.031,0.401,0.003,163.33,141506,24,0.085,1.000,0.000,585593,1.11,9.86,0.005,0.019,0.005,6,15,26,64,420,22,0.18,0.0047
520000,2049,1.542,0.059,5.24,468990,454791,175,1,14165,3814,1642912.1,224.3,0.987,0.003,0.005,0.003,0.002,728,18.98,10.90,0.45,2.98,0.21,2.36,0.25,2.24,18.06,10.72,0.00,0.00,0.007,0.071,452,0.140,0.438,0.002,0.000,0.560,468424,467872,1,1.000,0.000,0.026,506400,0.031,0.410,0.003,163.33,126949,26,0.059,1.000,0.000,645310,1.15,8.16,0.007,0.003,0.000,6,18,32,64,439,24,0.17,0.0044
530000,2390,1.373,0.046,4.51,485412,468787,232,9,16043,5691,1645999.9,278.3,0.988,0.003,0.004,0.003,0.002,839,13.87,8.98,0.25,1.82,0.25,1.82,0.28,2.22,13.09,8.54,0.01,0.18,0.015,0.103,434,0.079,0.457,0.002,0.000,0.541,484935,484477,1,1.000,0.000,0.028,513821,0.030,0.346,0.002,163.27,108940,63,0.049,0.556,0.000,788093,1.07,10.90,0.001,0.014,0.003,6,11,23,64,442,27,0.24,0.0053
540000,2389,1.388,0.071,4.98,510511,494119,322,8,16063,5374,1645366.5,336.4,0.988,0.003,0.004,0.002,0.002,795,13.72,8.74,0.23,1.74,0.33,2.65,0.26,2.28,12.91,7.93,0.01,0.25,0.016,0.106,448,0.067,0.455,0.002,0.000,0.543,510113,509845,1,1.000,0.000,0.038,590274,0.030,0.495,0.004,163.15,112619,624,0.063,0.625,0.000,676255,1.07,10.48,0.002,0.003,0.002,4,12,24,64,435,31,0.35,0.0053
