step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
110000,2929,1.348,0.013,8.10,464084,438313,1397,2,24408,1850,1615805.5,216.9,0.876,0.020,0.020,0.040,0.044,465,9.23,6.56,0.16,1.31,0.10,1.23,0.28,1.81,8.70,6.10,0.00,0.02,0.005,0.054,637,0.059,0.621,0.000,0.000,0.379,459001,447998,5,0.391,0.052,0.059,2493385,0.066,0.104,0.000,163.27,157078,1383,0.117,0.000,0.000,1531448,1.06,17.14,0.000,0.013,0.000,4,7,15,64,1115,14,0.01,0.0063
120000,3039,1.290,0.012,8.00,473134,446960,1962,57,24045,2804,1604460.4,379.6,0.877,0.021,0.021,0.039,0.042,441,8.40,5.90,0.14,1.17,0.14,1.42,0.28,1.70,7.85,5.32,0.00,0.14,0.009,0.076,564,0.104,0.613,0.003,0.000,0.384,468234,457967,8,0.419,0.036,0.055,1837960,0.057,0.077,0.000,163.26,161031,637,0.135,0.561,0.000,1561703,1.07,18.00,0.000,0.020,0.001,4,7,14,64,1035,12,0.01,0.0067
130000,2980,1.332,0.011,9.06,484451,458930,1895,14,23671,3129,1629940.0,341.8,0.888,0.022,0.021,0.032,0.037,377,9.01,6.40,0.35,2.32,0.11,1.02,0.18,1.57,8.38,5.72,0.00,0.08,0.010,0.088,606,0.074,0.599,0.002,0.000,0.399,480367,471280,5,0.439,0.033,0.026,1185742,0.050,0.068,0.000,163.27,180744,248,0.109,0.786,0.000,1415096,1.13,17.30,0.000,0.037,0.002,4,8,16,61,1000,13,0.00,0.0065
140000,2988,1.327,0.014,8.66,480396,453460,1679,26,25223,3627,1615627.6,406.3,0.878,0.020,0.021,0.038,0.043,384,8.51,5.88,0.39,2.33,0.12,1.25,0.45,2.40,7.55,4.77,0.01,0.15,0.008,0.074,542,0.137,0.638,0.003,0.000,0.359,476429,467566,6,0.577,0.014,0.076,1400466,0.025,0.094,0.000,163.27,175261,365,0.112,0.538,0.000,1572985,1.17,18.90,0.001,0.031,0.002,4,7,15,64,1114,12,0.01,0.0072
150000,3003,1.325,0.016,9.08,467775,441378,1751,17,24614,3956,1623519.9,502.0,0.867,0.022,0.023,0.041,0.047,366,8.79,6.52,0.27,1.88,0.16,1.70,0.27,1.59,8.09,5.75,0.01,0.17,0.007,0.064,572,0.115,0.645,0.005,0.000,0.350,462857,452200,6,0.519,0.067,0.052,2073781,0.025,0.109,0.000,163.27,177142,263,0.127,0.647,0.000,1486900,1.12,17.99,0.001,0.008,0.003,4,7,15,64,1148,14,0.00,0.0067
160000,2952,1.342,0.016,9.45,455088,433534,1678,34,19893,2946,1616412.1,371.4,0.858,0.028,0.026,0.042,0.045,321,8.98,6.72,0.12,1.14,0.17,1.45,0.46,2.02,8.23,6.12,0.01,0.17,0.009,0.072,668,0.059,0.650,0.000,0.000,0.350,450329,437653,8,0.441,0.001,0.107,3129287,0.017,0.102,0.000,163.27,192070,660,0.126,0.529,0.000,1562303,1.05,16.62,0.001,0.018,0.003,3,7,16,64,1117,18,0.00,0.0067
170000,3048,1.339,0.018,9.91,462180,441193,1842,15,19034,1562,1606452.9,200.7,0.873,0.022,0.022,0.040,0.042,314,8.24,6.27,0.08,1.20,0.16,1.25,0.41,2.28,7.58,5.52,0.00,0.03,0.013,0.090,608,0.067,0.664,0.001,0.000,0.336,457329,446173,8,0.442,0.078,0.073,2053605,0.039,0.149,0.000,163.27,201325,706,0.128,0.200,0.000,1336476,1.03,17.79,0.000,0.007,0.001,3,6,15,64,1117,12,0.01,0.0070
180000,3019,1.328,0.016,8.79,465104,444721,1665,29,18718,1973,1621920.8,223.8,0.878,0.020,0.022,0.039,0.040,325,8.71,6.44,0.06,0.87,0.16,1.41,0.48,2.27,8.01,5.77,0.00,0.00,0.010,0.071,598,0.077,0.634,0.000,0.000,0.365,460370,449770,7,0.447,0.033,0.097,2206800,0.026,0.103,0.000,163.27,194357,248,0.113,0.655,0.000,1270425,1.02,17.50,0.000,0.017,0.000,4,7,16,62,1116,12,0.01,0.0067
190000,2976,1.315,0.021,9.54,472594,452439,1727,10,18461,1888,1605499.4,156.8,0.869,0.023,0.022,0.042,0.043,344,8.88,5.50,0.17,1.20,0.29,1.68,0.14,1.12,8.28,5.12,0.00,0.00,0.024,0.109,632,0.051,0.622,0.002,0.000,0.377,467658,455888,4,0.453,0.261,0.034,1560950,0.026,0.158,0.000,163.27,189315,272,0.083,0.700,0.000,1340896,1.06,16.18,0.000,0.004,0.000,4,8,15,47,1111,11,0.00,0.0065
200000,2941,1.365,0.017,11.17,460569,442579,1594,18,16413,2633,1595219.8,228.8,0.867,0.021,0.019,0.047,0.046,278,9.26,6.13,0.19,1.42,0.36,1.67,0.27,1.38,8.44,5.50,0.00,0.08,0.036,0.126,798,0.054,0.612,0.005,0.000,0.382,455698,442482,8,0.269,0.097,0.068,1719787,0.028,0.114,0.000,163.27,205043,118,0.087,0.722,0.000,1252756,1.07,15.98,0.000,0.023,0.001,4,8,16,64,1099,12,0.00,0.0064
210000,2983,1.342,0.014,10.30,458943,440700,1814,23,16364,2551,1602034.6,321.7,0.872,0.021,0.020,0.043,0.044,281,9.03,6.29,0.20,1.34,0.20,1.41,0.27,1.41,8.37,5.96,0.00,0.07,0.016,0.101,687,0.061,0.634,0.002,0.000,0.363,453630,441471,10,0.186,0.153,0.058,2411994,0.015,0.085,0.000,163.27,205857,248,0.126,0.652,0.000,1170853,1.07,16.09,0.000,0.043,0.002,4,7,15,64,1131,12,0.01,0.0064
220000,3086,1.308,0.017,9.55,476484,456378,1882,24,18097,1565,1593947.9,130.2,0.883,0.021,0.020,0.037,0.039,297,8.23,5.77,0.24,1.58,0.23,1.68,0.24,1.55,7.52,4.90,0.00,0.11,0.017,0.102,602,0.069,0.612,0.006,0.000,0.383,471944,460165,12,0.323,0.080,0.044,1261238,0.020,0.112,0.000,163.27,203627,835,0.083,0.500,0.000,1163854,1.09,17.47,0.000,0.009,0.002,3,7,14,64,1100,12,0.01,0.0069
230000,3205,1.308,0.015,9.44,480323,462475,1973,11,15745,1408,1604958.9,96.6,0.884,0.019,0.018,0.038,0.041,311,7.58,6.00,0.11,1.56,0.23,1.54,0.34,2.28,6.89,4.87,0.00,0.07,0.020,0.112,573,0.090,0.642,0.002,0.000,0.356,475407,463928,6,0.444,0.217,0.059,1269941,0.016,0.086,0.000,163.26,202385,245,0.069,0.909,0.000,1161229,1.04,18.33,0.001,0.011,0.001,3,6,13,64,1121,12,0.02,0.0073
240000,3126,1.306,0.017,8.61,456000,438634,2001,281,15163,8926,1583298.8,1207.0,0.877,0.018,0.018,0.043,0.046,352,8.24,6.73,0.11,1.02,0.32,1.68,0.14,0.98,7.66,6.25,0.01,0.16,0.028,0.118,644,0.098,0.643,0.001,0.000,0.356,450733,439500,4,0.385,0.313,0.036,1968867,0.012,0.122,0.000,163.26,187297,444,0.135,0.445,0.001,1133614,1.03,17.61,0.000,0.015,0.004,3,7,15,61,1155,12,0.01,0.0066
250000,3169,1.261,0.012,9.13,467330,450503,2115,88,14581,3795,1610511.8,436.2,0.888,0.016,0.015,0.040,0.042,355,7.80,6.07,0.05,0.75,0.33,2.18,0.18,1.37,7.25,5.36,0.00,0.06,0.023,0.121,562,0.118,0.595,0.000,0.000,0.405,462507,451355,6,0.251,0.226,0.043,1344721,0.013,0.075,0.000,163.27,181174,247,0.115,0.670,0.000,1164879,1.02,18.16,0.001,0.009,0.001,3,6,13,64,960,17,0.01,0.0070
260000,3095,1.298,0.015,8.42,491202,473734,2262,6,15274,1752,1626769.5,98.6,0.910,0.013,0.011,0.031,0.035,328,8.22,6.40,0.06,0.88,0.36,2.79,0.40,2.25,7.40,5.41,0.00,0.14,0.020,0.107,538,0.088,0.620,0.000,0.000,0.380,487230,479851,9,0.391,0.008,0.076,1889552,0.011,0.092,0.000,163.27,201797,719,0.056,0.500,0.000,915869,1.02,17.52,0.000,0.005,0.003,4,6,15,64,976,16,0.00,0.0071
270000,3157,1.303,0.016,8.03,487660,467412,2256,3,17927,945,1613859.6,61.0,0.900,0.014,0.012,0.036,0.038,385,7.40,5.43,0.04,0.75,0.24,2.00,0.30,1.82,6.82,4.60,0.00,0.13,0.016,0.097,457,0.118,0.640,0.000,0.000,0.360,483302,475680,7,0.465,0.025,0.043,1977040,0.011,0.160,0.000,163.23,185878,72,0.065,0.667,0.000,1011547,1.01,18.46,0.001,0.004,0.001,3,6,12,64,1061,12,0.04,0.0075
280000,3179,1.283,0.019,7.39,492160,472255,2055,32,17796,3166,1614757.2,404.9,0.898,0.015,0.013,0.036,0.039,423,7.55,5.59,0.05,0.89,0.23,2.19,0.22,1.54,7.06,4.50,0.01,0.16,0.011,0.083,475,0.079,0.656,0.001,0.000,0.343,487855,480562,6,0.450,0.048,0.045,1487700,0.017,0.126,0.000,163.24,179571,469,0.128,0.469,0.000,1106650,1.01,17.97,0.001,0.011,0.002,3,6,12,64,1125,11,0.03,0.0072
290000,3091,1.296,0.011,8.60,481423,460268,1896,13,19334,1364,1619412.6,144.4,0.890,0.016,0.014,0.038,0.041,401,8.24,6.13,0.04,0.74,0.15,1.21,0.17,1.32,7.87,5.72,0.01,0.15,0.011,0.084,448,0.057,0.613,0.000,0.000,0.386,476558,468548,4,0.228,0.674,0.032,1403188,0.016,0.069,0.000,163.27,177967,626,0.106,0.462,0.000,1094721,1.01,16.89,0.003,0.004,0.002,3,7,14,64,1067,12,0.01,0.0067
300000,3100,1.315,0.016,8.89,487276,464867,2154,1,20245,704,1602776.5,53.1,0.896,0.015,0.014,0.036,0.040,329,7.90,5.43,0.09,0.82,0.10,1.03,0.19,1.46,7.52,4.86,0.00,0.12,0.008,0.065,473,0.087,0.642,0.003,0.000,0.356,482572,473992,7,0.221,0.119,0.042,1146948,0.022,0.114,0.000,163.26,190738,21,0.075,1.000,0.000,949654,1.03,17.39,0.000,0.001,0.002,3,7,13,64,1134,13,0.01,0.0069
310000,3091,1.311,0.013,8.08,477233,454725,1963,1,20553,590,1605119.2,41.3,0.882,0.016,0.015,0.041,0.046,395,8.28,5.93,0.07,0.89,0.18,1.51,0.24,1.63,7.79,5.23,0.00,0.04,0.013,0.088,464,0.099,0.631,0.001,0.000,0.368,472046,463211,7,0.251,0.237,0.047,1360139,0.022,0.071,0.000,163.25,174371,69,0.070,0.000,0.000,1106337,1.02,16.84,0.001,0.004,0.001,3,7,13,64,1138,12,0.02,0.0067
320000,3011,1.330,0.013,8.50,474952,455107,1832,45,18048,1846,1607205.8,245.8,0.874,0.019,0.017,0.043,0.047,416,8.28,5.36,0.12,1.39,0.39,2.12,0.31,1.94,7.46,4.31,0.01,0.18,0.028,0.119,557,0.053,0.625,0.002,0.000,0.374,470355,460711,10,0.221,0.159,0.060,2000077,0.020,0.083,0.000,163.25,173421,801,0.133,0.333,0.000,1247836,1.04,16.58,0.001,0.008,0.004,4,7,13,64,1120,12,0.02,0.0072
330000,3089,1.309,0.013,9.33,479720,459458,1925,7,18252,1121,1608103.0,71.8,0.891,0.015,0.014,0.038,0.041,343,8.06,5.86,0.15,1.40,0.26,2.05,0.36,1.85,7.29,4.80,0.01,0.15,0.018,0.109,541,0.079,0.629,0.001,0.000,0.370,475254,465953,8,0.332,0.071,0.065,2129347,0.015,0.088,0.000,163.26,188121,420,0.064,0.571,0.000,1100127,1.06,16.81,0.001,0.009,0.003,3,7,14,64,1120,11,0.01,0.0071
340000,2977,1.324,0.015,10.08,470292,450107,1648,17,18632,2328,1612156.1,224.4,0.877,0.015,0.015,0.045,0.049,326,8.68,6.29,0.06,0.56,0.63,3.28,0.18,1.30,7.81,4.93,0.00,0.11,0.035,0.151,532,0.062,0.621,0.002,0.000,0.377,465384,453413,12,0.275,0.097,0.045,1485113,0.028,0.100,0.000,163.26,190354,199,0.096,0.706,0.000,1231642,1.03,16.70,0.000,0.014,0.002,3,7,15,63,1107,13,0.01,0.0069
350000,3000,1.328,0.013,10.66,466487,448975,1555,14,15920,2494,1597606.5,178.4,0.875,0.018,0.017,0.043,0.047,272,9.09,6.25,0.33,2.01,0.45,2.76,0.20,1.46,8.11,5.19,0.02,0.23,0.028,0.137,629,0.078,0.622,0.003,0.000,0.374,461788,448527,12,0.242,0.152,0.036,1143910,0.059,0.110,0.000,163.26,202569,390,0.072,0.643,0.000,1216586,1.12,15.81,0.001,0.021,0.006,4,8,15,64,1118,11,0.01,0.0066
360000,3125,1.315,0.014,11.34,468091,453525,1836,63,12542,4959,1608050.9,499.9,0.882,0.019,0.018,0.038,0.043,237,8.14,5.43,0.14,1.14,0.29,1.83,0.16,1.37,7.54,4.86,0.00,0.08,0.023,0.126,597,0.077,0.633,0.001,0.000,0.366,464106,448720,10,0.230,0.187,0.042,1329121,0.057,0.096,0.000,163.27,216398,112,0.101,0.778,0.000,1250793,1.05,16.78,0.000,0.021,0.002,3,7,14,53,1157,12,0.01,0.0068
370000,3010,1.346,0.013,11.86,463017,447619,1874,21,13618,3624,1598283.2,369.2,0.879,0.017,0.016,0.041,0.047,234,8.52,6.25,0.14,1.32,0.61,2.88,0.11,0.90,7.67,5.26,0.01,0.24,0.037,0.140,641,0.075,0.646,0.001,0.000,0.353,458806,443788,14,0.276,0.178,0.027,1163571,0.037,0.092,0.000,163.27,217553,29,0.102,0.905,0.000,1157089,1.04,16.45,0.000,0.038,0.004,3,7,14,64,1104,13,0.00,0.0069
380000,3226,1.295,0.013,10.79,459074,442716,1998,9,14135,1534,1584861.4,156.7,0.875,0.017,0.017,0.043,0.048,252,7.43,5.62,0.24,1.46,0.31,2.37,0.11,1.05,6.77,4.73,0.01,0.20,0.019,0.104,556,0.130,0.644,0.003,0.000,0.353,454955,440679,9,0.219,0.099,0.021,1120453,0.054,0.088,0.000,163.27,210889,176,0.102,0.778,0.000,1152713,1.08,17.96,0.001,0.016,0.006,3,6,12,64,1141,11,0.01,0.0073
390000,3152,1.329,0.012,11.33,466540,450372,2116,11,14115,1988,1599384.5,279.2,0.886,0.018,0.016,0.039,0.042,242,7.82,5.41,0.34,1.64,0.28,1.95,0.19,1.18,7.01,4.52,0.01,0.16,0.020,0.099,664,0.089,0.640,0.004,0.000,0.356,462516,449830,12,0.220,0.122,0.042,1429424,0.033,0.070,0.000,163.27,211644,337,0.140,0.364,0.000,1082642,1.12,17.47,0.000,0.028,0.006,3,6,13,64,1145,12,0.01,0.0072
400000,3269,1.305,0.016,11.08,467213,450236,2169,14,14677,2207,1597421.1,281.3,0.890,0.015,0.014,0.038,0.043,239,7.01,5.32,0.17,1.25,0.17,1.25,0.20,1.55,6.47,4.72,0.01,0.10,0.015,0.087,516,0.085,0.662,0.004,0.000,0.334,462527,452119,10,0.236,0.056,0.046,1754547,0.019,0.143,0.000,163.26,210956,489,0.127,0.286,0.000,962547,1.06,18.69,0.001,0.009,0.004,3,6,12,64,1147,12,0.01,0.0076
410000,3165,1.323,0.017,10.15,477398,458950,2106,9,16437,1386,1573206.9,153.6,0.891,0.016,0.014,0.038,0.041,259,7.97,5.75,0.20,1.25,0.29,1.79,0.13,0.97,7.35,4.97,0.01,0.14,0.018,0.093,580,0.104,0.631,0.004,0.000,0.364,472974,462712,11,0.226,0.090,0.042,1054227,0.039,0.114,0.000,163.26,210090,396,0.111,0.111,0.000,1011747,1.08,17.41,0.000,0.006,0.002,3,7,14,64,1147,13,0.02,0.0068
420000,3073,1.310,0.013,9.37,469180,449523,1637,3,18109,1550,1599681.2,185.8,0.874,0.017,0.017,0.045,0.048,321,8.39,5.76,0.09,0.78,0.24,1.45,0.11,0.85,7.96,5.51,0.01,0.13,0.021,0.108,555,0.075,0.617,0.001,0.000,0.382,464864,453821,11,0.228,0.222,0.030,1092173,0.062,0.089,0.000,163.23,188081,613,0.120,0.000,0.000,1136458,1.04,16.93,0.001,0.014,0.002,4,7,14,64,1152,13,0.04,0.0065
430000,3183,1.293,0.015,8.91,482237,461281,2016,6,18824,2323,1588083.1,271.5,0.880,0.017,0.016,0.043,0.043,320,7.96,5.75,0.23,1.31,0.22,1.60,0.10,0.81,7.42,5.22,0.00,0.11,0.016,0.097,570,0.120,0.633,0.009,0.000,0.358,477958,466558,11,0.222,0.206,0.029,910799,0.061,0.126,0.000,163.24,188507,20,0.117,1.000,0.000,1152830,1.08,17.31,0.002,0.031,0.002,3,7,13,64,1181,10,0.04,0.0067
440000,3150,1.301,0.015,9.10,478266,461024,1724,97,15454,8864,1581310.0,1397.1,0.875,0.019,0.019,0.043,0.044,350,8.02,5.52,0.20,1.37,0.25,1.65,0.08,0.69,7.49,5.06,0.01,0.16,0.018,0.103,563,0.100,0.644,0.006,0.000,0.350,473798,462695,12,0.234,0.024,0.030,789298,0.051,0.107,0.000,163.23,182583,1036,0.158,0.227,0.000,1281240,1.06,17.37,0.000,0.056,0.002,3,7,14,64,1158,13,0.04,0.0067
450000,2967,1.310,0.016,8.67,469013,453174,1877,412,13733,23719,1582322.8,3522.5,0.871,0.018,0.019,0.044,0.048,380,9.08,5.72,0.21,1.67,0.39,2.23,0.16,1.51,8.32,4.76,0.02,0.23,0.025,0.115,597,0.059,0.602,0.004,0.000,0.394,464252,454726,10,0.231,0.005,0.032,866886,0.055,0.113,0.000,163.26,171354,419,0.149,0.388,0.000,1346395,1.07,15.89,0.000,0.029,0.006,4,8,15,60,1130,10,0.01,0.0064
460000,3051,1.301,0.016,8.67,471733,455109,1969,27,14544,5702,1609083.0,640.6,0.873,0.020,0.019,0.042,0.045,393,8.50,6.27,0.23,2.20,0.42,2.95,0.20,1.43,7.65,4.97,0.01,0.24,0.022,0.123,573,0.070,0.638,0.002,0.000,0.360,467048,456939,9,0.223,0.108,0.039,1183957,0.051,0.109,0.000,163.26,169069,882,0.112,0.481,0.001,1265485,1.07,16.72,0.000,0.040,0.006,4,7,14,64,1124,11,0.01,0.0069
470000,3027,1.319,0.018,8.29,468734,452421,1645,21,14671,6139,1607600.2,661.0,0.866,0.020,0.018,0.046,0.050,380,8.82,6.36,0.18,1.43,0.43,2.62,0.17,1.58,8.04,5.35,0.01,0.15,0.024,0.126,563,0.089,0.622,0.003,0.000,0.375,463837,453856,11,0.224,0.041,0.024,1215158,0.026,0.114,0.000,163.26,167175,399,0.108,0.667,0.000,1303622,1.05,16.30,0.000,0.024,0.002,4,7,15,63,1128,14,0.02,0.0066
480000,2976,1.337,0.016,9.07,472268,454515,1639,15,16150,3995,1593365.8,390.7,0.863,0.019,0.017,0.049,0.053,443,8.77,5.93,0.14,1.24,0.26,1.88,0.15,1.35,8.22,5.19,0.01,0.15,0.018,0.100,587,0.081,0.642,0.002,0.000,0.356,467175,457631,8,0.226,0.054,0.029,838110,0.041,0.122,0.000,163.23,160647,1006,0.098,0.533,0.000,1417986,1.04,16.56,0.000,0.026,0.004,4,7,15,64,1135,11,0.04,0.0065
490000,3119,1.295,0.014,8.68,473574,455103,1601,20,16707,3599,1597377.0,368.2,0.867,0.018,0.017,0.047,0.051,464,8.04,5.54,0.14,1.12,0.35,1.95,0.10,1.05,7.45,5.00,0.01,0.14,0.028,0.135,591,0.098,0.621,0.002,0.000,0.376,468715,456181,6,0.226,0.049,0.024,958974,0.031,0.103,0.000,163.24,165594,1040,0.102,0.300,0.001,1355831,1.07,17.27,0.001,0.034,0.004,4,7,13,64,1142,12,0.03,0.0069
500000,3009,1.292,0.012,8.71,485740,467412,1822,18,16598,4927,1609829.5,463.4,0.882,0.017,0.016,0.041,0.044,442,8.93,6.37,0.07,0.81,0.53,2.73,0.31,1.98,8.03,5.32,0.00,0.10,0.036,0.151,611,0.081,0.590,0.003,0.000,0.407,481560,471237,9,0.315,0.031,0.045,935033,0.050,0.113,0.000,163.25,171747,512,0.094,0.667,0.000,1293082,1.02,16.48,0.000,0.025,0.002,4,7,15,64,958,16,0.02,0.0067
510000,3005,1.336,0.014,8.37,477099,460572,1835,17,14679,3521,1603405.2,377.7,0.875,0.018,0.017,0.044,0.046,500,8.87,6.46,0.17,1.32,0.71,2.66,0.28,1.78,7.71,5.37,0.01,0.13,0.064,0.172,657,0.076,0.626,0.003,0.000,0.370,472836,463995,9,0.227,0.036,0.070,1529309,0.029,0.100,0.000,163.24,160641,335,0.107,0.765,0.000,1345243,1.07,16.12,0.002,0.017,0.003,4,7,15,64,1120,11,0.03,0.0069
520000,3050,1.321,0.010,7.69,461855,444100,1645,5,16060,2500,1620637.5,253.0,0.865,0.018,0.018,0.048,0.051,526,8.43,6.66,0.07,0.74,0.56,2.60,0.34,2.40,7.47,5.56,0.00,0.04,0.048,0.175,599,0.067,0.651,0.003,0.000,0.346,457631,445736,8,0.323,0.113,0.049,1725740,0.039,0.102,0.000,163.23,158619,36,0.101,0.800,0.000,1412791,1.03,17.45,0.001,0.027,0.001,4,7,15,64,1142,11,0.04,0.0071
530000,3079,1.325,0.014,8.68,464691,447529,2042,21,15070,4533,1605506.9,380.6,0.887,0.017,0.015,0.039,0.042,509,8.55,6.41,0.14,1.04,0.62,3.03,0.23,1.72,7.56,5.05,0.01,0.16,0.041,0.140,633,0.079,0.624,0.004,0.000,0.373,461282,450310,10,0.435,0.027,0.053,1656504,0.034,0.114,0.000,163.25,165168,671,0.084,0.571,0.000,1444280,1.05,17.14,0.000,0.026,0.002,3,7,15,64,1133,11,0.02,0.0069
