step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1245.9518,612.78,88.00,1.83,316,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1287.0166,705.62,644.03,0.93,307,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,1.4108,0.06,2.51,22.54,1,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1845.2450,1052.13,95.54,15.06,731,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,1040.2837,406.51,498.83,14.14,346,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.0290,0.04,7.80,29.42,1,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1460.0211,820.24,63.04,26.41,671,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,1156.4681,441.12,635.55,23.27,573,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.8400,1.80,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,1287.0877,722.00,88.06,33.46,523,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3255,1890.1532,975.50,1521.25,29.59,1106,27.20,10.102,5.560,0.4806,310.851,0.00,0.0000
1000,-30,2,598,337.4139,150.73,843.81,34.80,242,28.98,11.024,4.983,0.5962,435.467,0.00,0.0000
1000,-20,0,1820,555.1047,358.82,41.39,55.87,66,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1477.1465,718.20,1070.98,30.03,414,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,2470.1812,1057.72,11055.67,33.07,1012,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,448.5490,187.31,24.33,65.26,30,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,1166.4189,498.74,921.05,35.06,132,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2701.1039,1303.44,15825.11,34.84,1049,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1825,425.9153,270.63,31.20,72.11,7,38.85,17.518,2.984,0.2176,429.821,0.00,0.0000
1000,0,1,1739,965.3470,429.79,841.79,40.68,34,38.58,17.318,3.015,0.3683,748.718,0.00,0.0000
1000,0,2,4803,3105.8969,1659.67,15246.97,38.05,857,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,947.2733,607.44,51.69,74.60,62,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2710,1848.8803,1107.06,1339.63,44.81,225,37.15,16.384,3.348,0.4105,698.931,0.00,0.0000
1000,10,2,3721,2581.0897,1168.82,9747.13,22.84,754,32.18,13.945,5.046,0.6875,819.984,0.00,0.0000
1000,20,0,3994,868.7338,474.93,62.05,62.26,185,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,2302.8139,1327.28,1560.49,36.39,467,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,934.2780,456.48,2055.07,8.26,297,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,1590.8401,862.50,85.06,37.43,533,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,1805.7753,1006.59,1004.14,42.41,490,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,196.9812,133.38,242.93,71.00,52,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
1000,40,0,6695,1445.6110,875.18,63.81,28.38,483,19.87,6.114,7.799,0.2641,86.650,0.00,0.0000
1000,40,1,1253,872.0420,383.92,493.04,49.79,258,23.75,7.459,5.916,0.6897,224.345,0.00,0.0000
1000,40,2,222,168.8707,70.35,261.07,65.79,49,23.86,7.759,6.107,0.8087,275.556,0.00,0.0000
1000,50,0,5138,502.8784,404.55,13.83,19.39,68,11.20,2.312,10.936,0.1882,26.657,0.00,0.0000
1000,50,1,567,376.2991,197.30,138.70,53.69,86,17.61,4.010,7.475,0.8436,135.741,0.00,0.0000
1000,50,2,11,6.9768,4.26,13.68,35.34,1,19.14,4.263,6.382,0.9458,172.595,0.00,0.0000
1000,60,0,3853,81.0797,79.61,0.77,11.91,1,2.35,0.233,15.057,0.1138,5.121,0.00,0.0000
1000,60,1,2,0.0639,0.00,0.32,20.07,0,9.32,0.587,10.123,0.9626,63.711,0.00,0.0000
1000,70,0,4656,4.7176,5.81,0.16,8.42,0,-5.43,0.001,20.728,0.0813,0.899,0.00,0.0000
1000,80,0,3564,0.0191,0.43,0.06,4.84,0,-11.91,0.000,26.913,0.0684,0.200,0.00,0.0000
2000,-60,0,5295,77.2762,364.64,89.88,-15.57,11,-8.97,0.000,24.032,0.5271,9.971,0.00,0.0000
2000,-60,1,2437,50.6908,357.85,609.45,-19.23,5,-11.27,0.000,26.300,0.9589,11.700,0.00,0.0000
2000,-60,2,2,0.1876,0.14,2.43,-6.37,0,0.29,0.000,15.175,0.9955,29.038,0.00,0.0000
2000,-50,0,7119,441.0920,687.42,95.63,-9.01,87,1.00,0.124,15.923,0.4167,21.527,0.00,0.0000
2000,-50,1,1575,216.2891,286.37,487.35,-2.32,24,0.59,0.108,16.275,0.7846,34.525,0.00,0.0000
2000,-50,2,4,0.0064,0.00,6.64,-2.40,0,5.28,0.039,11.713,0.9537,43.806,0.00,0.0000
2000,-40,0,6341,582.3106,561.19,62.57,2.53,187,12.02,2.270,10.121,0.3732,56.161,0.00,0.0000
2000,-40,1,1738,395.0069,320.52,633.48,8.43,72,10.81,2.025,10.923,0.6895,84.957,0.00,0.0000
2000,-40,2,2,0.6229,0.15,2.36,-7.22,1,13.35,1.702,8.058,0.6994,123.154,0.00,0.0000
2000,-30,0,4325,633.8158,437.67,87.70,12.53,248,20.48,6.084,7.177,0.3975,130.421,0.00,0.0000
2000,-30,1,3248,839.0289,495.35,1519.27,19.54,318,20.56,6.309,7.379,0.5847,188.743,0.00,0.0000
2000,-30,2,604,156.4670,78.50,855.77,24.64,77,23.13,7.485,6.428,0.7661,291.371,0.00,0.0000
2000,-20,0,1822,470.8331,444.66,41.61,14.50,76,28.03,10.382,5.166,0.3601,243.855,0.00,0.0000
2000,-20,1,2515,806.8075,530.25,1073.20,22.64,261,27.62,10.312,5.438,0.5302,345.839,0.00,0.0000
2000,-20,2,3882,892.8168,512.89,11117.34,32.19,462,27.38,10.248,5.605,0.8377,507.170,0.00,0.0000
2000,-10,0,1809,335.0091,363.89,24.32,24.66,26,34.54,14.528,3.760,0.3146,388.075,0.00,0.0000
2000,-10,1,2069,805.0081,770.97,920.42,25.98,69,34.29,14.499,3.881,0.4454,571.740,0.00,0.0000
2000,-10,2,4346,1120.6089,809.63,15870.06,40.53,410,32.26,13.425,4.589,0.8056,796.656,0.00,0.0000
2000,0,0,1824,347.3049,394.90,30.77,25.90,41,38.82,17.356,2.898,0.2200,435.045,0.00,0.0000
2000,0,1,1745,687.8360,638.20,844.60,30.13,97,38.52,17.282,3.001,0.3734,742.278,0.00,0.0000
2000,0,2,4798,1626.9297,1511.91,15251.81,44.58,395,35.94,15.900,3.877,0.6743,982.112,0.00,0.0000
2000,10,0,3018,630.3774,767.89,51.52,24.91,34,40.19,18.284,2.651,0.1967,456.697,0.00,0.0000
2000,10,1,2733,1045.4430,1062.72,1359.26,33.80,82,39.78,18.152,2.804,0.3477,781.156,0.00,0.0000
2000,10,2,3694,1051.1925,831.94,9732.96,57.89,311,35.83,16.131,4.175,0.6058,886.586,0.00,0.0000
2000,20,0,3998,440.7133,480.32,61.80,30.00,38,37.77,16.883,3.353,0.1468,259.333,0.00,0.0000
2000,20,1,3277,1025.0625,1047.54,1554.87,49.18,78,38.28,17.244,3.246,0.3499,635.793,0.00,0.0000
2000,20,2,1170,339.6901,218.04,2057.80,66.05,142,35.24,15.639,4.219,0.5306,711.008,0.00,0.0000
2000,30,0,6747,833.6568,813.74,84.96,43.10,145,35.06,14.968,3.826,0.1900,255.760,0.00,0.0000
2000,30,1,2301,709.5136,792.56,995.13,42.29,80,37.24,16.027,3.027,0.3659,522.109,0.00,0.0000
2000,30,2,226,97.2022,111.52,250.47,19.24,29,35.14,14.587,3.405,0.5481,628.225,0.00,0.0000
2000,40,0,6690,910.9884,840.60,63.36,43.94,174,31.11,12.075,4.414,0.1967,165.607,0.00,0.0000
2000,40,1,1254,396.4559,341.10,496.25,28.53,122,33.94,13.298,3.231,0.5219,457.879,0.00,0.0000
2000,40,2,226,75.1664,68.88,268.92,16.89,26,33.30,13.141,3.566,0.6599,588.488,0.00,0.0000
2000,50,0,5132,609.3271,470.25,13.42,41.77,103,24.99,8.038,5.644,0.1461,61.269,0.00,0.0000
2000,50,1,573,354.3707,265.97,143.39,18.66,117,29.84,10.179,3.702,0.7086,360.496,0.00,0.0000
