step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,1.01,11,0,0,0,1,0,1.00,24,0.000,2203,0.00,91.98,4.69,182,2,1,0,1.00,1.00,1.00,1,1,1,55.2,1.705,1,1.008,0.493,7,1.000,0
100000,2.02,11,0,0,0,2,0,1.00,22,0.000,1650,0.00,56.42,1.86,182,2,1,0,1.00,1.00,1.00,2,2,1,43.9,9.105,2,1.008,0.493,7,1.000,0
100000,19.20,29,7,3,0,0,1,4.44,10,0.156,1576,0.00,40.98,89.12,169,0,0,1,3.00,2.14,11.00,3,2,7,11.4,1.767,10,1.130,0.471,7,1.000,0
100000,37.28,29,8,12,0,5,2,3.58,4,0.322,1512,0.00,36.36,70.87,169,1,0,2,3.00,1.57,5.40,4,5,7,31.8,14.640,25,1.130,0.471,7,1.000,0
100000,15.81,29,7,0,0,0,0,5.25,12,0.000,1483,0.00,19.67,88.31,169,0,0,0,3.00,3.00,21.00,3,1,7,11.5,2.648,7,1.130,0.471,7,1.000,0
100000,3.17,20,0,0,0,3,0,1.00,20,0.000,1441,0.00,68.16,3.69,182,2,0,0,1.00,1.00,1.00,1,2,2,47.7,14.944,3,1.057,0.461,7,1.000,0
100000,1.04,14,0,0,0,1,0,1.00,24,0.000,1429,0.00,63.06,2.25,182,1,0,0,1.00,1.00,1.00,1,1,1,26.8,5.203,1,1.041,0.465,7,1.000,0
100000,31.63,29,8,10,0,2,2,3.67,4,0.316,1416,0.00,33.47,126.06,169,1,0,2,3.00,1.86,5.40,5,5,7,34.2,2.269,20,1.130,0.471,7,1.000,0
100000,35.72,29,8,12,0,3,2,3.50,4,0.336,1413,2.23,24.69,96.37,169,0,0,2,3.00,1.29,5.40,4,5,7,11.8,11.713,23,1.152,0.476,7,1.000,0
100000,4.16,21,0,0,0,4,0,1.00,20,0.000,1401,0.30,61.45,4.26,182,1,0,0,1.00,1.00,1.00,1,2,2,34.1,19.618,4,1.041,0.465,7,1.000,0
100000,31.63,29,8,9,0,3,2,3.67,4,0.285,1386,0.00,24.83,65.57,169,1,1,2,3.00,1.86,5.40,4,5,7,24.0,2.733,20,1.130,0.471,7,1.000,0
100000,13.53,14,0,0,0,13,0,1.00,10,0.000,1369,0.51,116.29,1.85,182,1,2,0,1.00,1.00,1.00,2,2,7,36.9,67.638,13,1.041,0.465,7,1.000,0
100000,11.45,14,0,0,0,11,0,1.00,12,0.000,1365,1.49,85.90,1.98,182,0,0,0,1.00,1.00,1.00,4,2,6,15.5,44.451,11,1.041,0.465,7,1.000,0
100000,29.37,29,8,9,0,1,2,3.67,4,0.306,1306,0.00,31.27,75.31,169,2,0,2,3.00,1.86,5.40,4,5,7,41.4,0.224,18,1.130,0.471,7,1.000,0
100000,3.12,14,0,0,0,3,0,1.00,20,0.000,1277,0.00,65.39,6.30,182,2,1,0,1.00,1.00,1.00,1,1,3,57.1,11.449,3,1.041,0.465,7,1.000,0
100000,5.22,18,0,0,0,5,0,1.00,16,0.000,1274,0.00,80.55,1.64,182,2,2,0,1.00,1.00,1.00,2,3,3,41.7,10.487,5,1.044,0.477,7,1.000,0
100000,14.57,14,0,0,0,14,0,1.00,10,0.000,1210,0.00,89.07,2.01,182,0,1,0,1.00,1.00,1.00,6,2,7,17.9,61.012,14,1.041,0.465,7,1.000,0
100000,33.42,29,8,10,0,3,2,3.58,4,0.299,1203,0.00,39.09,79.59,169,0,2,2,3.00,1.57,5.40,3,5,7,18.7,18.883,21,1.152,0.476,7,1.000,0
100000,6.24,14,0,0,0,6,0,1.00,14,0.000,1169,0.00,64.08,1.65,182,2,2,0,1.00,1.00,1.00,2,2,5,52.6,26.100,6,1.041,0.465,7,1.000,0
100000,31.63,29,8,9,0,3,2,3.67,4,0.285,1159,0.00,32.79,78.65,169,2,2,2,3.00,1.86,5.40,4,5,7,52.1,8.295,20,1.130,0.471,7,1.000,0
100000,1.01,13,0,0,0,1,0,1.00,24,0.000,1155,0.00,43.88,0.72,182,2,1,0,1.00,1.00,1.00,1,1,1,47.7,2.614,1,1.008,0.493,7,1.000,0
100000,2.08,14,0,0,0,2,0,1.00,22,0.000,1142,0.64,55.51,4.21,182,0,0,0,1.00,1.00,1.00,2,2,1,13.3,9.060,2,1.041,0.465,7,1.000,0
100000,4.10,14,0,0,0,4,0,1.00,18,0.000,1138,0.00,59.32,1.68,182,2,1,0,1.00,1.00,1.00,1,1,4,57.4,5.689,4,1.024,0.489,7,1.000,0
100000,7.17,14,0,0,0,7,0,1.00,16,0.000,1129,0.27,65.91,1.94,182,0,0,0,1.00,1.00,1.00,4,2,4,17.2,34.291,7,1.024,0.489,7,1.000,0
100000,11.66,16,0,0,0,11,0,1.00,10,0.000,1122,0.00,58.10,3.78,182,0,0,0,1.00,1.00,1.00,3,3,6,12.3,16.962,11,1.060,0.472,7,1.000,0
100000,4.23,20,0,0,0,4,0,1.00,20,0.000,1117,0.07,56.46,5.76,182,2,2,0,1.00,1.00,1.00,4,2,2,51.5,15.354,4,1.057,0.461,7,1.000,0
100000,32.76,29,8,10,0,3,2,3.58,4,0.305,1108,0.00,21.66,56.98,169,1,1,2,3.00,1.57,5.40,4,5,7,29.1,6.387,21,1.130,0.471,7,1.000,0
100000,2.19,15,0,0,0,2,0,1.00,18,0.000,1101,0.05,45.18,2.02,182,1,1,0,1.00,1.00,1.00,1,1,2,34.3,10.970,2,1.097,0.472,6,1.000,0
100000,1.06,21,0,0,0,1,0,1.00,24,0.000,1088,0.00,100.79,3.49,182,2,2,0,1.00,1.00,1.00,1,1,1,57.0,5.009,1,1.057,0.461,7,1.000,0
100000,35.02,29,8,11,0,4,2,3.58,4,0.314,1075,0.00,22.77,78.67,169,1,2,2,3.00,1.57,5.40,5,5,7,35.4,0.150,23,1.130,0.471,7,1.000,0
100000,0.98,14,0,0,0,1,0,1.00,20,0.000,1072,0.00,72.24,5.31,182,2,2,0,1.00,1.00,1.00,1,1,1,55.1,4.220,1,0.981,0.447,6,1.000,0
100000,2.02,11,0,0,0,2,0,1.00,22,0.000,1066,0.00,30.84,0.60,182,0,0,0,1.00,1.00,1.00,2,2,1,21.3,5.716,2,1.008,0.493,7,1.000,0
100000,8.46,20,0,0,0,8,0,1.00,14,0.000,1065,0.00,73.85,2.99,182,2,0,0,1.00,1.00,1.00,1,3,4,58.8,25.205,8,1.057,0.461,7,1.000,0
100000,3.13,18,0,0,0,3,0,1.00,20,0.000,1062,0.05,44.66,1.79,182,2,2,0,1.00,1.00,1.00,2,2,2,58.3,15.185,3,1.044,0.477,7,1.000,0
100000,5.73,16,0,0,0,6,0,1.00,16,0.000,1058,1.21,70.58,2.44,182,2,2,0,1.00,1.00,1.00,4,2,4,57.7,28.645,6,0.955,0.419,7,1.000,0
100000,31.63,29,8,9,0,3,2,3.67,4,0.285,1056,0.00,24.10,73.50,169,1,0,2,3.00,1.86,5.40,4,5,7,30.1,9.146,20,1.130,0.471,7,1.000,0
100000,1.04,14,0,0,0,1,0,1.00,24,0.000,1055,0.00,57.24,1.68,182,2,2,0,1.00,1.00,1.00,1,1,1,43.4,4.152,1,1.041,0.465,7,1.000,1
100000,4.13,16,2,0,0,0,0,4.00,18,0.000,1054,0.00,47.13,0.33,182,0,0,0,3.00,3.00,6.00,2,1,2,12.6,3.425,2,1.034,0.490,6,1.000,0
100000,1.08,32,0,0,0,1,0,1.00,24,0.000,1052,0.00,56.79,4.30,182,2,1,0,1.00,1.00,1.00,1,1,1,37.7,2.037,1,1.078,0.434,7,1.000,0
100000,3.07,14,0,0,0,3,0,1.00,20,0.000,1046,1.33,84.10,1.81,182,0,0,0,1.00,1.00,1.00,1,1,3,21.6,11.746,3,1.024,0.489,7,1.000,0
