step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1087,23.21,1.02,4.59,0.49,11.00,0.01,1.35,0.007,0.212,498250.3,588110.2,3,114,3.36,1.42,1.33,27.6593,512.75,31661.8,0.0271,43.7064,5462,36.9330,1022,3.9903,22745.6,148.26,2.2415,0.0,0.0000,1.000,0.7810
10000,1,1072,22.19,0.78,4.24,0.59,11.59,0.00,1.26,0.003,0.212,494205.5,574720.9,5,114,3.37,1.27,1.26,27.2710,414.63,34224.2,0.0328,43.1665,5461,36.9262,774,3.9242,22740.9,93.87,10.9051,0.0,0.0000,1.000,0.3216
10000,2,788,21.17,0.33,4.50,0.56,11.06,0.01,1.12,0.008,0.148,394169.5,399883.2,3,118,3.32,1.14,1.10,17.8535,285.15,40384.6,0.0305,34.0402,5461,36.9262,651,2.2884,13226.3,57.87,28.0185,0.0,0.0000,1.000,0.0291
20000,0,996,24.40,0.38,4.17,0.20,13.14,0.02,1.14,0.014,0.204,264381.9,190983.4,5,128,3.47,1.15,1.13,5.6561,143.26,20437.2,0.0957,25.8538,5462,15.9528,766,0.7336,4506.6,148.26,1.0419,0.0,0.0000,1.000,0.7810
20000,1,878,24.97,0.51,3.95,0.24,14.41,0.01,1.19,0.013,0.192,147853.1,99566.8,5,150,3.57,1.21,1.19,2.7095,215.00,38530.8,0.0000,14.5179,5461,15.9499,646,0.3362,1942.1,93.87,3.1154,0.0,0.0000,1.000,0.3216
20000,2,639,24.76,0.30,3.95,0.31,14.35,0.02,1.12,0.013,0.138,97760.9,63842.2,5,179,3.55,1.15,1.13,1.6639,116.65,50184.6,0.0000,9.5969,5461,15.9499,506,0.1713,943.3,57.87,7.2336,0.0,0.0000,1.000,0.0291
30000,0,1156,24.33,0.15,4.44,0.20,12.34,0.00,1.04,0.004,0.227,462039.3,382659.1,9,158,3.34,1.04,1.05,14.4901,242.92,28803.8,0.0000,44.4033,5462,39.6689,676,2.5563,17083.9,148.26,2.2242,0.0,0.0000,1.000,0.7810
30000,1,1025,24.41,0.27,4.55,0.28,12.17,0.01,1.09,0.005,0.203,463411.7,398235.5,8,152,3.41,1.10,1.09,15.7997,160.71,33366.6,0.0000,44.5223,5461,39.6617,602,2.7845,18419.7,93.87,10.8808,0.0,0.0000,1.000,0.3216
30000,2,772,24.48,0.16,4.46,0.11,12.79,0.00,1.05,0.003,0.153,360380.7,278521.4,9,191,3.39,1.05,1.06,9.6062,86.14,43246.4,0.0000,34.9741,5461,39.6617,444,1.5962,10475.0,57.87,28.1081,0.0,0.0000,1.000,0.0291
40000,0,1127,22.78,0.04,4.90,0.01,8.81,0.00,1.01,0.002,0.177,256602.5,137303.9,5,159,2.92,1.01,1.02,3.1697,128.19,18255.2,0.0615,25.3003,5462,15.7478,538,0.3227,2126.7,148.26,1.0223,0.0,0.0000,1.000,0.7810
40000,1,885,23.66,0.05,5.20,0.02,9.09,0.00,1.02,0.000,0.147,144054.8,67725.8,5,211,3.03,1.02,1.02,1.6723,132.23,36568.0,0.0000,14.1964,5461,15.7450,456,0.1471,924.7,93.87,3.0284,0.0,0.0000,1.000,0.3216
40000,2,661,23.37,0.00,5.55,0.07,7.97,0.00,1.00,0.000,0.102,95610.6,41927.8,5,254,2.97,1.00,1.00,1.1160,60.31,48762.8,0.0000,9.3877,5461,15.7450,173,0.0695,431.6,57.87,7.0812,0.0,0.0000,1.000,0.0291
50000,0,1186,26.37,0.11,2.67,0.03,11.43,0.00,1.03,0.002,0.193,454695.3,222680.8,14,219,3.09,1.05,1.02,9.4450,359.84,19401.5,0.4787,43.7350,5462,38.9097,564,2.4280,15400.1,148.26,2.2197,0.0,0.0000,1.000,0.7810
50000,1,945,26.72,0.10,3.19,0.04,10.99,0.00,1.03,0.002,0.156,456431.0,230727.9,14,198,3.10,1.06,1.02,10.0585,284.89,25521.1,0.0558,43.7638,5461,38.9026,424,2.7079,17066.7,93.87,10.6792,0.0,0.0000,1.000,0.3216
50000,2,732,24.76,0.01,2.85,0.04,11.25,0.00,1.00,0.000,0.118,351702.9,159929.1,13,273,3.01,1.00,1.01,6.6127,226.21,37939.9,0.0000,34.2307,5461,38.9026,272,1.3044,8288.7,57.87,27.4884,0.0,0.0000,1.000,0.0291
60000,0,1026,25.46,0.04,4.80,0.01,9.41,0.00,1.02,0.001,0.167,254313.3,98462.9,10,178,3.10,1.02,1.01,4.9399,131.95,16165.4,0.0495,25.1612,5462,15.4772,548,0.2419,1616.3,148.26,1.0210,0.0,0.0000,1.000,0.7810
60000,1,783,25.39,0.02,4.92,0.03,9.33,0.00,1.00,0.000,0.129,142026.1,49294.2,10,210,3.13,1.00,1.01,3.0100,133.33,33995.4,0.0000,14.2214,5461,15.4744,595,0.1192,734.7,93.87,3.0380,0.0,0.0000,1.000,0.3216
60000,2,594,25.66,0.05,4.80,0.03,10.09,0.00,1.01,0.002,0.101,93005.3,29053.6,9,219,3.22,1.02,1.01,2.1141,122.52,46493.8,0.0000,9.3125,5461,15.4744,295,0.0308,203.9,57.87,7.0757,0.0,0.0000,1.000,0.0291
70000,0,1013,24.90,0.08,1.91,0.02,11.07,0.02,1.03,0.009,0.151,433098.5,161498.5,13,221,2.94,1.04,1.01,13.9492,442.76,21738.2,1.3591,41.9291,5462,35.7600,143,0.7962,5323.0,148.26,2.0568,0.0,0.0000,1.000,0.7810
70000,1,930,24.42,0.08,2.03,0.03,10.82,0.01,1.02,0.005,0.138,439160.6,162674.6,13,239,2.90,1.04,1.01,12.9219,391.15,25165.8,0.5093,42.4308,5461,35.7534,107,0.8600,5915.2,93.87,10.1223,0.0,0.0000,1.000,0.3216
70000,2,706,23.27,0.04,2.05,0.03,10.74,0.01,1.01,0.003,0.104,340926.8,121422.6,12,277,2.88,1.02,1.01,9.8255,341.98,34250.5,0.0057,33.3543,5461,35.7534,111,0.4699,3254.8,57.87,26.5495,0.0,0.0000,1.000,0.0291
80000,0,956,25.82,0.08,5.16,0.08,8.82,0.01,1.03,0.012,0.154,244766.7,99493.7,10,146,3.04,1.04,1.03,6.1143,201.34,17456.3,0.0066,24.4825,5462,14.9265,455,0.0507,353.8,148.26,0.9938,0.0,0.0000,1.000,0.7810
80000,1,827,25.78,0.09,5.27,0.07,8.46,0.01,1.04,0.008,0.133,138033.5,54909.1,11,225,3.06,1.05,1.03,3.8163,129.49,34333.9,0.0000,13.8843,5461,14.9237,434,0.0221,155.3,93.87,2.9735,0.0,0.0000,1.000,0.3216
80000,2,594,22.28,0.05,4.19,0.07,9.45,0.01,1.02,0.003,0.093,91738.6,34313.6,9,196,3.06,1.02,1.01,2.5487,77.28,45967.3,0.0000,9.2017,5461,14.9237,144,0.0109,76.0,57.87,6.9857,0.0,0.0000,1.000,0.0291
90000,0,1035,24.72,0.27,2.46,0.01,10.17,0.07,1.08,0.032,0.153,420861.2,168825.7,15,228,2.93,1.14,1.03,14.5264,315.67,19398.5,0.6419,41.1170,5462,34.0674,129,0.2370,1808.0,148.26,2.0210,0.0,0.0000,1.000,0.7810
