step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,3.49,25,0,1,0,1,0,1.00,14,0.286,1248,0.00,42.91,11.43,904,0,0,0,1.00,1.00,1.00,1,2,1,0.4,1.849,2,1.745,0.047,5,1.000,1
100000,1.00,24,0,0,0,1,0,1.00,28,0.000,1187,0.00,61.19,1.05,36,2,2,0,1.00,1.00,1.00,1,1,1,40.6,4.792,1,0.996,0.515,8,1.000,1
100000,1.85,20,0,0,0,2,0,1.00,24,0.000,1116,0.00,58.73,0.24,36,2,1,0,1.00,1.00,1.00,1,2,2,45.4,0.928,2,0.926,0.527,8,1.000,0
100000,24.62,25,10,0,0,1,0,6.88,4,0.000,1045,0.00,21.32,71.88,911,0,0,0,6.00,5.60,8.67,2,3,5,11.1,5.204,11,1.172,0.174,5,1.000,0
100000,0.91,18,0,0,0,1,0,1.00,28,0.000,1039,0.00,42.72,3.16,36,2,2,0,1.00,1.00,1.00,1,1,1,46.5,3.307,1,0.915,0.488,8,1.000,0
100000,34.88,25,11,7,0,1,3,5.40,0,0.201,984,0.00,10.74,127.05,911,1,0,3,6.60,4.20,5.40,4,5,5,29.4,17.648,19,1.163,0.161,5,1.000,0
100000,21.43,16,0,2,0,9,0,1.00,2,0.093,972,-0.00,25.65,17.27,922,1,1,0,1.00,1.00,1.00,2,4,3,35.5,3.565,11,1.948,0.024,4,1.000,0
100000,5.66,16,0,0,0,3,0,1.00,8,0.000,919,0.03,27.48,5.11,924,1,1,0,1.00,1.00,1.00,1,1,3,29.4,4.518,3,1.888,0.052,4,1.000,0
100000,1.83,25,0,0,0,2,0,1.00,22,0.000,855,0.45,48.73,2.47,915,1,0,0,1.00,1.00,1.00,1,2,1,32.4,9.146,2,0.915,0.588,7,1.000,0
100000,10.89,16,0,1,0,5,0,1.00,4,0.092,840,0.00,21.43,26.23,924,0,1,0,1.00,1.00,1.00,1,3,3,0.9,2.852,6,1.815,0.046,4,1.000,0
100000,5.39,16,1,0,0,1,0,2.00,10,0.000,836,0.00,11.85,31.70,904,0,0,0,2.00,2.00,2.00,1,1,2,2.9,2.171,2,1.796,0.089,4,1.000,0
100000,34.02,25,12,6,0,1,3,6.40,0,0.176,833,0.00,3.64,43.76,911,2,1,3,7.20,4.20,7.10,4,5,5,41.8,3.273,19,1.098,0.159,5,1.000,0
100000,15.59,16,0,6,0,2,0,1.00,4,0.385,820,0.00,3.54,37.21,924,1,1,0,1.00,1.00,1.00,2,4,2,31.1,8.927,8,1.949,0.033,4,1.000,0
100000,7.82,16,0,4,0,0,0,1.00,6,0.512,814,0.00,12.95,31.94,918,0,0,0,1.00,1.00,1.00,1,1,4,17.1,4.525,4,1.955,0.033,4,1.000,0
100000,3.83,25,0,1,0,1,0,1.00,14,0.261,796,0.90,21.13,22.65,904,0,0,0,1.00,1.00,1.00,1,2,1,20.9,3.472,2,1.915,0.062,5,1.000,1
100000,3.66,21,0,0,0,4,0,1.00,20,0.000,787,1.44,36.79,2.13,36,0,1,0,1.00,1.00,1.00,2,2,2,23.2,9.185,4,0.915,0.614,7,1.000,0
100000,30.23,25,11,3,0,1,1,6.50,4,0.099,770,0.83,8.69,36.03,911,0,2,3,6.60,4.20,8.33,4,3,5,28.0,11.382,15,1.163,0.161,5,1.000,0
100000,3.87,16,0,0,0,2,0,1.00,10,0.000,770,0.47,26.15,81.73,904,2,1,0,1.00,1.00,1.00,2,2,1,39.3,6.328,2,1.934,0.019,4,1.000,0
100000,28.17,25,4,1,0,8,0,2.25,4,0.035,761,0.00,48.55,7.08,904,0,2,0,2.25,2.25,2.25,2,4,4,1.0,10.295,13,1.657,0.091,5,1.000,0
100000,9.56,16,0,2,0,3,0,1.00,6,0.209,758,0.00,16.24,30.11,904,2,2,0,1.00,1.00,1.00,1,3,2,42.8,3.368,5,1.912,0.052,4,1.000,0
100000,11.60,25,0,2,0,4,0,1.00,10,0.172,752,0.00,11.96,42.09,904,0,1,0,1.00,1.00,1.00,4,3,2,21.8,6.042,6,1.934,0.045,5,1.000,0
100000,0.92,34,0,0,0,1,0,1.00,28,0.000,741,0.00,24.76,1.16,36,2,2,0,1.00,1.00,1.00,1,1,1,48.8,0.041,1,0.925,0.595,8,1.000,0
100000,34.28,25,8,8,0,5,3,4.00,0,0.233,738,0.00,38.67,44.36,911,1,0,3,4.80,2.00,4.60,4,5,5,38.4,30.620,21,1.182,0.208,5,1.000,0
100000,20.09,25,8,1,0,0,1,5.81,4,0.050,735,0.00,13.92,24.92,911,2,1,1,4.80,3.80,8.33,2,3,5,40.4,5.731,9,1.182,0.208,5,1.000,0
100000,5.78,16,0,2,0,1,0,1.00,8,0.346,732,0.00,13.38,55.76,918,0,2,0,1.00,1.00,1.00,1,2,2,14.8,5.603,3,1.927,0.046,4,1.000,0
100000,7.76,16,0,2,0,2,0,1.00,6,0.258,729,0.14,5.45,59.84,904,2,0,0,1.00,1.00,1.00,1,2,3,50.1,6.821,4,1.939,0.026,4,1.000,0
100000,7.60,16,0,2,0,2,0,1.00,8,0.263,727,1.89,5.98,28.00,904,2,0,0,1.00,1.00,1.00,1,2,2,44.4,7.509,4,1.899,0.043,4,1.000,0
100000,0.93,18,0,0,0,1,0,1.00,28,0.000,719,0.00,26.87,3.65,36,1,2,0,1.00,1.00,1.00,1,1,1,37.1,2.917,1,0.927,0.521,8,1.000,0
100000,6.58,25,0,2,0,2,0,1.00,10,0.304,714,-0.00,25.07,7.73,904,0,0,0,1.00,1.00,1.00,2,1,4,21.1,0.147,4,1.646,0.092,5,1.000,0
100000,5.80,25,0,0,0,3,0,1.00,12,0.000,711,-0.00,24.21,24.84,904,0,0,0,1.00,1.00,1.00,2,2,2,12.0,2.916,3,1.935,0.027,5,1.000,0
100000,2.57,21,0,0,0,3,0,1.00,20,0.000,710,0.00,20.70,1.73,915,1,0,0,1.00,1.00,1.00,2,1,3,33.6,11.697,3,0.858,0.572,7,1.000,0
100000,18.91,25,8,0,0,0,0,6.86,6,0.000,707,0.00,4.82,42.65,911,1,0,0,4.80,4.80,12.00,2,2,5,29.7,6.020,8,1.182,0.208,5,1.000,0
