step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1736,14.42,0.95,2.96,0.12,6.87,0.00,1.39,0.002,0.215,503993.0,549015.9,2,180,2.64,1.55,1.34,24.7874,424.89,33530.0,0.0289,43.7926,5462,37.5127,704,4.3004,25081.1,149.79,2.5527,0.0,0.0000,1.000,0.7360
10000,1,1417,14.95,1.11,2.44,0.10,8.33,0.00,1.39,0.001,0.196,495408.7,523848.3,2,172,2.79,1.51,1.35,23.6197,242.40,33753.5,0.0301,42.8764,5461,37.5058,649,4.3164,24949.5,94.51,11.4666,0.0,0.0000,1.000,0.2913
10000,2,1000,13.10,0.93,2.81,0.01,6.20,0.01,1.42,0.002,0.114,387481.5,369675.9,2,256,2.54,1.56,1.43,15.4182,183.87,40398.7,0.0295,33.0817,5461,37.5058,366,2.4675,13883.5,55.70,29.2467,0.0,0.0000,1.000,0.0101
20000,0,1305,16.62,0.39,5.55,0.03,5.44,0.01,1.18,0.002,0.171,232890.9,192734.0,2,190,2.70,1.19,1.18,4.2438,333.57,20637.9,0.4546,23.3102,5462,14.4504,904,0.2221,1336.3,149.79,0.9935,0.0,0.0000,1.000,0.7360
20000,1,1227,15.83,0.45,5.21,0.02,5.40,0.00,1.22,0.002,0.155,136262.6,108115.4,2,206,2.74,1.26,1.20,2.3229,237.97,39785.5,0.0000,13.4384,5461,14.4478,591,0.1222,721.5,94.51,3.0946,0.0,0.0000,1.000,0.2913
20000,2,920,14.89,0.38,4.68,0.01,5.19,0.00,1.16,0.000,0.108,90953.1,69780.1,2,237,2.62,1.19,1.14,1.3913,206.80,49692.0,0.0000,9.0650,5461,14.4478,323,0.0299,188.6,55.70,7.3325,0.0,0.0000,1.000,0.0101
30000,0,1441,15.78,0.39,4.36,0.02,5.77,0.00,1.17,0.001,0.175,461122.6,460976.7,9,223,2.64,1.18,1.18,12.6129,196.26,29104.9,0.0205,44.4935,5462,37.6800,701,1.6944,11079.2,149.79,2.3626,0.0,0.0000,1.000,0.7360
30000,1,1350,16.52,0.28,4.43,0.04,6.83,0.00,1.13,0.001,0.178,450328.7,449209.1,7,214,2.73,1.14,1.12,12.1810,195.07,34855.0,0.0000,43.4933,5461,37.6731,422,1.6736,10994.4,94.51,10.8773,0.0,0.0000,1.000,0.2913
30000,2,1065,15.60,0.26,4.40,0.04,5.42,0.00,1.12,0.002,0.124,342431.1,325290.3,6,335,2.67,1.14,1.13,7.7640,79.84,44721.4,0.0000,33.4956,5461,37.6731,235,0.8106,5239.7,55.70,28.2723,0.0,0.0000,1.000,0.0101
40000,0,1370,13.38,0.22,3.75,0.01,4.78,0.00,1.09,0.000,0.138,232240.7,163499.3,4,218,2.47,1.09,1.12,2.5923,137.14,21314.7,0.7096,22.9148,5462,14.8045,399,0.1511,1020.4,149.79,0.9847,0.0,0.0000,1.000,0.7360
