step,cause,age,size,n,worn
10000,hunger,0,0,238,1
10000,hunger,0,4,471,0
10000,hunger,0,8,1074,0
10000,hunger,0,12,3135,2
10000,hunger,0,16,1531,1
10000,hunger,0,20,716,0
10000,hunger,0,24,948,0
10000,hunger,0,28,535,1
10000,hunger,0,32,711,0
10000,hunger,0,36,1129,2
10000,hunger,0,40,371,1
10000,hunger,0,44,260,0
10000,hunger,0,48,1247,2
10000,hunger,0,52,76,0
10000,hunger,0,56,61,0
10000,hunger,0,60,49,0
10000,hunger,0,64,368,3
10000,hunger,0,68,4,0
10000,hunger,0,72,9,0
10000,hunger,0,76,8,0
10000,hunger,0,80,50,1
10000,hunger,0,84,1,0
10000,hunger,0,88,1,0
10000,hunger,0,96,3,0
10000,hunger,0,100,40,0
10000,hunger,0,104,1,0
10000,hunger,0,112,2,0
10000,hunger,0,116,1,0
10000,hunger,0,120,9,0
10000,hunger,0,128,1,0
10000,hunger,0,144,3,0
10000,hunger,50,0,1150,0
10000,hunger,50,4,1638,3
10000,hunger,50,8,3100,2
10000,hunger,50,12,9617,13
10000,hunger,50,16,5285,13
10000,hunger,50,20,1913,8
10000,hunger,50,24,2022,5
10000,hunger,50,28,1153,1
10000,hunger,50,32,1386,2
10000,hunger,50,36,2732,12
10000,hunger,50,40,912,3
10000,hunger,50,44,770,4
10000,hunger,50,48,3227,16
10000,hunger,50,52,108,1
10000,hunger,50,56,104,2
10000,hunger,50,60,118,1
10000,hunger,50,64,823,4
10000,hunger,50,68,15,0
10000,hunger,50,72,17,0
10000,hunger,50,76,13,0
10000,hunger,50,80,115,1
10000,hunger,50,84,1,0
10000,hunger,50,92,2,0
10000,hunger,50,100,2,0
10000,hunger,50,120,3,0
10000,hunger,100,0,952,0
10000,hunger,100,4,735,1
10000,hunger,100,8,1762,2
10000,hunger,100,12,7339,18
10000,hunger,100,16,4160,16
10000,hunger,100,20,1445,3
10000,hunger,100,24,1522,6
10000,hunger,100,28,868,2
10000,hunger,100,32,1122,6
10000,hunger,100,36,2294,14
10000,hunger,100,40,733,4
10000,hunger,100,44,712,1
10000,hunger,100,48,3014,18
10000,hunger,100,52,112,1
10000,hunger,100,56,108,1
